champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_sup_1_name,synergy_sup_1_winrate,synergy_sup_1_games,synergy_sup_1_lane_quality,synergy_sup_2_name,synergy_sup_2_winrate,synergy_sup_2_games,synergy_sup_2_lane_quality,synergy_sup_3_name,synergy_sup_3_winrate,synergy_sup_3_games,synergy_sup_3_lane_quality,synergy_sup_4_name,synergy_sup_4_winrate,synergy_sup_4_games,synergy_sup_4_lane_quality,synergy_sup_5_name,synergy_sup_5_winrate,synergy_sup_5_games,synergy_sup_5_lane_quality,synergy_sup_6_name,synergy_sup_6_winrate,synergy_sup_6_games,synergy_sup_6_lane_quality,synergy_sup_7_name,synergy_sup_7_winrate,synergy_sup_7_games,synergy_sup_7_lane_quality,synergy_sup_8_name,synergy_sup_8_winrate,synergy_sup_8_games,synergy_sup_8_lane_quality,synergy_sup_9_name,synergy_sup_9_winrate,synergy_sup_9_games,synergy_sup_9_lane_quality,synergy_sup_10_name,synergy_sup_10_winrate,synergy_sup_10_games,synergy_sup_10_lane_quality,synergy_sup_11_name,synergy_sup_11_winrate,synergy_sup_11_games,synergy_sup_11_lane_quality,synergy_sup_12_name,synergy_sup_12_winrate,synergy_sup_12_games,synergy_sup_12_lane_quality,synergy_sup_13_name,synergy_sup_13_winrate,synergy_sup_13_games,synergy_sup_13_lane_quality,synergy_sup_14_name,synergy_sup_14_winrate,synergy_sup_14_games,synergy_sup_14_lane_quality,synergy_sup_15_name,synergy_sup_15_winrate,synergy_sup_15_games,synergy_sup_15_lane_quality,synergy_sup_16_name,synergy_sup_16_winrate,synergy_sup_16_games,synergy_sup_16_lane_quality,synergy_sup_17_name,synergy_sup_17_winrate,synergy_sup_17_games,synergy_sup_17_lane_quality,synergy_sup_18_name,synergy_sup_18_winrate,synergy_sup_18_games,synergy_sup_18_lane_quality,synergy_sup_19_name,synergy_sup_19_winrate,synergy_sup_19_games,synergy_sup_19_lane_quality,synergy_sup_20_name,synergy_sup_20_winrate,synergy_sup_20_games,synergy_sup_20_lane_quality,synergy_sup_21_name,synergy_sup_21_winrate,synergy_sup_21_games,synergy_sup_21_lane_quality,synergy_sup_22_name,synergy_sup_22_winrate,synergy_sup_22_games,synergy_sup_22_lane_quality,synergy_sup_23_name,synergy_sup_23_winrate,synergy_sup_23_games,synergy_sup_23_lane_quality,synergy_sup_24_name,synergy_sup_24_winrate,synergy_sup_24_games,synergy_sup_24_lane_quality,synergy_sup_25_name,synergy_sup_25_winrate,synergy_sup_25_games,synergy_sup_25_lane_quality,synergy_sup_26_name,synergy_sup_26_winrate,synergy_sup_26_games,synergy_sup_26_lane_quality,synergy_sup_27_name,synergy_sup_27_winrate,synergy_sup_27_games,synergy_sup_27_lane_quality,synergy_sup_28_name,synergy_sup_28_winrate,synergy_sup_28_games,synergy_sup_28_lane_quality,synergy_sup_29_name,synergy_sup_29_winrate,synergy_sup_29_games,synergy_sup_29_lane_quality,synergy_sup_30_name,synergy_sup_30_winrate,synergy_sup_30_games,synergy_sup_30_lane_quality,synergy_sup_31_name,synergy_sup_31_winrate,synergy_sup_31_games,synergy_sup_31_lane_quality,synergy_sup_32_name,synergy_sup_32_winrate,synergy_sup_32_games,synergy_sup_32_lane_quality,synergy_sup_33_name,synergy_sup_33_winrate,synergy_sup_33_games,synergy_sup_33_lane_quality,synergy_sup_34_name,synergy_sup_34_winrate,synergy_sup_34_games,synergy_sup_34_lane_quality,synergy_sup_35_name,synergy_sup_35_winrate,synergy_sup_35_games,synergy_sup_35_lane_quality,synergy_sup_36_name,synergy_sup_36_winrate,synergy_sup_36_games,synergy_sup_36_lane_quality,synergy_sup_37_name,synergy_sup_37_winrate,synergy_sup_37_games,synergy_sup_37_lane_quality,synergy_sup_38_name,synergy_sup_38_winrate,synergy_sup_38_games,synergy_sup_38_lane_quality,synergy_sup_39_name,synergy_sup_39_winrate,synergy_sup_39_games,synergy_sup_39_lane_quality,synergy_sup_40_name,synergy_sup_40_winrate,synergy_sup_40_games,synergy_sup_40_lane_quality,synergy_sup_41_name,synergy_sup_41_winrate,synergy_sup_41_games,synergy_sup_41_lane_quality,synergy_sup_42_name,synergy_sup_42_winrate,synergy_sup_42_games,synergy_sup_42_lane_quality,synergy_sup_43_name,synergy_sup_43_winrate,synergy_sup_43_games,synergy_sup_43_lane_quality,synergy_sup_44_name,synergy_sup_44_winrate,synergy_sup_44_games,synergy_sup_44_lane_quality,synergy_sup_45_name,synergy_sup_45_winrate,synergy_sup_45_games,synergy_sup_45_lane_quality,synergy_sup_46_name,synergy_sup_46_winrate,synergy_sup_46_games,synergy_sup_46_lane_quality,synergy_sup_47_name,synergy_sup_47_winrate,synergy_sup_47_games,synergy_sup_47_lane_quality,synergy_sup_48_name,synergy_sup_48_winrate,synergy_sup_48_games,synergy_sup_48_lane_quality,synergy_sup_49_name,synergy_sup_49_winrate,synergy_sup_49_games,synergy_sup_49_lane_quality,synergy_sup_50_name,synergy_sup_50_winrate,synergy_sup_50_games,synergy_sup_50_lane_quality,synergy_sup_51_name,synergy_sup_51_winrate,synergy_sup_51_games,synergy_sup_51_lane_quality,synergy_sup_52_name,synergy_sup_52_winrate,synergy_sup_52_games,synergy_sup_52_lane_quality,synergy_sup_53_name,synergy_sup_53_winrate,synergy_sup_53_games,synergy_sup_53_lane_quality,synergy_sup_54_name,synergy_sup_54_winrate,synergy_sup_54_games,synergy_sup_54_lane_quality
Samira,adc,98.3%,B,10 / 26,50.1 %,5.4 %,10.1 %,1292221,https://dpm.lol/champions/Samira/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Taric,53.31%,16399,,Amumu,53.16%,7791,,Nami,53.09%,38900,,Maokai,52.83%,17963,,Leona,52.76%,112273,,Zac,52.11%,3583,,Renata,52.06%,7806,,Nautilus,51.76%,161081,,Brand,51.59%,20539,,Shen,51.36%,6818,,Zyra,51.33%,23038,,Teemo,50.99%,5560,,Thresh,50.83%,76257,,Swain,50.81%,43580,,Janna,50.80%,10758,,FiddleSticks,50.79%,3473,,Sona,50.59%,9513,,Zilean,50.57%,8719,,Morgana,50.45%,43281,,Alistar,50.32%,39634,,Velkoz,50.32%,14483,,Rell,50.12%,47490,,Lux,50.11%,55747,,Rakan,50.04%,20678,,Sylas,49.71%,6127,,Blitzcrank,49.67%,47644,,Soraka,49.63%,17157,,Seraphine,49.59%,29391,,Xerath,49.38%,10173,,Galio,49.14%,5932,,Milio,49.12%,19082,,Elise,49.07%,5773,,Neeko,48.93%,19569,,Pyke,48.61%,60268,,Pantheon,48.36%,37149,,Karma,48.31%,17182,,Braum,48.21%,16739,,Shaco,48.16%,6439,,Bard,48.06%,15009,,Poppy,48.05%,14118,,Senna,48.04%,14878,,Malphite,48.00%,9173,,TahmKench,47.75%,24942,,Veigar,47.19%,3170,,Yuumi,46.76%,16178,,Lulu,46.09%,15475,,Mel,44.95%,24031,,Ashe,43.52%,3860,,,,,,,,,,,,,,,,,,,,,,,,,
Urgot,top,94.3%,B,12 / 50,52.0 %,3.1 %,1.7 %,743718,https://dpm.lol/champions/Urgot/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Teemo,55.45%,6395,,Milio,54.89%,27980,,Nami,54.49%,40517,,Sona,54.47%,10593,,Taric,54.44%,6187,,Brand,54.23%,18453,,Galio,54.19%,2648,,Soraka,54.06%,18229,,Leblanc,54.05%,1915,,Zyra,54.01%,18649,,Morgana,53.68%,32080,,Shaco,53.62%,5571,,Maokai,53.59%,7041,,Braum,53.38%,16172,,Amumu,53.35%,2270,,Velkoz,53.23%,13693,,Swain,52.99%,20158,,FiddleSticks,52.69%,2253,,Leona,52.67%,29573,,Janna,52.64%,11358,,Poppy,52.63%,7805,,Renata,52.55%,4316,,Shen,52.45%,3386,,Zilean,52.43%,8177,,Bard,52.31%,16029,,Seraphine,52.19%,25513,,Xerath,52.09%,11004,,Lux,52.08%,44549,,Elise,51.91%,3866,,Karma,51.67%,20839,,Malphite,51.66%,5803,,Thresh,51.48%,33837,,TahmKench,51.47%,12942,,Blitzcrank,51.35%,19510,,Rell,51.12%,9455,,Pantheon,50.88%,13514,,Nautilus,50.86%,33273,,Sylas,50.69%,2815,,Veigar,50.62%,2821,,Hwei,50.41%,2049,,Pyke,50.40%,23870,,Senna,50.28%,15359,,Lulu,50.25%,22206,,Alistar,50.05%,11073,,Rakan,49.93%,11082,,Neeko,49.61%,11916,,Zoe,48.97%,2724,,Yuumi,48.64%,14703,,Mel,48.00%,18554,,Ashe,47.77%,3906,,,,,,,,,,,,,,,,,
Viktor,mid,95.0%,B,15 / 47,51.1 %,5.6 %,2.5 %,1356568,https://dpm.lol/champions/Viktor/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Amumu,53.82%,4342,,Milio,53.68%,52332,,Maokai,53.07%,12353,,Elise,53.02%,9078,,Shaco,52.95%,10730,,Zyra,52.79%,26342,,Leona,52.77%,57757,,Shen,52.74%,5580,,Nami,52.72%,72726,,Sona,52.69%,17228,,Taric,52.62%,9728,,Soraka,52.26%,32522,,Poppy,52.16%,17468,,Swain,52.16%,28971,,Janna,52.01%,21164,,Teemo,52.00%,8650,,Morgana,51.86%,46182,,Sylas,51.83%,6967,,Pantheon,51.81%,25103,,Thresh,51.79%,73336,,Zilean,51.78%,14769,,Bard,51.71%,33743,,Braum,51.68%,35784,,Brand,51.63%,24393,,Galio,51.54%,4461,,Leblanc,51.50%,4829,,Velkoz,51.42%,19043,,Blitzcrank,51.38%,42276,,Karma,51.33%,47124,,Nautilus,51.19%,67004,,TahmKench,51.08%,19410,,Pyke,50.99%,46651,,FiddleSticks,50.96%,4160,,Xerath,50.94%,21451,,Rell,50.93%,19627,,Renata,50.58%,8062,,Lux,50.41%,61424,,Seraphine,50.34%,37423,,Rakan,49.88%,24180,,Neeko,49.84%,21993,,Lulu,49.82%,52565,,Alistar,49.82%,26490,,Malphite,49.57%,7563,,Senna,49.24%,26825,,Zoe,49.23%,4759,,Hwei,48.67%,3446,,Yuumi,48.39%,30859,,Veigar,47.43%,4052,,Mel,46.62%,28931,,Ashe,46.00%,6929,,,,,,,,,,,,,,,,,
Taric,sup,93.2%,B,13 / 39,52.6 %,1.5 %,0.4 %,370065,https://dpm.lol/champions/Taric/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasuo,adc,8.1%,-,-/-,51.0 %,1.1 %,18.3 %,275145,https://dpm.lol/champions/Yasuo/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Soraka,56.83%,5351,,Taric,56.07%,2333,,Nami,55.67%,15984,,Renata,55.57%,916,,Velkoz,55.35%,4849,,Teemo,55.21%,1853,,Yuumi,55.16%,12247,,Brand,55.02%,3906,,Sona,55.02%,2252,,Milio,54.72%,5298,,Karma,54.53%,4009,,Zilean,54.42%,1913,,Zyra,53.80%,4483,,Janna,53.79%,6607,,Sion,53.76%,1010,,Swain,53.66%,6346,,Lulu,53.42%,5790,,Senna,53.38%,4914,,Shen,52.78%,809,,Xerath,52.66%,2108,,Seraphine,52.57%,5212,,Morgana,52.34%,5483,,Lux,51.84%,9617,,Veigar,51.65%,788,,Maokai,51.42%,2149,,Shaco,51.37%,1680,,Bard,51.05%,3420,,JarvanIV,50.88%,794,,Poppy,50.73%,2480,,Leona,50.64%,4520,,Rell,50.62%,4283,,TahmKench,50.38%,5522,,Thresh,50.06%,9404,,Pyke,49.95%,8756,,Rakan,49.93%,8853,,Galio,49.92%,1306,,Alistar,49.90%,12385,,Braum,49.85%,4365,,Neeko,49.75%,4328,,Pantheon,49.62%,3402,,Zac,49.62%,1562,,Elise,49.46%,1021,,Blitzcrank,49.25%,8264,,Zoe,49.22%,774,,Nautilus,49.17%,15020,,Malphite,48.77%,17235,,Mel,48.26%,4217,,Sett,48.22%,674,,Sylas,47.60%,2187,,Gragas,47.48%,2443,,Chogath,46.81%,1724,,Ashe,44.07%,1382,,LeeSin,42.79%,1311,,Yone,37.27%,7247,
