participant0,equipe0,champion0,role_position0,victoire0,participant1,equipe1,champion1,role_position1,victoire1,participant2,equipe2,champion2,role_position2,victoire2,participant3,equipe3,champion3,role_position3,victoire3,participant4,equipe4,champion4,role_position4,victoire4,participant5,equipe5,champion5,role_position5,victoire5,participant6,equipe6,champion6,role_position6,victoire6,participant7,equipe7,champion7,role_position7,victoire7,participant8,equipe8,champion8,role_position8,victoire8,participant9,equipe9,champion9,role_position9,victoire9
0,100,Sion,SOLO TOP,True,1,100,Rammus,NONE JUNGLE,True,2,100,Velkoz,SOLO MIDDLE,True,3,100,Jinx,CARRY BOTTOM,True,4,100,Malphite,SUPPORT UTILITY,True,5,200,Jhin,SOLO TOP,False,6,200,Elise,NONE JUNGLE,False,7,200,Yone,SOLO MIDDLE,False,8,200,KogMaw,CARRY BOTTOM,False,9,200,Leona,SUPPORT UTILITY,False
