champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_top_1_name,synergy_top_1_winrate,synergy_top_1_games,synergy_top_1_lane_quality,synergy_top_2_name,synergy_top_2_winrate,synergy_top_2_games,synergy_top_2_lane_quality,synergy_top_3_name,synergy_top_3_winrate,synergy_top_3_games,synergy_top_3_lane_quality,synergy_top_4_name,synergy_top_4_winrate,synergy_top_4_games,synergy_top_4_lane_quality,synergy_top_5_name,synergy_top_5_winrate,synergy_top_5_games,synergy_top_5_lane_quality,synergy_top_6_name,synergy_top_6_winrate,synergy_top_6_games,synergy_top_6_lane_quality,synergy_top_7_name,synergy_top_7_winrate,synergy_top_7_games,synergy_top_7_lane_quality,synergy_top_8_name,synergy_top_8_winrate,synergy_top_8_games,synergy_top_8_lane_quality,synergy_top_9_name,synergy_top_9_winrate,synergy_top_9_games,synergy_top_9_lane_quality,synergy_top_10_name,synergy_top_10_winrate,synergy_top_10_games,synergy_top_10_lane_quality,synergy_top_11_name,synergy_top_11_winrate,synergy_top_11_games,synergy_top_11_lane_quality,synergy_top_12_name,synergy_top_12_winrate,synergy_top_12_games,synergy_top_12_lane_quality,synergy_top_13_name,synergy_top_13_winrate,synergy_top_13_games,synergy_top_13_lane_quality,synergy_top_14_name,synergy_top_14_winrate,synergy_top_14_games,synergy_top_14_lane_quality,synergy_top_15_name,synergy_top_15_winrate,synergy_top_15_games,synergy_top_15_lane_quality,synergy_top_16_name,synergy_top_16_winrate,synergy_top_16_games,synergy_top_16_lane_quality,synergy_top_17_name,synergy_top_17_winrate,synergy_top_17_games,synergy_top_17_lane_quality,synergy_top_18_name,synergy_top_18_winrate,synergy_top_18_games,synergy_top_18_lane_quality,synergy_top_19_name,synergy_top_19_winrate,synergy_top_19_games,synergy_top_19_lane_quality,synergy_top_20_name,synergy_top_20_winrate,synergy_top_20_games,synergy_top_20_lane_quality,synergy_top_21_name,synergy_top_21_winrate,synergy_top_21_games,synergy_top_21_lane_quality,synergy_top_22_name,synergy_top_22_winrate,synergy_top_22_games,synergy_top_22_lane_quality,synergy_top_23_name,synergy_top_23_winrate,synergy_top_23_games,synergy_top_23_lane_quality,synergy_top_24_name,synergy_top_24_winrate,synergy_top_24_games,synergy_top_24_lane_quality,synergy_top_25_name,synergy_top_25_winrate,synergy_top_25_games,synergy_top_25_lane_quality,synergy_top_26_name,synergy_top_26_winrate,synergy_top_26_games,synergy_top_26_lane_quality,synergy_top_27_name,synergy_top_27_winrate,synergy_top_27_games,synergy_top_27_lane_quality,synergy_top_28_name,synergy_top_28_winrate,synergy_top_28_games,synergy_top_28_lane_quality,synergy_top_29_name,synergy_top_29_winrate,synergy_top_29_games,synergy_top_29_lane_quality,synergy_top_30_name,synergy_top_30_winrate,synergy_top_30_games,synergy_top_30_lane_quality,synergy_top_31_name,synergy_top_31_winrate,synergy_top_31_games,synergy_top_31_lane_quality,synergy_top_32_name,synergy_top_32_winrate,synergy_top_32_games,synergy_top_32_lane_quality,synergy_top_33_name,synergy_top_33_winrate,synergy_top_33_games,synergy_top_33_lane_quality,synergy_top_34_name,synergy_top_34_winrate,synergy_top_34_games,synergy_top_34_lane_quality,synergy_top_35_name,synergy_top_35_winrate,synergy_top_35_games,synergy_top_35_lane_quality,synergy_top_36_name,synergy_top_36_winrate,synergy_top_36_games,synergy_top_36_lane_quality,synergy_top_37_name,synergy_top_37_winrate,synergy_top_37_games,synergy_top_37_lane_quality,synergy_top_38_name,synergy_top_38_winrate,synergy_top_38_games,synergy_top_38_lane_quality,synergy_top_39_name,synergy_top_39_winrate,synergy_top_39_games,synergy_top_39_lane_quality,synergy_top_40_name,synergy_top_40_winrate,synergy_top_40_games,synergy_top_40_lane_quality,synergy_top_41_name,synergy_top_41_winrate,synergy_top_41_games,synergy_top_41_lane_quality,synergy_top_42_name,synergy_top_42_winrate,synergy_top_42_games,synergy_top_42_lane_quality,synergy_top_43_name,synergy_top_43_winrate,synergy_top_43_games,synergy_top_43_lane_quality,synergy_top_44_name,synergy_top_44_winrate,synergy_top_44_games,synergy_top_44_lane_quality,synergy_top_45_name,synergy_top_45_winrate,synergy_top_45_games,synergy_top_45_lane_quality,synergy_top_46_name,synergy_top_46_winrate,synergy_top_46_games,synergy_top_46_lane_quality,synergy_top_47_name,synergy_top_47_winrate,synergy_top_47_games,synergy_top_47_lane_quality,synergy_top_48_name,synergy_top_48_winrate,synergy_top_48_games,synergy_top_48_lane_quality,synergy_top_49_name,synergy_top_49_winrate,synergy_top_49_games,synergy_top_49_lane_quality,synergy_top_50_name,synergy_top_50_winrate,synergy_top_50_games,synergy_top_50_lane_quality,synergy_top_51_name,synergy_top_51_winrate,synergy_top_51_games,synergy_top_51_lane_quality,synergy_top_52_name,synergy_top_52_winrate,synergy_top_52_games,synergy_top_52_lane_quality,synergy_top_53_name,synergy_top_53_winrate,synergy_top_53_games,synergy_top_53_lane_quality,synergy_top_54_name,synergy_top_54_winrate,synergy_top_54_games,synergy_top_54_lane_quality,synergy_top_55_name,synergy_top_55_winrate,synergy_top_55_games,synergy_top_55_lane_quality,synergy_top_56_name,synergy_top_56_winrate,synergy_top_56_games,synergy_top_56_lane_quality,synergy_top_57_name,synergy_top_57_winrate,synergy_top_57_games,synergy_top_57_lane_quality,synergy_top_58_name,synergy_top_58_winrate,synergy_top_58_games,synergy_top_58_lane_quality,synergy_top_59_name,synergy_top_59_winrate,synergy_top_59_games,synergy_top_59_lane_quality,synergy_top_60_name,synergy_top_60_winrate,synergy_top_60_games,synergy_top_60_lane_quality,synergy_top_61_name,synergy_top_61_winrate,synergy_top_61_games,synergy_top_61_lane_quality,synergy_top_62_name,synergy_top_62_winrate,synergy_top_62_games,synergy_top_62_lane_quality
Olaf,top,83.7%,C,28 / 50,50.7 %,2.0 %,1.1 %,99431,https://dpm.lol/champions/Olaf/build?lane=top&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shyvana,jun,91.7%,D,27 / 50,50.7 %,1.5 %,0.3 %,77541,https://dpm.lol/champions/Shyvana/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Naafiri,55.85%,188,,TahmKench,55.17%,629,,Malzahar,55.13%,263,,Malphite,54.03%,3213,,Quinn,53.51%,841,,Vayne,53.20%,782,,Illaoi,53.12%,1378,,Swain,53.09%,663,,DrMundo,52.99%,2695,,Nasus,52.90%,1894,,Garen,52.74%,3633,,Teemo,52.69%,2418,,Warwick,52.41%,582,,Jax,52.37%,1942,,Yorick,52.27%,2045,,Sion,52.22%,1664,,MonkeyKing,51.99%,277,,Shen,51.95%,1309,,Gangplank,51.87%,1097,,Renekton,51.82%,1538,,Kled,51.40%,605,,Mordekaiser,51.19%,2854,,Sett,51.18%,3001,,Darius,51.15%,3257,,Urgot,51.13%,1369,,Pantheon,51.12%,802,,Kayn,51.02%,294,,Volibear,50.68%,1395,,Chogath,50.57%,1760,,Akali,50.33%,449,,Tryndamere,50.22%,1378,,Sylas,50.20%,251,,Olaf,50.19%,783,,Fiora,50.00%,1406,,Gnar,49.90%,1018,,Singed,49.73%,919,,Ornn,49.70%,1157,,Yone,49.67%,1820,,Kayle,49.66%,1786,,Varus,49.57%,232,,Gwen,49.44%,1161,,Zaahen,49.26%,2369,,Aatrox,48.92%,1991,,MasterYi,48.86%,350,,Yasuo,48.59%,1206,,Rumble,48.52%,542,,Riven,48.28%,1392,,Vladimir,48.14%,673,,Camille,47.94%,632,,Ambessa,47.92%,1033,,Heimerdinger,47.68%,753,,Jayce,47.42%,755,,Poppy,46.53%,303,,Gragas,46.11%,527,,KSante,46.02%,817,,Kennen,45.55%,584,,Trundle,45.53%,503,,Smolder,44.98%,309,,,,,,,,,,,,,,,,,
Renekton,top,92.8%,D,30 / 50,49.7 %,4.1 %,2.5 %,208370,https://dpm.lol/champions/Renekton/build?lane=top&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiddlesticks,jun,72.0%,D,28 / 50,50.2 %,2.6 %,1.2 %,131376,https://dpm.lol/champions/FiddleSticks/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Naafiri,57.05%,319,,Sylas,55.19%,366,,Sett,54.59%,5561,,Urgot,54.53%,2536,,Warwick,53.79%,1041,,Vayne,53.24%,1266,,Garen,53.14%,6265,,Yorick,52.82%,3436,,Olaf,52.80%,1449,,DrMundo,52.73%,4457,,Kayn,52.64%,416,,Quinn,52.41%,1372,,Fiora,52.38%,2610,,Kled,52.34%,1070,,Volibear,51.92%,2452,,TahmKench,51.66%,991,,Kayle,51.61%,2422,,MasterYi,51.53%,588,,Illaoi,51.47%,2275,,Jax,51.36%,3497,,Sion,51.30%,3234,,Riven,51.25%,2515,,Malphite,50.88%,5356,,Pantheon,50.79%,1447,,Trundle,50.77%,904,,Darius,50.49%,6080,,Malzahar,50.45%,337,,Ambessa,50.42%,2011,,Aatrox,50.37%,3693,,Tryndamere,50.09%,2260,,Akali,49.85%,670,,Irelia,49.76%,2512,,Yasuo,49.73%,2003,,Nasus,49.55%,3130,,Swain,49.41%,935,,Singed,49.34%,1514,,Zaahen,49.34%,4451,,Renekton,49.33%,2773,,Chogath,49.26%,2694,,Gnar,49.16%,1910,,Camille,49.07%,1296,,Mordekaiser,49.00%,4059,,Ornn,48.61%,2164,,Yone,48.38%,3030,,Gangplank,48.38%,1945,,Shen,48.36%,2384,,Vladimir,47.90%,1000,,Varus,47.87%,399,,Teemo,47.74%,3360,,Kennen,47.53%,890,,Jayce,47.48%,1308,,Gwen,46.79%,1575,,KSante,46.00%,1674,,Poppy,45.31%,565,,Smolder,44.71%,454,,Gragas,44.02%,777,,Heimerdinger,43.31%,942,,Rumble,41.78%,730,,,,,,,,,,,,,,,,,
LeeSin,jun,92.5%,C,24 / 50,47.9 %,8.2 %,7.1 %,411589,https://dpm.lol/champions/LeeSin/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Cassiopeia,53.29%,1124,,Malphite,50.89%,17444,,Kayle,50.40%,7682,,Singed,49.95%,5289,,Kennen,49.88%,4719,,Ryze,49.79%,1904,,Poppy,49.76%,2114,,Zac,49.74%,1154,,Yorick,49.67%,8147,,Kled,49.65%,2550,,Aurora,49.61%,1028,,Olaf,49.18%,3766,,Swain,49.12%,3282,,Teemo,49.11%,11283,,DrMundo,49.01%,10845,,Sylas,48.87%,2437,,Sion,48.84%,9136,,Shen,48.80%,6289,,Nasus,48.75%,8413,,MonkeyKing,48.62%,1345,,Mordekaiser,48.61%,15953,,Renekton,48.57%,9388,,Garen,48.56%,15463,,Sett,48.45%,13616,,Urgot,48.30%,4872,,Quinn,48.29%,3444,,Volibear,48.28%,8930,,Jax,48.13%,11602,,Ornn,48.08%,6814,,Zaahen,48.07%,12568,,Pantheon,48.02%,3657,,Vayne,47.89%,3796,,Irelia,47.88%,7381,,Illaoi,47.86%,5876,,Jayce,47.84%,6519,,Fiora,47.78%,6996,,Warwick,47.74%,2566,,Heimerdinger,47.61%,3350,,Gangplank,47.52%,6370,,Varus,47.44%,1819,,Rumble,47.38%,5295,,Gnar,47.35%,5850,,Vladimir,47.35%,4524,,Kayn,47.28%,1049,,Gwen,47.18%,6621,,Aatrox,47.18%,13984,,Camille,47.09%,4341,,Gragas,46.97%,4424,,Chogath,46.94%,7544,,Trundle,46.91%,1859,,Ambessa,46.87%,7787,,Akali,46.73%,3441,,TahmKench,46.71%,2550,,Sejuani,46.66%,1033,,Darius,46.50%,15865,,Tryndamere,46.40%,5894,,Riven,46.39%,6767,,Yasuo,46.15%,7111,,Yone,45.96%,10707,,Smolder,45.40%,1925,,KSante,44.85%,7079,,MasterYi,42.09%,1245,
