champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_top_1_name,synergy_top_1_winrate,synergy_top_1_games,synergy_top_1_lane_quality,synergy_top_2_name,synergy_top_2_winrate,synergy_top_2_games,synergy_top_2_lane_quality,synergy_top_3_name,synergy_top_3_winrate,synergy_top_3_games,synergy_top_3_lane_quality,synergy_top_4_name,synergy_top_4_winrate,synergy_top_4_games,synergy_top_4_lane_quality,synergy_top_5_name,synergy_top_5_winrate,synergy_top_5_games,synergy_top_5_lane_quality,synergy_top_6_name,synergy_top_6_winrate,synergy_top_6_games,synergy_top_6_lane_quality,synergy_top_7_name,synergy_top_7_winrate,synergy_top_7_games,synergy_top_7_lane_quality,synergy_top_8_name,synergy_top_8_winrate,synergy_top_8_games,synergy_top_8_lane_quality,synergy_top_9_name,synergy_top_9_winrate,synergy_top_9_games,synergy_top_9_lane_quality,synergy_top_10_name,synergy_top_10_winrate,synergy_top_10_games,synergy_top_10_lane_quality,synergy_top_11_name,synergy_top_11_winrate,synergy_top_11_games,synergy_top_11_lane_quality,synergy_top_12_name,synergy_top_12_winrate,synergy_top_12_games,synergy_top_12_lane_quality,synergy_top_13_name,synergy_top_13_winrate,synergy_top_13_games,synergy_top_13_lane_quality,synergy_top_14_name,synergy_top_14_winrate,synergy_top_14_games,synergy_top_14_lane_quality,synergy_top_15_name,synergy_top_15_winrate,synergy_top_15_games,synergy_top_15_lane_quality,synergy_top_16_name,synergy_top_16_winrate,synergy_top_16_games,synergy_top_16_lane_quality,synergy_top_17_name,synergy_top_17_winrate,synergy_top_17_games,synergy_top_17_lane_quality,synergy_top_18_name,synergy_top_18_winrate,synergy_top_18_games,synergy_top_18_lane_quality,synergy_top_19_name,synergy_top_19_winrate,synergy_top_19_games,synergy_top_19_lane_quality,synergy_top_20_name,synergy_top_20_winrate,synergy_top_20_games,synergy_top_20_lane_quality,synergy_top_21_name,synergy_top_21_winrate,synergy_top_21_games,synergy_top_21_lane_quality,synergy_top_22_name,synergy_top_22_winrate,synergy_top_22_games,synergy_top_22_lane_quality,synergy_top_23_name,synergy_top_23_winrate,synergy_top_23_games,synergy_top_23_lane_quality,synergy_top_24_name,synergy_top_24_winrate,synergy_top_24_games,synergy_top_24_lane_quality,synergy_top_25_name,synergy_top_25_winrate,synergy_top_25_games,synergy_top_25_lane_quality,synergy_top_26_name,synergy_top_26_winrate,synergy_top_26_games,synergy_top_26_lane_quality,synergy_top_27_name,synergy_top_27_winrate,synergy_top_27_games,synergy_top_27_lane_quality,synergy_top_28_name,synergy_top_28_winrate,synergy_top_28_games,synergy_top_28_lane_quality,synergy_top_29_name,synergy_top_29_winrate,synergy_top_29_games,synergy_top_29_lane_quality,synergy_top_30_name,synergy_top_30_winrate,synergy_top_30_games,synergy_top_30_lane_quality,synergy_top_31_name,synergy_top_31_winrate,synergy_top_31_games,synergy_top_31_lane_quality,synergy_top_32_name,synergy_top_32_winrate,synergy_top_32_games,synergy_top_32_lane_quality,synergy_top_33_name,synergy_top_33_winrate,synergy_top_33_games,synergy_top_33_lane_quality,synergy_top_34_name,synergy_top_34_winrate,synergy_top_34_games,synergy_top_34_lane_quality,synergy_top_35_name,synergy_top_35_winrate,synergy_top_35_games,synergy_top_35_lane_quality,synergy_top_36_name,synergy_top_36_winrate,synergy_top_36_games,synergy_top_36_lane_quality,synergy_top_37_name,synergy_top_37_winrate,synergy_top_37_games,synergy_top_37_lane_quality,synergy_top_38_name,synergy_top_38_winrate,synergy_top_38_games,synergy_top_38_lane_quality,synergy_top_39_name,synergy_top_39_winrate,synergy_top_39_games,synergy_top_39_lane_quality,synergy_top_40_name,synergy_top_40_winrate,synergy_top_40_games,synergy_top_40_lane_quality,synergy_top_41_name,synergy_top_41_winrate,synergy_top_41_games,synergy_top_41_lane_quality,synergy_top_42_name,synergy_top_42_winrate,synergy_top_42_games,synergy_top_42_lane_quality,synergy_top_43_name,synergy_top_43_winrate,synergy_top_43_games,synergy_top_43_lane_quality,synergy_top_44_name,synergy_top_44_winrate,synergy_top_44_games,synergy_top_44_lane_quality,synergy_top_45_name,synergy_top_45_winrate,synergy_top_45_games,synergy_top_45_lane_quality,synergy_top_46_name,synergy_top_46_winrate,synergy_top_46_games,synergy_top_46_lane_quality,synergy_top_47_name,synergy_top_47_winrate,synergy_top_47_games,synergy_top_47_lane_quality,synergy_top_48_name,synergy_top_48_winrate,synergy_top_48_games,synergy_top_48_lane_quality,synergy_top_49_name,synergy_top_49_winrate,synergy_top_49_games,synergy_top_49_lane_quality,synergy_top_50_name,synergy_top_50_winrate,synergy_top_50_games,synergy_top_50_lane_quality,synergy_top_51_name,synergy_top_51_winrate,synergy_top_51_games,synergy_top_51_lane_quality,synergy_top_52_name,synergy_top_52_winrate,synergy_top_52_games,synergy_top_52_lane_quality,synergy_top_53_name,synergy_top_53_winrate,synergy_top_53_games,synergy_top_53_lane_quality,synergy_top_54_name,synergy_top_54_winrate,synergy_top_54_games,synergy_top_54_lane_quality,synergy_top_55_name,synergy_top_55_winrate,synergy_top_55_games,synergy_top_55_lane_quality,synergy_top_56_name,synergy_top_56_winrate,synergy_top_56_games,synergy_top_56_lane_quality,synergy_top_57_name,synergy_top_57_winrate,synergy_top_57_games,synergy_top_57_lane_quality,synergy_top_58_name,synergy_top_58_winrate,synergy_top_58_games,synergy_top_58_lane_quality
Volibear,top,47.9%,C,27 / 50,49.8 %,3.8 %,3.9 %,192415,https://dpm.lol/champions/Volibear/build?lane=top&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tahm Kench,top,28.3%,C,24 / 50,50.7 %,1.4 %,3.1 %,72178,https://dpm.lol/champions/TahmKench/build?lane=top&tier=all&platform=all&timeframe=15.24,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yone,top,41.1%,D,35 / 50,48.6 %,4.7 %,5.6 %,238693,https://dpm.lol/champions/Yone/build?lane=top&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwei,mid,76.7%,D,34 / 47,49.5 %,3.0 %,1.9 %,150066,https://dpm.lol/champions/Hwei/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,TahmKench,52.96%,1114,,Yorick,52.96%,3701,,Warwick,52.68%,1065,,Sylas,52.43%,555,,Kled,52.05%,1168,,Quinn,51.84%,1441,,Kayle,51.73%,2940,,Garen,51.67%,6598,,Trundle,51.63%,798,,Swain,51.61%,1244,,DrMundo,51.38%,4755,,Varus,51.15%,520,,Malphite,51.14%,5837,,Sion,50.96%,3630,,Rumble,50.86%,1215,,Urgot,50.86%,2491,,Poppy,50.83%,781,,Nasus,50.81%,3253,,MonkeyKing,50.71%,495,,Mordekaiser,50.64%,5091,,Shen,50.28%,2534,,Singed,50.13%,1869,,Sett,50.08%,6052,,Illaoi,50.02%,2485,,Tryndamere,49.65%,2453,,Teemo,49.59%,4043,,Olaf,49.58%,1539,,Renekton,49.46%,3265,,Ornn,49.46%,2576,,Pantheon,49.32%,1474,,Aatrox,49.31%,4691,,Jax,49.27%,3978,,Kayn,49.13%,401,,Volibear,49.02%,2754,,Gnar,49.00%,2106,,Irelia,49.00%,2841,,Chogath,48.83%,2898,,Gwen,48.79%,2183,,Akali,48.79%,906,,MasterYi,48.77%,527,,Yone,48.73%,3620,,Vayne,48.67%,1426,,Vladimir,48.52%,1319,,Riven,48.48%,2793,,Fiora,48.34%,2890,,Zaahen,48.26%,4956,,Yasuo,48.20%,2334,,Camille,48.08%,1533,,Darius,47.99%,6255,,Ambessa,47.88%,2667,,Heimerdinger,47.67%,1158,,Kennen,47.18%,1153,,Gragas,47.15%,1230,,Jayce,46.77%,1875,,Ryze,46.36%,371,,KSante,45.95%,2370,,Gangplank,45.43%,2307,,Smolder,43.84%,584,
Lissandra,mid,90.2%,D,31 / 47,49.9 %,2.4 %,1.2 %,122267,https://dpm.lol/champions/Lissandra/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Warwick,55.17%,919,,Kled,54.60%,892,,Cassiopeia,53.85%,299,,Kayle,53.44%,2545,,Vayne,53.25%,1232,,Sett,52.41%,4558,,Poppy,52.13%,539,,DrMundo,52.06%,3721,,Singed,52.05%,1464,,Malphite,51.99%,4753,,Teemo,51.45%,3458,,Urgot,51.32%,2046,,Chogath,51.29%,2529,,Illaoi,51.20%,1951,,TahmKench,51.17%,899,,Nasus,51.13%,2783,,Yorick,51.07%,2710,,Gnar,50.97%,1858,,Kennen,50.96%,1044,,Mordekaiser,50.87%,4093,,Olaf,50.84%,1247,,Ornn,50.77%,2007,,Zaahen,50.76%,4259,,Garen,50.70%,5560,,Varus,50.68%,444,,Riven,50.48%,2395,,Heimerdinger,50.39%,905,,Jax,50.32%,3279,,Jayce,50.20%,1468,,Sion,50.12%,2827,,Swain,49.95%,987,,Irelia,49.76%,2301,,Quinn,49.73%,1315,,Pantheon,49.49%,1281,,Tryndamere,49.41%,2194,,Vladimir,49.39%,1065,,Darius,49.20%,5091,,Fiora,49.06%,2283,,Renekton,49.03%,2794,,Kayn,48.97%,341,,Yone,48.93%,2955,,Aatrox,48.39%,3747,,Yasuo,48.36%,2043,,Camille,48.36%,1247,,Volibear,48.24%,2303,,Shen,48.22%,2194,,Ambessa,48.22%,1883,,Gangplank,48.04%,1915,,Sylas,47.65%,447,,Smolder,47.06%,561,,KSante,46.96%,1676,,Trundle,45.95%,753,,Akali,45.92%,736,,Rumble,45.48%,941,,Gwen,45.47%,1577,,MonkeyKing,45.18%,363,,MasterYi,45.15%,485,,Gragas,44.71%,935,
