champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_mid_1_name,matchup_mid_1_winrate,matchup_mid_1_games,matchup_mid_1_lane_quality,matchup_mid_2_name,matchup_mid_2_winrate,matchup_mid_2_games,matchup_mid_2_lane_quality,matchup_mid_3_name,matchup_mid_3_winrate,matchup_mid_3_games,matchup_mid_3_lane_quality,matchup_mid_4_name,matchup_mid_4_winrate,matchup_mid_4_games,matchup_mid_4_lane_quality,matchup_mid_5_name,matchup_mid_5_winrate,matchup_mid_5_games,matchup_mid_5_lane_quality,matchup_mid_6_name,matchup_mid_6_winrate,matchup_mid_6_games,matchup_mid_6_lane_quality,matchup_mid_7_name,matchup_mid_7_winrate,matchup_mid_7_games,matchup_mid_7_lane_quality,matchup_mid_8_name,matchup_mid_8_winrate,matchup_mid_8_games,matchup_mid_8_lane_quality,matchup_mid_9_name,matchup_mid_9_winrate,matchup_mid_9_games,matchup_mid_9_lane_quality,matchup_mid_10_name,matchup_mid_10_winrate,matchup_mid_10_games,matchup_mid_10_lane_quality,matchup_mid_11_name,matchup_mid_11_winrate,matchup_mid_11_games,matchup_mid_11_lane_quality,matchup_mid_12_name,matchup_mid_12_winrate,matchup_mid_12_games,matchup_mid_12_lane_quality,matchup_mid_13_name,matchup_mid_13_winrate,matchup_mid_13_games,matchup_mid_13_lane_quality,matchup_mid_14_name,matchup_mid_14_winrate,matchup_mid_14_games,matchup_mid_14_lane_quality,matchup_mid_15_name,matchup_mid_15_winrate,matchup_mid_15_games,matchup_mid_15_lane_quality,matchup_mid_16_name,matchup_mid_16_winrate,matchup_mid_16_games,matchup_mid_16_lane_quality,matchup_mid_17_name,matchup_mid_17_winrate,matchup_mid_17_games,matchup_mid_17_lane_quality,matchup_mid_18_name,matchup_mid_18_winrate,matchup_mid_18_games,matchup_mid_18_lane_quality,matchup_mid_19_name,matchup_mid_19_winrate,matchup_mid_19_games,matchup_mid_19_lane_quality,matchup_mid_20_name,matchup_mid_20_winrate,matchup_mid_20_games,matchup_mid_20_lane_quality,matchup_mid_21_name,matchup_mid_21_winrate,matchup_mid_21_games,matchup_mid_21_lane_quality,matchup_mid_22_name,matchup_mid_22_winrate,matchup_mid_22_games,matchup_mid_22_lane_quality,matchup_mid_23_name,matchup_mid_23_winrate,matchup_mid_23_games,matchup_mid_23_lane_quality,matchup_mid_24_name,matchup_mid_24_winrate,matchup_mid_24_games,matchup_mid_24_lane_quality,matchup_mid_25_name,matchup_mid_25_winrate,matchup_mid_25_games,matchup_mid_25_lane_quality,matchup_mid_26_name,matchup_mid_26_winrate,matchup_mid_26_games,matchup_mid_26_lane_quality,matchup_mid_27_name,matchup_mid_27_winrate,matchup_mid_27_games,matchup_mid_27_lane_quality,matchup_mid_28_name,matchup_mid_28_winrate,matchup_mid_28_games,matchup_mid_28_lane_quality,matchup_mid_29_name,matchup_mid_29_winrate,matchup_mid_29_games,matchup_mid_29_lane_quality,matchup_mid_30_name,matchup_mid_30_winrate,matchup_mid_30_games,matchup_mid_30_lane_quality,matchup_mid_31_name,matchup_mid_31_winrate,matchup_mid_31_games,matchup_mid_31_lane_quality,matchup_mid_32_name,matchup_mid_32_winrate,matchup_mid_32_games,matchup_mid_32_lane_quality,matchup_mid_33_name,matchup_mid_33_winrate,matchup_mid_33_games,matchup_mid_33_lane_quality,matchup_mid_34_name,matchup_mid_34_winrate,matchup_mid_34_games,matchup_mid_34_lane_quality,matchup_mid_35_name,matchup_mid_35_winrate,matchup_mid_35_games,matchup_mid_35_lane_quality,matchup_mid_36_name,matchup_mid_36_winrate,matchup_mid_36_games,matchup_mid_36_lane_quality,matchup_mid_37_name,matchup_mid_37_winrate,matchup_mid_37_games,matchup_mid_37_lane_quality,matchup_mid_38_name,matchup_mid_38_winrate,matchup_mid_38_games,matchup_mid_38_lane_quality,matchup_mid_39_name,matchup_mid_39_winrate,matchup_mid_39_games,matchup_mid_39_lane_quality,matchup_mid_40_name,matchup_mid_40_winrate,matchup_mid_40_games,matchup_mid_40_lane_quality,matchup_mid_41_name,matchup_mid_41_winrate,matchup_mid_41_games,matchup_mid_41_lane_quality,matchup_mid_42_name,matchup_mid_42_winrate,matchup_mid_42_games,matchup_mid_42_lane_quality,matchup_mid_43_name,matchup_mid_43_winrate,matchup_mid_43_games,matchup_mid_43_lane_quality,matchup_mid_44_name,matchup_mid_44_winrate,matchup_mid_44_games,matchup_mid_44_lane_quality,matchup_mid_45_name,matchup_mid_45_winrate,matchup_mid_45_games,matchup_mid_45_lane_quality,matchup_mid_46_name,matchup_mid_46_winrate,matchup_mid_46_games,matchup_mid_46_lane_quality,matchup_mid_47_name,matchup_mid_47_winrate,matchup_mid_47_games,matchup_mid_47_lane_quality,matchup_mid_48_name,matchup_mid_48_winrate,matchup_mid_48_games,matchup_mid_48_lane_quality,matchup_mid_49_name,matchup_mid_49_winrate,matchup_mid_49_games,matchup_mid_49_lane_quality,matchup_mid_50_name,matchup_mid_50_winrate,matchup_mid_50_games,matchup_mid_50_lane_quality,matchup_mid_51_name,matchup_mid_51_winrate,matchup_mid_51_games,matchup_mid_51_lane_quality,matchup_mid_52_name,matchup_mid_52_winrate,matchup_mid_52_games,matchup_mid_52_lane_quality,matchup_mid_53_name,matchup_mid_53_winrate,matchup_mid_53_games,matchup_mid_53_lane_quality,matchup_mid_54_name,matchup_mid_54_winrate,matchup_mid_54_games,matchup_mid_54_lane_quality,matchup_mid_55_name,matchup_mid_55_winrate,matchup_mid_55_games,matchup_mid_55_lane_quality,matchup_mid_56_name,matchup_mid_56_winrate,matchup_mid_56_games,matchup_mid_56_lane_quality
Garen,top,91.9%,S,4 / 50,51.4 %,8.7 %,6.2 %,2080149,https://dpm.lol/champions/Garen/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Azir,56.01%,19433,,Taliyah,54.93%,12494,,Qiyana,54.62%,19450,,Mel,54.24%,78819,,Zoe,53.28%,34870,,Yone,53.04%,69002,,Smolder,53.03%,13941,,Zed,52.94%,67670,,Orianna,52.89%,41446,,Akali,52.89%,77076,,Sylas,52.85%,65135,,Katarina,52.74%,75828,,Aurora,52.69%,22735,,Neeko,52.61%,6833,,Ryze,52.40%,25632,,Annie,52.35%,16175,,Akshan,52.32%,25896,,Galio,52.23%,36504,,Leblanc,52.11%,42026,,Talon,52.05%,13081,,Ziggs,52.01%,12265,,Vex,51.91%,35623,,Cassiopeia,51.75%,16431,,Hwei,51.56%,31947,,Yasuo,51.54%,106238,,Vladimir,51.51%,29821,,Irelia,50.87%,31970,,Syndra,50.85%,55701,,Kassadin,50.75%,23982,,Ahri,50.66%,101784,,Kennen,50.64%,9322,,Ekko,50.56%,37963,,Fizz,50.53%,63155,,Lissandra,50.53%,24388,,Heimerdinger,50.41%,6969,,Diana,50.12%,50242,,Lux,50.08%,55516,,Veigar,49.88%,75747,,Viktor,49.79%,54809,,Xerath,49.73%,37167,,Malzahar,49.69%,88500,,Brand,49.56%,15089,,Naafiri,49.39%,30015,,AurelionSol,49.35%,27372,,Anivia,48.94%,23959,,Velkoz,48.89%,16029,,Morgana,48.88%,22652,,Malphite,48.83%,14724,,Pantheon,48.48%,7985,,Chogath,48.48%,7422,,Swain,48.35%,21393,,Kayle,46.90%,10190,,,,,,,,,,,,,,,,,
Jinx,adc,99.1%,S,5 / 26,50.8 %,13.1 %,3.5 %,3158720,https://dpm.lol/champions/Jinx/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Azir,55.93%,30337,,Taliyah,53.87%,19330,,Qiyana,53.44%,29470,,Smolder,53.23%,22110,,Mel,52.99%,121531,,Zoe,52.63%,54121,,Ryze,52.61%,39405,,Galio,52.39%,55629,,TwistedFate,52.37%,40787,,Sylas,52.23%,98257,,Orianna,52.23%,64198,,Akshan,52.17%,39660,,Zed,52.03%,99945,,Yone,51.94%,102619,,Leblanc,51.67%,63258,,Annie,51.57%,24692,,Akali,51.53%,115281,,Aurora,51.52%,34638,,Neeko,51.45%,10475,,Lissandra,51.29%,37868,,Katarina,51.28%,114376,,Irelia,51.22%,46342,,Cassiopeia,51.20%,24091,,Kassadin,51.01%,36122,,Vladimir,50.94%,46668,,Yasuo,50.94%,159345,,Chogath,50.65%,11713,,Talon,50.56%,20175,,Syndra,50.23%,81573,,Ekko,49.97%,56567,,Pantheon,49.93%,12734,,Ahri,49.91%,152348,,Vex,49.88%,54952,,Malzahar,49.84%,133746,,Viktor,49.74%,82956,,Anivia,49.66%,35184,,Ziggs,49.60%,18304,,Fizz,49.52%,92131,,Kennen,49.43%,14686,,Veigar,49.28%,114906,,Diana,49.17%,75079,,AurelionSol,49.05%,40198,,Naafiri,48.79%,44414,,Heimerdinger,48.78%,11145,,Xerath,48.70%,54226,,Velkoz,48.63%,22582,,Morgana,48.49%,33837,,Lux,48.41%,84054,,Malphite,48.02%,22565,,Kayle,47.89%,18780,,Brand,47.67%,22109,,Swain,47.50%,31769,,,,,,,,,,,,,,,,,
Sett,top,91.0%,S,5 / 50,51.9 %,7.7 %,4.5 %,1848524,https://dpm.lol/champions/Sett/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Azir,56.42%,17660,,Mel,55.13%,70444,,Smolder,54.42%,11166,,Taliyah,54.04%,11361,,Zoe,53.96%,31561,,Qiyana,53.85%,16598,,Galio,53.74%,33995,,Chogath,53.41%,7825,,Katarina,53.38%,66935,,Orianna,53.37%,37427,,Sylas,53.32%,60044,,Neeko,53.20%,6250,,Yone,53.08%,64661,,Akshan,53.06%,21951,,Annie,52.99%,14160,,Aurora,52.84%,19642,,Leblanc,52.83%,36611,,Zed,52.72%,60161,,Yasuo,52.63%,96424,,Akali,52.40%,69861,,Cassiopeia,52.32%,14219,,Lissandra,52.30%,21738,,Ziggs,52.02%,10749,,Ryze,52.02%,22558,,TwistedFate,51.96%,23010,,Talon,51.96%,11660,,Vex,51.65%,32565,,Hwei,51.50%,27818,,Kassadin,51.24%,20548,,AurelionSol,51.22%,24177,,Diana,51.20%,45566,,Ahri,51.06%,89137,,Fizz,51.03%,55194,,Syndra,51.02%,46748,,Kennen,50.84%,7276,,Lux,50.73%,49211,,Pantheon,50.54%,7533,,Vladimir,50.42%,25281,,Velkoz,50.25%,13241,,Viktor,50.22%,47890,,Ekko,50.19%,33726,,Xerath,50.14%,31442,,Veigar,50.00%,69756,,Naafiri,49.76%,26306,,Anivia,49.76%,20348,,Malphite,49.67%,11946,,Morgana,49.65%,19720,,Heimerdinger,49.62%,5891,,Brand,49.29%,13198,,Kayle,49.24%,9037,,Malzahar,49.08%,77670,,Swain,48.81%,18438,,,,,,,,,,,,,,,,,
Teemo,top,63.8%,S,6 / 50,51.3 %,6.0 %,15.2 %,1435942,https://dpm.lol/champions/Teemo/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Azir,56.49%,12563,,Taliyah,55.63%,7990,,Qiyana,54.23%,12765,,Zoe,54.11%,24333,,Akshan,53.85%,17688,,Smolder,53.85%,8576,,TwistedFate,53.52%,16918,,Leblanc,53.51%,28829,,Mel,53.38%,54300,,Yone,52.93%,48459,,Zed,52.90%,46696,,Neeko,52.88%,5081,,Aurora,52.62%,15028,,Orianna,52.59%,26575,,Sylas,52.56%,40853,,Akali,52.31%,53752,,Lissandra,52.11%,16479,,Ziggs,52.02%,8523,,Ryze,51.94%,15625,,Quinn,51.89%,4781,,Ekko,51.75%,26304,,Hwei,51.67%,19893,,Ahri,51.64%,68788,,Zaahen,51.43%,5645,,Anivia,51.33%,14358,,Katarina,51.25%,54276,,Talon,51.21%,9070,,Kassadin,51.04%,16402,,Annie,50.93%,11224,,Irelia,50.83%,21218,,Vex,50.75%,26161,,Syndra,50.67%,35121,,Morgana,50.56%,15689,,Fizz,50.51%,45254,,Viktor,50.42%,32827,,Galio,50.27%,24949,,Veigar,50.25%,54664,,Yasuo,50.23%,72880,,Brand,50.22%,10498,,AurelionSol,50.05%,17880,,Velkoz,50.03%,10135,,Chogath,50.01%,4829,,Kennen,49.97%,6578,,Vladimir,49.86%,20165,,Heimerdinger,49.63%,5565,,Cassiopeia,49.61%,10306,,Lux,49.44%,40540,,Malzahar,49.30%,59608,,Pantheon,48.90%,5677,,Diana,48.71%,36543,,Kayle,48.53%,9842,,Xerath,48.48%,24868,,Malphite,48.14%,9036,,Garen,48.08%,5135,,Naafiri,47.88%,20394,,Swain,47.29%,13531,
Lux,mid,30.1%,S,2 / 47,51.5 %,5.2 %,12.6 %,1239752,https://dpm.lol/champions/Lux/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Azir,57.43%,12330,Good Lane,Smolder,54.85%,7313,Good Lane,Taliyah,54.63%,7681,Good Lane,Yone,54.11%,38595,Good Lane,Lissandra,53.94%,14069,Good Lane,Orianna,53.93%,26841,Good Lane,Qiyana,53.75%,11783,Average,Zoe,53.66%,25946,Bad Lane,Galio,53.29%,19322,Good Lane,Annie,53.16%,10582,Good Lane,Sylas,52.87%,36794,Good Lane,Akshan,52.82%,16003,Average,Ryze,52.81%,14007,Good Lane,Aurora,52.81%,15239,Average,Zed,52.77%,40054,Bad Lane,Vex,52.72%,22213,Good Lane,Akali,52.70%,42434,Good Lane,Heimerdinger,52.59%,4594,Good Lane,Pantheon,52.55%,3897,Good Lane,Neeko,52.38%,4710,Good Lane,Hwei,52.35%,21532,Average,TwistedFate,52.08%,16241,Average,Mel,52.08%,46581,Bad Lane,Cassiopeia,51.95%,9720,Good Lane,Leblanc,51.95%,27688,Bad Lane,Chogath,51.84%,4041,Good Lane,Malphite,51.84%,7130,Good Lane,Brand,51.62%,9714,Good Lane,Vladimir,51.47%,16826,Good Lane,Ziggs,51.43%,8869,Bad Lane,Viktor,51.34%,35498,Average,Ahri,51.21%,71617,Good Lane,Kennen,51.03%,5542,Good Lane,Talon,50.99%,7146,Average,Katarina,50.94%,45901,Average,Veigar,50.82%,53523,Good Lane,Syndra,50.80%,37902,Bad Lane,Anivia,50.61%,14390,Average,Irelia,50.48%,16554,Bad Lane,Diana,50.47%,28808,Bad Lane,Ekko,50.46%,22382,Average,Kassadin,49.97%,13646,Good Lane,Morgana,49.83%,15905,Average,Yasuo,49.42%,54933,Bad Lane,Malzahar,49.36%,57271,Bad Lane,Fizz,49.22%,38372,Bad Lane,Kayle,49.20%,7105,Good Lane,AurelionSol,48.87%,16451,Good Lane,Velkoz,48.76%,10449,Bad Lane,Swain,48.59%,11118,Good Lane,Xerath,48.02%,27694,Bad Lane,Naafiri,45.54%,18248,Bad Lane,,,,,,,,,,,,,,,,
