champion_id,champion_name,patch,games_played,wins,bans,winrate,pickrate,banrate,opgg_winrate,opgg_pickrate,opgg_banrate,opgg_tier,top_games,jungle_games,mid_games,adc_games,support_games,updated_at,opgg_updated_at
89,Leona,15.4,6,1,0,0.16666666666666666,0.013953488372093023,0.0,,,,,0,0,0,0,6,2025-12-10 14:32:18,
110,Varus,15.4,6,4,1,0.6666666666666666,0.013953488372093023,0.002325581395348837,,,,,1,0,0,5,0,2025-12-10 14:32:18,
131,Diana,15.4,6,3,3,0.5,0.013953488372093023,0.0069767441860465115,,,,,1,4,1,0,0,2025-12-10 14:32:18,
157,Yasuo,15.4,6,3,7,0.5,0.013953488372093023,0.01627906976744186,,,,,1,0,2,3,0,2025-12-10 14:32:18,
800,Mel,15.4,6,3,17,0.5,0.013953488372093023,0.03953488372093023,,,,,0,0,2,1,3,2025-12-10 14:32:18,
31,Cho'Gath,15.4,5,3,2,0.6,0.011627906976744186,0.004651162790697674,,,,,3,0,2,0,0,2025-12-10 14:32:18,
60,Elise,15.4,5,3,7,0.6,0.011627906976744186,0.01627906976744186,,,,,0,3,0,0,2,2025-12-10 14:32:18,
84,Akali,15.4,5,2,1,0.4,0.011627906976744186,0.002325581395348837,,,,,0,0,5,0,0,2025-12-10 14:32:18,
517,Sylas,15.4,5,2,6,0.4,0.011627906976744186,0.013953488372093023,,,,,0,0,5,0,0,2025-12-10 14:32:18,
777,Yone,15.4,5,1,6,0.2,0.011627906976744186,0.013953488372093023,,,,,2,0,3,0,0,2025-12-10 14:32:18,
893,Aurora,15.4,5,5,3,1.0,0.011627906976744186,0.0069767441860465115,,,,,0,0,5,0,0,2025-12-10 14:32:18,
12,Alistar,15.4,4,3,0,0.75,0.009302325581395349,0.0,,,,,0,0,0,0,4,2025-12-10 14:32:18,
24,Jax,15.4,4,1,3,0.25,0.009302325581395349,0.0069767441860465115,,,,,4,0,0,0,0,2025-12-10 14:32:18,
29,Twitch,15.4,4,1,3,0.25,0.009302325581395349,0.0069767441860465115,,,,,0,0,0,4,0,2025-12-10 14:32:18,
64,Lee Sin,15.4,4,2,0,0.5,0.009302325581395349,0.0,,,,,0,4,0,0,0,2025-12-10 14:32:18,
67,Vayne,15.4,4,1,4,0.25,0.009302325581395349,0.009302325581395349,,,,,2,0,0,2,0,2025-12-10 14:32:18,
142,Zoe,15.4,4,2,0,0.5,0.009302325581395349,0.0,,,,,0,0,1,0,3,2025-12-10 14:32:18,
254,Vi,15.4,4,0,1,0.0,0.009302325581395349,0.002325581395348837,,,,,0,3,0,0,1,2025-12-10 14:32:18,
429,Kalista,15.4,4,1,1,0.25,0.009302325581395349,0.002325581395348837,,,,,0,0,0,4,0,2025-12-10 14:32:18,
432,Bard,15.4,4,1,3,0.25,0.009302325581395349,0.0069767441860465115,,,,,0,0,0,0,4,2025-12-10 14:32:18,
897,K'Sante,15.4,4,4,0,1.0,0.009302325581395349,0.0,,,,,4,0,0,0,0,2025-12-10 14:32:18,
18,Tristana,15.4,3,3,1,1.0,0.0069767441860465115,0.002325581395348837,,,,,0,0,1,2,0,2025-12-10 14:32:18,
20,Nunu & Willump,15.4,3,3,0,1.0,0.0069767441860465115,0.0,,,,,0,3,0,0,0,2025-12-10 14:32:18,
21,Miss Fortune,15.4,3,0,0,0.0,0.0069767441860465115,0.0,,,,,0,0,0,3,0,2025-12-10 14:32:18,
22,Ashe,15.4,3,0,1,0.0,0.0069767441860465115,0.002325581395348837,,,,,0,0,0,3,0,2025-12-10 14:32:18,
25,Morgana,15.4,3,3,0,1.0,0.0069767441860465115,0.0,,,,,0,0,0,0,3,2025-12-10 14:32:18,
40,Janna,15.4,3,1,6,0.3333333333333333,0.0069767441860465115,0.013953488372093023,,,,,0,0,0,0,3,2025-12-10 14:32:18,
50,Swain,15.4,3,0,0,0.0,0.0069767441860465115,0.0,,,,,0,0,2,1,0,2025-12-10 14:32:18,
58,Renekton,15.4,3,1,2,0.3333333333333333,0.0069767441860465115,0.004651162790697674,,,,,3,0,0,0,0,2025-12-10 14:32:18,
62,Wukong,15.4,3,2,2,0.6666666666666666,0.0069767441860465115,0.004651162790697674,,,,,0,2,1,0,0,2025-12-10 14:32:18,
99,Lux,15.4,3,1,0,0.3333333333333333,0.0069767441860465115,0.0,,,,,0,0,1,1,1,2025-12-10 14:32:18,
103,Ahri,15.4,3,1,2,0.3333333333333333,0.0069767441860465115,0.004651162790697674,,,,,0,0,3,0,0,2025-12-10 14:32:18,
119,Draven,15.4,3,2,27,0.6666666666666666,0.0069767441860465115,0.06279069767441861,,,,,0,0,0,3,0,2025-12-10 14:32:18,
120,Hecarim,15.4,3,2,13,0.6666666666666666,0.0069767441860465115,0.030232558139534883,,,,,0,3,0,0,0,2025-12-10 14:32:18,
122,Darius,15.4,3,0,10,0.0,0.0069767441860465115,0.023255813953488372,,,,,3,0,0,0,0,2025-12-10 14:32:18,
126,Jayce,15.4,3,2,4,0.6666666666666666,0.0069767441860465115,0.009302325581395349,,,,,3,0,0,0,0,2025-12-10 14:32:18,
150,Gnar,15.4,3,3,0,1.0,0.0069767441860465115,0.0,,,,,3,0,0,0,0,2025-12-10 14:32:18,
163,Taliyah,15.4,3,2,2,0.6666666666666666,0.0069767441860465115,0.004651162790697674,,,,,0,2,1,0,0,2025-12-10 14:32:18,
166,Akshan,15.4,3,3,9,1.0,0.0069767441860465115,0.020930232558139535,,,,,0,0,2,1,0,2025-12-10 14:32:18,
200,Bel'Veth,15.4,3,1,6,0.3333333333333333,0.0069767441860465115,0.013953488372093023,,,,,0,3,0,0,0,2025-12-10 14:32:18,
267,Nami,15.4,3,2,1,0.6666666666666666,0.0069767441860465115,0.002325581395348837,,,,,0,0,0,0,3,2025-12-10 14:32:18,
412,Thresh,15.4,3,2,1,0.6666666666666666,0.0069767441860465115,0.002325581395348837,,,,,0,0,0,0,3,2025-12-10 14:32:18,
497,Rakan,15.4,3,1,1,0.3333333333333333,0.0069767441860465115,0.002325581395348837,,,,,0,0,0,0,3,2025-12-10 14:32:18,
526,Rell,15.4,3,2,0,0.6666666666666666,0.0069767441860465115,0.0,,,,,0,0,0,0,3,2025-12-10 14:32:18,
799,Ambessa,15.4,3,1,14,0.3333333333333333,0.0069767441860465115,0.03255813953488372,,,,,2,0,1,0,0,2025-12-10 14:32:18,
910,Hwei,15.4,3,2,1,0.6666666666666666,0.0069767441860465115,0.002325581395348837,,,,,0,0,3,0,0,2025-12-10 14:32:18,
2,Olaf,15.4,2,2,2,1.0,0.004651162790697674,0.004651162790697674,,,,,2,0,0,0,0,2025-12-10 14:32:18,
10,Kayle,15.4,2,1,0,0.5,0.004651162790697674,0.0,,,,,0,0,2,0,0,2025-12-10 14:32:18,
13,Ryze,15.4,2,1,0,0.5,0.004651162790697674,0.0,,,,,1,0,1,0,0,2025-12-10 14:32:18,
16,Soraka,15.4,2,1,0,0.5,0.004651162790697674,0.0,,,,,1,0,0,0,1,2025-12-10 14:32:18,
23,Tryndamere,15.4,2,1,1,0.5,0.004651162790697674,0.002325581395348837,,,,,1,0,1,0,0,2025-12-10 14:32:18,
36,Dr. Mundo,15.4,2,0,0,0.0,0.004651162790697674,0.0,,,,,1,1,0,0,0,2025-12-10 14:32:18,
37,Sona,15.4,2,0,0,0.0,0.004651162790697674,0.0,,,,,0,0,0,0,2,2025-12-10 14:32:18,
54,Malphite,15.4,2,0,4,0.0,0.004651162790697674,0.009302325581395349,,,,,0,0,2,0,0,2025-12-10 14:32:18,
57,Maokai,15.4,2,2,0,1.0,0.004651162790697674,0.0,,,,,1,0,0,0,1,2025-12-10 14:32:18,
68,Rumble,15.4,2,1,2,0.5,0.004651162790697674,0.004651162790697674,,,,,2,0,0,0,0,2025-12-10 14:32:18,
69,Cassiopeia,15.4,2,1,0,0.5,0.004651162790697674,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
76,Nidalee,15.4,2,0,2,0.0,0.004651162790697674,0.004651162790697674,,,,,0,2,0,0,0,2025-12-10 14:32:18,
78,Poppy,15.4,2,1,5,0.5,0.004651162790697674,0.011627906976744186,,,,,0,0,0,0,2,2025-12-10 14:32:18,
79,Gragas,15.4,2,1,0,0.5,0.004651162790697674,0.0,,,,,2,0,0,0,0,2025-12-10 14:32:18,
90,Malzahar,15.4,2,2,0,1.0,0.004651162790697674,0.0,,,,,0,0,2,0,0,2025-12-10 14:32:18,
91,Talon,15.4,2,2,8,1.0,0.004651162790697674,0.018604651162790697,,,,,1,1,0,0,0,2025-12-10 14:32:18,
98,Shen,15.4,2,2,1,1.0,0.004651162790697674,0.002325581395348837,,,,,1,0,1,0,0,2025-12-10 14:32:18,
107,Rengar,15.4,2,1,14,0.5,0.004651162790697674,0.03255813953488372,,,,,1,1,0,0,0,2025-12-10 14:32:18,
111,Nautilus,15.4,2,1,4,0.5,0.004651162790697674,0.009302325581395349,,,,,0,0,0,0,2,2025-12-10 14:32:18,
112,Viktor,15.4,2,1,4,0.5,0.004651162790697674,0.009302325581395349,,,,,0,0,2,0,0,2025-12-10 14:32:18,
147,Seraphine,15.4,2,2,0,1.0,0.004651162790697674,0.0,,,,,0,0,0,1,1,2025-12-10 14:32:18,
154,Zac,15.4,2,1,0,0.5,0.004651162790697674,0.0,,,,,0,2,0,0,0,2025-12-10 14:32:18,
161,Vel'Koz,15.4,2,1,0,0.5,0.004651162790697674,0.0,,,,,0,0,0,0,2,2025-12-10 14:32:18,
203,Kindred,15.4,2,2,1,1.0,0.004651162790697674,0.002325581395348837,,,,,0,2,0,0,0,2025-12-10 14:32:18,
221,Zeri,15.4,2,0,0,0.0,0.004651162790697674,0.0,,,,,0,0,0,2,0,2025-12-10 14:32:18,
235,Senna,15.4,2,1,1,0.5,0.004651162790697674,0.002325581395348837,,,,,0,0,0,0,2,2025-12-10 14:32:18,
236,Lucian,15.4,2,1,0,0.5,0.004651162790697674,0.0,,,,,0,0,0,2,0,2025-12-10 14:32:18,
238,Zed,15.4,2,2,8,1.0,0.004651162790697674,0.018604651162790697,,,,,0,0,2,0,0,2025-12-10 14:32:18,
246,Qiyana,15.4,2,1,0,0.5,0.004651162790697674,0.0,,,,,0,1,1,0,0,2025-12-10 14:32:18,
268,Azir,15.4,2,0,1,0.0,0.004651162790697674,0.002325581395348837,,,,,1,0,1,0,0,2025-12-10 14:32:18,
421,Rek'Sai,15.4,2,1,1,0.5,0.004651162790697674,0.002325581395348837,,,,,0,2,0,0,0,2025-12-10 14:32:18,
518,Neeko,15.4,2,1,0,0.5,0.004651162790697674,0.0,,,,,1,0,0,0,1,2025-12-10 14:32:18,
711,Vex,15.4,2,0,1,0.0,0.004651162790697674,0.002325581395348837,,,,,0,0,2,0,0,2025-12-10 14:32:18,
888,Renata Glasc,15.4,2,0,1,0.0,0.004651162790697674,0.002325581395348837,,,,,0,0,0,0,2,2025-12-10 14:32:18,
1,Annie,15.4,1,1,0,1.0,0.002325581395348837,0.0,,,,,0,0,0,0,1,2025-12-10 14:32:18,
3,Galio,15.4,1,1,2,1.0,0.002325581395348837,0.004651162790697674,,,,,0,0,1,0,0,2025-12-10 14:32:18,
4,Twisted Fate,15.4,1,1,0,1.0,0.002325581395348837,0.0,,,,,0,0,1,0,0,2025-12-10 14:32:18,
7,LeBlanc,15.4,1,1,12,1.0,0.002325581395348837,0.027906976744186046,,,,,1,0,0,0,0,2025-12-10 14:32:18,
8,Vladimir,15.4,1,0,0,0.0,0.002325581395348837,0.0,,,,,0,0,1,0,0,2025-12-10 14:32:18,
9,Fiddlesticks,15.4,1,0,2,0.0,0.002325581395348837,0.004651162790697674,,,,,0,0,0,0,1,2025-12-10 14:32:18,
14,Sion,15.4,1,0,0,0.0,0.002325581395348837,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
19,Warwick,15.4,1,0,1,0.0,0.002325581395348837,0.002325581395348837,,,,,1,0,0,0,0,2025-12-10 14:32:18,
30,Karthus,15.4,1,1,4,1.0,0.002325581395348837,0.009302325581395349,,,,,0,0,0,1,0,2025-12-10 14:32:18,
34,Anivia,15.4,1,1,1,1.0,0.002325581395348837,0.002325581395348837,,,,,1,0,0,0,0,2025-12-10 14:32:18,
44,Taric,15.4,1,1,0,1.0,0.002325581395348837,0.0,,,,,0,0,0,0,1,2025-12-10 14:32:18,
51,Caitlyn,15.4,1,0,2,0.0,0.002325581395348837,0.004651162790697674,,,,,0,0,0,1,0,2025-12-10 14:32:18,
53,Blitzcrank,15.4,1,1,5,1.0,0.002325581395348837,0.011627906976744186,,,,,0,0,0,0,1,2025-12-10 14:32:18,
55,Katarina,15.4,1,1,5,1.0,0.002325581395348837,0.011627906976744186,,,,,0,0,1,0,0,2025-12-10 14:32:18,
59,Jarvan IV,15.4,1,0,1,0.0,0.002325581395348837,0.002325581395348837,,,,,0,1,0,0,0,2025-12-10 14:32:18,
63,Brand,15.4,1,0,0,0.0,0.002325581395348837,0.0,,,,,0,0,0,1,0,2025-12-10 14:32:18,
72,Skarner,15.4,1,1,20,1.0,0.002325581395348837,0.046511627906976744,,,,,0,1,0,0,0,2025-12-10 14:32:18,
82,Mordekaiser,15.4,1,0,0,0.0,0.002325581395348837,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
83,Yorick,15.4,1,1,3,1.0,0.002325581395348837,0.0069767441860465115,,,,,1,0,0,0,0,2025-12-10 14:32:18,
92,Riven,15.4,1,0,6,0.0,0.002325581395348837,0.013953488372093023,,,,,1,0,0,0,0,2025-12-10 14:32:18,
102,Shyvana,15.4,1,0,0,0.0,0.002325581395348837,0.0,,,,,0,1,0,0,0,2025-12-10 14:32:18,
105,Fizz,15.4,1,1,0,1.0,0.002325581395348837,0.0,,,,,0,0,1,0,0,2025-12-10 14:32:18,
106,Volibear,15.4,1,1,0,1.0,0.002325581395348837,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
115,Ziggs,15.4,1,0,0,0.0,0.002325581395348837,0.0,,,,,0,0,1,0,0,2025-12-10 14:32:18,
133,Quinn,15.4,1,0,0,0.0,0.002325581395348837,0.0,,,,,0,1,0,0,0,2025-12-10 14:32:18,
143,Zyra,15.4,1,1,2,1.0,0.002325581395348837,0.004651162790697674,,,,,0,1,0,0,0,2025-12-10 14:32:18,
201,Braum,15.4,1,0,4,0.0,0.002325581395348837,0.009302325581395349,,,,,0,0,0,0,1,2025-12-10 14:32:18,
245,Ekko,15.4,1,0,0,0.0,0.002325581395348837,0.0,,,,,0,0,1,0,0,2025-12-10 14:32:18,
360,Samira,15.4,1,0,0,0.0,0.002325581395348837,0.0,,,,,0,0,0,1,0,2025-12-10 14:32:18,
516,Ornn,15.4,1,0,0,0.0,0.002325581395348837,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
523,Aphelios,15.4,1,0,0,0.0,0.002325581395348837,0.0,,,,,0,0,0,1,0,2025-12-10 14:32:18,
555,Pyke,15.4,1,0,18,0.0,0.002325581395348837,0.04186046511627907,,,,,0,0,0,0,1,2025-12-10 14:32:18,
876,Lillia,15.4,1,1,0,1.0,0.002325581395348837,0.0,,,,,0,1,0,0,0,2025-12-10 14:32:18,
895,Nilah,15.4,1,0,1,0.0,0.002325581395348837,0.002325581395348837,,,,,0,0,0,1,0,2025-12-10 14:32:18,
901,Smolder,15.4,1,0,0,0.0,0.002325581395348837,0.0,,,,,0,0,0,1,0,2025-12-10 14:32:18,
117,Lulu,15.3,5,4,4,0.8,0.03571428571428571,0.02857142857142857,,,,,0,0,0,0,5,2025-12-10 14:32:18,
96,Kog'Maw,15.3,4,2,0,0.5,0.02857142857142857,0.0,,,,,0,0,0,4,0,2025-12-10 14:32:18,
101,Xerath,15.3,4,2,0,0.5,0.02857142857142857,0.0,,,,,0,0,3,0,1,2025-12-10 14:32:18,
112,Viktor,15.3,4,1,2,0.25,0.02857142857142857,0.014285714285714285,,,,,0,0,4,0,0,2025-12-10 14:32:18,
145,Kai'Sa,15.3,4,1,0,0.25,0.02857142857142857,0.0,,,,,0,0,0,4,0,2025-12-10 14:32:18,
67,Vayne,15.3,3,1,0,0.3333333333333333,0.02142857142857143,0.0,,,,,1,0,0,2,0,2025-12-10 14:32:18,
81,Ezreal,15.3,3,0,3,0.0,0.02142857142857143,0.02142857142857143,,,,,0,0,0,3,0,2025-12-10 14:32:18,
86,Garen,15.3,3,0,0,0.0,0.02142857142857143,0.0,,,,,3,0,0,0,0,2025-12-10 14:32:18,
126,Jayce,15.3,3,1,0,0.3333333333333333,0.02142857142857143,0.0,,,,,2,0,1,0,0,2025-12-10 14:32:18,
131,Diana,15.3,3,0,1,0.0,0.02142857142857143,0.007142857142857143,,,,,0,3,0,0,0,2025-12-10 14:32:18,
235,Senna,15.3,3,3,0,1.0,0.02142857142857143,0.0,,,,,0,0,0,0,3,2025-12-10 14:32:18,
267,Nami,15.3,3,1,0,0.3333333333333333,0.02142857142857143,0.0,,,,,0,0,0,0,3,2025-12-10 14:32:18,
526,Rell,15.3,3,2,1,0.6666666666666666,0.02142857142857143,0.007142857142857143,,,,,0,0,0,0,3,2025-12-10 14:32:18,
800,Mel,15.3,3,2,12,0.6666666666666666,0.02142857142857143,0.08571428571428572,,,,,0,0,3,0,0,2025-12-10 14:32:18,
14,Sion,15.3,2,1,0,0.5,0.014285714285714285,0.0,,,,,2,0,0,0,0,2025-12-10 14:32:18,
19,Warwick,15.3,2,1,1,0.5,0.014285714285714285,0.007142857142857143,,,,,0,2,0,0,0,2025-12-10 14:32:18,
33,Rammus,15.3,2,1,0,0.5,0.014285714285714285,0.0,,,,,0,2,0,0,0,2025-12-10 14:32:18,
39,Irelia,15.3,2,1,3,0.5,0.014285714285714285,0.02142857142857143,,,,,1,0,1,0,0,2025-12-10 14:32:18,
45,Veigar,15.3,2,2,0,1.0,0.014285714285714285,0.0,,,,,0,0,1,1,0,2025-12-10 14:32:18,
91,Talon,15.3,2,1,0,0.5,0.014285714285714285,0.0,,,,,1,0,1,0,0,2025-12-10 14:32:18,
107,Rengar,15.3,2,2,2,1.0,0.014285714285714285,0.014285714285714285,,,,,0,2,0,0,0,2025-12-10 14:32:18,
110,Varus,15.3,2,2,0,1.0,0.014285714285714285,0.0,,,,,0,0,0,2,0,2025-12-10 14:32:18,
114,Fiora,15.3,2,2,1,1.0,0.014285714285714285,0.007142857142857143,,,,,2,0,0,0,0,2025-12-10 14:32:18,
142,Zoe,15.3,2,0,0,0.0,0.014285714285714285,0.0,,,,,0,0,2,0,0,2025-12-10 14:32:18,
143,Zyra,15.3,2,0,0,0.0,0.014285714285714285,0.0,,,,,0,2,0,0,0,2025-12-10 14:32:18,
202,Jhin,15.3,2,1,1,0.5,0.014285714285714285,0.007142857142857143,,,,,0,0,0,2,0,2025-12-10 14:32:18,
222,Jinx,15.3,2,0,1,0.0,0.014285714285714285,0.007142857142857143,,,,,0,0,0,2,0,2025-12-10 14:32:18,
238,Zed,15.3,2,1,0,0.5,0.014285714285714285,0.0,,,,,0,0,2,0,0,2025-12-10 14:32:18,
245,Ekko,15.3,2,2,0,1.0,0.014285714285714285,0.0,,,,,0,1,1,0,0,2025-12-10 14:32:18,
497,Rakan,15.3,2,0,0,0.0,0.014285714285714285,0.0,,,,,0,0,0,0,2,2025-12-10 14:32:18,
555,Pyke,15.3,2,0,7,0.0,0.014285714285714285,0.05,,,,,0,0,0,0,2,2025-12-10 14:32:18,
897,K'Sante,15.3,2,1,3,0.5,0.014285714285714285,0.02142857142857143,,,,,2,0,0,0,0,2025-12-10 14:32:18,
901,Smolder,15.3,2,1,0,0.5,0.014285714285714285,0.0,,,,,0,0,0,2,0,2025-12-10 14:32:18,
902,Milio,15.3,2,0,0,0.0,0.014285714285714285,0.0,,,,,0,0,0,0,2,2025-12-10 14:32:18,
5,Xin Zhao,15.3,1,0,1,0.0,0.007142857142857143,0.007142857142857143,,,,,0,1,0,0,0,2025-12-10 14:32:18,
8,Vladimir,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,0,0,1,0,0,2025-12-10 14:32:18,
10,Kayle,15.3,1,0,1,0.0,0.007142857142857143,0.007142857142857143,,,,,1,0,0,0,0,2025-12-10 14:32:18,
11,Master Yi,15.3,1,0,2,0.0,0.007142857142857143,0.014285714285714285,,,,,0,1,0,0,0,2025-12-10 14:32:18,
16,Soraka,15.3,1,1,2,1.0,0.007142857142857143,0.014285714285714285,,,,,0,0,0,0,1,2025-12-10 14:32:18,
27,Singed,15.3,1,0,0,0.0,0.007142857142857143,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
30,Karthus,15.3,1,0,1,0.0,0.007142857142857143,0.007142857142857143,,,,,0,1,0,0,0,2025-12-10 14:32:18,
32,Amumu,15.3,1,1,1,1.0,0.007142857142857143,0.007142857142857143,,,,,0,1,0,0,0,2025-12-10 14:32:18,
34,Anivia,15.3,1,0,0,0.0,0.007142857142857143,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
35,Shaco,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,0,1,0,0,0,2025-12-10 14:32:18,
36,Dr. Mundo,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
37,Sona,15.3,1,0,0,0.0,0.007142857142857143,0.0,,,,,0,0,0,0,1,2025-12-10 14:32:18,
43,Karma,15.3,1,1,1,1.0,0.007142857142857143,0.007142857142857143,,,,,0,0,0,0,1,2025-12-10 14:32:18,
50,Swain,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
51,Caitlyn,15.3,1,1,1,1.0,0.007142857142857143,0.007142857142857143,,,,,0,0,0,1,0,2025-12-10 14:32:18,
54,Malphite,15.3,1,1,1,1.0,0.007142857142857143,0.007142857142857143,,,,,1,0,0,0,0,2025-12-10 14:32:18,
56,Nocturne,15.3,1,0,1,0.0,0.007142857142857143,0.007142857142857143,,,,,0,1,0,0,0,2025-12-10 14:32:18,
57,Maokai,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,0,1,0,0,0,2025-12-10 14:32:18,
59,Jarvan IV,15.3,1,0,0,0.0,0.007142857142857143,0.0,,,,,0,1,0,0,0,2025-12-10 14:32:18,
62,Wukong,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,0,1,0,0,0,2025-12-10 14:32:18,
68,Rumble,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
72,Skarner,15.3,1,1,5,1.0,0.007142857142857143,0.03571428571428571,,,,,0,1,0,0,0,2025-12-10 14:32:18,
76,Nidalee,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,0,1,0,0,0,2025-12-10 14:32:18,
78,Poppy,15.3,1,0,1,0.0,0.007142857142857143,0.007142857142857143,,,,,0,1,0,0,0,2025-12-10 14:32:18,
80,Pantheon,15.3,1,0,1,0.0,0.007142857142857143,0.007142857142857143,,,,,0,1,0,0,0,2025-12-10 14:32:18,
82,Mordekaiser,15.3,1,1,1,1.0,0.007142857142857143,0.007142857142857143,,,,,1,0,0,0,0,2025-12-10 14:32:18,
98,Shen,15.3,1,0,0,0.0,0.007142857142857143,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
99,Lux,15.3,1,0,0,0.0,0.007142857142857143,0.0,,,,,0,0,1,0,0,2025-12-10 14:32:18,
103,Ahri,15.3,1,0,0,0.0,0.007142857142857143,0.0,,,,,0,0,1,0,0,2025-12-10 14:32:18,
106,Volibear,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,0,1,0,0,0,2025-12-10 14:32:18,
119,Draven,15.3,1,1,6,1.0,0.007142857142857143,0.04285714285714286,,,,,0,0,0,1,0,2025-12-10 14:32:18,
121,Kha'Zix,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,0,1,0,0,0,2025-12-10 14:32:18,
127,Lissandra,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,0,0,1,0,0,2025-12-10 14:32:18,
133,Quinn,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,0,0,1,0,0,2025-12-10 14:32:18,
134,Syndra,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,0,0,1,0,0,2025-12-10 14:32:18,
147,Seraphine,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,0,0,0,1,0,2025-12-10 14:32:18,
154,Zac,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
157,Yasuo,15.3,1,0,0,0.0,0.007142857142857143,0.0,,,,,0,0,1,0,0,2025-12-10 14:32:18,
201,Braum,15.3,1,1,1,1.0,0.007142857142857143,0.007142857142857143,,,,,0,0,0,0,1,2025-12-10 14:32:18,
221,Zeri,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,0,0,0,1,0,2025-12-10 14:32:18,
234,Viego,15.3,1,1,3,1.0,0.007142857142857143,0.02142857142857143,,,,,0,1,0,0,0,2025-12-10 14:32:18,
246,Qiyana,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
266,Aatrox,15.3,1,0,0,0.0,0.007142857142857143,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
350,Yuumi,15.3,1,0,0,0.0,0.007142857142857143,0.0,,,,,0,0,0,0,1,2025-12-10 14:32:18,
427,Ivern,15.3,1,0,1,0.0,0.007142857142857143,0.007142857142857143,,,,,0,0,0,0,1,2025-12-10 14:32:18,
429,Kalista,15.3,1,0,1,0.0,0.007142857142857143,0.007142857142857143,,,,,0,0,0,1,0,2025-12-10 14:32:18,
432,Bard,15.3,1,0,0,0.0,0.007142857142857143,0.0,,,,,0,0,0,0,1,2025-12-10 14:32:18,
516,Ornn,15.3,1,0,0,0.0,0.007142857142857143,0.0,,,,,1,0,0,0,0,2025-12-10 14:32:18,
523,Aphelios,15.3,1,1,0,1.0,0.007142857142857143,0.0,,,,,0,0,0,1,0,2025-12-10 14:32:18,
777,Yone,15.3,1,1,6,1.0,0.007142857142857143,0.04285714285714286,,,,,0,0,1,0,0,2025-12-10 14:32:18,
799,Ambessa,15.3,1,1,5,1.0,0.007142857142857143,0.03571428571428571,,,,,1,0,0,0,0,2025-12-10 14:32:18,
910,Hwei,15.3,1,1,4,1.0,0.007142857142857143,0.02857142857142857,,,,,0,0,1,0,0,2025-12-10 14:32:18,
517,Sylas,15.24,3807,1953,5494,0.5130023640661938,0.018817656072364193,0.02715634422421037,,,,,160,2257,1166,2,220,2025-12-10 14:32:18,
21,Miss Fortune,15.24,3689,1858,1940,0.50365952832746,0.01823439276358064,0.00958924422915328,,,,,4,0,5,3672,8,2025-12-10 14:32:18,
904,Zaahen,15.24,3555,1834,11274,0.5158931082981716,0.01757204290445356,0.055726360535811384,,,,,2804,597,136,3,14,2025-12-10 14:32:18,
266,Aatrox,15.24,3407,1715,2632,0.503375403580863,0.016840492313775886,0.013009737531511047,,,,,1091,2283,26,1,6,2025-12-10 14:32:18,
145,Kai'Sa,15.24,3379,1611,532,0.4767682746374667,0.016702090850674707,0.002629627798922446,,,,,33,5,19,3321,0,2025-12-10 14:32:18,
799,Ambessa,15.24,3207,1569,4474,0.4892422825070159,0.015851910434481736,0.022114576639810195,,,,,1894,1147,162,0,2,2025-12-10 14:32:18,
804,Yunara,15.24,2653,1303,1121,0.49114210327930646,0.013113538628836931,0.005541001433443725,,,,,9,0,17,2627,0,2025-12-10 14:32:18,
202,Jhin,15.24,2550,1315,88,0.515686274509804,0.012604418961000443,0.0004349760268894271,,,,,4,1,19,2515,10,2025-12-10 14:32:18,
246,Qiyana,15.24,2524,1343,10885,0.5320919175911252,0.012475903316692205,0.05380356878058425,,,,,56,1970,482,11,4,2025-12-10 14:32:18,
