champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_jun_1_name,synergy_jun_1_winrate,synergy_jun_1_games,synergy_jun_1_lane_quality,synergy_jun_2_name,synergy_jun_2_winrate,synergy_jun_2_games,synergy_jun_2_lane_quality,synergy_jun_3_name,synergy_jun_3_winrate,synergy_jun_3_games,synergy_jun_3_lane_quality,synergy_jun_4_name,synergy_jun_4_winrate,synergy_jun_4_games,synergy_jun_4_lane_quality,synergy_jun_5_name,synergy_jun_5_winrate,synergy_jun_5_games,synergy_jun_5_lane_quality,synergy_jun_6_name,synergy_jun_6_winrate,synergy_jun_6_games,synergy_jun_6_lane_quality,synergy_jun_7_name,synergy_jun_7_winrate,synergy_jun_7_games,synergy_jun_7_lane_quality,synergy_jun_8_name,synergy_jun_8_winrate,synergy_jun_8_games,synergy_jun_8_lane_quality,synergy_jun_9_name,synergy_jun_9_winrate,synergy_jun_9_games,synergy_jun_9_lane_quality,synergy_jun_10_name,synergy_jun_10_winrate,synergy_jun_10_games,synergy_jun_10_lane_quality,synergy_jun_11_name,synergy_jun_11_winrate,synergy_jun_11_games,synergy_jun_11_lane_quality,synergy_jun_12_name,synergy_jun_12_winrate,synergy_jun_12_games,synergy_jun_12_lane_quality,synergy_jun_13_name,synergy_jun_13_winrate,synergy_jun_13_games,synergy_jun_13_lane_quality,synergy_jun_14_name,synergy_jun_14_winrate,synergy_jun_14_games,synergy_jun_14_lane_quality,synergy_jun_15_name,synergy_jun_15_winrate,synergy_jun_15_games,synergy_jun_15_lane_quality,synergy_jun_16_name,synergy_jun_16_winrate,synergy_jun_16_games,synergy_jun_16_lane_quality,synergy_jun_17_name,synergy_jun_17_winrate,synergy_jun_17_games,synergy_jun_17_lane_quality,synergy_jun_18_name,synergy_jun_18_winrate,synergy_jun_18_games,synergy_jun_18_lane_quality,synergy_jun_19_name,synergy_jun_19_winrate,synergy_jun_19_games,synergy_jun_19_lane_quality,synergy_jun_20_name,synergy_jun_20_winrate,synergy_jun_20_games,synergy_jun_20_lane_quality,synergy_jun_21_name,synergy_jun_21_winrate,synergy_jun_21_games,synergy_jun_21_lane_quality,synergy_jun_22_name,synergy_jun_22_winrate,synergy_jun_22_games,synergy_jun_22_lane_quality,synergy_jun_23_name,synergy_jun_23_winrate,synergy_jun_23_games,synergy_jun_23_lane_quality,synergy_jun_24_name,synergy_jun_24_winrate,synergy_jun_24_games,synergy_jun_24_lane_quality,synergy_jun_25_name,synergy_jun_25_winrate,synergy_jun_25_games,synergy_jun_25_lane_quality,synergy_jun_26_name,synergy_jun_26_winrate,synergy_jun_26_games,synergy_jun_26_lane_quality,synergy_jun_27_name,synergy_jun_27_winrate,synergy_jun_27_games,synergy_jun_27_lane_quality,synergy_jun_28_name,synergy_jun_28_winrate,synergy_jun_28_games,synergy_jun_28_lane_quality,synergy_jun_29_name,synergy_jun_29_winrate,synergy_jun_29_games,synergy_jun_29_lane_quality,synergy_jun_30_name,synergy_jun_30_winrate,synergy_jun_30_games,synergy_jun_30_lane_quality,synergy_jun_31_name,synergy_jun_31_winrate,synergy_jun_31_games,synergy_jun_31_lane_quality,synergy_jun_32_name,synergy_jun_32_winrate,synergy_jun_32_games,synergy_jun_32_lane_quality,synergy_jun_33_name,synergy_jun_33_winrate,synergy_jun_33_games,synergy_jun_33_lane_quality,synergy_jun_34_name,synergy_jun_34_winrate,synergy_jun_34_games,synergy_jun_34_lane_quality,synergy_jun_35_name,synergy_jun_35_winrate,synergy_jun_35_games,synergy_jun_35_lane_quality,synergy_jun_36_name,synergy_jun_36_winrate,synergy_jun_36_games,synergy_jun_36_lane_quality,synergy_jun_37_name,synergy_jun_37_winrate,synergy_jun_37_games,synergy_jun_37_lane_quality,synergy_jun_38_name,synergy_jun_38_winrate,synergy_jun_38_games,synergy_jun_38_lane_quality,synergy_jun_39_name,synergy_jun_39_winrate,synergy_jun_39_games,synergy_jun_39_lane_quality,synergy_jun_40_name,synergy_jun_40_winrate,synergy_jun_40_games,synergy_jun_40_lane_quality,synergy_jun_41_name,synergy_jun_41_winrate,synergy_jun_41_games,synergy_jun_41_lane_quality,synergy_jun_42_name,synergy_jun_42_winrate,synergy_jun_42_games,synergy_jun_42_lane_quality,synergy_jun_43_name,synergy_jun_43_winrate,synergy_jun_43_games,synergy_jun_43_lane_quality,synergy_jun_44_name,synergy_jun_44_winrate,synergy_jun_44_games,synergy_jun_44_lane_quality,synergy_jun_45_name,synergy_jun_45_winrate,synergy_jun_45_games,synergy_jun_45_lane_quality,synergy_jun_46_name,synergy_jun_46_winrate,synergy_jun_46_games,synergy_jun_46_lane_quality,synergy_jun_47_name,synergy_jun_47_winrate,synergy_jun_47_games,synergy_jun_47_lane_quality,synergy_jun_48_name,synergy_jun_48_winrate,synergy_jun_48_games,synergy_jun_48_lane_quality,synergy_jun_49_name,synergy_jun_49_winrate,synergy_jun_49_games,synergy_jun_49_lane_quality,synergy_jun_50_name,synergy_jun_50_winrate,synergy_jun_50_games,synergy_jun_50_lane_quality,synergy_jun_51_name,synergy_jun_51_winrate,synergy_jun_51_games,synergy_jun_51_lane_quality,synergy_jun_52_name,synergy_jun_52_winrate,synergy_jun_52_games,synergy_jun_52_lane_quality,synergy_jun_53_name,synergy_jun_53_winrate,synergy_jun_53_games,synergy_jun_53_lane_quality,synergy_jun_54_name,synergy_jun_54_winrate,synergy_jun_54_games,synergy_jun_54_lane_quality,synergy_jun_55_name,synergy_jun_55_winrate,synergy_jun_55_games,synergy_jun_55_lane_quality,synergy_jun_56_name,synergy_jun_56_winrate,synergy_jun_56_games,synergy_jun_56_lane_quality,synergy_jun_57_name,synergy_jun_57_winrate,synergy_jun_57_games,synergy_jun_57_lane_quality,synergy_jun_58_name,synergy_jun_58_winrate,synergy_jun_58_games,synergy_jun_58_lane_quality,synergy_jun_59_name,synergy_jun_59_winrate,synergy_jun_59_games,synergy_jun_59_lane_quality,synergy_jun_60_name,synergy_jun_60_winrate,synergy_jun_60_games,synergy_jun_60_lane_quality,synergy_jun_61_name,synergy_jun_61_winrate,synergy_jun_61_games,synergy_jun_61_lane_quality,synergy_jun_62_name,synergy_jun_62_winrate,synergy_jun_62_games,synergy_jun_62_lane_quality
Vladimir,top,39.6%,D,37 / 50,49.1 %,2.0 %,6.1 %,474154,https://dpm.lol/champions/Vladimir/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Nasus,52.36%,1694,,Poppy,51.67%,1374,,Briar,51.53%,13729,,Rammus,51.48%,5522,,DrMundo,50.88%,8886,,JarvanIV,50.87%,13702,,Warwick,50.84%,15054,,Talon,50.71%,8559,,Jax,50.68%,13727,,Malphite,50.62%,13520,,Viego,50.59%,27982,,Amumu,50.46%,9969,,Shyvana,50.26%,2915,,Nocturne,50.17%,11779,,Graves,50.10%,9798,,Trundle,50.07%,5568,,Kayn,49.76%,20822,,Naafiri,49.65%,6141,,Zed,49.61%,9774,,Volibear,49.60%,7971,,Jayce,49.58%,6474,,XinZhao,49.52%,9075,,Zac,49.49%,5904,,Ambessa,49.44%,3807,,Nunu,49.31%,5226,,Khazix,49.29%,13176,,MonkeyKing,49.26%,7578,,RekSai,49.17%,3268,,Riven,49.16%,1310,,MasterYi,49.02%,17658,,Udyr,48.99%,4293,,LeeSin,48.89%,20907,,Diana,48.80%,12442,,Aatrox,48.69%,10177,,Elise,48.65%,3186,,Shaco,48.61%,12167,,Hecarim,48.41%,6583,,Kindred,48.01%,6424,,Zaahen,47.80%,7793,,Chogath,47.79%,2266,,Lillia,47.62%,5409,,Vi,47.58%,8255,,Belveth,47.57%,4501,,FiddleSticks,47.49%,4159,,Ekko,47.47%,7093,,Gwen,47.34%,1426,,Darius,46.97%,1286,,Rengar,46.95%,11394,,Evelynn,46.94%,4401,,Ivern,46.92%,2306,,Qiyana,46.84%,7826,,Teemo,46.80%,2310,,Skarner,46.65%,1863,,Pantheon,46.58%,4292,,Sylas,46.57%,13282,,Nidalee,45.42%,3243,,Gragas,45.34%,1158,,Karthus,44.74%,2251,,,,,,,,,,,,,,,,,
Ambessa,jun,25.9%,D,38 / 52,49.4 %,1.3 %,5.5 %,302512,https://dpm.lol/champions/Ambessa/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talon,mid,32.0%,D,36 / 47,49.8 %,1.4 %,2.3 %,328116,https://dpm.lol/champions/Talon/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Teemo,53.87%,2547,,Zyra,53.46%,1371,,DrMundo,53.29%,5615,,Nasus,53.23%,945,,FiddleSticks,52.69%,5846,,Mordekaiser,52.63%,1254,,Jayce,52.59%,3297,,Elise,52.31%,5362,,Briar,52.12%,7908,,Taliyah,52.05%,1074,,Gragas,52.01%,1396,,Karthus,51.96%,4330,,JarvanIV,51.94%,5922,,Zac,51.93%,4620,,Malphite,51.86%,10269,,Jax,51.72%,7844,,Gwen,51.65%,2213,,Rammus,51.63%,3285,,Amumu,51.60%,8074,,Diana,51.33%,17872,,Lillia,51.32%,9539,,MonkeyKing,51.27%,3698,,Volibear,50.95%,5680,,Shyvana,50.94%,2670,,Ekko,50.82%,10897,,Evelynn,50.78%,6339,,Nidalee,50.68%,5979,,Udyr,50.52%,3252,,Sylas,50.40%,21091,,Sejuani,50.33%,3384,,Ivern,50.18%,1911,,Belveth,50.12%,2518,,Viego,50.00%,14259,,Warwick,49.97%,8951,,Aatrox,49.88%,4852,,Chogath,49.84%,1918,,Kindred,49.71%,3649,,Nunu,49.67%,5220,,Brand,49.60%,881,,Morgana,49.31%,943,,RekSai,49.00%,1749,,XinZhao,48.92%,4595,,Shaco,48.89%,8029,,Trundle,48.80%,3115,,Hecarim,48.65%,3618,,MasterYi,48.54%,10150,,Poppy,48.52%,876,,Nocturne,48.26%,6363,,Naafiri,48.08%,3049,,Ambessa,47.97%,1699,,Zaahen,47.60%,3775,,Kayn,47.51%,10950,,Graves,47.18%,4801,,Pantheon,47.15%,2242,,Khazix,47.06%,6216,,LeeSin,46.76%,10683,,Vi,46.58%,4165,,Zed,45.70%,4284,,Skarner,44.94%,999,,Fizz,44.87%,945,,Qiyana,43.13%,3255,,Rengar,42.41%,5694,
Cho'Gath,jun,17.4%,D,39 / 52,49.9 %,1.1 %,1.9 %,262830,https://dpm.lol/champions/Chogath/build?lane=jungle&tier=all&platform=all&timeframe=15.24,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naafiri,jun,41.4%,D,40 / 52,49.1 %,2.3 %,5.2 %,545631,https://dpm.lol/champions/Naafiri/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
