champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_jun_1_name,synergy_jun_1_winrate,synergy_jun_1_games,synergy_jun_1_lane_quality,synergy_jun_2_name,synergy_jun_2_winrate,synergy_jun_2_games,synergy_jun_2_lane_quality,synergy_jun_3_name,synergy_jun_3_winrate,synergy_jun_3_games,synergy_jun_3_lane_quality,synergy_jun_4_name,synergy_jun_4_winrate,synergy_jun_4_games,synergy_jun_4_lane_quality,synergy_jun_5_name,synergy_jun_5_winrate,synergy_jun_5_games,synergy_jun_5_lane_quality,synergy_jun_6_name,synergy_jun_6_winrate,synergy_jun_6_games,synergy_jun_6_lane_quality,synergy_jun_7_name,synergy_jun_7_winrate,synergy_jun_7_games,synergy_jun_7_lane_quality,synergy_jun_8_name,synergy_jun_8_winrate,synergy_jun_8_games,synergy_jun_8_lane_quality,synergy_jun_9_name,synergy_jun_9_winrate,synergy_jun_9_games,synergy_jun_9_lane_quality,synergy_jun_10_name,synergy_jun_10_winrate,synergy_jun_10_games,synergy_jun_10_lane_quality,synergy_jun_11_name,synergy_jun_11_winrate,synergy_jun_11_games,synergy_jun_11_lane_quality,synergy_jun_12_name,synergy_jun_12_winrate,synergy_jun_12_games,synergy_jun_12_lane_quality,synergy_jun_13_name,synergy_jun_13_winrate,synergy_jun_13_games,synergy_jun_13_lane_quality,synergy_jun_14_name,synergy_jun_14_winrate,synergy_jun_14_games,synergy_jun_14_lane_quality,synergy_jun_15_name,synergy_jun_15_winrate,synergy_jun_15_games,synergy_jun_15_lane_quality,synergy_jun_16_name,synergy_jun_16_winrate,synergy_jun_16_games,synergy_jun_16_lane_quality,synergy_jun_17_name,synergy_jun_17_winrate,synergy_jun_17_games,synergy_jun_17_lane_quality,synergy_jun_18_name,synergy_jun_18_winrate,synergy_jun_18_games,synergy_jun_18_lane_quality,synergy_jun_19_name,synergy_jun_19_winrate,synergy_jun_19_games,synergy_jun_19_lane_quality,synergy_jun_20_name,synergy_jun_20_winrate,synergy_jun_20_games,synergy_jun_20_lane_quality,synergy_jun_21_name,synergy_jun_21_winrate,synergy_jun_21_games,synergy_jun_21_lane_quality,synergy_jun_22_name,synergy_jun_22_winrate,synergy_jun_22_games,synergy_jun_22_lane_quality,synergy_jun_23_name,synergy_jun_23_winrate,synergy_jun_23_games,synergy_jun_23_lane_quality,synergy_jun_24_name,synergy_jun_24_winrate,synergy_jun_24_games,synergy_jun_24_lane_quality,synergy_jun_25_name,synergy_jun_25_winrate,synergy_jun_25_games,synergy_jun_25_lane_quality,synergy_jun_26_name,synergy_jun_26_winrate,synergy_jun_26_games,synergy_jun_26_lane_quality,synergy_jun_27_name,synergy_jun_27_winrate,synergy_jun_27_games,synergy_jun_27_lane_quality,synergy_jun_28_name,synergy_jun_28_winrate,synergy_jun_28_games,synergy_jun_28_lane_quality,synergy_jun_29_name,synergy_jun_29_winrate,synergy_jun_29_games,synergy_jun_29_lane_quality,synergy_jun_30_name,synergy_jun_30_winrate,synergy_jun_30_games,synergy_jun_30_lane_quality,synergy_jun_31_name,synergy_jun_31_winrate,synergy_jun_31_games,synergy_jun_31_lane_quality,synergy_jun_32_name,synergy_jun_32_winrate,synergy_jun_32_games,synergy_jun_32_lane_quality,synergy_jun_33_name,synergy_jun_33_winrate,synergy_jun_33_games,synergy_jun_33_lane_quality,synergy_jun_34_name,synergy_jun_34_winrate,synergy_jun_34_games,synergy_jun_34_lane_quality,synergy_jun_35_name,synergy_jun_35_winrate,synergy_jun_35_games,synergy_jun_35_lane_quality,synergy_jun_36_name,synergy_jun_36_winrate,synergy_jun_36_games,synergy_jun_36_lane_quality,synergy_jun_37_name,synergy_jun_37_winrate,synergy_jun_37_games,synergy_jun_37_lane_quality,synergy_jun_38_name,synergy_jun_38_winrate,synergy_jun_38_games,synergy_jun_38_lane_quality,synergy_jun_39_name,synergy_jun_39_winrate,synergy_jun_39_games,synergy_jun_39_lane_quality,synergy_jun_40_name,synergy_jun_40_winrate,synergy_jun_40_games,synergy_jun_40_lane_quality,synergy_jun_41_name,synergy_jun_41_winrate,synergy_jun_41_games,synergy_jun_41_lane_quality,synergy_jun_42_name,synergy_jun_42_winrate,synergy_jun_42_games,synergy_jun_42_lane_quality,synergy_jun_43_name,synergy_jun_43_winrate,synergy_jun_43_games,synergy_jun_43_lane_quality,synergy_jun_44_name,synergy_jun_44_winrate,synergy_jun_44_games,synergy_jun_44_lane_quality,synergy_jun_45_name,synergy_jun_45_winrate,synergy_jun_45_games,synergy_jun_45_lane_quality,synergy_jun_46_name,synergy_jun_46_winrate,synergy_jun_46_games,synergy_jun_46_lane_quality,synergy_jun_47_name,synergy_jun_47_winrate,synergy_jun_47_games,synergy_jun_47_lane_quality,synergy_jun_48_name,synergy_jun_48_winrate,synergy_jun_48_games,synergy_jun_48_lane_quality,synergy_jun_49_name,synergy_jun_49_winrate,synergy_jun_49_games,synergy_jun_49_lane_quality,synergy_jun_50_name,synergy_jun_50_winrate,synergy_jun_50_games,synergy_jun_50_lane_quality,synergy_jun_51_name,synergy_jun_51_winrate,synergy_jun_51_games,synergy_jun_51_lane_quality,synergy_jun_52_name,synergy_jun_52_winrate,synergy_jun_52_games,synergy_jun_52_lane_quality,synergy_jun_53_name,synergy_jun_53_winrate,synergy_jun_53_games,synergy_jun_53_lane_quality,synergy_jun_54_name,synergy_jun_54_winrate,synergy_jun_54_games,synergy_jun_54_lane_quality,synergy_jun_55_name,synergy_jun_55_winrate,synergy_jun_55_games,synergy_jun_55_lane_quality,synergy_jun_56_name,synergy_jun_56_winrate,synergy_jun_56_games,synergy_jun_56_lane_quality,synergy_jun_57_name,synergy_jun_57_winrate,synergy_jun_57_games,synergy_jun_57_lane_quality,synergy_jun_58_name,synergy_jun_58_winrate,synergy_jun_58_games,synergy_jun_58_lane_quality,synergy_jun_59_name,synergy_jun_59_winrate,synergy_jun_59_games,synergy_jun_59_lane_quality,synergy_jun_60_name,synergy_jun_60_winrate,synergy_jun_60_games,synergy_jun_60_lane_quality,synergy_jun_61_name,synergy_jun_61_winrate,synergy_jun_61_games,synergy_jun_61_lane_quality,synergy_jun_62_name,synergy_jun_62_winrate,synergy_jun_62_games,synergy_jun_62_lane_quality
Rakan,sup,98.4%,D,35 / 39,49.1 %,3.1 %,0.3 %,753147,https://dpm.lol/champions/Rakan/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Briar,52.30%,19975,,Amumu,51.90%,16621,,Lillia,51.71%,13867,,Gwen,51.40%,3500,,Teemo,51.24%,4397,,Jax,51.19%,19667,,Jayce,50.85%,9681,,Diana,50.40%,29382,,Viego,50.17%,40845,,Gragas,50.17%,2386,,Malphite,50.11%,22718,,Evelynn,50.08%,10047,,Ekko,50.06%,15889,,JarvanIV,50.05%,19689,,XinZhao,50.01%,13684,,Rammus,49.99%,7650,,Mordekaiser,49.86%,2092,,Nocturne,49.85%,17305,,DrMundo,49.72%,12726,,Ivern,49.70%,4201,,Shyvana,49.67%,4916,,Kayn,49.63%,28600,,FiddleSticks,49.60%,9695,,Zyra,49.56%,2145,,MonkeyKing,49.51%,11782,,Warwick,49.43%,20899,,MasterYi,49.43%,24923,,Sylas,49.42%,31698,,Graves,49.40%,13761,,Zac,49.34%,9888,,Talon,49.34%,11204,,Volibear,49.34%,12297,,Nasus,49.28%,2431,,RekSai,49.18%,4921,,Chogath,49.09%,4105,,Nunu,49.08%,9771,,Belveth,48.92%,6736,,Sejuani,48.88%,8371,,Trundle,48.64%,7968,,Khazix,48.37%,17897,,Udyr,48.28%,6790,,Hecarim,48.25%,8996,,Ambessa,48.15%,5551,,Zed,48.10%,12610,,Elise,48.08%,7502,,Karthus,47.63%,5495,,Aatrox,47.50%,14525,,Riven,47.47%,1894,,Shaco,47.29%,18159,,Poppy,47.26%,2084,,Vi,47.25%,12873,,Naafiri,47.15%,8721,,LeeSin,47.12%,31860,,Kindred,46.85%,9507,,Nidalee,46.85%,8421,,Zaahen,46.77%,10190,,Qiyana,46.57%,11309,,Pantheon,46.32%,6496,,Rengar,45.42%,15129,,Skarner,43.58%,2719,,,,,,,,,
Akshan,mid,89.2%,D,38 / 47,48.9 %,2.5 %,2.3 %,606420,https://dpm.lol/champions/Akshan/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Teemo,53.45%,5078,,Amumu,52.72%,16847,,Zyra,52.57%,2300,,Karthus,52.16%,7732,,FiddleSticks,52.08%,11084,,Rammus,51.90%,6220,,Briar,51.77%,16303,,Brand,51.59%,1694,,Morgana,51.49%,1581,,Diana,51.43%,33852,,Taliyah,51.23%,1628,,Mordekaiser,50.82%,2452,,Malphite,50.71%,18562,,DrMundo,50.66%,10395,,Gwen,50.56%,4474,,Lillia,50.42%,15931,,Ekko,50.34%,19004,,Elise,50.33%,8858,,Nasus,50.02%,2003,,Zac,49.92%,8402,,Shyvana,49.62%,5018,,Jax,49.44%,15403,,JarvanIV,49.44%,11310,,Belveth,49.25%,5015,,Jayce,49.24%,4350,,Nocturne,49.15%,11920,,Volibear,49.14%,11788,,Hecarim,49.09%,6679,,Warwick,49.07%,17389,,Udyr,49.03%,6573,,Chogath,49.01%,4026,,Gragas,48.86%,2493,,Nunu,48.80%,10299,,Talon,48.59%,8279,,Ivern,48.55%,3769,,Sylas,48.47%,32581,,Evelynn,48.44%,11899,,XinZhao,48.38%,7422,,MonkeyKing,48.37%,6424,,Shaco,48.23%,15560,,Naafiri,48.14%,5442,,Ambessa,48.04%,3085,,Kayn,47.98%,21545,,Graves,47.91%,7441,,MasterYi,47.80%,19121,,Viego,47.79%,27108,,RekSai,47.71%,3144,,Nidalee,47.68%,8486,,Khazix,47.43%,12394,,Vi,47.42%,7385,,Kindred,47.41%,5940,,Sejuani,47.23%,6011,,Aatrox,46.94%,7569,,Trundle,46.67%,5843,,LeeSin,46.52%,15759,,Zaahen,46.49%,7104,,Zed,45.88%,7758,,Fizz,45.74%,1736,,Pantheon,45.43%,3942,,Qiyana,44.63%,6312,,Rengar,44.30%,11592,,Skarner,43.55%,2048,
Tryndamere,top,79.6%,D,41 / 50,48.7 %,3.0 %,2.1 %,725924,https://dpm.lol/champions/Tryndamere/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Mordekaiser,53.57%,2658,,Teemo,53.46%,5804,,DrMundo,52.48%,14445,,Amumu,52.48%,20835,,Rammus,52.37%,8923,,Briar,51.78%,21934,,Chogath,50.90%,4562,,Udyr,50.62%,7116,,Jax,50.57%,23633,,Malphite,50.57%,22398,,Nasus,50.50%,3115,,Warwick,50.45%,26216,,Diana,50.32%,28398,,Volibear,50.19%,15365,,FiddleSticks,49.90%,9481,,Lillia,49.85%,13087,,JarvanIV,49.83%,15805,,Ekko,49.66%,15192,,Ivern,49.62%,3664,,Shyvana,49.50%,5784,,Sejuani,49.44%,8449,,Elise,49.42%,6500,,MonkeyKing,49.32%,9303,,Viego,49.05%,37917,,Evelynn,49.04%,10189,,Zac,48.98%,9242,,Trundle,48.89%,9313,,Nunu,48.82%,9941,,Shaco,48.64%,19906,,Nocturne,48.34%,17884,,Gwen,48.22%,3266,,Sylas,48.19%,25799,,RekSai,48.17%,3770,,Poppy,48.17%,1744,,Darius,48.09%,1782,,Karthus,48.09%,5263,,Jayce,48.03%,5624,,Talon,47.89%,9209,,MasterYi,47.67%,28035,,XinZhao,47.66%,10320,,Belveth,47.64%,6133,,Aatrox,47.60%,10365,,Khazix,47.48%,17482,,Graves,47.28%,13161,,Hecarim,47.04%,8134,,Vi,46.98%,10616,,Gragas,46.80%,2143,,Ambessa,46.77%,3947,,Kindred,46.71%,9175,,Naafiri,46.56%,7540,,Zaahen,46.55%,9907,,Pantheon,46.49%,5674,,Nidalee,46.21%,6215,,Zed,45.76%,10953,,LeeSin,45.74%,24204,,Rengar,43.90%,14024,,Skarner,43.70%,2412,,Qiyana,42.89%,7746,,,,,,,,,,,,,,,,,
Twisted Fate,mid,88.7%,D,39 / 47,49.1 %,2.7 %,0.3 %,654956,https://dpm.lol/champions/TwistedFate/build?lane=middle&tier=all&platform=all&timeframe=15.24,False,Jayce,52.17%,10794,,Briar,51.21%,17813,,DrMundo,51.18%,11342,,Gwen,50.86%,2611,,Viego,50.72%,35302,,Teemo,50.68%,3698,,Graves,50.58%,16860,,XinZhao,50.58%,12106,,MonkeyKing,50.28%,9282,,Mordekaiser,50.24%,1656,,Jax,50.17%,16787,,Diana,50.15%,19860,,Ambessa,50.03%,4733,,JarvanIV,49.95%,16400,,Warwick,49.89%,17854,,Lillia,49.81%,10222,,Talon,49.64%,10539,,Ekko,49.62%,11970,,MasterYi,49.56%,23092,,Malphite,49.56%,17998,,Aatrox,49.54%,14435,,Amumu,49.52%,12738,,Volibear,49.35%,10166,,Khazix,49.34%,17654,,Nidalee,49.30%,8527,,Kayn,49.25%,23816,,Nunu,49.11%,7552,,LeeSin,48.98%,33126,,Kindred,48.98%,9169,,Udyr,48.93%,5988,,Sylas,48.92%,26397,,Shyvana,48.85%,4254,,Trundle,48.75%,6746,,Ivern,48.72%,3233,,Chogath,48.67%,3312,,Naafiri,48.44%,8032,,Nocturne,48.39%,17356,,Zaahen,48.36%,8763,,Zed,48.31%,13129,,Gragas,48.17%,1800,,Zac,48.13%,7606,,Evelynn,48.09%,7544,,Belveth,48.02%,5993,,Shaco,47.91%,15823,,Poppy,47.88%,1702,,Nasus,47.78%,2049,,Hecarim,47.70%,8128,,Elise,47.54%,5812,,FiddleSticks,47.40%,7059,,Karthus,47.36%,4259,,Vi,47.13%,10469,,RekSai,46.90%,4452,,Sejuani,46.71%,6358,,Pantheon,46.40%,6024,,Rengar,45.90%,13809,,Qiyana,45.77%,9726,,Riven,44.69%,1656,,Skarner,43.59%,2136,,,,,,,,,,,,,,,,,
Ambessa,top,69.4%,D,42 / 50,48.1 %,3.4 %,5.5 %,811936,https://dpm.lol/champions/Ambessa/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Zyra,51.11%,2927,,Rammus,50.99%,7912,,Briar,50.98%,20148,,Mordekaiser,50.90%,2220,,Teemo,50.54%,4731,,Amumu,50.37%,16416,,FiddleSticks,50.10%,10311,,DrMundo,50.01%,14920,,Warwick,50.01%,19750,,Lillia,49.93%,16133,,Malphite,49.83%,25896,,Poppy,49.68%,2377,,Nasus,49.57%,2207,,Ivern,49.43%,4766,,Zac,49.12%,11225,,Diana,49.11%,29497,,MonkeyKing,48.96%,12233,,Jax,48.90%,19679,,Trundle,48.90%,7567,,Volibear,48.87%,11923,,Shyvana,48.83%,5177,,Udyr,48.76%,6999,,Chogath,48.74%,4421,,Ekko,48.71%,17821,,Elise,48.70%,8894,,JarvanIV,48.62%,20839,,Nunu,48.61%,10074,,Graves,48.59%,16996,,Jayce,48.39%,13509,,Evelynn,48.32%,10688,,Aatrox,48.29%,19560,,RekSai,48.28%,5640,,Nidalee,48.27%,11316,,XinZhao,48.26%,16091,,Belveth,48.22%,7045,,Gragas,48.20%,2550,,Sejuani,48.10%,8985,,Gwen,48.08%,4106,,Sylas,47.97%,40402,,Nocturne,47.88%,17562,,Kayn,47.82%,27221,,Viego,47.75%,41860,,Karthus,47.69%,6609,,Shaco,47.69%,18309,,Kindred,47.45%,10073,,Naafiri,47.38%,9092,,MasterYi,47.32%,24436,,Khazix,47.31%,18893,,Hecarim,47.31%,9466,,Talon,47.14%,12324,,LeeSin,46.83%,38904,,Vi,46.18%,14982,,Zaahen,46.12%,11106,,Zed,45.43%,13578,,Pantheon,44.99%,7109,,Qiyana,44.91%,12699,,Skarner,44.16%,3007,,Rengar,43.65%,15213,,,,,,,,,,,,,,,,,
