champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente
Elise,jun,59.7%,D,41 / 52,49.7 %,1.8 %,1.5 %,421902,https://dpm.lol/champions/Elise/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True
