iter	Accuracy	Logloss
100	0.6159424782	0.6689250658
101	0.6156945391	0.6686962088
102	0.6168102647	0.6683905729
103	0.6166243104	0.6681555397
104	0.6168722494	0.6680535738
105	0.6182978987	0.6678730987
106	0.6186078225	0.6676505824
107	0.6195375938	0.6674461881
108	0.6225128618	0.6671682266
109	0.6221409533	0.6670337612
110	0.6233186636	0.6667659867
111	0.6249302672	0.6666029365
112	0.6246203434	0.6663781624
113	0.6248682824	0.6661310098
114	0.6255501147	0.6660478822
115	0.6253641604	0.6655974472
116	0.6273476725	0.6651906584
117	0.6279055352	0.6650083976
118	0.6293931693	0.6647168917
119	0.6307568338	0.6644569269
120	0.6313146966	0.6643787921
121	0.6305088948	0.6642130021
122	0.6312527118	0.6641425421
123	0.6323684374	0.6638475293
124	0.6328643154	0.6636304463
125	0.6345998884	0.6634379014
126	0.6342279799	0.6632099411
127	0.6347858427	0.6630084666
128	0.6356536292	0.662812517
129	0.6363974462	0.6626942856
130	0.6360255377	0.662404556
131	0.6350957664	0.6622228
132	0.635963553	0.6618708879
133	0.637947065	0.661665646
134	0.637699126	0.6614965466
135	0.6378850803	0.6612945507
136	0.6378230955	0.6611504304
137	0.6398685923	0.6609256033
138	0.6403644703	0.6606748857
139	0.6417281349	0.6604513437
140	0.6433397384	0.6601421003
141	0.6438356164	0.659772993
142	0.6450133267	0.6596002824
143	0.6450753115	0.6592338587
144	0.6473687473	0.659045708
145	0.646934854	0.6588992307
146	0.6478026406	0.6588109941
147	0.6486084423	0.6587084876
148	0.647678671	0.6584890161
149	0.6495382136	0.6581680941
150	0.6496621831	0.6580088261
151	0.6512737866	0.6578244331
152	0.6519556189	0.6576128793
153	0.6523275274	0.65750223
154	0.6522035579	0.6572384599
155	0.6522035579	0.6570061165
156	0.6523275274	0.6567529781
157	0.6535672225	0.6565678948
158	0.6538771462	0.6563699688
159	0.6548069175	0.6562364389
160	0.6566044753	0.6559105871
161	0.6562945515	0.6556919767
162	0.6553027955	0.6554620546
163	0.6561085973	0.6552987789
164	0.6554887498	0.655034291
165	0.6566664601	0.6548544791
166	0.6567904296	0.6546177903
167	0.6577202008	0.6543551798
168	0.6580921093	0.6541304396
169	0.6585260026	0.6539157018
170	0.6598896671	0.6536606277
171	0.6610673774	0.6534562359
172	0.6598276824	0.6532979461
173	0.6604475299	0.6530915122
174	0.6613773012	0.6528234074
175	0.6619971487	0.6525725586
176	0.6623690572	0.6523960522
177	0.6621211182	0.6522418879
178	0.662183103	0.6520037841
179	0.663174859	0.6518511528
180	0.6645385235	0.6514691593
181	0.6662121118	0.6511645434
182	0.6679476849	0.6509701679
183	0.6685055476	0.6507460259
184	0.6677617306	0.6505119441
185	0.6675137916	0.6503162403
186	0.6692493647	0.6501274702
187	0.6697452427	0.6500616136
188	0.6702411207	0.6499027568
189	0.6703650902	0.6496422919
190	0.6699931817	0.649498508
191	0.6715428005	0.6492086277
192	0.6721006632	0.6488819164
193	0.6730304345	0.6486376531
194	0.6730924193	0.6482994859
195	0.6747040228	0.647890155
196	0.6748899771	0.6476460859
197	0.6758197483	0.6472805287
198	0.6761296721	0.6471037346
199	0.6771834129	0.6468191844
200	0.6771214281	0.646691142
201	0.6778652451	0.6465093451
202	0.6768734891	0.6462070665
203	0.6761296721	0.6460810793
204	0.6768734891	0.6456571096
205	0.6779892147	0.6455355627
206	0.6787330317	0.6453015874
207	0.6782371537	0.6451068913
208	0.6791049402	0.6449403089
209	0.6815223455	0.6447415676
210	0.6807785285	0.6445080691
211	0.681398376	0.6443329442
212	0.6822041778	0.6441083544
213	0.6833199033	0.6439573761
214	0.6825760863	0.6437696166
215	0.683133949	0.6436204844
216	0.682142193	0.6432983609
217	0.681646315	0.6431650733
218	0.6838777661	0.6428543824
219	0.6840637203	0.6427009556
220	0.6848695221	0.6425028876
221	0.6846835678	0.64215546
222	0.6859852476	0.6419087648
223	0.6871009732	0.6417388152
224	0.6874728817	0.64165539
225	0.6882786834	0.6415520819
226	0.6878447902	0.6414548886
227	0.6882166987	0.6412316162
228	0.6887745615	0.6410182654
229	0.6902621955	0.6407686641
230	0.6905101345	0.6404395686
231	0.69162586	0.640184245
232	0.6920597533	0.6399855041
233	0.6927415856	0.6398283863
234	0.6939812806	0.6396951916
235	0.6949730366	0.6394254066
236	0.6957168537	0.6392869099
237	0.6960887622	0.6391716068
238	0.6957788384	0.6391011934
239	0.6957168537	0.6389379699
240	0.6956548689	0.6388908602
241	0.6954689146	0.6387777516
242	0.6963367012	0.6385363962
243	0.697390442	0.638313251
244	0.6970185334	0.6381332729
245	0.697638381	0.6378634268
246	0.6978243352	0.6375235846
247	0.6981962437	0.6373302232
248	0.7000557863	0.63705351
249	0.7005516643	0.6368192579
250	0.7006756338	0.6366080477
251	0.7010475423	0.6364074956
252	0.7012334966	0.6361619427
253	0.7011715118	0.6360470428
254	0.7015434203	0.6358946866
255	0.7021012831	0.6356931637
256	0.7022872373	0.6352629012
257	0.7040228104	0.6350681047
258	0.7052625054	0.6348135969
259	0.7047046427	0.6346975757
260	0.7059443377	0.6345103399
261	0.7070600632	0.6342616949
262	0.7070600632	0.6341594619
263	0.7072460175	0.63402998
264	0.707122048	0.6338205845
265	0.7082377735	0.6337198458
266	0.7074939565	0.6333521989
267	0.7087956363	0.6330643967
268	0.7090435753	0.6329784076
269	0.7084857125	0.6327663534
270	0.7086716668	0.6326959461
271	0.7090435753	0.6325203895
272	0.7097873923	0.6323793027
273	0.7104692246	0.6322465629
274	0.7117089196	0.6321102955
275	0.7127006756	0.6319399432
276	0.7129486146	0.631821836
277	0.7124527366	0.6316424151
278	0.7133205232	0.63147825
279	0.7125767061	0.6311000696
280	0.7131965536	0.6309594569
281	0.7140023554	0.6307315325
282	0.71536602	0.6305178817
283	0.7162338065	0.6304528174
284	0.716109837	0.630279324
285	0.7167916692	0.6301621891
286	0.7160478522	0.6299649025
287	0.716357776	0.6297814159
288	0.716605715	0.6296178138
289	0.717101593	0.6294271311
290	0.7186512118	0.6291358324
291	0.7181553338	0.6290527368
292	0.7187131966	0.6287937128
293	0.7185272423	0.6286851898
294	0.7196429678	0.6284182069
295	0.7206347239	0.6281759811
296	0.7203248001	0.6280387202
297	0.7208826629	0.6278816287
298	0.7214405256	0.6273570043
299	0.7208206781	0.6270935183
300	0.7203248001	0.6269761652
301	0.7202008306	0.626754868
302	0.7208826629	0.6266075024
303	0.7218124341	0.6264493043
304	0.7224322817	0.6261107796
305	0.7237339614	0.6257689622
306	0.725593504	0.6255907486
307	0.725097626	0.6254492134
308	0.7257174735	0.6252815569
309	0.726089382	0.6251772742
310	0.7266472448	0.6249717871
311	0.7274530466	0.62476554
312	0.726337321	0.6245679348
313	0.7275770161	0.6243684097
314	0.7269571685	0.6241932421
315	0.7271431228	0.6239168611
316	0.7275150313	0.6236841846
317	0.7279489246	0.623429783
318	0.7289406806	0.6231970621
319	0.7294985434	0.6230004972
320	0.7296844976	0.6227982375
321	0.7306142689	0.6226153688
322	0.7311101469	0.6223202055
323	0.7309861774	0.6219348829
324	0.7308002231	0.6218237915
325	0.7316060249	0.6216098907
326	0.7310481622	0.6215308035
327	0.7320399182	0.6213217915
328	0.7312961012	0.6211102442
329	0.7326597657	0.6208998306
330	0.7326597657	0.6206212356
331	0.7344573235	0.6203749047
332	0.7340234302	0.6202381039
333	0.7342093845	0.6200820342
334	0.7345193083	0.6197858235
335	0.73532511	0.619577664
336	0.7356970185	0.6192760042
337	0.7358829728	0.6190544573
338	0.7360069423	0.618880906
339	0.7358829728	0.6186207134
340	0.7366267898	0.6184539319
341	0.7365648051	0.6183238567
342	0.7368747288	0.6181458386
343	0.7379904543	0.6179477041
344	0.7389822104	0.6177686871
345	0.7399739664	0.6176289551
346	0.7399119817	0.6174878176
347	0.7397260274	0.6172863047
348	0.7407177834	0.6171021425
349	0.7408417529	0.6170286444
350	0.7407177834	0.6168575045
351	0.7417095395	0.6166312921
352	0.7417715242	0.6164643847
353	0.7421434327	0.6162741551
354	0.7430112192	0.6161431241
355	0.7427632802	0.6160023761
356	0.742081448	0.6158000994
357	0.743321143	0.6155529158
358	0.743321143	0.6154367013
359	0.7436310668	0.6152385196
360	0.7441889295	0.6151094097
361	0.7454906093	0.6149281305
362	0.7461104568	0.6148354695
363	0.7466683196	0.6146272544
364	0.7467922891	0.6142043783
365	0.7469162586	0.6139644059
366	0.7479080146	0.6136362182
367	0.7483419079	0.6135788365
368	0.7490237402	0.6133831399
369	0.7494576334	0.6132344299
370	0.7501394657	0.6130785593
371	0.7498295419	0.6129504118
372	0.7496435877	0.612735368
373	0.7498915267	0.6125285831
374	0.7504493895	0.612357282
375	0.7506353437	0.6122958102
376	0.750821298	0.6119897163
377	0.7517510692	0.6117432029
378	0.7515031302	0.6113795599
379	0.7510072522	0.611224408
380	0.7510072522	0.611146541
381	0.752060993	0.61099022
382	0.751565115	0.6106402679
383	0.7528667948	0.6103550842
384	0.7522469473	0.6101640873
385	0.7534246575	0.6100082331
386	0.7528667948	0.6098331969
387	0.7541064898	0.6094304
388	0.7539825203	0.6092342094
389	0.7548503068	0.6090661314
390	0.7549122916	0.6089118878
391	0.7560280171	0.6088306589
392	0.7560900019	0.6085339842
393	0.7581354987	0.6082756089
394	0.7582594682	0.6080612614
395	0.7583214529	0.6078401816
396	0.7580115292	0.6076785038
397	0.7581974834	0.6075343917
398	0.7591892394	0.6073216366
399	0.7611727515	0.6069795357
400	0.760304965	0.6067866814
401	0.7601190107	0.6064991566
402	0.7601809955	0.606316094
403	0.760800843	0.606100463
404	0.7612347363	0.6060171314
405	0.7613587058	0.6058533119
406	0.7624124465	0.6057070719
407	0.7626603855	0.6055032603
408	0.7638380958	0.6051904281
409	0.7643339738	0.6050695988
410	0.7646438976	0.6048937933
411	0.7663794707	0.6046426258
412	0.7663794707	0.6045498888
413	0.7660075621	0.6043339556
414	0.7661315316	0.6042082704
415	0.7668133639	0.6040261846
416	0.7671232877	0.6039135104
417	0.7681150437	0.6036903862
418	0.7679910742	0.6034945028
419	0.769044815	0.603347364
420	0.7689828302	0.6032217714
421	0.7692307692	0.6029836437
422	0.769044815	0.6027678128
423	0.769788632	0.6025732205
424	0.7696646625	0.6024695496
425	0.769292754	0.602317824
426	0.7694167235	0.6021459269
427	0.7694787082	0.6020643445
428	0.7696646625	0.6019479351
429	0.7696646625	0.6017238538
430	0.7705944338	0.6015185884
431	0.7707184033	0.6014207146
432	0.77028451	0.6013389358
433	0.770532449	0.601157943
434	0.7703464948	0.6010441476
435	0.7715861898	0.6008033185
436	0.7714622203	0.6005557817
437	0.7717721441	0.60040228
438	0.7718341288	0.6002451236
439	0.7722680221	0.6000968899
440	0.7720200831	0.5999088894
441	0.7733837476	0.5997480381
442	0.7731977933	0.5995680069
443	0.7737556561	0.5993690927
444	0.7740035951	0.5991369379
445	0.7735077171	0.5989322519
446	0.7739416104	0.5987283813
447	0.7740655799	0.5986363189
448	0.7739416104	0.5985812226
449	0.7744374884	0.598524068
450	0.7747474121	0.5983528709
451	0.7749333664	0.5982536176
452	0.7743135189	0.5980206813
453	0.7744374884	0.5978572929
454	0.7749953511	0.5976975407
455	0.7755532139	0.5974843307
456	0.7755532139	0.5974226905
457	0.7759251224	0.597267088
458	0.7760490919	0.5971392625
459	0.7762350462	0.5968811538
460	0.7769788632	0.5966126597
461	0.7763590157	0.5963563566
462	0.7774747412	0.5962150164
463	0.7766069547	0.5960579177
464	0.7771648175	0.5958328865
465	0.778280543	0.5956291017
466	0.7779706192	0.5952578208
467	0.7780945887	0.5950128862
468	0.7786524515	0.5949152248
469	0.7789623753	0.5946919041
470	0.7794582533	0.5946052013
471	0.7812558111	0.5943515399
472	0.7809458873	0.5941118584
473	0.7810078721	0.5939230969
474	0.7816277196	0.5935868147
475	0.7822475671	0.5934346944
476	0.7827434451	0.5932921028
477	0.7814417653	0.5931431289
478	0.7823715366	0.5929767511
479	0.7835492469	0.5927797875
480	0.7843550487	0.5926429229
481	0.7843550487	0.5923493476
482	0.7852228352	0.5921457213
483	0.7852848199	0.5920375784
484	0.7851608504	0.5918830061
485	0.7855327589	0.5917343543
486	0.7860906217	0.5915820468
487	0.7863385607	0.591473217
488	0.7863385607	0.5913861274
489	0.7867104692	0.5911253726
490	0.786772454	0.5909665125
491	0.7874542862	0.5906285431
492	0.787516271	0.5904219998
493	0.786772454	0.5901990777
494	0.7871443625	0.5900847294
495	0.7874542862	0.5898213469
496	0.788012149	0.5896437489
497	0.787516271	0.5895263695
498	0.7883220728	0.5892545678
499	0.787516271	0.5891186726
