elo,server,patch,champion,role,role_pickrate,tier,winrate,winrate_evol,pickrate,games
Master+,NA,16.2,Bel'Veth,jungle,94.9%,S+,55.7%,+2.7%,2.8%,803
Master+,NA,16.2,Braum,support,100.0%,S+,52.6%,+2.8%,11.2%,3 269
Master+,NA,16.2,Sona,support,99.2%,S+,51.8%,+1.3%,16.0%,4 661
Master+,NA,16.2,Yasuo,adc,11.9%,S+,54.2%,+0.2%,2.2%,642
Master+,NA,16.2,Varus,adc,64.8%,S+,51.7%,+4.2%,10.6%,3 099
Master+,NA,16.2,Rengar,jungle,87.0%,S+,52.7%,+2.1%,6.8%,1 968
Master+,NA,16.2,Riven,top,89.2%,S+,52.7%,-2.2%,6.2%,1 806
Master+,NA,16.2,Qiyana,mid,43.3%,S+,54.0%,-0.3%,3.8%,1 100
Master+,NA,16.2,Poppy,support,51.1%,S+,54.3%,+2.5%,1.7%,494
Master+,NA,16.2,Jinx,adc,99.7%,S,51.7%,+1.6%,12.7%,3 686
Master+,NA,16.2,Taric,support,97.0%,S,55.0%,+0.7%,2.0%,573
Master+,NA,16.2,Kha'Zix,jungle,99.6%,S,50.6%,-0.6%,10.3%,2 992
Master+,NA,16.2,Kindred,jungle,96.3%,S,53.2%,+0.8%,3.5%,1 024
Master+,NA,16.2,Jayce,jungle,63.8%,S,51.2%,+2.2%,8.1%,2 359
Master+,NA,16.2,Brand,adc,24.7%,S,54.6%,-3.1%,2.2%,632
Master+,NA,16.2,Fiddlesticks,jungle,67.8%,S,54.0%,+2.6%,2.6%,769
Master+,NA,16.2,Syndra,mid,92.7%,S,51.2%,+0.3%,8.1%,2 368
Master+,NA,16.2,Shaco,jungle,78.7%,S,52.6%,+0.4%,4.2%,1 234
Master+,NA,16.2,Talon,jungle,66.1%,S,52.3%,+1.7%,5.1%,1 489
Master+,NA,16.2,Leona,support,99.9%,S,52.7%,+1.6%,7.0%,2 042
Master+,NA,16.2,Aphelios,adc,99.4%,S,50.2%,+0.8%,11.5%,3 354
