elo,server,patch,champion,role,role_pickrate,tier,winrate,winrate_evol,pickrate,games
Master+,KR,16.2,Elise,jungle,56.3%,A,52.2%,-0.3%,2.3%,2 179
Master+,KR,16.2,Ivern,jungle,83.3%,A,53.3%,+3.3%,1.1%,1 076
Master+,KR,16.2,Poppy,support,51.1%,A,51.3%,-1.3%,3.1%,2 946
Master+,KR,16.2,Alistar,support,99.6%,A,50.9%,+0.3%,8.6%,8 220
Master+,KR,16.2,Orianna,mid,97.8%,A,49.3%,-1.0%,10.8%,10 280
Master+,KR,16.2,Riven,top,89.2%,A,52.9%,+1.7%,2.6%,2 456
Master+,KR,16.2,Yunara,adc,99.6%,A,49.5%,+0.2%,17.9%,17 061
Master+,KR,16.2,Zyra,support,42.7%,A,52.9%,+2.6%,1.3%,1 267
Master+,KR,16.2,Draven,adc,95.2%,A,51.8%,-0.5%,1.9%,1 809
Master+,KR,16.2,Nautilus,support,99.1%,A,48.7%,-0.1%,16.0%,15 306
Master+,KR,16.2,Gwen,top,51.9%,A,51.8%,+1.4%,3.9%,3 747
Master+,KR,16.2,Lucian,adc,96.7%,A,49.3%,-0.5%,11.0%,10 496
Master+,KR,16.2,Evelynn,jungle,98.9%,A,52.9%,+0.9%,1.8%,1 741
Master+,KR,16.2,Kai'Sa,adc,97.9%,A,49.7%,+0.4%,19.1%,18 229
Master+,KR,16.2,Irelia,top,66.2%,B,50.1%,-0.6%,5.3%,5 023
Master+,KR,16.2,Pantheon,top,31.7%,B,52.7%,+2.1%,1.8%,1 699
Master+,KR,16.2,Viego,mid,3.7%,B,52.0%,+0.6%,1.3%,1 254
Master+,KR,16.2,Galio,mid,87.8%,B,49.5%,+0.6%,10.7%,10 195
Master+,KR,16.2,Swain,mid,23.5%,B,52.8%,-1.1%,1.0%,977
Master+,KR,16.2,Ashe,adc,91.6%,B,51.2%,-0.4%,6.4%,6 107
Master+,KR,16.2,Yasuo,mid,61.3%,B,50.1%,+1.0%,5.4%,5 113
Master+,KR,16.2,Leblanc,mid,85.3%,B,50.0%,+0.8%,4.9%,4 697
Master+,KR,16.2,Tristana,adc,83.0%,B,51.9%,+1.1%,3.6%,3 447
Master+,KR,16.2,Olaf,top,91.1%,B,51.6%,-2.7%,4.1%,3 915
Master+,KR,16.2,Zac,jungle,70.9%,B,51.6%,+1.2%,4.1%,3 905
Master+,KR,16.2,Ziggs,adc,77.3%,B,52.5%,+1.9%,2.0%,1 916
Master+,KR,16.2,Cassiopeia,adc,19.1%,B,52.5%,-2.7%,1.2%,1 159
Master+,KR,16.2,Ahri,mid,95.9%,B,51.0%,-1.0%,6.5%,6 225
Master+,KR,16.2,Karma,support,94.6%,B,48.9%,-1.0%,11.5%,10 990
Master+,KR,16.2,Cassiopeia,top,36.6%,B,52.4%,+0.4%,1.2%,1 178
Master+,KR,16.2,Gangplank,top,94.2%,B,50.1%,-0.8%,5.9%,5 677
Master+,KR,16.2,Katarina,mid,94.8%,B,50.7%,-2.5%,5.6%,5 300
Master+,KR,16.2,Diana,jungle,79.3%,B,50.8%,+3.1%,5.7%,5 434
Master+,KR,16.2,Shen,top,87.1%,B,52.0%,-0.0%,3.0%,2 846
Master+,KR,16.2,Bel'Veth,jungle,94.9%,B,52.3%,-2.1%,1.4%,1 301
Master+,KR,16.2,Urgot,top,96.7%,B,52.4%,+0.3%,1.7%,1 669
Master+,KR,16.2,Vex,mid,95.8%,B,51.8%,-0.8%,2.5%,2 357
Master+,KR,16.2,Gwen,jungle,45.4%,C,51.6%,+1.9%,2.3%,2 214
Master+,KR,16.2,Ekko,mid,29.5%,C,50.2%,-1.9%,3.2%,3 033
Master+,KR,16.2,Sion,mid,14.3%,C,52.3%,+1.9%,1.1%,1 049
Master+,KR,16.2,Sylas,jungle,30.6%,C,49.3%,-0.4%,5.7%,5 439
Master+,KR,16.2,Rakan,support,98.9%,C,50.4%,+1.0%,7.5%,7 125
Master+,KR,16.2,Zaahen,top,90.0%,C,50.2%,-0.5%,6.4%,6 116
Master+,KR,16.2,Lulu,support,98.7%,C,48.4%,-0.7%,11.6%,11 043
Master+,KR,16.2,Jarvan IV,jungle,95.9%,C,50.7%,+2.3%,6.4%,6 137
Master+,KR,16.2,Talon,jungle,66.1%,C,50.8%,+0.6%,4.0%,3 807
Master+,KR,16.2,Anivia,mid,70.4%,C,51.1%,-1.3%,3.9%,3 745
Master+,KR,16.2,Jhin,adc,98.6%,C,48.9%,-0.7%,12.4%,11 852
Master+,KR,16.2,Ambessa,top,61.8%,C,48.5%,-1.1%,8.2%,7 826
Master+,KR,16.2,Sylas,mid,54.1%,C,47.9%,-1.2%,9.3%,8 867
Master+,KR,16.2,Zed,jungle,39.1%,C,49.6%,+2.0%,3.7%,3 558
Master+,KR,16.2,Rengar,jungle,87.0%,C,51.7%,+1.7%,1.5%,1 417
Master+,KR,16.2,Malphite,top,65.6%,C,49.2%,-1.4%,4.6%,4 345
Master+,KR,16.2,Teemo,top,85.2%,C,51.7%,+4.0%,1.6%,1 506
Master+,KR,16.2,Maokai,support,73.6%,C,51.8%,+0.5%,1.6%,1 482
Master+,KR,16.2,Singed,top,82.4%,C,51.1%,-2.1%,2.9%,2 755
Master+,KR,16.2,Swain,support,26.8%,C,51.3%,+0.5%,2.4%,2 291
Master+,KR,16.2,Aurelion Sol,mid,68.6%,C,51.6%,+0.5%,1.6%,1 516
Master+,KR,16.2,Shaco,jungle,78.7%,C,50.2%,-2.4%,1.9%,1 802
Master+,KR,16.2,Xerath,mid,70.5%,C,51.0%,-0.6%,3.0%,2 901
Master+,KR,16.2,Taliyah,mid,50.7%,C,50.2%,+1.4%,4.4%,4 201
Master+,KR,16.2,Camille,top,85.4%,C,51.1%,+1.0%,2.5%,2 386
Master+,KR,16.2,Naafiri,mid,48.7%,C,50.8%,+1.4%,2.4%,2 289
Master+,KR,16.2,Syndra,mid,92.7%,C,50.1%,-1.3%,5.2%,4 923
Master+,KR,16.2,Renekton,top,94.8%,C,49.0%,-1.1%,7.3%,6 948
Master+,KR,16.2,Vladimir,mid,46.9%,C,51.1%,-0.1%,1.4%,1 320
Master+,KR,16.2,Nami,support,99.9%,C,50.8%,+1.3%,3.3%,3 123
Master+,KR,16.2,Viego,jungle,94.0%,C,47.2%,-1.8%,19.1%,18 210
Master+,KR,16.2,Zilean,support,74.1%,C,51.1%,-1.6%,2.0%,1 887
Master+,KR,16.2,Kayle,top,71.6%,C,51.2%,+3.2%,1.4%,1 294
Master+,KR,16.2,Gnar,top,99.1%,C,49.6%,+1.2%,5.6%,5 387
Master+,KR,16.2,Yasuo,top,26.6%,C,49.2%,+0.2%,3.1%,2 935
Master+,KR,16.2,Ambessa,jungle,33.2%,C,48.5%,+2.8%,5.3%,5 040
Master+,KR,16.2,Kled,top,88.8%,C,51.1%,-2.3%,1.7%,1 594
Master+,KR,16.2,Fiddlesticks,jungle,67.8%,C,51.0%,+0.3%,1.6%,1 518
Master+,KR,16.2,Master Yi,jungle,90.0%,C,50.5%,+2.5%,3.1%,2 929
Master+,KR,16.2,Ornn,top,96.5%,C,50.5%,+2.4%,3.3%,3 180
Master+,KR,16.2,K'Sante,top,95.6%,C,48.3%,-0.2%,8.7%,8 261
Master+,KR,16.2,Akali,top,24.4%,C,48.9%,+1.0%,2.6%,2 452
Master+,KR,16.2,Ezreal,adc,97.6%,C,47.1%,-1.1%,18.7%,17 899
Master+,KR,16.2,Nasus,top,77.4%,D,50.9%,+3.9%,1.4%,1 299
Master+,KR,16.2,Zeri,adc,95.8%,D,50.5%,+1.1%,2.6%,2 456
Master+,KR,16.2,Malzahar,mid,92.1%,D,50.6%,+1.7%,2.0%,1 865
Master+,KR,16.2,Xayah,adc,99.5%,D,50.7%,-0.7%,1.8%,1 684
Master+,KR,16.2,Twitch,adc,93.6%,D,50.6%,-0.3%,1.8%,1 738
Master+,KR,16.2,Zac,top,14.8%,D,50.6%,-0.6%,1.1%,1 053
Master+,KR,16.2,Lissandra,mid,87.7%,D,50.2%,-0.5%,2.9%,2 802
Master+,KR,16.2,Corki,adc,85.3%,D,50.0%,+0.6%,3.8%,3 660
Master+,KR,16.2,Rell,support,99.7%,D,49.4%,-1.9%,5.2%,4 943
Master+,KR,16.2,Irelia,mid,33.2%,D,48.6%,-0.9%,2.6%,2 506
Master+,KR,16.2,Soraka,support,97.1%,D,50.2%,+1.1%,2.7%,2 542
Master+,KR,16.2,Seraphine,support,66.9%,D,50.0%,-1.1%,3.2%,3 010
Master+,KR,16.2,Janna,support,99.5%,D,50.4%,-0.4%,1.8%,1 753
Master+,KR,16.2,Sylas,top,9.3%,D,48.8%,-0.1%,1.5%,1 446
Master+,KR,16.2,Vayne,top,44.7%,D,49.6%,-1.5%,3.3%,3 198
Master+,KR,16.2,Sett,top,91.8%,D,50.2%,+1.2%,2.3%,2 221
Master+,KR,16.2,Pantheon,jungle,16.5%,D,50.4%,+2.4%,1.2%,1 120
Master+,KR,16.2,Warwick,top,53.1%,D,50.4%,-1.8%,1.4%,1 314
Master+,KR,16.2,Ryze,top,17.0%,D,49.1%,+0.7%,2.9%,2 770
Master+,KR,16.2,Kassadin,mid,96.4%,D,50.3%,-1.1%,1.5%,1 472
Master+,KR,16.2,Aatrox,top,75.5%,D,48.7%,+1.0%,6.0%,5 772
Master+,KR,16.2,Hecarim,jungle,99.8%,D,49.6%,-1.1%,3.1%,2 976
Master+,KR,16.2,Rengar,top,10.1%,D,50.2%,-3.2%,1.3%,1 262
Master+,KR,16.2,Sona,support,99.2%,D,49.7%,-1.8%,2.9%,2 786
Master+,KR,16.2,Graves,jungle,94.7%,D,49.6%,-0.1%,2.8%,2 709
Master+,KR,16.2,Senna,support,90.9%,D,49.4%,-1.6%,3.3%,3 158
Master+,KR,16.2,Xin Zhao,jungle,88.2%,D,49.2%,-0.5%,3.9%,3 713
Master+,KR,16.2,Aurora,top,27.4%,D,49.9%,+3.2%,1.2%,1 155
Master+,KR,16.2,Sion,top,80.9%,D,48.6%,-1.4%,5.5%,5 211
Master+,KR,16.2,Shaco,support,19.1%,D,48.7%,-1.0%,1.2%,1 168
Master+,KR,16.2,Pantheon,mid,14.5%,D,49.9%,-3.4%,1.2%,1 149
Master+,KR,16.2,Illaoi,top,94.7%,D,49.7%,+0.2%,1.2%,1 142
Master+,KR,16.2,Darius,top,96.9%,D,48.4%,-1.3%,3.3%,3 143
Master+,KR,16.2,Morgana,support,72.2%,D,49.0%,-0.4%,2.4%,2 276
Master+,KR,16.2,Diana,mid,19.9%,D,48.8%,-1.1%,2.9%,2 768
Master+,KR,16.2,Fizz,mid,93.5%,D,49.4%,-2.1%,1.9%,1 778
Master+,KR,16.2,Hwei,mid,76.5%,D,49.1%,-0.5%,2.5%,2 424
Master+,KR,16.2,Volibear,top,45.4%,D,48.7%,-0.6%,3.2%,3 067
Master+,KR,16.2,Garen,top,90.7%,D,49.3%,-0.3%,1.9%,1 787
Master+,KR,16.2,Vladimir,top,46.2%,D,48.7%,-0.7%,3.1%,2 949
Master+,KR,16.2,Vi,jungle,95.8%,D,47.2%,-2.1%,7.9%,7 512
Master+,KR,16.2,Smolder,adc,81.9%,D,48.9%,+0.3%,2.9%,2 738
Master+,KR,16.2,Kayn,jungle,94.7%,D,49.3%,-0.1%,1.2%,1 109
Master+,KR,16.2,Udyr,top,34.7%,D,49.3%,-2.6%,1.2%,1 146
Master+,KR,16.2,Aatrox,jungle,22.4%,D,48.7%,-0.7%,1.8%,1 763
Master+,KR,16.2,Mordekaiser,top,88.4%,D,48.8%,+0.7%,2.3%,2 204
Master+,KR,16.2,Lux,support,36.1%,D,48.8%,-0.9%,2.1%,1 970
Master+,KR,16.2,Aurora,mid,70.7%,D,47.9%,-0.7%,4.5%,4 281
Master+,KR,16.2,Samira,adc,98.9%,D,49.0%,+0.3%,1.2%,1 130
Master+,KR,16.2,Viktor,mid,93.6%,D,47.4%,-1.7%,5.2%,5 010
Master+,KR,16.2,Gragas,top,66.1%,D,48.7%,-0.8%,2.1%,2 029
Master+,KR,16.2,Pantheon,support,36.7%,D,48.4%,-2.2%,2.5%,2 412
Master+,KR,16.2,Dr.Mundo,top,54.4%,D,48.4%,-0.2%,2.3%,2 155
Master+,KR,16.2,Nocturne,jungle,90.2%,D,48.5%,+0.1%,1.7%,1 650
Master+,KR,16.2,Lillia,jungle,98.9%,D,48.3%,-1.2%,1.7%,1 609
Master+,KR,16.2,Sylas,support,5.9%,D,46.8%,-0.7%,1.2%,1 107
Master+,KR,16.2,Naafiri,jungle,37.4%,D,48.1%,-1.0%,1.2%,1 170
Master+,KR,16.2,Nunu,jungle,92.8%,D,48.1%,-3.3%,2.1%,2 052
Master+,KR,16.2,Jax,jungle,19.3%,D,46.8%,-1.6%,1.0%,975
Master+,KR,16.2,Yone,mid,55.1%,D,47.0%,-0.2%,4.9%,4 677
Master+,KR,16.2,Yone,top,44.0%,D,47.2%,+0.8%,3.6%,3 404
Master+,KR,16.2,Cassiopeia,mid,43.4%,D,47.8%,-2.8%,1.4%,1 308
Master+,KR,16.2,Vel'Koz,support,44.0%,D,47.8%,-3.8%,1.2%,1 101
Master+,KR,16.2,Sejuani,jungle,64.3%,D,47.7%,+1.6%,1.1%,1 017
Master+,KR,16.2,Wukong,jungle,76.2%,D,47.4%,-0.0%,1.9%,1 831
Master+,KR,16.2,Corki,mid,12.5%,D,47.5%,-1.6%,1.2%,1 148
Master+,KR,16.2,Briar,jungle,87.5%,D,47.3%,-0.2%,1.1%,1 062
Master+,KR,16.2,Yorick,top,94.4%,D,46.4%,-1.7%,2.7%,2 569
Master+,KR,16.2,Milio,support,99.9%,D,46.8%,-1.8%,2.0%,1 957
Master+,KR,16.2,Azir,mid,91.3%,D,46.2%,+0.6%,3.4%,3 279
Master+,KR,16.2,Tahm Kench,support,53.7%,D,46.9%,-3.0%,1.0%,958
Master+,KR,16.2,Mel,support,22.4%,D,45.5%,+2.0%,1.7%,1 602
Master+,KR,16.2,Tryndamere,top,81.4%,D,46.3%,-2.6%,1.3%,1 211
Master+,KR,16.2,Mel,mid,56.3%,D,43.9%,-1.3%,1.9%,1 823
Master+,KR,16.2,Malphite,jungle,25.3%,D,42.9%,-4.7%,1.9%,1 773
Master+,KR,16.2,Xerath,support,23.6%,D,44.0%,-2.7%,1.5%,1 394
Master+,KR,16.2,Yuumi,support,99.7%,D,42.5%,-2.7%,3.5%,3 380
