elo,server,patch,champion,role,role_pickrate,tier,winrate,winrate_evol,pickrate,games
Master+,KR,16.1,Braum,support,99.9%,S+,53.1%,+1.7%,18.4%,13 724
Master+,KR,16.1,Swain,adc,31.8%,S+,57.2%,-1.4%,1.9%,1 446
Master+,KR,16.1,Sivir,adc,99.6%,S+,53.1%,+0.8%,12.1%,9 041
Master+,KR,16.1,Qiyana,mid,43.4%,S+,55.0%,-0.9%,3.5%,2 580
Master+,KR,16.1,Miss Fortune,adc,98.7%,S+,52.4%,-0.2%,9.1%,6 832
Master+,KR,16.1,Taliyah,jungle,21.0%,S+,56.2%,+0.0%,1.3%,998
Master+,KR,16.1,LeeSin,jungle,95.1%,S+,51.4%,-0.1%,22.4%,16 744
Master+,KR,16.1,Jinx,adc,99.5%,S+,52.4%,+1.5%,12.6%,9 402
Master+,KR,16.1,Zoe,mid,85.1%,S+,52.6%,-0.2%,6.1%,4 551
Master+,KR,16.1,Rek'Sai,jungle,86.3%,S+,53.9%,+1.2%,5.4%,4 030
Master+,KR,16.1,Talon,mid,34.1%,S+,54.3%,-0.0%,4.0%,3 005
Master+,KR,16.1,Jax,top,83.4%,S+,51.5%,-0.1%,9.3%,6 960
Master+,KR,16.1,Singed,top,83.6%,S+,54.8%,-2.1%,2.8%,2 108
Master+,KR,16.1,Twisted Fate,mid,95.6%,S+,52.5%,+1.1%,9.1%,6 794
Master+,KR,16.1,Rumble,top,89.3%,S+,51.4%,-1.2%,8.5%,6 360
Master+,KR,16.1,Fiddlesticks,jungle,67.0%,S+,55.1%,+0.3%,1.4%,1 070
Master+,KR,16.1,Poppy,support,55.6%,S,52.7%,-1.3%,3.8%,2 867
Master+,KR,16.1,Caitlyn,adc,99.0%,S,50.7%,+1.6%,13.2%,9 851
Master+,KR,16.1,Kennen,top,85.1%,S,52.9%,+0.5%,5.7%,4 266
Master+,KR,16.1,Karthus,jungle,75.2%,S,53.1%,+3.1%,3.1%,2 281
Master+,KR,16.1,Neeko,support,79.6%,S,52.2%,+2.7%,6.3%,4 740
Master+,KR,16.1,Zed,mid,43.2%,S,51.5%,+1.6%,7.0%,5 260
Master+,KR,16.1,Zed,jungle,52.6%,S,51.4%,+2.0%,7.0%,5 240
Master+,KR,16.1,Elise,jungle,46.0%,S,53.1%,-0.3%,1.9%,1 433
Master+,KR,16.1,Thresh,support,99.9%,S,50.6%,+0.3%,15.2%,11 382
Master+,KR,16.1,Nilah,adc,99.3%,S,54.4%,+2.4%,1.4%,1 069
Master+,KR,16.1,Lucian,adc,97.3%,S,49.6%,-0.5%,17.2%,12 876
Master+,KR,16.1,Orianna,mid,98.2%,S,49.9%,-1.0%,12.1%,9 057
Master+,KR,16.1,Nautilus,support,99.2%,S,49.7%,-0.1%,16.8%,12 575
Master+,KR,16.1,Leona,support,99.9%,S,51.4%,+0.5%,9.8%,7 351
Master+,KR,16.1,Ekko,jungle,69.6%,S,49.5%,-2.2%,14.1%,10 562
Master+,KR,16.1,Malphite,top,53.1%,S,52.0%,-1.4%,3.8%,2 812
Master+,KR,16.1,Aphelios,adc,99.6%,S,49.4%,-1.3%,26.6%,19 850
Master+,KR,16.1,Qiyana,jungle,51.9%,A,51.1%,+0.6%,5.8%,4 357
Master+,KR,16.1,Katarina,mid,95.7%,A,51.7%,-2.5%,6.6%,4 920
Master+,KR,16.1,Gwen,jungle,56.1%,A,52.1%,+1.9%,5.4%,4 020
Master+,KR,16.1,Ziggs,adc,72.4%,A,53.9%,+1.9%,1.6%,1 175
Master+,KR,16.1,Zac,jungle,68.0%,A,52.9%,+1.2%,4.2%,3 166
Master+,KR,16.1,Jayce,jungle,74.3%,A,49.0%,+0.2%,17.1%,12 796
Master+,KR,16.1,Akshan,mid,90.1%,A,53.2%,+1.3%,2.7%,2 001
Master+,KR,16.1,Nidalee,jungle,78.4%,A,51.7%,-0.7%,5.1%,3 794
Master+,KR,16.1,Zaahen,top,89.1%,A,51.3%,-0.5%,6.1%,4 554
Master+,KR,16.1,Janna,support,99.3%,A,53.6%,-0.4%,1.6%,1 166
Master+,KR,16.1,Fiora,top,98.0%,A,50.9%,+0.5%,5.2%,3 917
Master+,KR,16.1,Bard,support,99.3%,A,51.2%,-0.4%,7.9%,5 931
Master+,KR,16.1,Pantheon,mid,17.1%,A,53.4%,-3.4%,1.4%,1 060
Master+,KR,16.1,Pyke,support,98.9%,A,50.2%,+0.1%,6.2%,4 641
Master+,KR,16.1,Olaf,top,89.8%,A,52.6%,-2.7%,3.2%,2 359
Master+,KR,16.1,Sylas,mid,53.0%,A,49.0%,-1.2%,10.1%,7 527
Master+,KR,16.1,Alistar,support,99.6%,A,50.7%,+0.3%,9.3%,6 915
Master+,KR,16.1,Taric,support,97.4%,A,53.2%,-1.0%,1.8%,1 382
Master+,KR,16.1,Ambessa,top,59.3%,A,49.0%,-1.1%,9.8%,7 288
Master+,KR,16.1,Zyra,jungle,48.3%,A,52.5%,-1.4%,2.2%,1 611
Master+,KR,16.1,Draven,adc,95.4%,A,51.1%,-0.5%,2.4%,1 819
Master+,KR,16.1,Urgot,top,96.3%,A,52.9%,+0.3%,1.9%,1 426
Master+,KR,16.1,Cassiopeia,adc,19.1%,B,52.8%,-2.7%,1.2%,906
Master+,KR,16.1,Sylas,jungle,32.2%,B,49.6%,-0.4%,6.9%,5 133
Master+,KR,16.1,Kha'Zix,jungle,99.7%,B,51.1%,+2.4%,6.7%,4 970
Master+,KR,16.1,Blitzcrank,support,99.8%,B,49.4%,+1.6%,7.6%,5 713
Master+,KR,16.1,Anivia,mid,69.3%,B,52.0%,-1.3%,3.4%,2 512
Master+,KR,16.1,Teemo,top,84.4%,B,52.6%,+4.0%,1.7%,1 252
Master+,KR,16.1,Elise,support,51.3%,B,50.7%,-0.9%,3.6%,2 716
Master+,KR,16.1,Naafiri,mid,48.9%,B,52.3%,+1.4%,2.2%,1 634
Master+,KR,16.1,Nunu,jungle,89.0%,B,51.8%,-3.3%,4.0%,3 021
Master+,KR,16.1,Poppy,top,33.8%,B,51.0%,+2.5%,1.8%,1 366
Master+,KR,16.1,Bel'Veth,jungle,96.1%,B,52.4%,-2.1%,1.9%,1 440
Master+,KR,16.1,Renekton,top,95.0%,B,50.0%,-1.1%,8.1%,6 058
Master+,KR,16.1,Warwick,top,55.3%,B,52.5%,-1.8%,1.5%,1 157
Master+,KR,16.1,Rell,support,99.8%,B,51.0%,-1.9%,6.2%,4 632
Master+,KR,16.1,Kassadin,mid,95.2%,B,52.5%,-1.1%,1.5%,1 093
Master+,KR,16.1,Gangplank,top,94.4%,B,49.8%,-0.8%,6.1%,4 542
Master+,KR,16.1,Jayce,top,20.3%,B,50.4%,+1.0%,2.7%,2 052
Master+,KR,16.1,Gwen,top,41.7%,B,51.1%,+1.4%,3.7%,2 735
Master+,KR,16.1,Akali,mid,76.6%,C,47.5%,-0.2%,12.5%,9 359
Master+,KR,16.1,Jhin,adc,98.8%,C,49.2%,-0.7%,11.9%,8 862
Master+,KR,16.1,Vex,mid,96.1%,C,51.6%,-0.8%,2.8%,2 100
Master+,KR,16.1,Galio,mid,88.1%,C,49.5%,+0.6%,9.6%,7 137
Master+,KR,16.1,Kai'Sa,adc,98.3%,C,48.9%,+0.4%,20.0%,14 913
Master+,KR,16.1,Maokai,support,72.7%,C,52.1%,+0.5%,2.0%,1 522
Master+,KR,16.1,Irelia,top,63.3%,C,49.4%,-0.6%,5.4%,4 035
Master+,KR,16.1,Irelia,mid,35.9%,C,50.0%,-0.9%,3.1%,2 346
Master+,KR,16.1,Ivern,jungle,85.0%,C,52.1%,+3.3%,1.6%,1 207
Master+,KR,16.1,Kled,top,90.5%,C,51.9%,-2.3%,2.2%,1 678
Master+,KR,16.1,Lillia,jungle,98.5%,C,51.5%,-1.2%,3.0%,2 255
Master+,KR,16.1,Lissandra,mid,91.6%,C,51.8%,-0.5%,2.5%,1 873
Master+,KR,16.1,Karma,support,94.6%,C,48.8%,-1.0%,10.2%,7 610
