elo,server,patch,champion,role,role_pickrate,tier,winrate,winrate_evol,pickrate,games
Master+,TOUT,16.2,Braum,support,100.0%,S+,52.2%,+1.7%,12.3%,43 454
Master+,TOUT,16.2,Qiyana,mid,43.3%,S+,53.1%,+0.5%,3.8%,13 631
Master+,TOUT,16.2,Yasuo,adc,11.9%,S+,53.7%,+1.7%,1.5%,5 175
Master+,TOUT,16.2,Rengar,jungle,87.0%,S+,52.6%,+2.0%,5.0%,17 574
Master+,TOUT,16.2,Jinx,adc,99.7%,S+,51.9%,+1.1%,12.6%,44 773
Master+,TOUT,16.2,LeeSin,jungle,95.2%,S+,50.5%,+0.1%,13.7%,48 459
Master+,TOUT,16.2,Kha'Zix,jungle,99.6%,S+,51.5%,+1.6%,9.8%,34 611
Master+,TOUT,16.2,Zoe,mid,82.5%,S+,52.5%,+0.2%,4.9%,17 483
Master+,TOUT,16.2,Varus,adc,64.8%,S+,50.6%,+2.7%,11.0%,38 933
Master+,TOUT,16.2,Diana,jungle,79.3%,S,50.9%,+0.1%,9.9%,35 061
Master+,TOUT,16.2,Thresh,support,99.8%,S,51.1%,+0.4%,12.9%,45 696
Master+,TOUT,16.2,Aphelios,adc,99.4%,S,50.1%,-0.5%,15.0%,53 126
Master+,TOUT,16.2,Gwen,top,51.9%,S,52.3%,+2.0%,3.9%,13 872
Master+,TOUT,16.2,Katarina,mid,94.8%,S,51.4%,-0.1%,7.1%,25 307
Master+,TOUT,16.2,Varus,top,28.1%,S,52.0%,+3.1%,4.8%,16 907
Master+,TOUT,16.2,Caitlyn,adc,99.1%,S,49.7%,+1.4%,14.2%,50 194
Master+,TOUT,16.2,Rek'Sai,jungle,87.2%,S,53.5%,+0.6%,4.0%,14 187
Master+,TOUT,16.2,Ekko,jungle,68.6%,S,50.5%,-0.1%,8.9%,31 726
Master+,TOUT,16.2,Riven,top,89.2%,S,52.2%,-0.9%,5.0%,17 717
Master+,TOUT,16.2,Swain,adc,33.3%,S,54.1%,-0.3%,2.0%,7 124
Master+,TOUT,16.2,Kassadin,mid,96.4%,S,51.9%,+0.0%,5.4%,19 207
Master+,TOUT,16.2,Talon,mid,33.0%,A,52.2%,-0.1%,2.5%,8 920
Master+,TOUT,16.2,Jayce,mid,7.5%,A,52.5%,+1.9%,1.1%,3 936
Master+,TOUT,16.2,Nami,support,99.9%,A,50.7%,-0.4%,15.1%,53 478
Master+,TOUT,16.2,Akshan,mid,90.9%,A,52.5%,+1.4%,3.7%,13 229
Master+,TOUT,16.2,Fiora,top,97.4%,A,51.5%,-0.2%,4.6%,16 379
Master+,TOUT,16.2,Nautilus,support,99.1%,A,49.3%,-0.0%,12.3%,43 436
Master+,TOUT,16.2,Irelia,top,66.2%,A,51.0%,+0.9%,5.1%,18 017
Master+,TOUT,16.2,Jax,top,78.9%,A,50.4%,-0.3%,7.1%,25 084
Master+,TOUT,16.2,Zed,mid,55.0%,A,50.4%,+0.2%,6.7%,23 607
Master+,TOUT,16.2,Kayle,top,71.6%,A,52.7%,+1.8%,3.0%,10 605
Master+,TOUT,16.2,Gwen,jungle,45.4%,A,51.3%,+1.2%,3.4%,12 139
Master+,TOUT,16.2,Sona,support,99.2%,A,51.3%,-0.3%,7.4%,26 399
Master+,TOUT,16.2,Kennen,top,86.6%,A,52.2%,-0.4%,4.3%,15 312
Master+,TOUT,16.2,Talon,jungle,66.1%,A,50.6%,-0.4%,5.1%,17 924
Master+,TOUT,16.2,Leona,support,99.9%,A,51.4%,+0.5%,7.0%,24 775
Master+,TOUT,16.2,Yasuo,mid,61.3%,A,49.9%,+0.9%,7.5%,26 729
Master+,TOUT,16.2,Twisted Fate,mid,95.6%,A,51.8%,+1.0%,5.9%,21 038
Master+,TOUT,16.2,Sylas,top,9.3%,A,51.7%,+1.5%,1.2%,4 393
Master+,TOUT,16.2,Lulu,support,98.7%,A,49.1%,-0.3%,12.2%,43 186
Master+,TOUT,16.2,Sivir,adc,99.3%,A,50.5%,+0.6%,8.1%,28 650
Master+,TOUT,16.2,Pyke,support,98.8%,A,50.2%,-0.2%,6.2%,21 842
Master+,TOUT,16.2,Elise,support,40.3%,A,52.7%,-0.1%,1.8%,6 253
Master+,TOUT,16.2,Blitzcrank,support,99.8%,A,50.8%,+0.5%,5.7%,20 043
Master+,TOUT,16.2,Kindred,jungle,96.3%,A,52.7%,+0.5%,2.1%,7 578
Master+,TOUT,16.2,Bard,support,99.5%,A,50.3%,-0.9%,8.9%,31 671
Master+,TOUT,16.2,Shaco,jungle,78.7%,A,51.6%,-0.1%,3.2%,11 422
Master+,TOUT,16.2,Akali,mid,75.4%,A,49.5%,+0.1%,8.1%,28 664
Master+,TOUT,16.2,Neeko,support,81.3%,A,51.8%,+2.4%,4.3%,15 159
Master+,TOUT,16.2,Varus,mid,6.9%,A,51.5%,+2.7%,1.2%,4 117
Master+,TOUT,16.2,Ivern,jungle,83.3%,A,52.8%,+0.2%,1.9%,6 693
Master+,TOUT,16.2,Bel'Veth,jungle,94.9%,A,52.3%,-1.2%,1.8%,6 224
Master+,TOUT,16.2,Vel'Koz,mid,31.8%,B,53.0%,+1.7%,1.1%,4 004
Master+,TOUT,16.2,Rumble,top,88.2%,B,51.0%,-0.3%,4.8%,17 035
Master+,TOUT,16.2,Jayce,jungle,63.8%,B,48.8%,-0.4%,9.4%,33 362
Master+,TOUT,16.2,Tristana,adc,83.0%,B,51.9%,+0.3%,4.3%,15 170
Master+,TOUT,16.2,Anivia,mid,70.4%,B,51.9%,-0.1%,3.6%,12 600
Master+,TOUT,16.2,Taric,support,97.0%,B,52.7%,-0.8%,2.0%,6 987
Master+,TOUT,16.2,Jayce,top,28.5%,B,50.3%,+0.7%,4.2%,14 859
Master+,TOUT,16.2,Zyra,jungle,45.9%,B,52.7%,-0.4%,1.4%,4 809
Master+,TOUT,16.2,Ekko,mid,29.5%,B,50.4%,-0.2%,3.9%,13 670
Master+,TOUT,16.2,Janna,support,99.5%,B,51.1%,-0.8%,6.1%,21 769
Master+,TOUT,16.2,Gangplank,top,94.2%,B,51.1%,+0.6%,5.1%,18 230
Master+,TOUT,16.2,Qiyana,jungle,51.0%,B,50.2%,+0.1%,4.5%,16 047
Master+,TOUT,16.2,Karthus,jungle,69.2%,B,51.9%,+0.9%,2.1%,7 613
Master+,TOUT,16.2,Nilah,adc,99.0%,B,52.1%,+0.6%,2.0%,6 967
Master+,TOUT,16.2,Draven,adc,95.2%,B,50.3%,-1.0%,3.9%,13 690
Master+,TOUT,16.2,Olaf,top,91.1%,B,52.0%,-0.6%,2.8%,9 774
Master+,TOUT,16.2,Alistar,support,99.6%,B,50.8%,+0.8%,6.7%,23 740
Master+,TOUT,16.2,Lucian,adc,96.7%,B,49.2%,-0.8%,10.3%,36 605
Master+,TOUT,16.2,Karma,support,94.6%,B,48.8%,-1.3%,11.6%,41 141
Master+,TOUT,16.2,Yunara,adc,99.6%,B,48.9%,+0.5%,13.3%,47 301
Master+,TOUT,16.2,Singed,top,82.4%,B,52.0%,+0.2%,2.8%,9 986
Master+,TOUT,16.2,Twitch,adc,93.6%,B,50.7%,+0.7%,5.6%,19 972
Master+,TOUT,16.2,Viego,jungle,94.0%,B,47.8%,-1.4%,17.2%,60 837
Master+,TOUT,16.2,Ambessa,top,61.8%,B,49.2%,+0.1%,6.9%,24 389
Master+,TOUT,16.2,Syndra,mid,92.7%,B,50.0%,-0.8%,7.1%,25 195
Master+,TOUT,16.2,Lux,adc,19.2%,B,52.4%,-0.5%,1.1%,3 953
Master+,TOUT,16.2,Master Yi,jungle,90.0%,B,50.7%,+0.2%,3.7%,13 102
