champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_mid_1_name,synergy_mid_1_winrate,synergy_mid_1_games,synergy_mid_1_lane_quality,synergy_mid_2_name,synergy_mid_2_winrate,synergy_mid_2_games,synergy_mid_2_lane_quality,synergy_mid_3_name,synergy_mid_3_winrate,synergy_mid_3_games,synergy_mid_3_lane_quality,synergy_mid_4_name,synergy_mid_4_winrate,synergy_mid_4_games,synergy_mid_4_lane_quality,synergy_mid_5_name,synergy_mid_5_winrate,synergy_mid_5_games,synergy_mid_5_lane_quality,synergy_mid_6_name,synergy_mid_6_winrate,synergy_mid_6_games,synergy_mid_6_lane_quality,synergy_mid_7_name,synergy_mid_7_winrate,synergy_mid_7_games,synergy_mid_7_lane_quality,synergy_mid_8_name,synergy_mid_8_winrate,synergy_mid_8_games,synergy_mid_8_lane_quality,synergy_mid_9_name,synergy_mid_9_winrate,synergy_mid_9_games,synergy_mid_9_lane_quality,synergy_mid_10_name,synergy_mid_10_winrate,synergy_mid_10_games,synergy_mid_10_lane_quality,synergy_mid_11_name,synergy_mid_11_winrate,synergy_mid_11_games,synergy_mid_11_lane_quality,synergy_mid_12_name,synergy_mid_12_winrate,synergy_mid_12_games,synergy_mid_12_lane_quality,synergy_mid_13_name,synergy_mid_13_winrate,synergy_mid_13_games,synergy_mid_13_lane_quality,synergy_mid_14_name,synergy_mid_14_winrate,synergy_mid_14_games,synergy_mid_14_lane_quality,synergy_mid_15_name,synergy_mid_15_winrate,synergy_mid_15_games,synergy_mid_15_lane_quality,synergy_mid_16_name,synergy_mid_16_winrate,synergy_mid_16_games,synergy_mid_16_lane_quality,synergy_mid_17_name,synergy_mid_17_winrate,synergy_mid_17_games,synergy_mid_17_lane_quality,synergy_mid_18_name,synergy_mid_18_winrate,synergy_mid_18_games,synergy_mid_18_lane_quality,synergy_mid_19_name,synergy_mid_19_winrate,synergy_mid_19_games,synergy_mid_19_lane_quality,synergy_mid_20_name,synergy_mid_20_winrate,synergy_mid_20_games,synergy_mid_20_lane_quality,synergy_mid_21_name,synergy_mid_21_winrate,synergy_mid_21_games,synergy_mid_21_lane_quality,synergy_mid_22_name,synergy_mid_22_winrate,synergy_mid_22_games,synergy_mid_22_lane_quality,synergy_mid_23_name,synergy_mid_23_winrate,synergy_mid_23_games,synergy_mid_23_lane_quality,synergy_mid_24_name,synergy_mid_24_winrate,synergy_mid_24_games,synergy_mid_24_lane_quality,synergy_mid_25_name,synergy_mid_25_winrate,synergy_mid_25_games,synergy_mid_25_lane_quality,synergy_mid_26_name,synergy_mid_26_winrate,synergy_mid_26_games,synergy_mid_26_lane_quality,synergy_mid_27_name,synergy_mid_27_winrate,synergy_mid_27_games,synergy_mid_27_lane_quality,synergy_mid_28_name,synergy_mid_28_winrate,synergy_mid_28_games,synergy_mid_28_lane_quality,synergy_mid_29_name,synergy_mid_29_winrate,synergy_mid_29_games,synergy_mid_29_lane_quality,synergy_mid_30_name,synergy_mid_30_winrate,synergy_mid_30_games,synergy_mid_30_lane_quality,synergy_mid_31_name,synergy_mid_31_winrate,synergy_mid_31_games,synergy_mid_31_lane_quality,synergy_mid_32_name,synergy_mid_32_winrate,synergy_mid_32_games,synergy_mid_32_lane_quality,synergy_mid_33_name,synergy_mid_33_winrate,synergy_mid_33_games,synergy_mid_33_lane_quality,synergy_mid_34_name,synergy_mid_34_winrate,synergy_mid_34_games,synergy_mid_34_lane_quality,synergy_mid_35_name,synergy_mid_35_winrate,synergy_mid_35_games,synergy_mid_35_lane_quality,synergy_mid_36_name,synergy_mid_36_winrate,synergy_mid_36_games,synergy_mid_36_lane_quality,synergy_mid_37_name,synergy_mid_37_winrate,synergy_mid_37_games,synergy_mid_37_lane_quality,synergy_mid_38_name,synergy_mid_38_winrate,synergy_mid_38_games,synergy_mid_38_lane_quality,synergy_mid_39_name,synergy_mid_39_winrate,synergy_mid_39_games,synergy_mid_39_lane_quality,synergy_mid_40_name,synergy_mid_40_winrate,synergy_mid_40_games,synergy_mid_40_lane_quality,synergy_mid_41_name,synergy_mid_41_winrate,synergy_mid_41_games,synergy_mid_41_lane_quality,synergy_mid_42_name,synergy_mid_42_winrate,synergy_mid_42_games,synergy_mid_42_lane_quality,synergy_mid_43_name,synergy_mid_43_winrate,synergy_mid_43_games,synergy_mid_43_lane_quality,synergy_mid_44_name,synergy_mid_44_winrate,synergy_mid_44_games,synergy_mid_44_lane_quality,synergy_mid_45_name,synergy_mid_45_winrate,synergy_mid_45_games,synergy_mid_45_lane_quality,synergy_mid_46_name,synergy_mid_46_winrate,synergy_mid_46_games,synergy_mid_46_lane_quality,synergy_mid_47_name,synergy_mid_47_winrate,synergy_mid_47_games,synergy_mid_47_lane_quality,synergy_mid_48_name,synergy_mid_48_winrate,synergy_mid_48_games,synergy_mid_48_lane_quality,synergy_mid_49_name,synergy_mid_49_winrate,synergy_mid_49_games,synergy_mid_49_lane_quality,synergy_mid_50_name,synergy_mid_50_winrate,synergy_mid_50_games,synergy_mid_50_lane_quality,synergy_mid_51_name,synergy_mid_51_winrate,synergy_mid_51_games,synergy_mid_51_lane_quality,synergy_mid_52_name,synergy_mid_52_winrate,synergy_mid_52_games,synergy_mid_52_lane_quality,synergy_mid_53_name,synergy_mid_53_winrate,synergy_mid_53_games,synergy_mid_53_lane_quality,synergy_mid_54_name,synergy_mid_54_winrate,synergy_mid_54_games,synergy_mid_54_lane_quality,synergy_mid_55_name,synergy_mid_55_winrate,synergy_mid_55_games,synergy_mid_55_lane_quality,synergy_mid_56_name,synergy_mid_56_winrate,synergy_mid_56_games,synergy_mid_56_lane_quality,synergy_mid_57_name,synergy_mid_57_winrate,synergy_mid_57_games,synergy_mid_57_lane_quality,synergy_mid_58_name,synergy_mid_58_winrate,synergy_mid_58_games,synergy_mid_58_lane_quality,synergy_mid_59_name,synergy_mid_59_winrate,synergy_mid_59_games,synergy_mid_59_lane_quality,synergy_mid_60_name,synergy_mid_60_winrate,synergy_mid_60_games,synergy_mid_60_lane_quality
Rengar,jun,91.3%,D,49 / 50,45.9 %,3.8 %,3.8 %,189689,https://dpm.lol/champions/Rengar/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Velkoz,51.89%,1426,,Swain,50.81%,1923,,Heimerdinger,50.43%,585,,Kayle,49.96%,1369,,Chogath,49.94%,833,,Brand,49.09%,1322,,Malphite,48.55%,1411,,Kennen,48.53%,748,,Neeko,48.37%,552,,Anivia,48.37%,2204,,Malzahar,48.34%,8550,,Lux,48.34%,5499,,Xerath,48.32%,3334,,Vex,48.13%,3083,,Viktor,48.00%,5160,,Taliyah,47.61%,1298,,Morgana,47.49%,1855,,Ahri,47.14%,9147,,Ekko,47.13%,3560,,Syndra,47.02%,5740,,Hwei,46.81%,3057,,AurelionSol,46.72%,2376,,Aurora,46.67%,2057,,Diana,46.56%,4798,,Ziggs,46.51%,989,,Fizz,46.47%,5810,,Kassadin,46.35%,2973,,Veigar,46.29%,6383,,Annie,46.18%,1570,,Ryze,46.08%,2450,,Naafiri,45.93%,2175,,Cassiopeia,45.78%,1385,,Katarina,45.76%,7990,,Galio,45.70%,3199,,Leblanc,45.48%,3729,,TwistedFate,45.38%,3021,,Lissandra,45.38%,2609,,Orianna,45.31%,3924,,Pantheon,44.99%,609,,Akshan,44.87%,2173,,Akali,44.75%,6505,,Sylas,44.43%,6223,,Irelia,44.08%,2332,,Zoe,44.07%,3540,,Mel,43.88%,6497,,Smolder,43.33%,1057,,Yasuo,42.72%,8074,,Zed,42.49%,5952,,Qiyana,42.17%,1634,,Yone,41.99%,4751,,Azir,41.98%,1727,,Talon,41.27%,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varus,adc,75.6%,D,25 / 26,46.3 %,3.7 %,0.8 %,189177,https://dpm.lol/champions/Varus/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Swain,52.25%,1736,,Heimerdinger,51.36%,627,,Kayle,50.62%,970,,Naafiri,49.98%,2639,,Vladimir,49.90%,2615,,Kassadin,49.83%,2115,,Morgana,49.50%,1992,,Pantheon,48.70%,844,,Malzahar,48.39%,7505,,Vex,47.96%,3265,,Smolder,47.84%,1294,,Xerath,47.82%,3402,,Ziggs,47.80%,977,,Diana,47.69%,4353,,Lux,47.65%,4766,,Brand,47.65%,1402,,Kennen,47.45%,607,,Ekko,47.37%,3097,,Lissandra,47.17%,2152,,Ahri,47.06%,8816,,Velkoz,47.02%,1208,,Veigar,46.98%,6207,,Viktor,46.98%,5671,,Malphite,46.80%,1312,,Katarina,46.71%,6407,,Irelia,46.58%,2883,,Sion,46.58%,584,,Talon,46.38%,1311,,Yasuo,46.31%,9906,,Anivia,46.29%,2074,,AurelionSol,46.24%,2394,,Syndra,46.21%,4752,,Akshan,46.01%,2167,,Chogath,45.98%,722,,Fizz,45.89%,5223,,Orianna,45.60%,4305,,Hwei,45.39%,2855,,Sylas,45.39%,6383,,Annie,45.36%,1411,,Galio,45.20%,3458,,Leblanc,45.20%,3863,,Jayce,45.14%,525,,Akali,45.07%,7143,,Zed,45.05%,6963,,Cassiopeia,44.73%,1272,,Ryze,44.59%,2570,,TwistedFate,44.41%,2880,,Garen,44.33%,503,,Zoe,44.31%,3284,,Aurora,43.83%,2065,,Taliyah,43.75%,1232,,Qiyana,43.50%,1908,,Neeko,43.49%,630,,Mel,42.19%,6444,,Azir,41.30%,1903,,Tristana,41.23%,519,,,,,,,,,,,,,,,,,
Nidalee,jun,77.9%,D,48 / 50,47.0 %,1.9 %,0.8 %,94106,https://dpm.lol/champions/Nidalee/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Malphite,52.78%,701,,Sion,52.18%,458,,Corki,51.50%,266,,Chogath,50.84%,356,,Neeko,50.74%,270,,Xerath,50.39%,1556,,Qiyana,50.06%,1816,,Kayle,49.59%,365,,Lissandra,49.54%,1090,,Anivia,49.30%,998,,Talon,49.25%,1263,,Viktor,48.90%,2867,,Sylas,48.90%,3172,,Pantheon,48.58%,737,,Naafiri,48.51%,1676,,Akshan,48.49%,1652,,Fizz,48.39%,2056,,Morgana,48.22%,757,,Zoe,48.21%,1593,,TwistedFate,48.19%,2021,,Zed,48.11%,5205,,Irelia,48.04%,2038,,Syndra,47.93%,2314,,Malzahar,47.85%,2880,,AurelionSol,47.57%,904,,Kassadin,47.49%,897,,Ryze,47.49%,1314,,Ekko,47.46%,1203,,Diana,47.45%,1608,,Ahri,47.44%,3592,,Jayce,47.38%,572,,Brand,47.22%,504,,Aurora,46.86%,845,,Quinn,46.77%,248,,Taliyah,46.75%,631,,Garen,46.71%,304,,Yasuo,46.62%,5021,,Tristana,46.51%,501,,Galio,46.48%,1986,,Swain,46.45%,732,,Katarina,46.43%,2658,,Renekton,46.41%,362,,Yone,46.19%,4804,,Velkoz,45.88%,486,,Akali,45.52%,2680,,Hwei,45.45%,1320,,Vladimir,45.44%,1052,,Orianna,45.43%,1959,,Annie,45.19%,509,,Veigar,45.10%,2093,,Leblanc,45.09%,1763,,Lux,45.08%,1912,,Kennen,44.13%,247,,Vex,43.53%,1245,,Azir,43.51%,871,,Smolder,43.51%,894,,Ziggs,43.37%,415,,Varus,43.17%,227,,Mel,43.03%,2617,,Cassiopeia,41.54%,544,
Kalista,adc,90.4%,D,26 / 26,46.9 %,1.3 %,0.3 %,65363,https://dpm.lol/champions/Kalista/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Sion,56.14%,171,,Kennen,51.02%,245,,Heimerdinger,50.79%,189,,Xerath,50.65%,1234,,Kayle,50.59%,338,,Diana,50.57%,1501,,Viktor,50.33%,1993,,Lux,49.83%,1782,,Swain,49.65%,576,,Veigar,49.65%,2159,,Morgana,49.61%,635,,Brand,49.46%,463,,Vladimir,49.28%,972,,Galio,49.02%,1171,,Syndra,48.95%,1802,,Malzahar,48.81%,2678,,Naafiri,48.45%,805,,Ekko,48.43%,1082,,Chogath,48.40%,250,,Talon,48.24%,454,,TwistedFate,48.07%,986,,Hwei,48.05%,949,,Garen,47.67%,172,,AurelionSol,47.60%,811,,Leblanc,47.49%,1356,,Malphite,47.47%,455,,Fizz,47.35%,1890,,Yasuo,47.20%,3273,,Kassadin,46.98%,777,,Neeko,46.96%,181,,Ziggs,46.89%,354,,Irelia,46.78%,853,,Velkoz,46.67%,420,,Jayce,46.63%,193,,Katarina,46.28%,2353,,Pantheon,46.24%,266,,Qiyana,46.23%,664,,Vex,46.05%,1114,,Anivia,46.03%,743,,Yone,45.97%,1997,,Akali,45.95%,2407,,Annie,45.87%,460,,Ryze,45.83%,888,,Orianna,45.74%,1478,,Akshan,45.72%,678,,Mel,45.66%,2280,,Lissandra,45.31%,821,,Tristana,44.31%,167,,Smolder,44.01%,409,,Zed,43.73%,2296,,Sylas,43.39%,2307,,Azir,43.00%,714,,Zoe,42.90%,1198,,Cassiopeia,42.79%,451,,Aurora,42.63%,706,,Taliyah,39.70%,461,,,,,,,,,,,,,,,,,
Corki,adc,77.6%,D,24 / 26,47.2 %,1.3 %,0.3 %,66492,https://dpm.lol/champions/Corki/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Swain,55.23%,679,,Kennen,53.41%,279,,Kayle,53.39%,457,,Sion,51.65%,182,,Morgana,51.41%,638,,Malphite,51.30%,460,,Veigar,50.89%,2012,,Kassadin,49.79%,968,,Chogath,49.65%,288,,Ryze,49.62%,931,,Vladimir,49.61%,1022,,Lux,49.53%,1694,,Velkoz,49.35%,535,,Viktor,49.33%,2078,,Aurora,49.25%,802,,Naafiri,48.98%,833,,Xerath,48.91%,1194,,Diana,48.90%,1407,,Tristana,48.88%,178,,Fizz,48.29%,1876,,Ekko,47.99%,1142,,Hwei,47.85%,1070,,Malzahar,47.77%,2644,,Qiyana,47.53%,688,,Yasuo,47.47%,2783,,Irelia,47.42%,911,,Galio,47.41%,1198,,Syndra,47.31%,2097,,Lissandra,47.24%,906,,Ahri,47.23%,3320,,Heimerdinger,47.18%,195,,Vex,47.09%,1115,,Katarina,47.08%,2415,,Talon,46.96%,428,,Smolder,46.34%,382,,Akali,46.24%,2316,,AurelionSol,46.22%,846,,Zed,46.00%,2037,,TwistedFate,45.58%,1121,,Annie,45.58%,509,,Taliyah,45.51%,534,,Orianna,45.38%,1611,,Zoe,45.10%,1204,,Anivia,45.06%,850,,Akshan,45.02%,904,,Cassiopeia,44.96%,456,,Yone,44.93%,1805,,Ziggs,44.92%,374,,Sylas,44.69%,2177,,Brand,44.35%,460,,Leblanc,44.34%,1484,,Jayce,43.78%,217,,Neeko,42.72%,206,,Azir,42.29%,707,,Pantheon,42.13%,216,,Mel,41.53%,2208,,,,,,,,,,,,,,,,,
