champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_mid_1_name,synergy_mid_1_winrate,synergy_mid_1_games,synergy_mid_1_lane_quality,synergy_mid_2_name,synergy_mid_2_winrate,synergy_mid_2_games,synergy_mid_2_lane_quality,synergy_mid_3_name,synergy_mid_3_winrate,synergy_mid_3_games,synergy_mid_3_lane_quality,synergy_mid_4_name,synergy_mid_4_winrate,synergy_mid_4_games,synergy_mid_4_lane_quality,synergy_mid_5_name,synergy_mid_5_winrate,synergy_mid_5_games,synergy_mid_5_lane_quality,synergy_mid_6_name,synergy_mid_6_winrate,synergy_mid_6_games,synergy_mid_6_lane_quality,synergy_mid_7_name,synergy_mid_7_winrate,synergy_mid_7_games,synergy_mid_7_lane_quality,synergy_mid_8_name,synergy_mid_8_winrate,synergy_mid_8_games,synergy_mid_8_lane_quality,synergy_mid_9_name,synergy_mid_9_winrate,synergy_mid_9_games,synergy_mid_9_lane_quality,synergy_mid_10_name,synergy_mid_10_winrate,synergy_mid_10_games,synergy_mid_10_lane_quality,synergy_mid_11_name,synergy_mid_11_winrate,synergy_mid_11_games,synergy_mid_11_lane_quality,synergy_mid_12_name,synergy_mid_12_winrate,synergy_mid_12_games,synergy_mid_12_lane_quality,synergy_mid_13_name,synergy_mid_13_winrate,synergy_mid_13_games,synergy_mid_13_lane_quality,synergy_mid_14_name,synergy_mid_14_winrate,synergy_mid_14_games,synergy_mid_14_lane_quality,synergy_mid_15_name,synergy_mid_15_winrate,synergy_mid_15_games,synergy_mid_15_lane_quality,synergy_mid_16_name,synergy_mid_16_winrate,synergy_mid_16_games,synergy_mid_16_lane_quality,synergy_mid_17_name,synergy_mid_17_winrate,synergy_mid_17_games,synergy_mid_17_lane_quality,synergy_mid_18_name,synergy_mid_18_winrate,synergy_mid_18_games,synergy_mid_18_lane_quality,synergy_mid_19_name,synergy_mid_19_winrate,synergy_mid_19_games,synergy_mid_19_lane_quality,synergy_mid_20_name,synergy_mid_20_winrate,synergy_mid_20_games,synergy_mid_20_lane_quality,synergy_mid_21_name,synergy_mid_21_winrate,synergy_mid_21_games,synergy_mid_21_lane_quality,synergy_mid_22_name,synergy_mid_22_winrate,synergy_mid_22_games,synergy_mid_22_lane_quality,synergy_mid_23_name,synergy_mid_23_winrate,synergy_mid_23_games,synergy_mid_23_lane_quality,synergy_mid_24_name,synergy_mid_24_winrate,synergy_mid_24_games,synergy_mid_24_lane_quality,synergy_mid_25_name,synergy_mid_25_winrate,synergy_mid_25_games,synergy_mid_25_lane_quality,synergy_mid_26_name,synergy_mid_26_winrate,synergy_mid_26_games,synergy_mid_26_lane_quality,synergy_mid_27_name,synergy_mid_27_winrate,synergy_mid_27_games,synergy_mid_27_lane_quality,synergy_mid_28_name,synergy_mid_28_winrate,synergy_mid_28_games,synergy_mid_28_lane_quality,synergy_mid_29_name,synergy_mid_29_winrate,synergy_mid_29_games,synergy_mid_29_lane_quality,synergy_mid_30_name,synergy_mid_30_winrate,synergy_mid_30_games,synergy_mid_30_lane_quality,synergy_mid_31_name,synergy_mid_31_winrate,synergy_mid_31_games,synergy_mid_31_lane_quality,synergy_mid_32_name,synergy_mid_32_winrate,synergy_mid_32_games,synergy_mid_32_lane_quality,synergy_mid_33_name,synergy_mid_33_winrate,synergy_mid_33_games,synergy_mid_33_lane_quality,synergy_mid_34_name,synergy_mid_34_winrate,synergy_mid_34_games,synergy_mid_34_lane_quality,synergy_mid_35_name,synergy_mid_35_winrate,synergy_mid_35_games,synergy_mid_35_lane_quality,synergy_mid_36_name,synergy_mid_36_winrate,synergy_mid_36_games,synergy_mid_36_lane_quality,synergy_mid_37_name,synergy_mid_37_winrate,synergy_mid_37_games,synergy_mid_37_lane_quality,synergy_mid_38_name,synergy_mid_38_winrate,synergy_mid_38_games,synergy_mid_38_lane_quality,synergy_mid_39_name,synergy_mid_39_winrate,synergy_mid_39_games,synergy_mid_39_lane_quality,synergy_mid_40_name,synergy_mid_40_winrate,synergy_mid_40_games,synergy_mid_40_lane_quality,synergy_mid_41_name,synergy_mid_41_winrate,synergy_mid_41_games,synergy_mid_41_lane_quality,synergy_mid_42_name,synergy_mid_42_winrate,synergy_mid_42_games,synergy_mid_42_lane_quality,synergy_mid_43_name,synergy_mid_43_winrate,synergy_mid_43_games,synergy_mid_43_lane_quality,synergy_mid_44_name,synergy_mid_44_winrate,synergy_mid_44_games,synergy_mid_44_lane_quality,synergy_mid_45_name,synergy_mid_45_winrate,synergy_mid_45_games,synergy_mid_45_lane_quality,synergy_mid_46_name,synergy_mid_46_winrate,synergy_mid_46_games,synergy_mid_46_lane_quality,synergy_mid_47_name,synergy_mid_47_winrate,synergy_mid_47_games,synergy_mid_47_lane_quality,synergy_mid_48_name,synergy_mid_48_winrate,synergy_mid_48_games,synergy_mid_48_lane_quality,synergy_mid_49_name,synergy_mid_49_winrate,synergy_mid_49_games,synergy_mid_49_lane_quality,synergy_mid_50_name,synergy_mid_50_winrate,synergy_mid_50_games,synergy_mid_50_lane_quality,synergy_mid_51_name,synergy_mid_51_winrate,synergy_mid_51_games,synergy_mid_51_lane_quality,synergy_mid_52_name,synergy_mid_52_winrate,synergy_mid_52_games,synergy_mid_52_lane_quality,synergy_mid_53_name,synergy_mid_53_winrate,synergy_mid_53_games,synergy_mid_53_lane_quality,synergy_mid_54_name,synergy_mid_54_winrate,synergy_mid_54_games,synergy_mid_54_lane_quality,synergy_mid_55_name,synergy_mid_55_winrate,synergy_mid_55_games,synergy_mid_55_lane_quality,synergy_mid_56_name,synergy_mid_56_winrate,synergy_mid_56_games,synergy_mid_56_lane_quality,synergy_mid_57_name,synergy_mid_57_winrate,synergy_mid_57_games,synergy_mid_57_lane_quality,synergy_mid_58_name,synergy_mid_58_winrate,synergy_mid_58_games,synergy_mid_58_lane_quality
Ekko,jun,51.2%,C,21 / 52,50.2 %,3.9 %,2.2 %,947008,https://dpm.lol/champions/Ekko/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Quinn,54.79%,3296,,Sion,54.23%,3273,,Garen,54.17%,2959,,Kayle,53.74%,5385,,Malphite,53.22%,7219,,Swain,53.04%,8475,,Naafiri,53.00%,19194,,Pantheon,52.76%,5667,,Morgana,52.55%,8888,,Malzahar,52.14%,34679,,Xerath,51.82%,14235,,Anivia,51.64%,9857,,Velkoz,51.58%,6158,,Brand,51.28%,5374,,Neeko,51.24%,2859,,Irelia,51.23%,20674,,Chogath,51.09%,3437,,Yasuo,51.06%,59198,,Lux,51.03%,22327,,Fizz,50.96%,23748,,Talon,50.82%,10897,,Viktor,50.77%,22532,,Diana,50.73%,19419,,AurelionSol,50.65%,10214,,Vladimir,50.54%,13282,,Vex,50.53%,13967,,Kennen,50.53%,3960,,Syndra,50.41%,22187,,Veigar,50.39%,28012,,Akshan,50.34%,19004,,Lissandra,50.33%,10733,,Kassadin,50.29%,10300,,Cassiopeia,50.26%,6693,,Qiyana,50.24%,14822,,Annie,50.22%,6533,,Heimerdinger,50.21%,2619,,Galio,50.08%,17126,,Zed,49.95%,49199,,Ahri,49.95%,39253,,Gangplank,49.72%,2814,,Katarina,49.71%,31705,,TwistedFate,49.62%,11970,,Jayce,49.59%,5299,,Sylas,49.41%,25264,,Yone,49.36%,45980,,Hwei,49.17%,12472,,Ryze,49.17%,10272,,Ziggs,49.04%,4704,,Akali,48.92%,28873,,Aurora,48.60%,9431,,Zoe,48.56%,14519,,Orianna,48.55%,15986,,Tristana,48.34%,3891,,Smolder,48.30%,8120,,Leblanc,48.16%,16838,,Taliyah,47.83%,5474,,Mel,46.95%,30654,,Azir,45.48%,7805,
Bard,sup,98.2%,C,27 / 39,50.2 %,4.3 %,1.7 %,1035916,https://dpm.lol/champions/Bard/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Swain,53.59%,10671,,Kayle,53.53%,7204,,Sion,53.08%,2692,,Velkoz,52.69%,8410,,Pantheon,52.24%,3572,,Malphite,52.20%,6711,,Naafiri,52.17%,13127,,Kassadin,52.03%,14113,,Heimerdinger,51.88%,2662,,Xerath,51.82%,19363,,Viktor,51.71%,33743,,Diana,51.54%,22332,,Ekko,51.39%,18111,,Anivia,51.39%,14027,,Ahri,51.37%,50244,,Veigar,51.36%,29881,,Lux,51.30%,25778,,Vex,51.26%,16355,,Malzahar,51.20%,40680,,Vladimir,51.19%,16477,,Talon,51.17%,7634,,Cassiopeia,50.94%,8594,,Morgana,50.90%,10495,,Brand,50.84%,6092,,Fizz,50.81%,27613,,Syndra,50.72%,33739,,Ziggs,50.61%,5485,,Chogath,50.55%,3788,,Kennen,50.26%,5235,,Jayce,50.06%,3524,,Akshan,50.04%,14676,,Annie,50.01%,8062,,Irelia,49.98%,13220,,Katarina,49.98%,38115,,Hwei,49.88%,17573,,Lissandra,49.88%,13514,,TwistedFate,49.87%,15861,,Galio,49.87%,18586,,Aurora,49.69%,12538,,Sylas,49.66%,33717,,Yasuo,49.63%,41281,,Zed,49.52%,30685,,Ryze,49.50%,15240,,AurelionSol,49.48%,12797,,Leblanc,49.47%,22758,,Taliyah,49.33%,9123,,Qiyana,49.15%,10475,,Akali,49.08%,35962,,Neeko,49.03%,3084,,Tristana,48.90%,2875,,Orianna,48.81%,27248,,Zoe,48.65%,19497,,Yone,47.94%,28088,,Smolder,47.68%,6804,,Mel,46.69%,37337,,Azir,45.04%,11806,,,,,,,,,
