champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_mid_1_name,synergy_mid_1_winrate,synergy_mid_1_games,synergy_mid_1_lane_quality,synergy_mid_2_name,synergy_mid_2_winrate,synergy_mid_2_games,synergy_mid_2_lane_quality,synergy_mid_3_name,synergy_mid_3_winrate,synergy_mid_3_games,synergy_mid_3_lane_quality,synergy_mid_4_name,synergy_mid_4_winrate,synergy_mid_4_games,synergy_mid_4_lane_quality,synergy_mid_5_name,synergy_mid_5_winrate,synergy_mid_5_games,synergy_mid_5_lane_quality,synergy_mid_6_name,synergy_mid_6_winrate,synergy_mid_6_games,synergy_mid_6_lane_quality,synergy_mid_7_name,synergy_mid_7_winrate,synergy_mid_7_games,synergy_mid_7_lane_quality,synergy_mid_8_name,synergy_mid_8_winrate,synergy_mid_8_games,synergy_mid_8_lane_quality,synergy_mid_9_name,synergy_mid_9_winrate,synergy_mid_9_games,synergy_mid_9_lane_quality,synergy_mid_10_name,synergy_mid_10_winrate,synergy_mid_10_games,synergy_mid_10_lane_quality,synergy_mid_11_name,synergy_mid_11_winrate,synergy_mid_11_games,synergy_mid_11_lane_quality,synergy_mid_12_name,synergy_mid_12_winrate,synergy_mid_12_games,synergy_mid_12_lane_quality,synergy_mid_13_name,synergy_mid_13_winrate,synergy_mid_13_games,synergy_mid_13_lane_quality,synergy_mid_14_name,synergy_mid_14_winrate,synergy_mid_14_games,synergy_mid_14_lane_quality,synergy_mid_15_name,synergy_mid_15_winrate,synergy_mid_15_games,synergy_mid_15_lane_quality,synergy_mid_16_name,synergy_mid_16_winrate,synergy_mid_16_games,synergy_mid_16_lane_quality,synergy_mid_17_name,synergy_mid_17_winrate,synergy_mid_17_games,synergy_mid_17_lane_quality,synergy_mid_18_name,synergy_mid_18_winrate,synergy_mid_18_games,synergy_mid_18_lane_quality,synergy_mid_19_name,synergy_mid_19_winrate,synergy_mid_19_games,synergy_mid_19_lane_quality,synergy_mid_20_name,synergy_mid_20_winrate,synergy_mid_20_games,synergy_mid_20_lane_quality,synergy_mid_21_name,synergy_mid_21_winrate,synergy_mid_21_games,synergy_mid_21_lane_quality,synergy_mid_22_name,synergy_mid_22_winrate,synergy_mid_22_games,synergy_mid_22_lane_quality,synergy_mid_23_name,synergy_mid_23_winrate,synergy_mid_23_games,synergy_mid_23_lane_quality,synergy_mid_24_name,synergy_mid_24_winrate,synergy_mid_24_games,synergy_mid_24_lane_quality,synergy_mid_25_name,synergy_mid_25_winrate,synergy_mid_25_games,synergy_mid_25_lane_quality,synergy_mid_26_name,synergy_mid_26_winrate,synergy_mid_26_games,synergy_mid_26_lane_quality,synergy_mid_27_name,synergy_mid_27_winrate,synergy_mid_27_games,synergy_mid_27_lane_quality,synergy_mid_28_name,synergy_mid_28_winrate,synergy_mid_28_games,synergy_mid_28_lane_quality,synergy_mid_29_name,synergy_mid_29_winrate,synergy_mid_29_games,synergy_mid_29_lane_quality,synergy_mid_30_name,synergy_mid_30_winrate,synergy_mid_30_games,synergy_mid_30_lane_quality,synergy_mid_31_name,synergy_mid_31_winrate,synergy_mid_31_games,synergy_mid_31_lane_quality,synergy_mid_32_name,synergy_mid_32_winrate,synergy_mid_32_games,synergy_mid_32_lane_quality,synergy_mid_33_name,synergy_mid_33_winrate,synergy_mid_33_games,synergy_mid_33_lane_quality,synergy_mid_34_name,synergy_mid_34_winrate,synergy_mid_34_games,synergy_mid_34_lane_quality,synergy_mid_35_name,synergy_mid_35_winrate,synergy_mid_35_games,synergy_mid_35_lane_quality,synergy_mid_36_name,synergy_mid_36_winrate,synergy_mid_36_games,synergy_mid_36_lane_quality,synergy_mid_37_name,synergy_mid_37_winrate,synergy_mid_37_games,synergy_mid_37_lane_quality,synergy_mid_38_name,synergy_mid_38_winrate,synergy_mid_38_games,synergy_mid_38_lane_quality,synergy_mid_39_name,synergy_mid_39_winrate,synergy_mid_39_games,synergy_mid_39_lane_quality,synergy_mid_40_name,synergy_mid_40_winrate,synergy_mid_40_games,synergy_mid_40_lane_quality,synergy_mid_41_name,synergy_mid_41_winrate,synergy_mid_41_games,synergy_mid_41_lane_quality,synergy_mid_42_name,synergy_mid_42_winrate,synergy_mid_42_games,synergy_mid_42_lane_quality,synergy_mid_43_name,synergy_mid_43_winrate,synergy_mid_43_games,synergy_mid_43_lane_quality,synergy_mid_44_name,synergy_mid_44_winrate,synergy_mid_44_games,synergy_mid_44_lane_quality,synergy_mid_45_name,synergy_mid_45_winrate,synergy_mid_45_games,synergy_mid_45_lane_quality,synergy_mid_46_name,synergy_mid_46_winrate,synergy_mid_46_games,synergy_mid_46_lane_quality,synergy_mid_47_name,synergy_mid_47_winrate,synergy_mid_47_games,synergy_mid_47_lane_quality,synergy_mid_48_name,synergy_mid_48_winrate,synergy_mid_48_games,synergy_mid_48_lane_quality,synergy_mid_49_name,synergy_mid_49_winrate,synergy_mid_49_games,synergy_mid_49_lane_quality,synergy_mid_50_name,synergy_mid_50_winrate,synergy_mid_50_games,synergy_mid_50_lane_quality,synergy_mid_51_name,synergy_mid_51_winrate,synergy_mid_51_games,synergy_mid_51_lane_quality,synergy_mid_52_name,synergy_mid_52_winrate,synergy_mid_52_games,synergy_mid_52_lane_quality,synergy_mid_53_name,synergy_mid_53_winrate,synergy_mid_53_games,synergy_mid_53_lane_quality,synergy_mid_54_name,synergy_mid_54_winrate,synergy_mid_54_games,synergy_mid_54_lane_quality,synergy_mid_55_name,synergy_mid_55_winrate,synergy_mid_55_games,synergy_mid_55_lane_quality,synergy_mid_56_name,synergy_mid_56_winrate,synergy_mid_56_games,synergy_mid_56_lane_quality,synergy_mid_57_name,synergy_mid_57_winrate,synergy_mid_57_games,synergy_mid_57_lane_quality,synergy_mid_58_name,synergy_mid_58_winrate,synergy_mid_58_games,synergy_mid_58_lane_quality,synergy_mid_59_name,synergy_mid_59_winrate,synergy_mid_59_games,synergy_mid_59_lane_quality,synergy_mid_60_name,synergy_mid_60_winrate,synergy_mid_60_games,synergy_mid_60_lane_quality,synergy_mid_61_name,synergy_mid_61_winrate,synergy_mid_61_games,synergy_mid_61_lane_quality,synergy_mid_62_name,synergy_mid_62_winrate,synergy_mid_62_games,synergy_mid_62_lane_quality,synergy_mid_63_name,synergy_mid_63_winrate,synergy_mid_63_games,synergy_mid_63_lane_quality,synergy_mid_64_name,synergy_mid_64_winrate,synergy_mid_64_games,synergy_mid_64_lane_quality,synergy_mid_65_name,synergy_mid_65_winrate,synergy_mid_65_games,synergy_mid_65_lane_quality,synergy_mid_66_name,synergy_mid_66_winrate,synergy_mid_66_games,synergy_mid_66_lane_quality
Zed,jun,33.5%,D,29 / 50,48.3 %,3.8 %,22.6 %,190212,https://dpm.lol/champions/Zed/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Sion,55.67%,494,,Kayle,53.03%,1122,,Swain,52.04%,1810,,Anivia,51.88%,2417,,Velkoz,51.09%,1151,,Malzahar,50.97%,7851,,Vex,50.80%,3138,,Vladimir,50.46%,3684,,Malphite,50.40%,1605,,Chogath,50.34%,727,,Diana,50.33%,5061,,Kennen,50.15%,646,,Viktor,49.81%,6211,,Ahri,49.65%,9077,,Neeko,49.52%,521,,Lissandra,49.52%,2916,,Naafiri,49.47%,1779,,Xerath,49.44%,3685,,AurelionSol,49.35%,2306,,Brand,49.16%,1257,,Heimerdinger,49.15%,527,,Garen,49.06%,479,,Morgana,49.05%,1843,,Veigar,48.88%,6000,,Ekko,48.88%,3754,,Lux,48.86%,5113,,TwistedFate,48.70%,3374,,Annie,48.59%,1591,,Kassadin,48.53%,2514,,Fizz,48.45%,6089,,Syndra,48.33%,5733,,Zoe,48.27%,3582,,Hwei,47.99%,2836,,Sylas,47.63%,7985,,Galio,47.62%,3698,,Yone,47.62%,5441,,Irelia,47.60%,2666,,Ryze,47.51%,2934,,Leblanc,47.40%,4411,,Ziggs,47.40%,1078,,Pantheon,47.18%,621,,Akali,47.16%,7345,,Orianna,46.99%,4039,,Yasuo,46.75%,8531,,Katarina,46.66%,8091,,Taliyah,46.36%,1264,,Cassiopeia,46.17%,1462,,Aurora,46.17%,2075,,Azir,45.57%,2008,,Akshan,45.42%,1812,,Talon,45.10%,1020,,Qiyana,44.84%,1782,,Mel,44.76%,6485,,Smolder,44.68%,1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mel,adc,8.9%,-,-/-,48.6 %,1.1 %,48.9 %,57543,https://dpm.lol/champions/Mel/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Gangplank,59.64%,166,,Kayle,55.94%,345,,Garen,55.87%,179,,DrMundo,53.69%,149,,Swain,53.17%,521,,Cassiopeia,53.03%,330,,Naafiri,53.00%,1300,,Kennen,52.63%,228,,Jhin,52.49%,181,,Pantheon,52.43%,370,,Yasuo,51.95%,4071,,Morgana,51.69%,472,,Taliyah,51.61%,248,,Diana,50.77%,1235,,Velkoz,50.54%,372,,Veigar,50.35%,1849,,Sion,50.23%,221,,Talon,50.17%,596,,Irelia,50.08%,1236,,Lux,50.07%,1348,,Vladimir,49.86%,704,,Fizz,49.80%,1520,,Jayce,49.67%,302,,AurelionSol,49.62%,659,,Zed,49.46%,2768,,Vex,49.26%,883,,Malphite,49.20%,435,,Malzahar,48.97%,2089,,Yone,48.96%,2933,,Qiyana,48.95%,903,,TwistedFate,48.31%,652,,Aurora,48.26%,489,,Galio,48.21%,948,,Corki,48.10%,237,,Brand,48.04%,408,,Neeko,48.02%,177,,Ahri,47.96%,2252,,Ziggs,47.81%,274,,Lissandra,47.58%,599,,Katarina,47.55%,1958,,Akshan,47.34%,1390,,Xerath,47.21%,788,,Smolder,46.90%,919,,Quinn,46.84%,237,,Varus,46.70%,182,,Orianna,46.62%,828,,Kassadin,46.55%,638,,Viktor,46.48%,981,,Azir,46.19%,381,,Sylas,46.19%,1416,,Tristana,46.17%,561,,Syndra,46.17%,1200,,Chogath,46.09%,230,,Hwei,45.91%,684,,Ekko,45.86%,929,,Tryndamere,45.58%,147,,Akali,45.33%,1734,,Ryze,45.15%,505,,Lucian,44.98%,209,,Leblanc,43.99%,873,,Zoe,43.56%,815,,Caitlyn,43.04%,230,,Heimerdinger,42.93%,198,,Ezreal,40.32%,248,,Annie,39.27%,354,,MissFortune,37.82%,156,
Ziggs,mid,31.4%,D,32 / 47,50.3 %,1.1 %,1.0 %,55950,https://dpm.lol/champions/Ziggs/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivern,jun,76.3%,D,35 / 50,50.1 %,1.0 %,0.4 %,52673,https://dpm.lol/champions/Ivern/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Kayle,61.04%,367,,Garen,56.71%,164,,Velkoz,55.20%,375,,Viktor,53.54%,1498,,Cassiopeia,53.35%,358,,Swain,53.25%,584,,Heimerdinger,52.56%,156,,Ekko,52.30%,935,,Fizz,52.19%,1458,,Anivia,52.11%,593,,Xerath,51.88%,877,,Katarina,51.74%,2093,,Malphite,51.72%,406,,Diana,51.65%,1239,,Ryze,51.60%,688,,Yasuo,51.43%,2658,,Sion,51.43%,140,,Irelia,51.35%,853,,Quinn,51.16%,129,,Naafiri,51.15%,782,,Ahri,50.78%,2249,,Yone,50.73%,1784,,Vladimir,50.72%,828,,Kassadin,50.68%,736,,Chogath,50.63%,239,,Veigar,50.45%,1681,,Syndra,50.20%,1490,,Sylas,50.12%,1720,,Zed,50.11%,1842,,Pantheon,50.00%,234,,Jayce,50.00%,186,,Akali,49.89%,1776,,Akshan,49.82%,813,,Morgana,49.80%,502,,Annie,49.28%,418,,AurelionSol,49.23%,646,,Zoe,49.17%,903,,Malzahar,49.03%,2062,,Vex,49.01%,855,,Lux,48.93%,1361,,Aurora,48.47%,557,,Talon,48.20%,361,,Hwei,48.19%,799,,Mel,48.10%,1661,,Galio,47.98%,817,,Qiyana,47.91%,599,,Ziggs,47.46%,276,,Kennen,47.32%,224,,Orianna,47.13%,959,,Leblanc,47.05%,984,,Smolder,46.90%,371,,TwistedFate,46.48%,682,,Tristana,46.38%,207,,Lissandra,46.07%,610,,Taliyah,46.06%,317,,Brand,45.21%,365,,Neeko,45.03%,151,,Azir,44.63%,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renata,sup,98.8%,D,32 / 39,50.3 %,1.1 %,0.2 %,53236,https://dpm.lol/champions/Renata/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Swain,56.92%,571,,Smolder,55.44%,294,,Morgana,55.35%,551,,Malphite,54.91%,397,,Brand,53.72%,376,,Orianna,53.37%,1141,,Kennen,53.37%,208,,Malzahar,53.34%,2304,,Xerath,53.24%,894,,Cassiopeia,52.97%,387,,Vladimir,52.93%,905,,Naafiri,52.82%,708,,Pantheon,52.79%,197,,Taliyah,52.73%,385,,Jayce,52.63%,133,,Kassadin,52.44%,675,,Talon,52.30%,348,,Diana,52.06%,1239,,Garen,51.82%,137,,Anivia,51.77%,651,,Ahri,51.75%,2657,,Yasuo,51.60%,2310,,Viktor,51.18%,1528,,Irelia,51.16%,731,,Ziggs,51.14%,307,,Leblanc,50.70%,1071,,Katarina,50.63%,1987,,Zed,50.42%,1678,,Syndra,50.23%,1519,,Veigar,50.14%,1809,,Neeko,50.00%,166,,Heimerdinger,50.00%,166,,Sion,50.00%,134,,Fizz,49.52%,1466,,Lux,49.41%,1615,,Hwei,49.41%,850,,Ekko,49.39%,901,,Chogath,49.31%,217,,Velkoz,49.27%,343,,Vex,49.18%,913,,Ryze,49.13%,692,,Akshan,48.85%,655,,Galio,48.51%,971,,AurelionSol,48.45%,677,,Qiyana,48.39%,496,,Sylas,48.33%,1740,,Akali,48.16%,1819,,Yone,48.13%,1525,,Lissandra,47.91%,670,,Mel,47.87%,1903,,TwistedFate,47.46%,769,,Aurora,47.36%,568,,Annie,46.88%,401,,Zoe,46.54%,939,,Kayle,45.86%,338,,Azir,43.30%,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
