champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_adc_1_name,synergy_adc_1_winrate,synergy_adc_1_games,synergy_adc_1_lane_quality,synergy_adc_2_name,synergy_adc_2_winrate,synergy_adc_2_games,synergy_adc_2_lane_quality,synergy_adc_3_name,synergy_adc_3_winrate,synergy_adc_3_games,synergy_adc_3_lane_quality,synergy_adc_4_name,synergy_adc_4_winrate,synergy_adc_4_games,synergy_adc_4_lane_quality,synergy_adc_5_name,synergy_adc_5_winrate,synergy_adc_5_games,synergy_adc_5_lane_quality,synergy_adc_6_name,synergy_adc_6_winrate,synergy_adc_6_games,synergy_adc_6_lane_quality,synergy_adc_7_name,synergy_adc_7_winrate,synergy_adc_7_games,synergy_adc_7_lane_quality,synergy_adc_8_name,synergy_adc_8_winrate,synergy_adc_8_games,synergy_adc_8_lane_quality,synergy_adc_9_name,synergy_adc_9_winrate,synergy_adc_9_games,synergy_adc_9_lane_quality,synergy_adc_10_name,synergy_adc_10_winrate,synergy_adc_10_games,synergy_adc_10_lane_quality,synergy_adc_11_name,synergy_adc_11_winrate,synergy_adc_11_games,synergy_adc_11_lane_quality,synergy_adc_12_name,synergy_adc_12_winrate,synergy_adc_12_games,synergy_adc_12_lane_quality,synergy_adc_13_name,synergy_adc_13_winrate,synergy_adc_13_games,synergy_adc_13_lane_quality,synergy_adc_14_name,synergy_adc_14_winrate,synergy_adc_14_games,synergy_adc_14_lane_quality,synergy_adc_15_name,synergy_adc_15_winrate,synergy_adc_15_games,synergy_adc_15_lane_quality,synergy_adc_16_name,synergy_adc_16_winrate,synergy_adc_16_games,synergy_adc_16_lane_quality,synergy_adc_17_name,synergy_adc_17_winrate,synergy_adc_17_games,synergy_adc_17_lane_quality,synergy_adc_18_name,synergy_adc_18_winrate,synergy_adc_18_games,synergy_adc_18_lane_quality,synergy_adc_19_name,synergy_adc_19_winrate,synergy_adc_19_games,synergy_adc_19_lane_quality,synergy_adc_20_name,synergy_adc_20_winrate,synergy_adc_20_games,synergy_adc_20_lane_quality,synergy_adc_21_name,synergy_adc_21_winrate,synergy_adc_21_games,synergy_adc_21_lane_quality,synergy_adc_22_name,synergy_adc_22_winrate,synergy_adc_22_games,synergy_adc_22_lane_quality,synergy_adc_23_name,synergy_adc_23_winrate,synergy_adc_23_games,synergy_adc_23_lane_quality,synergy_adc_24_name,synergy_adc_24_winrate,synergy_adc_24_games,synergy_adc_24_lane_quality,synergy_adc_25_name,synergy_adc_25_winrate,synergy_adc_25_games,synergy_adc_25_lane_quality,synergy_adc_26_name,synergy_adc_26_winrate,synergy_adc_26_games,synergy_adc_26_lane_quality,synergy_adc_27_name,synergy_adc_27_winrate,synergy_adc_27_games,synergy_adc_27_lane_quality,synergy_adc_28_name,synergy_adc_28_winrate,synergy_adc_28_games,synergy_adc_28_lane_quality,synergy_adc_29_name,synergy_adc_29_winrate,synergy_adc_29_games,synergy_adc_29_lane_quality,synergy_adc_30_name,synergy_adc_30_winrate,synergy_adc_30_games,synergy_adc_30_lane_quality
Ornn,top,89.7%,C,25 / 50,50.6 %,3.1 %,0.5 %,155594,https://dpm.lol/champions/Ornn/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Swain,54.00%,974,,Lux,53.91%,499,,Vayne,53.49%,6958,,Nilah,53.42%,1389,,Veigar,53.14%,525,,MissFortune,52.61%,16235,,Brand,52.56%,468,,Aphelios,52.21%,5152,,Jinx,52.07%,10061,,Jhin,51.64%,12917,,Samira,51.21%,4216,,Smolder,51.10%,7646,,Sivir,50.81%,3383,,Tristana,50.66%,5865,,Caitlyn,50.55%,13291,,Ashe,50.41%,8842,,Ziggs,50.16%,1579,,Yasuo,49.70%,984,,Xayah,49.65%,3021,,Kaisa,49.63%,12192,,Twitch,49.61%,3225,,Lucian,49.47%,6176,,Zeri,48.49%,1953,,Draven,48.26%,3340,,Yunara,47.86%,5123,,Ezreal,47.79%,8157,,Mel,47.78%,854,,Kalista,47.01%,1038,,Varus,46.73%,2893,,Corki,46.21%,1173,
Akali,top,15.8%,D,29 / 50,49.2 %,1.4 %,12.3 %,69076,https://dpm.lol/champions/Akali/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Lux,53.85%,182,,Ziggs,52.83%,460,,KogMaw,52.24%,469,,Yasuo,52.04%,417,,Swain,51.84%,380,,Vayne,51.41%,2976,,MissFortune,51.13%,7166,,Smolder,51.10%,3225,,Sivir,51.04%,1489,,Jinx,51.03%,4409,,Zeri,50.48%,830,,Veigar,50.28%,181,,Ashe,50.17%,4040,,Xayah,49.82%,1393,,Aphelios,49.61%,2308,,Mel,48.97%,292,,Nilah,48.89%,583,,Jhin,48.69%,5858,,Samira,48.51%,1915,,Kaisa,48.35%,5311,,Caitlyn,48.28%,6017,,Lucian,48.24%,2960,,Corki,48.21%,502,,Kalista,48.17%,519,,Tristana,47.94%,2837,,Draven,46.91%,1507,,Ezreal,46.52%,3865,,Brand,46.20%,171,,Varus,45.99%,1309,,Yunara,45.94%,2216,
Aatrox,jun,23.8%,D,38 / 50,48.2 %,1.8 %,9.8 %,92527,https://dpm.lol/champions/Aatrox/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Veigar,51.54%,324,,Swain,51.35%,631,,Ziggs,50.74%,1141,,Yasuo,50.64%,468,,Vayne,49.85%,3571,,Brand,49.82%,277,,Jinx,49.70%,5439,,MissFortune,49.61%,8687,,Samira,49.60%,2274,,Ashe,49.53%,5391,,Smolder,48.88%,4431,,Jhin,48.69%,7722,,KogMaw,48.60%,607,,Aphelios,48.41%,3148,,Xayah,48.31%,1745,,Sivir,48.16%,2014,,Twitch,48.10%,1630,,Kaisa,47.99%,8299,,Nilah,47.93%,699,,Corki,47.44%,605,,Caitlyn,47.43%,7493,,Lux,47.33%,300,,Tristana,47.28%,3213,,Zeri,46.93%,1123,,Ezreal,46.73%,6148,,Kalista,46.55%,724,,Draven,45.84%,1708,,Mel,45.15%,505,,Yunara,45.04%,3297,,Varus,44.59%,1978,
Ezreal,adc,94.9%,C,18 / 26,48.1 %,10.4 %,2.8 %,523176,https://dpm.lol/champions/Ezreal/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draven,adc,94.9%,C,19 / 26,48.6 %,4.1 %,12.3 %,205330,https://dpm.lol/champions/Draven/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
