champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_adc_1_name,synergy_adc_1_winrate,synergy_adc_1_games,synergy_adc_1_lane_quality,synergy_adc_2_name,synergy_adc_2_winrate,synergy_adc_2_games,synergy_adc_2_lane_quality,synergy_adc_3_name,synergy_adc_3_winrate,synergy_adc_3_games,synergy_adc_3_lane_quality,synergy_adc_4_name,synergy_adc_4_winrate,synergy_adc_4_games,synergy_adc_4_lane_quality,synergy_adc_5_name,synergy_adc_5_winrate,synergy_adc_5_games,synergy_adc_5_lane_quality,synergy_adc_6_name,synergy_adc_6_winrate,synergy_adc_6_games,synergy_adc_6_lane_quality,synergy_adc_7_name,synergy_adc_7_winrate,synergy_adc_7_games,synergy_adc_7_lane_quality,synergy_adc_8_name,synergy_adc_8_winrate,synergy_adc_8_games,synergy_adc_8_lane_quality,synergy_adc_9_name,synergy_adc_9_winrate,synergy_adc_9_games,synergy_adc_9_lane_quality,synergy_adc_10_name,synergy_adc_10_winrate,synergy_adc_10_games,synergy_adc_10_lane_quality,synergy_adc_11_name,synergy_adc_11_winrate,synergy_adc_11_games,synergy_adc_11_lane_quality,synergy_adc_12_name,synergy_adc_12_winrate,synergy_adc_12_games,synergy_adc_12_lane_quality,synergy_adc_13_name,synergy_adc_13_winrate,synergy_adc_13_games,synergy_adc_13_lane_quality,synergy_adc_14_name,synergy_adc_14_winrate,synergy_adc_14_games,synergy_adc_14_lane_quality,synergy_adc_15_name,synergy_adc_15_winrate,synergy_adc_15_games,synergy_adc_15_lane_quality,synergy_adc_16_name,synergy_adc_16_winrate,synergy_adc_16_games,synergy_adc_16_lane_quality,synergy_adc_17_name,synergy_adc_17_winrate,synergy_adc_17_games,synergy_adc_17_lane_quality,synergy_adc_18_name,synergy_adc_18_winrate,synergy_adc_18_games,synergy_adc_18_lane_quality,synergy_adc_19_name,synergy_adc_19_winrate,synergy_adc_19_games,synergy_adc_19_lane_quality,synergy_adc_20_name,synergy_adc_20_winrate,synergy_adc_20_games,synergy_adc_20_lane_quality,synergy_adc_21_name,synergy_adc_21_winrate,synergy_adc_21_games,synergy_adc_21_lane_quality,synergy_adc_22_name,synergy_adc_22_winrate,synergy_adc_22_games,synergy_adc_22_lane_quality,synergy_adc_23_name,synergy_adc_23_winrate,synergy_adc_23_games,synergy_adc_23_lane_quality,synergy_adc_24_name,synergy_adc_24_winrate,synergy_adc_24_games,synergy_adc_24_lane_quality,synergy_adc_25_name,synergy_adc_25_winrate,synergy_adc_25_games,synergy_adc_25_lane_quality,synergy_adc_26_name,synergy_adc_26_winrate,synergy_adc_26_games,synergy_adc_26_lane_quality,synergy_adc_27_name,synergy_adc_27_winrate,synergy_adc_27_games,synergy_adc_27_lane_quality,synergy_adc_28_name,synergy_adc_28_winrate,synergy_adc_28_games,synergy_adc_28_lane_quality,synergy_adc_29_name,synergy_adc_29_winrate,synergy_adc_29_games,synergy_adc_29_lane_quality,synergy_adc_30_name,synergy_adc_30_winrate,synergy_adc_30_games,synergy_adc_30_lane_quality
Graves,jun,93.6%,C,23 / 50,49.9 %,4.1 %,1.8 %,207108,https://dpm.lol/champions/Graves/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Swain,57.45%,1603,,Lux,57.42%,761,,Veigar,56.28%,748,,Ziggs,53.16%,2893,,Brand,52.96%,761,,KogMaw,52.32%,1466,,Nilah,51.95%,1640,,Ashe,51.28%,11414,,Vayne,51.21%,8026,,Smolder,50.98%,10789,,Jhin,50.89%,17564,,Samira,50.29%,4774,,MissFortune,50.19%,18945,,Mel,50.12%,1279,,Jinx,50.09%,12875,,Kaisa,49.88%,19122,,Lucian,49.72%,8607,,Twitch,49.69%,3697,,Ezreal,49.39%,13852,,Yasuo,49.27%,1021,,Caitlyn,49.10%,17362,,Tristana,48.81%,7158,,Xayah,48.37%,3707,,Zeri,48.20%,2170,,Kalista,48.20%,1527,,Aphelios,47.71%,6229,,Yunara,47.34%,6497,,Draven,47.11%,3878,,Corki,47.09%,1480,,Varus,46.46%,4148,
Mel,mid,52.8%,D,30 / 47,47.3 %,6.8 %,48.9 %,342907,https://dpm.lol/champions/Mel/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Swain,50.05%,1984,,Lux,49.79%,952,,Vayne,49.54%,15577,,Nilah,49.51%,3367,,Veigar,48.99%,1039,,Smolder,48.97%,16001,,MissFortune,48.89%,38569,,Brand,48.76%,888,,KogMaw,48.48%,2663,,Yasuo,48.47%,2055,,Jinx,48.09%,23525,,Jhin,47.95%,28724,,Ashe,47.87%,20505,,Twitch,47.76%,7232,,Sivir,47.65%,7286,,Samira,47.64%,9910,,Xayah,47.63%,6802,,Aphelios,47.49%,10551,,Caitlyn,46.85%,30760,,Tristana,46.81%,14427,,Lucian,46.76%,13193,,Ziggs,46.69%,2737,,Zeri,46.15%,3816,,Kaisa,46.06%,24987,,Kalista,45.66%,2280,,Draven,45.33%,6671,,Ezreal,44.60%,17732,,Yunara,44.21%,10364,,Varus,42.19%,6444,,Corki,41.53%,2208,
Lucian,adc,95.9%,D,20 / 26,48.7 %,7.5 %,2.2 %,379721,https://dpm.lol/champions/Lucian/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kha'Zix,jun,99.3%,D,26 / 50,49.3 %,5.1 %,2.8 %,258871,https://dpm.lol/champions/Khazix/build?lane=jungle&tier=all&platform=all&timeframe=15.24,False,Veigar,55.36%,999,,Swain,54.13%,1947,,Lux,53.83%,1005,,KogMaw,53.39%,2006,,Brand,53.33%,930,,Nilah,52.92%,2328,,Smolder,52.33%,12363,,Ziggs,52.05%,2757,,Mel,51.21%,1523,,MissFortune,50.83%,26737,,Sivir,50.59%,5145,,Jhin,50.05%,21966,,Twitch,50.01%,5605,,Vayne,49.97%,11209,,Jinx,49.94%,16845,,Caitlyn,48.58%,23366,,Samira,48.42%,6878,,Aphelios,48.39%,7990,,Yasuo,48.38%,1358,,Xayah,48.37%,4803,,Corki,48.05%,1746,,Ezreal,48.01%,13994,,Draven,47.92%,5323,,Kaisa,47.92%,20504,,Zeri,47.84%,2711,,Tristana,47.64%,10291,,Lucian,47.54%,9932,,Yunara,46.66%,7625,,Varus,46.01%,4797,,Kalista,45.89%,1728,
Fiora,top,97.2%,D,31 / 50,49.6 %,3.4 %,3.7 %,174006,https://dpm.lol/champions/Fiora/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Veigar,55.45%,725,,Swain,54.03%,1340,,Brand,53.19%,658,,Lux,52.54%,689,,KogMaw,52.26%,1328,,Smolder,52.11%,7975,,MissFortune,51.33%,18344,,Twitch,50.75%,3681,,Nilah,50.68%,1480,,Ziggs,50.59%,1945,,Vayne,50.48%,7648,,Ashe,50.35%,10000,,Zeri,50.00%,2014,,Corki,50.00%,1234,,Yasuo,49.85%,993,,Tristana,49.55%,6957,,Jhin,49.46%,14111,,Aphelios,49.44%,5568,,Samira,49.34%,4580,,Sivir,49.10%,3615,,Draven,49.05%,3743,,Ezreal,49.03%,8980,,Kaisa,48.61%,13737,,Lucian,48.30%,6808,,Mel,48.27%,1096,,Caitlyn,48.15%,14653,,Xayah,47.58%,3239,,Yunara,47.42%,5766,,Varus,47.13%,3276,,Kalista,47.11%,1108,
