champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_adc_1_name,synergy_adc_1_winrate,synergy_adc_1_games,synergy_adc_1_lane_quality,synergy_adc_2_name,synergy_adc_2_winrate,synergy_adc_2_games,synergy_adc_2_lane_quality,synergy_adc_3_name,synergy_adc_3_winrate,synergy_adc_3_games,synergy_adc_3_lane_quality,synergy_adc_4_name,synergy_adc_4_winrate,synergy_adc_4_games,synergy_adc_4_lane_quality,synergy_adc_5_name,synergy_adc_5_winrate,synergy_adc_5_games,synergy_adc_5_lane_quality,synergy_adc_6_name,synergy_adc_6_winrate,synergy_adc_6_games,synergy_adc_6_lane_quality,synergy_adc_7_name,synergy_adc_7_winrate,synergy_adc_7_games,synergy_adc_7_lane_quality,synergy_adc_8_name,synergy_adc_8_winrate,synergy_adc_8_games,synergy_adc_8_lane_quality,synergy_adc_9_name,synergy_adc_9_winrate,synergy_adc_9_games,synergy_adc_9_lane_quality,synergy_adc_10_name,synergy_adc_10_winrate,synergy_adc_10_games,synergy_adc_10_lane_quality,synergy_adc_11_name,synergy_adc_11_winrate,synergy_adc_11_games,synergy_adc_11_lane_quality,synergy_adc_12_name,synergy_adc_12_winrate,synergy_adc_12_games,synergy_adc_12_lane_quality,synergy_adc_13_name,synergy_adc_13_winrate,synergy_adc_13_games,synergy_adc_13_lane_quality,synergy_adc_14_name,synergy_adc_14_winrate,synergy_adc_14_games,synergy_adc_14_lane_quality,synergy_adc_15_name,synergy_adc_15_winrate,synergy_adc_15_games,synergy_adc_15_lane_quality,synergy_adc_16_name,synergy_adc_16_winrate,synergy_adc_16_games,synergy_adc_16_lane_quality,synergy_adc_17_name,synergy_adc_17_winrate,synergy_adc_17_games,synergy_adc_17_lane_quality,synergy_adc_18_name,synergy_adc_18_winrate,synergy_adc_18_games,synergy_adc_18_lane_quality,synergy_adc_19_name,synergy_adc_19_winrate,synergy_adc_19_games,synergy_adc_19_lane_quality,synergy_adc_20_name,synergy_adc_20_winrate,synergy_adc_20_games,synergy_adc_20_lane_quality,synergy_adc_21_name,synergy_adc_21_winrate,synergy_adc_21_games,synergy_adc_21_lane_quality,synergy_adc_22_name,synergy_adc_22_winrate,synergy_adc_22_games,synergy_adc_22_lane_quality,synergy_adc_23_name,synergy_adc_23_winrate,synergy_adc_23_games,synergy_adc_23_lane_quality,synergy_adc_24_name,synergy_adc_24_winrate,synergy_adc_24_games,synergy_adc_24_lane_quality,synergy_adc_25_name,synergy_adc_25_winrate,synergy_adc_25_games,synergy_adc_25_lane_quality,synergy_adc_26_name,synergy_adc_26_winrate,synergy_adc_26_games,synergy_adc_26_lane_quality,synergy_adc_27_name,synergy_adc_27_winrate,synergy_adc_27_games,synergy_adc_27_lane_quality,synergy_adc_28_name,synergy_adc_28_winrate,synergy_adc_28_games,synergy_adc_28_lane_quality,synergy_adc_29_name,synergy_adc_29_winrate,synergy_adc_29_games,synergy_adc_29_lane_quality,synergy_adc_30_name,synergy_adc_30_winrate,synergy_adc_30_games,synergy_adc_30_lane_quality
Lulu,sup,98.5%,C,18 / 39,49.6 %,6.6 %,7.4 %,1588611,https://dpm.lol/champions/Lulu/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Yasuo,53.42%,5790,,KogMaw,52.94%,63965,,Vayne,52.32%,144602,,Nilah,52.18%,13277,,Jinx,51.18%,222375,,Twitch,51.12%,105289,,Tristana,50.84%,68100,,Sivir,50.37%,41419,,MissFortune,49.73%,77130,,Ashe,49.73%,108647,,Ziggs,49.46%,5477,,Zeri,49.24%,52447,,Aphelios,49.14%,81586,,Xayah,49.11%,23729,,Smolder,48.91%,55002,,Kalista,48.69%,7423,,Yunara,48.45%,109913,,Draven,48.12%,25375,,Kaisa,47.87%,115002,,Varus,46.77%,26066,,Caitlyn,46.66%,72848,,Jhin,46.54%,45010,,Samira,46.09%,15475,,Corki,45.42%,5896,,Ezreal,45.17%,37383,,Lucian,45.07%,31510,,,,,,,,,,,,,,,,,
Braum,sup,99.2%,C,19 / 39,50.8 %,4.6 %,3.1 %,1096777,https://dpm.lol/champions/Braum/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,KogMaw,54.30%,8496,,Smolder,53.10%,43665,,MissFortune,53.06%,97486,,Sivir,53.00%,20682,,Jinx,52.98%,79071,,Vayne,52.73%,46157,,Nilah,52.65%,5787,,Twitch,52.43%,19535,,Swain,52.37%,2849,,Xayah,51.93%,16496,,Aphelios,51.56%,32982,,Tristana,51.47%,40642,,Yunara,51.42%,54694,,Ziggs,51.13%,5594,,Ashe,50.92%,153026,,Zeri,50.75%,12070,,Kalista,50.44%,10352,,Kaisa,49.87%,80289,,Yasuo,49.85%,4365,,Lucian,49.48%,124880,,Caitlyn,49.23%,71109,,Ezreal,48.91%,45282,,Samira,48.21%,16739,,Draven,48.10%,16990,,Jhin,47.69%,40800,,Varus,47.27%,17757,,Corki,47.10%,5684,,Mel,45.61%,3039,,,,,,,,,
Nasus,top,80.6%,C,18 / 50,50.7 %,4.5 %,3.7 %,1086135,https://dpm.lol/champions/Nasus/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Lux,55.11%,3560,,Brand,55.02%,2690,,Swain,54.63%,7011,,Veigar,53.94%,4449,,KogMaw,53.67%,9105,,MissFortune,53.28%,126496,,Ziggs,52.90%,11769,,Nilah,52.62%,9468,,Smolder,52.61%,52393,,Vayne,51.87%,49543,,Jinx,51.48%,74922,,Yasuo,51.47%,5867,,Jhin,51.19%,87990,,Sivir,51.00%,21850,,Twitch,50.97%,24324,,Xayah,50.65%,20716,,Ashe,50.48%,63910,,Samira,50.11%,29821,,Tristana,50.10%,42316,,Zeri,50.07%,13347,,Caitlyn,50.01%,100365,,Kaisa,49.37%,78363,,Lucian,49.26%,37858,,Mel,49.20%,7264,,Ezreal,48.52%,50960,,Draven,48.52%,21231,,Yunara,47.16%,32355,,Varus,47.02%,20843,,Kalista,46.98%,7256,,Corki,46.16%,5633,
Blitzcrank,sup,98.6%,C,20 / 39,49.1 %,5.7 %,13.9 %,1372263,https://dpm.lol/champions/Blitzcrank/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Swain,53.62%,7050,,Veigar,52.43%,3727,,MissFortune,52.10%,153560,,Smolder,51.85%,54436,,Nilah,51.25%,10678,,Ziggs,50.94%,11896,,Xayah,50.79%,27300,,Aphelios,50.25%,39438,,Jinx,50.01%,95538,,Sivir,49.90%,24681,,Vayne,49.76%,55331,,Samira,49.67%,47644,,Kaisa,49.60%,143802,,KogMaw,49.59%,7749,,Yasuo,49.25%,8264,,Draven,48.65%,39673,,Zeri,48.47%,15168,,Jhin,48.35%,99654,,Ashe,48.03%,73077,,Caitlyn,47.94%,113649,,Twitch,47.72%,22851,,Kalista,47.44%,13089,,Lucian,47.39%,44686,,Yunara,47.00%,46283,,Mel,46.43%,7050,,Corki,46.35%,9915,,Ezreal,45.84%,64203,,Varus,45.19%,27589,,,,,,,,,
Jarvan IV,jun,92.1%,C,16 / 52,50.9 %,4.7 %,1.5 %,1128579,https://dpm.lol/champions/JarvanIV/build?lane=jungle&tier=all&platform=all&timeframe=15.24,False,Veigar,54.40%,4167,,Nilah,54.40%,8901,,Swain,53.83%,8307,,Vayne,53.46%,48108,,MissFortune,53.04%,135858,,Lux,52.58%,3975,,KogMaw,52.51%,8868,,Jinx,52.00%,70533,,Smolder,51.87%,55610,,Yasuo,51.79%,5887,,Sivir,51.59%,24416,,Tristana,51.40%,41107,,Xayah,51.38%,20923,,Samira,51.34%,27281,,Aphelios,51.28%,33787,,Brand,51.07%,3401,,Ashe,50.93%,62383,,Jhin,50.76%,86060,,Zeri,50.75%,16183,,Twitch,50.70%,24020,,Kaisa,50.56%,92400,,Caitlyn,50.11%,90967,,Lucian,49.73%,44325,,Draven,49.63%,23596,,Mel,49.00%,7857,,Kalista,48.30%,7646,,Ezreal,48.17%,58285,,Yunara,47.99%,38128,,Corki,47.83%,7429,,Varus,47.25%,21733,
