champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_adc_1_name,synergy_adc_1_winrate,synergy_adc_1_games,synergy_adc_1_lane_quality,synergy_adc_2_name,synergy_adc_2_winrate,synergy_adc_2_games,synergy_adc_2_lane_quality,synergy_adc_3_name,synergy_adc_3_winrate,synergy_adc_3_games,synergy_adc_3_lane_quality,synergy_adc_4_name,synergy_adc_4_winrate,synergy_adc_4_games,synergy_adc_4_lane_quality,synergy_adc_5_name,synergy_adc_5_winrate,synergy_adc_5_games,synergy_adc_5_lane_quality,synergy_adc_6_name,synergy_adc_6_winrate,synergy_adc_6_games,synergy_adc_6_lane_quality,synergy_adc_7_name,synergy_adc_7_winrate,synergy_adc_7_games,synergy_adc_7_lane_quality,synergy_adc_8_name,synergy_adc_8_winrate,synergy_adc_8_games,synergy_adc_8_lane_quality,synergy_adc_9_name,synergy_adc_9_winrate,synergy_adc_9_games,synergy_adc_9_lane_quality,synergy_adc_10_name,synergy_adc_10_winrate,synergy_adc_10_games,synergy_adc_10_lane_quality,synergy_adc_11_name,synergy_adc_11_winrate,synergy_adc_11_games,synergy_adc_11_lane_quality,synergy_adc_12_name,synergy_adc_12_winrate,synergy_adc_12_games,synergy_adc_12_lane_quality,synergy_adc_13_name,synergy_adc_13_winrate,synergy_adc_13_games,synergy_adc_13_lane_quality,synergy_adc_14_name,synergy_adc_14_winrate,synergy_adc_14_games,synergy_adc_14_lane_quality,synergy_adc_15_name,synergy_adc_15_winrate,synergy_adc_15_games,synergy_adc_15_lane_quality,synergy_adc_16_name,synergy_adc_16_winrate,synergy_adc_16_games,synergy_adc_16_lane_quality,synergy_adc_17_name,synergy_adc_17_winrate,synergy_adc_17_games,synergy_adc_17_lane_quality,synergy_adc_18_name,synergy_adc_18_winrate,synergy_adc_18_games,synergy_adc_18_lane_quality,synergy_adc_19_name,synergy_adc_19_winrate,synergy_adc_19_games,synergy_adc_19_lane_quality,synergy_adc_20_name,synergy_adc_20_winrate,synergy_adc_20_games,synergy_adc_20_lane_quality,synergy_adc_21_name,synergy_adc_21_winrate,synergy_adc_21_games,synergy_adc_21_lane_quality,synergy_adc_22_name,synergy_adc_22_winrate,synergy_adc_22_games,synergy_adc_22_lane_quality,synergy_adc_23_name,synergy_adc_23_winrate,synergy_adc_23_games,synergy_adc_23_lane_quality,synergy_adc_24_name,synergy_adc_24_winrate,synergy_adc_24_games,synergy_adc_24_lane_quality,synergy_adc_25_name,synergy_adc_25_winrate,synergy_adc_25_games,synergy_adc_25_lane_quality,synergy_adc_26_name,synergy_adc_26_winrate,synergy_adc_26_games,synergy_adc_26_lane_quality,synergy_adc_27_name,synergy_adc_27_winrate,synergy_adc_27_games,synergy_adc_27_lane_quality,synergy_adc_28_name,synergy_adc_28_winrate,synergy_adc_28_games,synergy_adc_28_lane_quality,synergy_adc_29_name,synergy_adc_29_winrate,synergy_adc_29_games,synergy_adc_29_lane_quality,synergy_adc_30_name,synergy_adc_30_winrate,synergy_adc_30_games,synergy_adc_30_lane_quality,synergy_adc_31_name,synergy_adc_31_winrate,synergy_adc_31_games,synergy_adc_31_lane_quality,synergy_adc_32_name,synergy_adc_32_winrate,synergy_adc_32_games,synergy_adc_32_lane_quality
Rammus,jun,91.7%,A,12 / 52,52.5 %,2.2 %,4.8 %,534188,https://dpm.lol/champions/Rammus/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Nilah,56.01%,4735,,KogMaw,55.60%,4529,,Vayne,54.83%,24186,,MissFortune,54.73%,63015,,Swain,54.54%,3271,,Veigar,54.23%,2034,,Smolder,54.12%,25714,,Samira,53.73%,14773,,Jhin,53.40%,43717,,Jinx,53.25%,37092,,Xayah,53.16%,10036,,Aphelios,53.03%,14634,,Lux,53.00%,1717,,Sivir,52.71%,10773,,Tristana,52.51%,20770,,Twitch,52.40%,11754,,Kaisa,51.96%,38279,,Yasuo,51.84%,2969,,Zeri,51.79%,7030,,Ziggs,51.75%,5432,,Caitlyn,51.71%,49657,,Lucian,51.36%,18240,,Draven,51.20%,10528,,Ashe,50.82%,31591,,Ezreal,50.35%,24883,,Corki,49.56%,2825,,Yunara,49.36%,16022,,Kalista,49.32%,3388,,Mel,48.69%,3438,,Varus,47.57%,10041,,,,,,,,,
Naafiri,mid,50.0%,A,10 / 47,52.3 %,2.7 %,5.2 %,657962,https://dpm.lol/champions/Naafiri/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Veigar,59.62%,4059,,Swain,57.93%,6750,,Hwei,56.99%,1737,,Brand,56.49%,2696,,Ziggs,55.96%,12174,,Lux,55.45%,3035,,Smolder,54.73%,30773,,MissFortune,54.14%,76359,,KogMaw,53.95%,5483,,Seraphine,53.92%,1606,,Yasuo,53.26%,3282,,Vayne,52.79%,27414,,Mel,52.75%,6826,,Jinx,52.69%,43153,,Sivir,52.50%,12985,,Nilah,52.42%,5380,,Aphelios,52.08%,17580,,Jhin,51.96%,51681,,Xayah,51.74%,11616,,Twitch,51.70%,14376,,Caitlyn,51.54%,56439,,Zeri,51.52%,8499,,Ezreal,51.38%,30427,,Kaisa,50.87%,49232,,Samira,50.53%,16537,,Tristana,50.51%,24847,,Lucian,50.42%,21120,,Draven,50.40%,11810,,Yunara,49.77%,19751,,Varus,49.53%,12786,,Corki,49.48%,3460,,Kalista,49.20%,3955,
Kayle,mid,20.5%,A,11 / 47,53.0 %,1.2 %,2.9 %,283995,https://dpm.lol/champions/Kayle/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Brand,60.60%,840,,Swain,59.06%,2147,,Lux,58.82%,1003,,Yasuo,57.70%,1856,,Veigar,57.55%,987,,Nilah,55.62%,2661,,MissFortune,55.39%,32154,,Ziggs,55.36%,2491,,KogMaw,54.73%,2580,,Smolder,54.09%,14625,,Vayne,54.04%,13210,,Samira,53.93%,7706,,Mel,53.88%,1921,,Senna,53.67%,695,,Jhin,53.62%,22318,,Twitch,53.38%,6855,,Jinx,52.82%,18239,,Sivir,52.59%,6206,,Ashe,52.53%,16111,,Tristana,52.42%,11497,,Xayah,52.23%,5351,,Lucian,52.14%,10291,,Zeri,52.10%,4294,,Kalista,51.80%,1832,,Draven,51.72%,6771,,Caitlyn,51.67%,23781,,Kaisa,51.47%,20250,,Aphelios,51.23%,8594,,Corki,50.94%,1818,,Ezreal,50.88%,12905,,Yunara,49.73%,8811,,Varus,49.42%,4992,
Kayle,top,77.4%,A,9 / 50,52.0 %,4.5 %,2.9 %,1073447,https://dpm.lol/champions/Kayle/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Swain,56.19%,6937,,Veigar,54.40%,3684,,MissFortune,54.32%,126981,,Yasuo,54.31%,7129,,KogMaw,54.03%,8934,,Nilah,53.65%,10273,,Vayne,53.61%,51061,,Smolder,53.00%,52286,,Ziggs,52.89%,8931,,Samira,52.85%,31591,,Jinx,52.54%,72765,,Twitch,52.48%,24621,,Jhin,52.44%,86741,,Sivir,52.29%,21947,,Lux,52.29%,3117,,Aphelios,52.01%,29905,,Ashe,51.74%,63058,,Xayah,51.66%,20903,,Tristana,51.30%,43893,,Zeri,51.17%,14236,,Caitlyn,51.06%,97051,,Lucian,50.78%,37892,,Draven,50.70%,23395,,Kaisa,50.52%,73658,,Corki,50.32%,5928,,Ezreal,50.07%,47730,,Kalista,49.92%,7117,,Mel,49.26%,6325,,Yunara,48.82%,31702,,Varus,48.07%,19466,,,,,,,,,
Warwick,top,17.1%,A,10 / 50,51.9 %,1.4 %,9.0 %,330492,https://dpm.lol/champions/Warwick/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Swain,56.72%,2412,,Veigar,55.40%,1287,,KogMaw,55.12%,2696,,Smolder,54.94%,15973,,MissFortune,54.91%,37958,,Lux,54.60%,1097,,Ziggs,54.31%,3675,,Brand,53.96%,960,,Nilah,53.50%,2832,,Sivir,52.79%,6818,,Jinx,52.52%,21666,,Vayne,52.52%,14740,,Twitch,52.40%,7399,,Xayah,52.24%,6183,,Jhin,51.92%,26187,,Zeri,51.61%,4482,,Ashe,51.56%,19179,,Tristana,51.41%,13025,,Samira,51.41%,9234,,Mel,51.01%,2319,,Caitlyn,50.63%,28947,,Ezreal,50.60%,15959,,Kaisa,50.44%,24623,,Draven,50.23%,6665,,Lucian,50.00%,11987,,Yasuo,49.95%,1882,,Corki,49.81%,1853,,Yunara,49.45%,10355,,Varus,49.19%,6143,,Kalista,46.88%,2101,,,,,,,,,
