champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_adc_1_name,synergy_adc_1_winrate,synergy_adc_1_games,synergy_adc_1_lane_quality,synergy_adc_2_name,synergy_adc_2_winrate,synergy_adc_2_games,synergy_adc_2_lane_quality,synergy_adc_3_name,synergy_adc_3_winrate,synergy_adc_3_games,synergy_adc_3_lane_quality,synergy_adc_4_name,synergy_adc_4_winrate,synergy_adc_4_games,synergy_adc_4_lane_quality,synergy_adc_5_name,synergy_adc_5_winrate,synergy_adc_5_games,synergy_adc_5_lane_quality,synergy_adc_6_name,synergy_adc_6_winrate,synergy_adc_6_games,synergy_adc_6_lane_quality,synergy_adc_7_name,synergy_adc_7_winrate,synergy_adc_7_games,synergy_adc_7_lane_quality,synergy_adc_8_name,synergy_adc_8_winrate,synergy_adc_8_games,synergy_adc_8_lane_quality,synergy_adc_9_name,synergy_adc_9_winrate,synergy_adc_9_games,synergy_adc_9_lane_quality,synergy_adc_10_name,synergy_adc_10_winrate,synergy_adc_10_games,synergy_adc_10_lane_quality,synergy_adc_11_name,synergy_adc_11_winrate,synergy_adc_11_games,synergy_adc_11_lane_quality,synergy_adc_12_name,synergy_adc_12_winrate,synergy_adc_12_games,synergy_adc_12_lane_quality,synergy_adc_13_name,synergy_adc_13_winrate,synergy_adc_13_games,synergy_adc_13_lane_quality,synergy_adc_14_name,synergy_adc_14_winrate,synergy_adc_14_games,synergy_adc_14_lane_quality,synergy_adc_15_name,synergy_adc_15_winrate,synergy_adc_15_games,synergy_adc_15_lane_quality,synergy_adc_16_name,synergy_adc_16_winrate,synergy_adc_16_games,synergy_adc_16_lane_quality,synergy_adc_17_name,synergy_adc_17_winrate,synergy_adc_17_games,synergy_adc_17_lane_quality,synergy_adc_18_name,synergy_adc_18_winrate,synergy_adc_18_games,synergy_adc_18_lane_quality,synergy_adc_19_name,synergy_adc_19_winrate,synergy_adc_19_games,synergy_adc_19_lane_quality,synergy_adc_20_name,synergy_adc_20_winrate,synergy_adc_20_games,synergy_adc_20_lane_quality,synergy_adc_21_name,synergy_adc_21_winrate,synergy_adc_21_games,synergy_adc_21_lane_quality,synergy_adc_22_name,synergy_adc_22_winrate,synergy_adc_22_games,synergy_adc_22_lane_quality,synergy_adc_23_name,synergy_adc_23_winrate,synergy_adc_23_games,synergy_adc_23_lane_quality,synergy_adc_24_name,synergy_adc_24_winrate,synergy_adc_24_games,synergy_adc_24_lane_quality,synergy_adc_25_name,synergy_adc_25_winrate,synergy_adc_25_games,synergy_adc_25_lane_quality,synergy_adc_26_name,synergy_adc_26_winrate,synergy_adc_26_games,synergy_adc_26_lane_quality,synergy_adc_27_name,synergy_adc_27_winrate,synergy_adc_27_games,synergy_adc_27_lane_quality,synergy_adc_28_name,synergy_adc_28_winrate,synergy_adc_28_games,synergy_adc_28_lane_quality,synergy_adc_29_name,synergy_adc_29_winrate,synergy_adc_29_games,synergy_adc_29_lane_quality,synergy_adc_30_name,synergy_adc_30_winrate,synergy_adc_30_games,synergy_adc_30_lane_quality
Olaf,top,83.7%,C,28 / 50,50.7 %,2.0 %,1.1 %,99431,https://dpm.lol/champions/Olaf/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Brand,57.71%,350,,Swain,56.10%,770,,Lux,56.09%,394,,Ziggs,53.09%,1115,,Vayne,52.94%,4386,,KogMaw,52.84%,757,,Veigar,52.12%,424,,Smolder,52.08%,4597,,Sivir,51.89%,2041,,MissFortune,51.72%,10912,,Jhin,51.57%,8108,,Xayah,51.38%,1851,,Yasuo,51.30%,579,,Ashe,50.97%,5825,,Jinx,50.94%,6352,,Aphelios,50.30%,3131,,Ezreal,50.29%,5202,,Nilah,50.22%,912,,Lucian,49.91%,3749,,Kaisa,49.89%,7480,,Caitlyn,49.74%,8495,,Tristana,49.31%,3932,,Samira,49.22%,2637,,Twitch,49.12%,2166,,Varus,48.82%,1862,,Mel,48.72%,626,,Draven,47.92%,2041,,Kalista,47.91%,645,,Yunara,47.58%,3081,,Corki,47.15%,666,
Shyvana,jun,91.7%,D,27 / 50,50.7 %,1.5 %,0.3 %,77541,https://dpm.lol/champions/Shyvana/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Veigar,56.36%,275,,Swain,55.04%,536,,Brand,54.51%,255,,Ziggs,54.05%,703,,Yasuo,52.62%,439,,Vayne,52.60%,3654,,MissFortune,52.43%,8954,,Lux,52.38%,294,,Jhin,52.35%,6705,,Aphelios,52.31%,2315,,Smolder,52.01%,3705,,Samira,51.86%,2177,,Jinx,51.52%,5340,,Ashe,50.45%,4494,,Caitlyn,50.25%,7232,,Lucian,50.00%,2716,,KogMaw,50.00%,652,,Nilah,49.93%,747,,Xayah,49.90%,1429,,Draven,49.81%,1598,,Sivir,49.50%,1612,,Corki,49.49%,491,,Ezreal,49.04%,3560,,Kaisa,49.04%,5151,,Mel,49.02%,461,,Tristana,48.93%,3125,,Varus,48.66%,1307,,Zeri,47.36%,853,,Kalista,47.19%,462,,Yunara,46.17%,2209,
Renekton,top,92.8%,D,30 / 50,49.7 %,4.1 %,2.5 %,208370,https://dpm.lol/champions/Renekton/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Brand,54.29%,700,,Yasuo,54.19%,1063,,Swain,53.58%,1521,,Lux,53.08%,731,,Veigar,52.89%,760,,Ziggs,51.98%,2426,,Nilah,51.80%,1722,,Vayne,51.68%,8681,,MissFortune,51.47%,21633,,Smolder,51.44%,9721,,KogMaw,50.76%,1505,,Ashe,50.31%,12167,,Samira,49.98%,5206,,Jhin,49.92%,17242,,Jinx,49.85%,13326,,Xayah,49.49%,3924,,Sivir,49.46%,4450,,Draven,49.39%,4003,,Caitlyn,49.04%,17654,,Aphelios,48.90%,6673,,Tristana,48.86%,7952,,Ezreal,48.75%,11950,,Kaisa,48.71%,17188,,Lucian,48.49%,8371,,Zeri,48.40%,2399,,Mel,47.66%,1173,,Kalista,47.65%,1360,,Yunara,46.98%,6965,,Corki,46.74%,1412,,Varus,45.83%,4017,
Fiddlesticks,jun,72.0%,D,28 / 50,50.2 %,2.6 %,1.2 %,131376,https://dpm.lol/champions/FiddleSticks/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Vayne,54.01%,6303,,Samira,53.18%,3921,,Nilah,52.90%,1312,,Jinx,52.25%,8972,,KogMaw,51.87%,1014,,Draven,51.31%,2978,,Yasuo,51.17%,813,,Aphelios,51.11%,4040,,MissFortune,51.11%,15026,,Jhin,50.70%,11375,,Tristana,50.36%,5518,,Kaisa,50.27%,9210,,Smolder,50.11%,6174,,Caitlyn,50.07%,11766,,Twitch,49.98%,2907,,Kalista,49.69%,811,,Zeri,49.66%,1478,,Sivir,49.44%,2672,,Swain,49.24%,723,,Veigar,49.19%,370,,Ashe,49.13%,7565,,Yunara,48.84%,3929,,Xayah,48.80%,2627,,Brand,48.46%,324,,Ezreal,47.51%,6034,,Corki,46.65%,954,,Lux,46.18%,340,,Ziggs,45.47%,906,,Varus,44.81%,2265,,Mel,43.36%,565,
LeeSin,jun,92.5%,C,24 / 50,47.9 %,8.2 %,7.1 %,411589,https://dpm.lol/champions/LeeSin/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Swain,52.71%,2565,,Veigar,51.60%,1341,,Brand,51.54%,1040,,Nilah,51.52%,3086,,Lux,51.50%,1204,,Sivir,49.98%,9036,,Smolder,49.88%,18806,,Ziggs,49.36%,4741,,MissFortune,49.33%,39002,,KogMaw,49.10%,2735,,Aphelios,48.91%,13685,,Ashe,48.81%,24294,,Vayne,48.78%,15477,,Jinx,48.49%,24492,,Lucian,48.13%,19041,,Xayah,47.76%,7956,,Jhin,47.60%,34406,,Kaisa,47.42%,38011,,Zeri,47.39%,4836,,Twitch,47.31%,6920,,Samira,47.30%,9902,,Corki,47.11%,2804,,Draven,46.95%,7598,,Kalista,46.87%,3081,,Yasuo,46.86%,2115,,Caitlyn,46.58%,33622,,Ezreal,46.37%,28408,,Yunara,46.26%,15131,,Mel,45.92%,1938,,Varus,45.10%,8383,
