champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_adc_1_name,synergy_adc_1_winrate,synergy_adc_1_games,synergy_adc_1_lane_quality,synergy_adc_2_name,synergy_adc_2_winrate,synergy_adc_2_games,synergy_adc_2_lane_quality,synergy_adc_3_name,synergy_adc_3_winrate,synergy_adc_3_games,synergy_adc_3_lane_quality,synergy_adc_4_name,synergy_adc_4_winrate,synergy_adc_4_games,synergy_adc_4_lane_quality,synergy_adc_5_name,synergy_adc_5_winrate,synergy_adc_5_games,synergy_adc_5_lane_quality,synergy_adc_6_name,synergy_adc_6_winrate,synergy_adc_6_games,synergy_adc_6_lane_quality,synergy_adc_7_name,synergy_adc_7_winrate,synergy_adc_7_games,synergy_adc_7_lane_quality,synergy_adc_8_name,synergy_adc_8_winrate,synergy_adc_8_games,synergy_adc_8_lane_quality,synergy_adc_9_name,synergy_adc_9_winrate,synergy_adc_9_games,synergy_adc_9_lane_quality,synergy_adc_10_name,synergy_adc_10_winrate,synergy_adc_10_games,synergy_adc_10_lane_quality,synergy_adc_11_name,synergy_adc_11_winrate,synergy_adc_11_games,synergy_adc_11_lane_quality,synergy_adc_12_name,synergy_adc_12_winrate,synergy_adc_12_games,synergy_adc_12_lane_quality,synergy_adc_13_name,synergy_adc_13_winrate,synergy_adc_13_games,synergy_adc_13_lane_quality,synergy_adc_14_name,synergy_adc_14_winrate,synergy_adc_14_games,synergy_adc_14_lane_quality,synergy_adc_15_name,synergy_adc_15_winrate,synergy_adc_15_games,synergy_adc_15_lane_quality,synergy_adc_16_name,synergy_adc_16_winrate,synergy_adc_16_games,synergy_adc_16_lane_quality,synergy_adc_17_name,synergy_adc_17_winrate,synergy_adc_17_games,synergy_adc_17_lane_quality,synergy_adc_18_name,synergy_adc_18_winrate,synergy_adc_18_games,synergy_adc_18_lane_quality,synergy_adc_19_name,synergy_adc_19_winrate,synergy_adc_19_games,synergy_adc_19_lane_quality,synergy_adc_20_name,synergy_adc_20_winrate,synergy_adc_20_games,synergy_adc_20_lane_quality,synergy_adc_21_name,synergy_adc_21_winrate,synergy_adc_21_games,synergy_adc_21_lane_quality,synergy_adc_22_name,synergy_adc_22_winrate,synergy_adc_22_games,synergy_adc_22_lane_quality,synergy_adc_23_name,synergy_adc_23_winrate,synergy_adc_23_games,synergy_adc_23_lane_quality,synergy_adc_24_name,synergy_adc_24_winrate,synergy_adc_24_games,synergy_adc_24_lane_quality,synergy_adc_25_name,synergy_adc_25_winrate,synergy_adc_25_games,synergy_adc_25_lane_quality,synergy_adc_26_name,synergy_adc_26_winrate,synergy_adc_26_games,synergy_adc_26_lane_quality,synergy_adc_27_name,synergy_adc_27_winrate,synergy_adc_27_games,synergy_adc_27_lane_quality,synergy_adc_28_name,synergy_adc_28_winrate,synergy_adc_28_games,synergy_adc_28_lane_quality,synergy_adc_29_name,synergy_adc_29_winrate,synergy_adc_29_games,synergy_adc_29_lane_quality,synergy_adc_30_name,synergy_adc_30_winrate,synergy_adc_30_games,synergy_adc_30_lane_quality,synergy_adc_31_name,synergy_adc_31_winrate,synergy_adc_31_games,synergy_adc_31_lane_quality,synergy_adc_32_name,synergy_adc_32_winrate,synergy_adc_32_games,synergy_adc_32_lane_quality
Qiyana,mid,45.4%,D,45 / 47,48.2 %,2.0 %,2.9 %,101534,https://dpm.lol/champions/Qiyana/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Ziggs,53.77%,1845,,Yasuo,53.53%,609,,Brand,52.78%,540,,Swain,51.97%,991,,Lux,51.00%,600,,Smolder,50.49%,4837,,KogMaw,50.36%,838,,Hwei,50.33%,302,,Veigar,50.09%,533,,Seraphine,49.80%,251,,Samira,49.29%,2522,,Vayne,49.21%,4162,,MissFortune,49.18%,9735,,Mel,48.95%,903,,Jinx,48.94%,6111,,Zeri,48.92%,1116,,Xayah,48.52%,1686,,Lucian,47.90%,3670,,Kaisa,47.87%,8893,,Nilah,47.60%,895,,Corki,47.53%,688,,Aphelios,47.48%,3052,,Tristana,47.45%,3730,,Ashe,47.42%,5291,,Caitlyn,47.38%,8636,,Twitch,47.28%,2316,,Yunara,47.06%,3113,,Jhin,46.93%,8142,,Ezreal,46.85%,5468,,Kalista,46.23%,664,,Draven,46.10%,2028,,Varus,43.50%,1908,
Karthus,jun,75.3%,D,45 / 50,48.6 %,1.5 %,0.7 %,73584,https://dpm.lol/champions/Karthus/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Lux,55.02%,209,,Nilah,51.76%,682,,Veigar,51.01%,198,,Vayne,51.00%,3135,,Smolder,50.56%,3481,,Twitch,50.53%,1516,,MissFortune,50.20%,7783,,Tristana,50.02%,3047,,Jhin,49.94%,6309,,Swain,49.86%,355,,Samira,49.83%,2031,,KogMaw,49.62%,524,,Jinx,48.48%,4765,,Caitlyn,48.21%,6357,,Ashe,48.19%,4333,,Aphelios,47.99%,2413,,Kaisa,47.94%,5350,,Draven,47.36%,1666,,Ezreal,47.31%,4035,,Lucian,47.29%,3009,,Xayah,47.25%,1456,,Ziggs,47.11%,484,,Yasuo,46.96%,460,,Zeri,46.65%,881,,Kalista,46.50%,514,,Sivir,46.00%,1650,,Varus,45.56%,1431,,Yunara,44.79%,2429,,Mel,43.68%,277,,Corki,42.44%,549,,,,,,,,,
Rumble,top,81.7%,D,46 / 50,48.3 %,1.8 %,0.6 %,89966,https://dpm.lol/champions/Rumble/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Nilah,54.89%,747,,Swain,52.42%,414,,KogMaw,52.09%,574,,Vayne,50.82%,3638,,Samira,50.72%,2289,,MissFortune,50.62%,9516,,Zeri,50.18%,1138,,Jinx,49.42%,5696,,Aphelios,49.18%,3184,,Twitch,48.98%,1574,,Jhin,48.91%,7717,,Ashe,48.42%,5417,,Tristana,48.39%,3482,,Smolder,48.22%,4052,,Xayah,48.06%,1725,,Lucian,47.84%,4091,,Yasuo,47.79%,521,,Sivir,47.75%,2042,,Kaisa,47.49%,7122,,Ziggs,47.26%,656,,Kalista,46.90%,693,,Caitlyn,46.76%,7226,,Draven,46.42%,1855,,Ezreal,46.27%,5550,,Yunara,46.21%,3434,,Corki,45.64%,699,,Mel,45.13%,308,,Varus,43.53%,1932,,,,,,,,,,,,,,,,,
Camille,top,85.6%,D,47 / 50,48.3 %,1.8 %,0.7 %,92239,https://dpm.lol/champions/Camille/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Swain,56.57%,723,,KogMaw,52.71%,645,,Brand,52.66%,357,,Veigar,52.44%,328,,Yasuo,52.08%,480,,Ziggs,51.62%,1017,,Nilah,50.92%,764,,Xayah,50.74%,1754,,Smolder,50.74%,4472,,Sivir,49.52%,1987,,Vayne,49.15%,3821,,Jinx,49.13%,5504,,Zeri,48.85%,1130,,Jhin,48.85%,7730,,Lux,48.82%,338,,Kaisa,48.63%,7907,,Aphelios,48.46%,3110,,Corki,48.05%,693,,Mel,47.92%,528,,Tristana,47.88%,3404,,MissFortune,47.80%,9128,,Ashe,47.80%,5218,,Lucian,47.71%,3922,,Yunara,47.09%,3179,,Caitlyn,46.92%,7440,,Draven,46.74%,1966,,Samira,46.10%,2256,,Ezreal,45.91%,5243,,Kalista,45.55%,641,,Varus,44.13%,1772,,,,,,,,,
Gangplank,top,86.9%,D,44 / 50,48.1 %,2.8 %,1.3 %,139625,https://dpm.lol/champions/Gangplank/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Swain,53.78%,1019,,Yasuo,51.43%,770,,Nilah,50.75%,1200,,Veigar,50.48%,519,,KogMaw,50.47%,1064,,Vayne,50.19%,6059,,Samira,49.46%,3445,,Smolder,49.02%,6726,,MissFortune,48.92%,14192,,Kaisa,48.86%,11109,,Sivir,48.57%,3049,,Zeri,48.55%,1619,,Ashe,48.35%,8115,,Tristana,48.35%,5166,,Brand,48.31%,472,,Draven,48.24%,2867,,Jinx,48.09%,8455,,Ezreal,48.04%,7873,,Mel,47.92%,841,,Ziggs,47.72%,1670,,Lucian,47.61%,5583,,Xayah,47.50%,2676,,Twitch,47.38%,2919,,Aphelios,47.25%,4542,,Caitlyn,46.50%,11666,,Yunara,46.12%,4549,,Kalista,46.10%,948,,Lux,45.44%,515,,Varus,44.59%,2734,,Corki,44.49%,998,,,,,,,,,
