champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_adc_1_name,synergy_adc_1_winrate,synergy_adc_1_games,synergy_adc_1_lane_quality,synergy_adc_2_name,synergy_adc_2_winrate,synergy_adc_2_games,synergy_adc_2_lane_quality,synergy_adc_3_name,synergy_adc_3_winrate,synergy_adc_3_games,synergy_adc_3_lane_quality,synergy_adc_4_name,synergy_adc_4_winrate,synergy_adc_4_games,synergy_adc_4_lane_quality,synergy_adc_5_name,synergy_adc_5_winrate,synergy_adc_5_games,synergy_adc_5_lane_quality,synergy_adc_6_name,synergy_adc_6_winrate,synergy_adc_6_games,synergy_adc_6_lane_quality,synergy_adc_7_name,synergy_adc_7_winrate,synergy_adc_7_games,synergy_adc_7_lane_quality,synergy_adc_8_name,synergy_adc_8_winrate,synergy_adc_8_games,synergy_adc_8_lane_quality,synergy_adc_9_name,synergy_adc_9_winrate,synergy_adc_9_games,synergy_adc_9_lane_quality,synergy_adc_10_name,synergy_adc_10_winrate,synergy_adc_10_games,synergy_adc_10_lane_quality,synergy_adc_11_name,synergy_adc_11_winrate,synergy_adc_11_games,synergy_adc_11_lane_quality,synergy_adc_12_name,synergy_adc_12_winrate,synergy_adc_12_games,synergy_adc_12_lane_quality,synergy_adc_13_name,synergy_adc_13_winrate,synergy_adc_13_games,synergy_adc_13_lane_quality,synergy_adc_14_name,synergy_adc_14_winrate,synergy_adc_14_games,synergy_adc_14_lane_quality,synergy_adc_15_name,synergy_adc_15_winrate,synergy_adc_15_games,synergy_adc_15_lane_quality,synergy_adc_16_name,synergy_adc_16_winrate,synergy_adc_16_games,synergy_adc_16_lane_quality,synergy_adc_17_name,synergy_adc_17_winrate,synergy_adc_17_games,synergy_adc_17_lane_quality,synergy_adc_18_name,synergy_adc_18_winrate,synergy_adc_18_games,synergy_adc_18_lane_quality,synergy_adc_19_name,synergy_adc_19_winrate,synergy_adc_19_games,synergy_adc_19_lane_quality,synergy_adc_20_name,synergy_adc_20_winrate,synergy_adc_20_games,synergy_adc_20_lane_quality,synergy_adc_21_name,synergy_adc_21_winrate,synergy_adc_21_games,synergy_adc_21_lane_quality,synergy_adc_22_name,synergy_adc_22_winrate,synergy_adc_22_games,synergy_adc_22_lane_quality,synergy_adc_23_name,synergy_adc_23_winrate,synergy_adc_23_games,synergy_adc_23_lane_quality,synergy_adc_24_name,synergy_adc_24_winrate,synergy_adc_24_games,synergy_adc_24_lane_quality,synergy_adc_25_name,synergy_adc_25_winrate,synergy_adc_25_games,synergy_adc_25_lane_quality,synergy_adc_26_name,synergy_adc_26_winrate,synergy_adc_26_games,synergy_adc_26_lane_quality,synergy_adc_27_name,synergy_adc_27_winrate,synergy_adc_27_games,synergy_adc_27_lane_quality,synergy_adc_28_name,synergy_adc_28_winrate,synergy_adc_28_games,synergy_adc_28_lane_quality,synergy_adc_29_name,synergy_adc_29_winrate,synergy_adc_29_games,synergy_adc_29_lane_quality,synergy_adc_30_name,synergy_adc_30_winrate,synergy_adc_30_games,synergy_adc_30_lane_quality
Samira,adc,98.3%,B,10 / 26,50.1 %,5.4 %,10.1 %,1292221,https://dpm.lol/champions/Samira/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urgot,top,94.3%,B,12 / 50,52.0 %,3.1 %,1.7 %,743718,https://dpm.lol/champions/Urgot/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Swain,57.14%,5821,,Lux,56.54%,2821,,Veigar,55.51%,3277,,MissFortune,54.86%,88843,,Ziggs,54.83%,8822,,Nilah,54.59%,6573,,Brand,54.57%,2340,,Smolder,53.34%,36311,,Jinx,52.98%,50470,,KogMaw,52.90%,6285,,Vayne,52.89%,33801,,Sivir,52.77%,15178,,Ashe,52.44%,43741,,Jhin,52.24%,59713,,Twitch,51.77%,17103,,Xayah,51.47%,13899,,Aphelios,51.37%,20265,,Yasuo,51.26%,4253,,Zeri,51.25%,9781,,Tristana,50.92%,29575,,Caitlyn,50.77%,66365,,Kaisa,50.49%,52232,,Mel,50.32%,5650,,Ezreal,49.97%,32865,,Lucian,49.59%,24440,,Draven,49.56%,14767,,Corki,49.50%,4077,,Yunara,49.29%,22033,,Kalista,48.69%,4705,,Varus,48.38%,13776,
Viktor,mid,95.0%,B,15 / 47,51.1 %,5.6 %,2.5 %,1356568,https://dpm.lol/champions/Viktor/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Swain,55.27%,7201,,Nilah,53.86%,10160,,Yasuo,53.85%,6873,,Vayne,53.25%,54446,,MissFortune,52.84%,145045,,KogMaw,52.75%,9899,,Ziggs,52.30%,9592,,Jhin,52.21%,112906,,Smolder,51.99%,67651,,Jinx,51.81%,84068,,Samira,51.53%,32240,,Sivir,51.47%,32594,,Twitch,51.34%,25223,,Tristana,51.31%,49460,,Ashe,51.28%,84458,,Xayah,51.24%,26570,,Lucian,50.62%,60070,,Aphelios,50.61%,43511,,Kaisa,50.53%,113630,,Draven,50.51%,27621,,Caitlyn,50.29%,107761,,Zeri,49.64%,21106,,Ezreal,49.00%,82862,,Kalista,48.21%,10140,,Corki,48.15%,9180,,Mel,47.90%,5965,,Yunara,47.85%,51454,,Varus,47.40%,27892,,,,,,,,,
Taric,sup,93.2%,B,13 / 39,52.6 %,1.5 %,0.4 %,370065,https://dpm.lol/champions/Taric/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Swain,59.88%,6822,,Veigar,57.87%,909,,Yasuo,56.07%,2333,,Nilah,55.82%,10232,,Vayne,54.38%,19992,,Ziggs,54.37%,2790,,MissFortune,54.24%,36730,,Smolder,54.05%,16592,,KogMaw,53.60%,2996,,Samira,53.31%,16399,,Jinx,53.29%,23129,,Ashe,53.08%,21243,,Tristana,52.91%,17942,,Kalista,52.90%,5176,,Twitch,52.89%,8722,,Sivir,52.74%,7419,,Xayah,52.49%,6155,,Lucian,52.10%,13572,,Aphelios,51.99%,10519,,Mel,51.49%,1948,,Kaisa,51.15%,27277,,Jhin,51.09%,22512,,Caitlyn,50.94%,25736,,Zeri,50.47%,4779,,Draven,50.29%,7415,,Corki,50.11%,2305,,Varus,50.02%,6174,,Yunara,49.63%,11762,,Ezreal,49.53%,14237,,Pyke,49.03%,1132,
Yasuo,adc,8.1%,-,-/-,51.0 %,1.1 %,18.3 %,275145,https://dpm.lol/champions/Yasuo/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
