champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_adc_1_name,synergy_adc_1_winrate,synergy_adc_1_games,synergy_adc_1_lane_quality,synergy_adc_2_name,synergy_adc_2_winrate,synergy_adc_2_games,synergy_adc_2_lane_quality,synergy_adc_3_name,synergy_adc_3_winrate,synergy_adc_3_games,synergy_adc_3_lane_quality,synergy_adc_4_name,synergy_adc_4_winrate,synergy_adc_4_games,synergy_adc_4_lane_quality,synergy_adc_5_name,synergy_adc_5_winrate,synergy_adc_5_games,synergy_adc_5_lane_quality,synergy_adc_6_name,synergy_adc_6_winrate,synergy_adc_6_games,synergy_adc_6_lane_quality,synergy_adc_7_name,synergy_adc_7_winrate,synergy_adc_7_games,synergy_adc_7_lane_quality,synergy_adc_8_name,synergy_adc_8_winrate,synergy_adc_8_games,synergy_adc_8_lane_quality,synergy_adc_9_name,synergy_adc_9_winrate,synergy_adc_9_games,synergy_adc_9_lane_quality,synergy_adc_10_name,synergy_adc_10_winrate,synergy_adc_10_games,synergy_adc_10_lane_quality,synergy_adc_11_name,synergy_adc_11_winrate,synergy_adc_11_games,synergy_adc_11_lane_quality,synergy_adc_12_name,synergy_adc_12_winrate,synergy_adc_12_games,synergy_adc_12_lane_quality,synergy_adc_13_name,synergy_adc_13_winrate,synergy_adc_13_games,synergy_adc_13_lane_quality,synergy_adc_14_name,synergy_adc_14_winrate,synergy_adc_14_games,synergy_adc_14_lane_quality,synergy_adc_15_name,synergy_adc_15_winrate,synergy_adc_15_games,synergy_adc_15_lane_quality,synergy_adc_16_name,synergy_adc_16_winrate,synergy_adc_16_games,synergy_adc_16_lane_quality,synergy_adc_17_name,synergy_adc_17_winrate,synergy_adc_17_games,synergy_adc_17_lane_quality,synergy_adc_18_name,synergy_adc_18_winrate,synergy_adc_18_games,synergy_adc_18_lane_quality,synergy_adc_19_name,synergy_adc_19_winrate,synergy_adc_19_games,synergy_adc_19_lane_quality,synergy_adc_20_name,synergy_adc_20_winrate,synergy_adc_20_games,synergy_adc_20_lane_quality,synergy_adc_21_name,synergy_adc_21_winrate,synergy_adc_21_games,synergy_adc_21_lane_quality,synergy_adc_22_name,synergy_adc_22_winrate,synergy_adc_22_games,synergy_adc_22_lane_quality,synergy_adc_23_name,synergy_adc_23_winrate,synergy_adc_23_games,synergy_adc_23_lane_quality,synergy_adc_24_name,synergy_adc_24_winrate,synergy_adc_24_games,synergy_adc_24_lane_quality,synergy_adc_25_name,synergy_adc_25_winrate,synergy_adc_25_games,synergy_adc_25_lane_quality,synergy_adc_26_name,synergy_adc_26_winrate,synergy_adc_26_games,synergy_adc_26_lane_quality,synergy_adc_27_name,synergy_adc_27_winrate,synergy_adc_27_games,synergy_adc_27_lane_quality,synergy_adc_28_name,synergy_adc_28_winrate,synergy_adc_28_games,synergy_adc_28_lane_quality,synergy_adc_29_name,synergy_adc_29_winrate,synergy_adc_29_games,synergy_adc_29_lane_quality,synergy_adc_30_name,synergy_adc_30_winrate,synergy_adc_30_games,synergy_adc_30_lane_quality,synergy_adc_31_name,synergy_adc_31_winrate,synergy_adc_31_games,synergy_adc_31_lane_quality,synergy_adc_32_name,synergy_adc_32_winrate,synergy_adc_32_games,synergy_adc_32_lane_quality,synergy_adc_33_name,synergy_adc_33_winrate,synergy_adc_33_games,synergy_adc_33_lane_quality,synergy_adc_34_name,synergy_adc_34_winrate,synergy_adc_34_games,synergy_adc_34_lane_quality,synergy_adc_35_name,synergy_adc_35_winrate,synergy_adc_35_games,synergy_adc_35_lane_quality,synergy_adc_36_name,synergy_adc_36_winrate,synergy_adc_36_games,synergy_adc_36_lane_quality
Rakan,sup,98.1%,D,36 / 39,49.1 %,2.9 %,0.3 %,144515,https://dpm.lol/champions/Rakan/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Swain,54.59%,740,,Nilah,54.23%,1346,,Ziggs,53.03%,1203,,Smolder,51.98%,5789,,Yasuo,50.81%,1795,,Zeri,50.77%,1556,,MissFortune,50.66%,13550,,Vayne,50.65%,4776,,Samira,50.58%,4122,,Jinx,50.29%,6645,,KogMaw,50.16%,614,,Sivir,49.72%,2516,,Xayah,49.10%,30842,,Aphelios,48.94%,3913,,Kaisa,48.67%,11999,,Tristana,48.63%,5252,,Jhin,48.61%,7975,,Ashe,48.56%,5632,,Lucian,48.48%,3416,,Corki,48.47%,982,,Mel,48.20%,529,,Twitch,47.77%,2307,,Draven,47.64%,2143,,Yunara,47.28%,4649,,Caitlyn,46.62%,7430,,Ezreal,46.28%,6234,,Kalista,45.16%,837,,Varus,44.80%,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akshan,mid,88.5%,D,41 / 47,48.7 %,2.5 %,2.3 %,124051,https://dpm.lol/champions/Akshan/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Brand,58.56%,1011,,Velkoz,56.18%,372,,Lux,54.27%,914,,Ziggs,53.62%,2872,,Swain,53.53%,1700,,AurelionSol,53.24%,355,,Hwei,53.13%,527,,KogMaw,52.06%,1141,,Seraphine,52.04%,442,,Smolder,51.33%,5529,,Yasuo,51.33%,715,,Karthus,50.91%,330,,MissFortune,50.19%,12593,,Jinx,49.22%,7339,,Jhin,49.18%,9687,,Veigar,49.07%,964,,Syndra,49.02%,306,,Nilah,48.72%,1092,,Ashe,48.39%,6602,,Twitch,48.22%,2984,,Sivir,48.19%,2214,,Lucian,48.12%,3965,,Xayah,48.10%,2127,,Tristana,47.62%,4620,,Ezreal,47.49%,5490,,Mel,47.34%,1390,,Zeri,47.18%,1348,,Aphelios,47.16%,3800,,Caitlyn,47.05%,9898,,Draven,47.02%,2469,,Samira,46.68%,3087,,Kaisa,46.66%,9525,,Yunara,46.06%,3667,,Varus,46.01%,2167,,Kalista,45.72%,678,,Corki,45.02%,904,
Tryndamere,top,79.8%,D,41 / 50,48.6 %,3.3 %,2.2 %,164809,https://dpm.lol/champions/Tryndamere/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Swain,57.25%,1275,,Lux,53.40%,633,,Veigar,53.18%,677,,Brand,52.74%,694,,Nilah,51.53%,1535,,Ziggs,51.51%,1951,,KogMaw,51.41%,1278,,Yasuo,51.26%,956,,Mel,50.86%,1050,,MissFortune,50.14%,18753,,Smolder,49.79%,7608,,Vayne,49.76%,7468,,Jinx,49.47%,10995,,Jhin,49.37%,13671,,Sivir,49.26%,3187,,Samira,49.25%,4636,,Xayah,48.74%,3024,,Caitlyn,47.81%,14972,,Ashe,47.76%,9512,,Kaisa,47.74%,11788,,Twitch,47.72%,3525,,Senna,47.51%,402,,Tristana,47.49%,6818,,Zeri,47.40%,1751,,Aphelios,47.07%,4731,,Ezreal,46.89%,7812,,Draven,46.76%,3302,,Corki,46.75%,1014,,Lucian,46.42%,5761,,Yunara,46.28%,4745,,Kalista,46.04%,1049,,Varus,44.55%,2952,,,,,,,,,,,,,,,,,
Twisted Fate,mid,88.6%,D,39 / 47,49.0 %,2.9 %,0.3 %,148577,https://dpm.lol/champions/TwistedFate/build?lane=middle&tier=all&platform=all&timeframe=15.24,False,Lux,53.63%,399,,Zeri,52.87%,1689,,KogMaw,52.79%,1093,,Ziggs,52.61%,1224,,Veigar,52.01%,423,,Smolder,51.19%,7295,,MissFortune,50.99%,15172,,Nilah,50.30%,1153,,Samira,50.27%,3752,,Swain,50.22%,920,,Sivir,50.00%,3274,,Jhin,49.94%,12677,,Twitch,49.87%,2964,,Jinx,49.54%,9227,,Vayne,49.23%,6104,,Kaisa,49.13%,12632,,Aphelios,48.84%,4932,,Xayah,48.72%,2847,,Yasuo,48.59%,817,,Lucian,48.52%,6354,,Mel,48.31%,652,,Tristana,48.13%,5618,,Ashe,48.10%,8553,,Kalista,48.07%,986,,Ezreal,47.87%,8883,,Draven,47.63%,3227,,Caitlyn,47.15%,12012,,Yunara,46.85%,5439,,Corki,45.58%,1121,,Varus,44.41%,2880,,,,,,,,,,,,,,,,,,,,,,,,,
Ambessa,top,71.2%,D,42 / 50,48.2 %,2.9 %,5.0 %,148777,https://dpm.lol/champions/Ambessa/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Veigar,54.64%,485,,Brand,53.72%,497,,Swain,52.35%,1169,,Nilah,51.96%,1120,,Ziggs,51.51%,1784,,KogMaw,51.47%,1020,,Lux,51.11%,497,,Yasuo,50.83%,720,,Twitch,49.84%,2771,,Ashe,49.76%,8719,,Vayne,49.66%,5670,,MissFortune,49.63%,14735,,Smolder,49.63%,6720,,Jinx,49.18%,8630,,Lucian,48.52%,6369,,Jhin,47.99%,12466,,Aphelios,47.89%,5174,,Tristana,47.72%,5268,,Xayah,47.68%,2783,,Kaisa,47.67%,13378,,Samira,47.39%,3560,,Zeri,47.37%,1902,,Mel,47.35%,830,,Draven,46.91%,2946,,Ezreal,46.74%,9332,,Caitlyn,46.55%,11389,,Corki,46.44%,1152,,Yunara,45.82%,5626,,Varus,45.28%,3207,,Kalista,43.14%,1020,,,,,,,,,,,,,,,,,,,,,,,,,
