champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_adc_1_name,synergy_adc_1_winrate,synergy_adc_1_games,synergy_adc_1_lane_quality,synergy_adc_2_name,synergy_adc_2_winrate,synergy_adc_2_games,synergy_adc_2_lane_quality,synergy_adc_3_name,synergy_adc_3_winrate,synergy_adc_3_games,synergy_adc_3_lane_quality,synergy_adc_4_name,synergy_adc_4_winrate,synergy_adc_4_games,synergy_adc_4_lane_quality,synergy_adc_5_name,synergy_adc_5_winrate,synergy_adc_5_games,synergy_adc_5_lane_quality,synergy_adc_6_name,synergy_adc_6_winrate,synergy_adc_6_games,synergy_adc_6_lane_quality,synergy_adc_7_name,synergy_adc_7_winrate,synergy_adc_7_games,synergy_adc_7_lane_quality,synergy_adc_8_name,synergy_adc_8_winrate,synergy_adc_8_games,synergy_adc_8_lane_quality,synergy_adc_9_name,synergy_adc_9_winrate,synergy_adc_9_games,synergy_adc_9_lane_quality,synergy_adc_10_name,synergy_adc_10_winrate,synergy_adc_10_games,synergy_adc_10_lane_quality,synergy_adc_11_name,synergy_adc_11_winrate,synergy_adc_11_games,synergy_adc_11_lane_quality,synergy_adc_12_name,synergy_adc_12_winrate,synergy_adc_12_games,synergy_adc_12_lane_quality,synergy_adc_13_name,synergy_adc_13_winrate,synergy_adc_13_games,synergy_adc_13_lane_quality,synergy_adc_14_name,synergy_adc_14_winrate,synergy_adc_14_games,synergy_adc_14_lane_quality,synergy_adc_15_name,synergy_adc_15_winrate,synergy_adc_15_games,synergy_adc_15_lane_quality,synergy_adc_16_name,synergy_adc_16_winrate,synergy_adc_16_games,synergy_adc_16_lane_quality,synergy_adc_17_name,synergy_adc_17_winrate,synergy_adc_17_games,synergy_adc_17_lane_quality,synergy_adc_18_name,synergy_adc_18_winrate,synergy_adc_18_games,synergy_adc_18_lane_quality,synergy_adc_19_name,synergy_adc_19_winrate,synergy_adc_19_games,synergy_adc_19_lane_quality,synergy_adc_20_name,synergy_adc_20_winrate,synergy_adc_20_games,synergy_adc_20_lane_quality,synergy_adc_21_name,synergy_adc_21_winrate,synergy_adc_21_games,synergy_adc_21_lane_quality,synergy_adc_22_name,synergy_adc_22_winrate,synergy_adc_22_games,synergy_adc_22_lane_quality,synergy_adc_23_name,synergy_adc_23_winrate,synergy_adc_23_games,synergy_adc_23_lane_quality,synergy_adc_24_name,synergy_adc_24_winrate,synergy_adc_24_games,synergy_adc_24_lane_quality,synergy_adc_25_name,synergy_adc_25_winrate,synergy_adc_25_games,synergy_adc_25_lane_quality,synergy_adc_26_name,synergy_adc_26_winrate,synergy_adc_26_games,synergy_adc_26_lane_quality,synergy_adc_27_name,synergy_adc_27_winrate,synergy_adc_27_games,synergy_adc_27_lane_quality,synergy_adc_28_name,synergy_adc_28_winrate,synergy_adc_28_games,synergy_adc_28_lane_quality,synergy_adc_29_name,synergy_adc_29_winrate,synergy_adc_29_games,synergy_adc_29_lane_quality,synergy_adc_30_name,synergy_adc_30_winrate,synergy_adc_30_games,synergy_adc_30_lane_quality,synergy_adc_31_name,synergy_adc_31_winrate,synergy_adc_31_games,synergy_adc_31_lane_quality,synergy_adc_32_name,synergy_adc_32_winrate,synergy_adc_32_games,synergy_adc_32_lane_quality
Jax,top,46.4%,B,16 / 50,49.7 %,5.3 %,11.6 %,1277927,https://dpm.lol/champions/Jax/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Swain,54.33%,8338,,Veigar,52.79%,4683,,KogMaw,52.49%,10097,,Lux,52.46%,4026,,MissFortune,51.76%,144547,,Smolder,51.63%,60550,,Ziggs,51.51%,13973,,Nilah,51.27%,10298,,Vayne,51.19%,54720,,Yasuo,50.63%,6654,,Sivir,50.36%,27724,,Jinx,50.32%,82538,,Ashe,50.21%,76000,,Jhin,49.71%,102576,,Zeri,49.62%,17456,,Aphelios,49.56%,36646,,Tristana,49.45%,48843,,Samira,49.36%,33211,,Xayah,49.32%,24090,,Twitch,49.17%,26526,,Mel,48.84%,8457,,Lucian,48.79%,49071,,Kaisa,48.68%,100779,,Caitlyn,48.67%,110530,,Ezreal,47.89%,67227,,Corki,47.88%,7674,,Yunara,47.63%,42015,,Draven,47.24%,25169,,Kalista,46.74%,8682,,Varus,46.12%,24996,,,,,,,,,
Sona,sup,98.8%,B,15 / 39,52.1 %,2.7 %,0.2 %,636850,https://dpm.lol/champions/Sona/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Nilah,55.60%,8746,,Veigar,55.37%,1965,,Ziggs,55.26%,6804,,Yasuo,55.02%,2252,,Smolder,54.37%,40368,,Lux,54.17%,2252,,MissFortune,54.14%,82069,,Swain,54.09%,4363,,Seraphine,53.84%,6324,,Vayne,53.23%,29068,,Jinx,52.69%,43720,,KogMaw,52.56%,5398,,Ashe,52.39%,38128,,Zeri,52.27%,9899,,Xayah,52.19%,10551,,Aphelios,52.14%,19739,,Sivir,52.07%,17331,,Jhin,51.63%,45772,,Tristana,51.53%,21491,,Mel,51.24%,4682,,Kalista,51.13%,2482,,Senna,51.10%,1773,,Caitlyn,50.62%,51611,,Samira,50.59%,9513,,Kaisa,50.50%,39548,,Lucian,50.38%,18982,,Twitch,50.32%,12813,,Draven,50.13%,10791,,Yunara,49.74%,20658,,Corki,49.72%,3908,,Ezreal,49.68%,36099,,Varus,49.10%,11659,
Sylas,jun,47.6%,C,14 / 52,48.9 %,7.4 %,18.2 %,1769651,https://dpm.lol/champions/Sylas/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Nilah,52.03%,13770,,Yasuo,51.80%,9633,,MissFortune,51.27%,188792,,Swain,51.21%,7965,,Vayne,50.49%,75265,,Jinx,50.34%,112030,,Smolder,50.05%,84862,,Xayah,50.00%,36111,,Aphelios,49.81%,56053,,Sivir,49.77%,41313,,Ashe,49.44%,104936,,KogMaw,49.33%,12753,,Ziggs,49.11%,12331,,Tristana,49.08%,66104,,Samira,48.95%,47283,,Jhin,48.82%,146602,,Zeri,48.82%,27281,,Lucian,48.54%,78558,,Twitch,48.16%,33238,,Draven,47.90%,37024,,Kaisa,47.77%,144646,,Caitlyn,47.53%,145394,,Yunara,46.79%,65035,,Ezreal,46.75%,104733,,Kalista,46.61%,13256,,Corki,45.92%,11567,,Mel,44.73%,7532,,Varus,44.54%,35472,,,,,,,,,,,,,,,,,
Katarina,mid,96.2%,C,16 / 47,49.4 %,7.2 %,8.6 %,1735809,https://dpm.lol/champions/Katarina/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Swain,52.49%,10751,,KogMaw,51.63%,14543,,Lux,51.20%,5404,,MissFortune,51.16%,192082,,Nilah,51.09%,15764,,Smolder,51.03%,84066,,Vayne,50.78%,81188,,Sivir,50.73%,36254,,Jinx,50.71%,115946,,Veigar,50.40%,5691,,Ashe,50.31%,98026,,Ziggs,50.29%,13858,,Aphelios,49.83%,52650,,Xayah,49.68%,34281,,Zeri,49.13%,23922,,Jhin,49.12%,140037,,Yasuo,49.01%,10570,,Twitch,48.85%,40452,,Caitlyn,48.82%,154345,,Tristana,48.73%,67953,,Mel,48.36%,10671,,Lucian,48.33%,66315,,Kaisa,48.22%,128221,,Samira,48.21%,51335,,Draven,48.10%,38947,,Ezreal,47.76%,82737,,Yunara,47.26%,54167,,Corki,46.86%,10028,,Varus,46.08%,31950,,Kalista,45.96%,11765,,,,,,,,,
Sion,top,76.6%,C,17 / 50,51.3 %,4.4 %,1.4 %,1052505,https://dpm.lol/champions/Sion/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Nilah,54.54%,8880,,Brand,54.07%,3046,,Veigar,54.01%,3925,,Swain,54.00%,7424,,Vayne,53.73%,46734,,KogMaw,53.26%,8505,,Yasuo,53.16%,5619,,MissFortune,53.04%,116072,,Lux,52.85%,3408,,Smolder,52.27%,53012,,Ziggs,52.05%,11686,,Jhin,52.04%,84517,,Jinx,52.03%,68090,,Aphelios,51.76%,32014,,Samira,51.62%,26660,,Xayah,51.54%,20293,,Tristana,51.44%,39208,,Sivir,51.00%,22921,,Caitlyn,50.80%,89098,,Twitch,50.69%,22667,,Kaisa,50.46%,80329,,Zeri,50.41%,15522,,Lucian,49.93%,39691,,Ezreal,49.32%,53763,,Draven,49.23%,21222,,Mel,48.37%,7045,,Yunara,48.37%,35071,,Kalista,48.29%,7145,,Varus,47.01%,20753,,Corki,46.09%,6478,,,,,,,,,
