champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_adc_1_name,synergy_adc_1_winrate,synergy_adc_1_games,synergy_adc_1_lane_quality,synergy_adc_2_name,synergy_adc_2_winrate,synergy_adc_2_games,synergy_adc_2_lane_quality,synergy_adc_3_name,synergy_adc_3_winrate,synergy_adc_3_games,synergy_adc_3_lane_quality,synergy_adc_4_name,synergy_adc_4_winrate,synergy_adc_4_games,synergy_adc_4_lane_quality,synergy_adc_5_name,synergy_adc_5_winrate,synergy_adc_5_games,synergy_adc_5_lane_quality,synergy_adc_6_name,synergy_adc_6_winrate,synergy_adc_6_games,synergy_adc_6_lane_quality,synergy_adc_7_name,synergy_adc_7_winrate,synergy_adc_7_games,synergy_adc_7_lane_quality,synergy_adc_8_name,synergy_adc_8_winrate,synergy_adc_8_games,synergy_adc_8_lane_quality,synergy_adc_9_name,synergy_adc_9_winrate,synergy_adc_9_games,synergy_adc_9_lane_quality,synergy_adc_10_name,synergy_adc_10_winrate,synergy_adc_10_games,synergy_adc_10_lane_quality,synergy_adc_11_name,synergy_adc_11_winrate,synergy_adc_11_games,synergy_adc_11_lane_quality,synergy_adc_12_name,synergy_adc_12_winrate,synergy_adc_12_games,synergy_adc_12_lane_quality,synergy_adc_13_name,synergy_adc_13_winrate,synergy_adc_13_games,synergy_adc_13_lane_quality,synergy_adc_14_name,synergy_adc_14_winrate,synergy_adc_14_games,synergy_adc_14_lane_quality,synergy_adc_15_name,synergy_adc_15_winrate,synergy_adc_15_games,synergy_adc_15_lane_quality,synergy_adc_16_name,synergy_adc_16_winrate,synergy_adc_16_games,synergy_adc_16_lane_quality,synergy_adc_17_name,synergy_adc_17_winrate,synergy_adc_17_games,synergy_adc_17_lane_quality,synergy_adc_18_name,synergy_adc_18_winrate,synergy_adc_18_games,synergy_adc_18_lane_quality,synergy_adc_19_name,synergy_adc_19_winrate,synergy_adc_19_games,synergy_adc_19_lane_quality,synergy_adc_20_name,synergy_adc_20_winrate,synergy_adc_20_games,synergy_adc_20_lane_quality,synergy_adc_21_name,synergy_adc_21_winrate,synergy_adc_21_games,synergy_adc_21_lane_quality,synergy_adc_22_name,synergy_adc_22_winrate,synergy_adc_22_games,synergy_adc_22_lane_quality,synergy_adc_23_name,synergy_adc_23_winrate,synergy_adc_23_games,synergy_adc_23_lane_quality,synergy_adc_24_name,synergy_adc_24_winrate,synergy_adc_24_games,synergy_adc_24_lane_quality,synergy_adc_25_name,synergy_adc_25_winrate,synergy_adc_25_games,synergy_adc_25_lane_quality,synergy_adc_26_name,synergy_adc_26_winrate,synergy_adc_26_games,synergy_adc_26_lane_quality,synergy_adc_27_name,synergy_adc_27_winrate,synergy_adc_27_games,synergy_adc_27_lane_quality,synergy_adc_28_name,synergy_adc_28_winrate,synergy_adc_28_games,synergy_adc_28_lane_quality,synergy_adc_29_name,synergy_adc_29_winrate,synergy_adc_29_games,synergy_adc_29_lane_quality,synergy_adc_30_name,synergy_adc_30_winrate,synergy_adc_30_games,synergy_adc_30_lane_quality,synergy_adc_31_name,synergy_adc_31_winrate,synergy_adc_31_games,synergy_adc_31_lane_quality,synergy_adc_32_name,synergy_adc_32_winrate,synergy_adc_32_games,synergy_adc_32_lane_quality,synergy_adc_33_name,synergy_adc_33_winrate,synergy_adc_33_games,synergy_adc_33_lane_quality,synergy_adc_34_name,synergy_adc_34_winrate,synergy_adc_34_games,synergy_adc_34_lane_quality,synergy_adc_35_name,synergy_adc_35_winrate,synergy_adc_35_games,synergy_adc_35_lane_quality,synergy_adc_36_name,synergy_adc_36_winrate,synergy_adc_36_games,synergy_adc_36_lane_quality
Rek'Sai,jun,82.7%,D,43 / 50,48.9 %,1.2 %,0.5 %,59758,https://dpm.lol/champions/RekSai/build?lane=jungle&tier=all&platform=all&timeframe=15.24,False,Yasuo,54.79%,365,,KogMaw,54.14%,519,,Swain,54.06%,505,,Nilah,51.25%,519,,MissFortune,50.79%,5956,,Vayne,50.74%,2497,,Lucian,50.50%,2517,,Ziggs,50.14%,690,,Sivir,50.11%,1315,,Smolder,49.74%,2698,,Twitch,49.56%,1251,,Lux,49.35%,231,,Aphelios,49.30%,2085,,Ashe,49.17%,3362,,Samira,48.95%,1575,,Jinx,48.73%,3544,,Jhin,48.68%,4819,,Xayah,48.47%,1141,,Kaisa,48.32%,5019,,Tristana,47.98%,2353,,Zeri,47.88%,777,,Yunara,47.87%,2156,,Ezreal,47.83%,3159,,Draven,47.73%,1389,,Corki,47.72%,482,,Brand,46.96%,230,,Mel,46.72%,366,,Kalista,46.13%,362,,Veigar,46.04%,202,,Caitlyn,45.93%,4635,,,,,,,,,,,,,,,,,,,,,,,,,
Hecarim,jun,99.0%,D,46 / 50,48.0 %,2.4 %,1.2 %,120218,https://dpm.lol/champions/Hecarim/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Brand,54.05%,518,,Lux,53.25%,507,,Swain,52.16%,970,,Seraphine,51.86%,295,,Vayne,51.11%,5240,,Ziggs,50.30%,1338,,Yasuo,50.14%,728,,Veigar,49.90%,505,,Zeri,49.76%,1481,,Sivir,49.68%,2653,,Draven,49.51%,2759,,Nilah,49.28%,1108,,MissFortune,49.20%,12255,,Samira,49.18%,3213,,Tristana,48.85%,4815,,KogMaw,48.85%,1040,,Smolder,48.56%,5560,,Aphelios,48.45%,3901,,Lucian,48.18%,4846,,Jinx,48.10%,7507,,Twitch,48.04%,2881,,Kaisa,47.59%,9407,,Jhin,47.35%,9680,,Ashe,46.96%,6559,,Yunara,46.94%,3796,,Caitlyn,46.94%,9907,,Xayah,46.85%,2145,,Mel,46.78%,808,,Varus,45.22%,2132,,Kalista,44.91%,766,,Ezreal,44.66%,6059,,Corki,44.64%,923,,,,,,,,,,,,,,,,,
Mel,sup,37.0%,D,38 / 39,46.1 %,4.8 %,48.9 %,240234,https://dpm.lol/champions/Mel/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Veigar,49.94%,909,,Lux,49.85%,1302,,Brand,49.75%,788,,Yasuo,48.64%,884,,Swain,48.63%,1462,,Vayne,48.31%,9252,,Senna,48.14%,671,,Jhin,47.91%,25257,,Ziggs,47.54%,2928,,Smolder,47.46%,11853,,MissFortune,47.43%,28727,,Nilah,47.41%,1622,,Jinx,47.36%,15752,,KogMaw,47.26%,1477,,Ashe,46.45%,15060,,Sivir,45.91%,5195,,Aphelios,45.76%,6363,,Caitlyn,45.60%,24329,,Ezreal,45.41%,15629,,Tristana,45.05%,9034,,Xayah,44.65%,3881,,Kaisa,44.56%,15540,,Twitch,44.44%,4408,,Draven,44.23%,3631,,Corki,42.72%,1285,,Zeri,42.69%,1963,,Varus,41.96%,5705,,Yunara,41.82%,6535,,Kalista,41.54%,963,,Lucian,41.22%,6055,,,,,,,,,,,,,,,,,,,,,,,,,
Smolder,mid,11.5%,D,44 / 47,48.3 %,1.3 %,4.6 %,66159,https://dpm.lol/champions/Smolder/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Syndra,54.31%,197,,KogMaw,52.36%,487,,Swain,52.10%,1025,,Brand,51.97%,533,,Ziggs,51.88%,1945,,Vayne,51.10%,2581,,Velkoz,50.79%,191,,AurelionSol,50.44%,228,,Yasuo,50.36%,685,,MissFortune,50.02%,6323,,Veigar,49.44%,629,,Samira,49.27%,1506,,Lux,49.13%,572,,Jhin,48.98%,5486,,Jinx,48.84%,3999,,Tristana,48.61%,2306,,Sivir,48.45%,1356,,Kaisa,48.39%,5698,,Twitch,48.06%,1317,,Hwei,47.99%,273,,Ashe,47.90%,3545,,Varus,47.84%,1294,,Aphelios,47.54%,1750,,Caitlyn,47.41%,5531,,Lucian,47.34%,2328,,Mel,46.90%,919,,Zeri,46.60%,661,,Corki,46.34%,382,,Seraphine,46.31%,244,,Xayah,46.08%,1083,,Nilah,46.03%,541,,Ezreal,45.23%,3699,,Malzahar,44.58%,166,,Yunara,44.04%,1989,,Kalista,44.01%,409,,Draven,43.50%,1200,
Neeko,sup,77.3%,D,39 / 39,47.8 %,3.0 %,1.8 %,153706,https://dpm.lol/champions/Neeko/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,MissFortune,49.83%,20216,,Ziggs,49.40%,1755,,Kaisa,49.39%,14320,,Swain,49.33%,965,,Veigar,49.32%,517,,Yasuo,49.28%,907,,Nilah,49.11%,1069,,Vayne,48.76%,5310,,Lux,48.37%,674,,Tristana,48.30%,5584,,Samira,48.23%,3879,,Brand,48.16%,407,,Ashe,48.10%,8283,,Jhin,48.08%,13927,,Zeri,48.07%,1350,,Smolder,47.95%,6185,,Xayah,47.85%,2610,,Jinx,47.79%,8578,,Aphelios,47.28%,4135,,Ezreal,47.19%,9230,,Caitlyn,47.19%,14483,,Sivir,47.02%,2971,,Twitch,46.74%,2927,,Draven,46.62%,2454,,Mel,46.39%,1067,,Kalista,46.05%,1368,,Lucian,45.09%,3724,,Yunara,43.05%,4648,,Corki,43.03%,1076,,Varus,43.02%,3663,,,,,,,,,,,,,,,,,,,,,,,,,
