champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_adc_1_name,synergy_adc_1_winrate,synergy_adc_1_games,synergy_adc_1_lane_quality,synergy_adc_2_name,synergy_adc_2_winrate,synergy_adc_2_games,synergy_adc_2_lane_quality,synergy_adc_3_name,synergy_adc_3_winrate,synergy_adc_3_games,synergy_adc_3_lane_quality,synergy_adc_4_name,synergy_adc_4_winrate,synergy_adc_4_games,synergy_adc_4_lane_quality,synergy_adc_5_name,synergy_adc_5_winrate,synergy_adc_5_games,synergy_adc_5_lane_quality,synergy_adc_6_name,synergy_adc_6_winrate,synergy_adc_6_games,synergy_adc_6_lane_quality,synergy_adc_7_name,synergy_adc_7_winrate,synergy_adc_7_games,synergy_adc_7_lane_quality,synergy_adc_8_name,synergy_adc_8_winrate,synergy_adc_8_games,synergy_adc_8_lane_quality,synergy_adc_9_name,synergy_adc_9_winrate,synergy_adc_9_games,synergy_adc_9_lane_quality,synergy_adc_10_name,synergy_adc_10_winrate,synergy_adc_10_games,synergy_adc_10_lane_quality,synergy_adc_11_name,synergy_adc_11_winrate,synergy_adc_11_games,synergy_adc_11_lane_quality,synergy_adc_12_name,synergy_adc_12_winrate,synergy_adc_12_games,synergy_adc_12_lane_quality,synergy_adc_13_name,synergy_adc_13_winrate,synergy_adc_13_games,synergy_adc_13_lane_quality,synergy_adc_14_name,synergy_adc_14_winrate,synergy_adc_14_games,synergy_adc_14_lane_quality,synergy_adc_15_name,synergy_adc_15_winrate,synergy_adc_15_games,synergy_adc_15_lane_quality,synergy_adc_16_name,synergy_adc_16_winrate,synergy_adc_16_games,synergy_adc_16_lane_quality,synergy_adc_17_name,synergy_adc_17_winrate,synergy_adc_17_games,synergy_adc_17_lane_quality,synergy_adc_18_name,synergy_adc_18_winrate,synergy_adc_18_games,synergy_adc_18_lane_quality,synergy_adc_19_name,synergy_adc_19_winrate,synergy_adc_19_games,synergy_adc_19_lane_quality,synergy_adc_20_name,synergy_adc_20_winrate,synergy_adc_20_games,synergy_adc_20_lane_quality,synergy_adc_21_name,synergy_adc_21_winrate,synergy_adc_21_games,synergy_adc_21_lane_quality,synergy_adc_22_name,synergy_adc_22_winrate,synergy_adc_22_games,synergy_adc_22_lane_quality,synergy_adc_23_name,synergy_adc_23_winrate,synergy_adc_23_games,synergy_adc_23_lane_quality,synergy_adc_24_name,synergy_adc_24_winrate,synergy_adc_24_games,synergy_adc_24_lane_quality,synergy_adc_25_name,synergy_adc_25_winrate,synergy_adc_25_games,synergy_adc_25_lane_quality,synergy_adc_26_name,synergy_adc_26_winrate,synergy_adc_26_games,synergy_adc_26_lane_quality,synergy_adc_27_name,synergy_adc_27_winrate,synergy_adc_27_games,synergy_adc_27_lane_quality,synergy_adc_28_name,synergy_adc_28_winrate,synergy_adc_28_games,synergy_adc_28_lane_quality,synergy_adc_29_name,synergy_adc_29_winrate,synergy_adc_29_games,synergy_adc_29_lane_quality,synergy_adc_30_name,synergy_adc_30_winrate,synergy_adc_30_games,synergy_adc_30_lane_quality,synergy_adc_31_name,synergy_adc_31_winrate,synergy_adc_31_games,synergy_adc_31_lane_quality,synergy_adc_32_name,synergy_adc_32_winrate,synergy_adc_32_games,synergy_adc_32_lane_quality
Vladimir,top,40.0%,D,38 / 50,48.9 %,2.0 %,6.1 %,99478,https://dpm.lol/champions/Vladimir/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Nilah,54.88%,902,,Lux,53.87%,284,,Smolder,51.53%,4531,,Vayne,51.48%,4613,,Xayah,50.52%,1936,,MissFortune,50.20%,10333,,Samira,50.19%,2835,,KogMaw,50.14%,732,,Sivir,50.02%,2281,,Jhin,49.69%,8336,,Yasuo,49.68%,628,,Ziggs,49.66%,590,,Zeri,49.09%,1151,,Jinx,48.94%,6326,,Aphelios,48.90%,3395,,Twitch,48.85%,2129,,Tristana,48.78%,3977,,Veigar,48.53%,272,,Corki,48.38%,740,,Ezreal,48.15%,5348,,Ashe,47.90%,5714,,Kaisa,47.88%,7604,,Lucian,47.70%,4258,,Caitlyn,47.60%,8710,,Swain,47.46%,552,,Draven,47.43%,2338,,Yunara,46.40%,3224,,Varus,46.16%,1861,,Kalista,45.76%,660,,Mel,43.15%,394,,,,,,,,,
Ambessa,jun,23.5%,-,-/-,49.7 %,1.0 %,5.0 %,49003,https://dpm.lol/champions/Ambessa/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Brand,58.73%,189,,Swain,53.41%,410,,Nilah,53.32%,407,,Veigar,52.56%,215,,Ziggs,52.45%,593,,Lux,51.72%,203,,Xayah,51.12%,984,,Zeri,51.01%,543,,Twitch,50.95%,1056,,Jhin,50.76%,3930,,Ashe,50.73%,2825,,MissFortune,50.67%,4569,,Vayne,50.57%,2011,,Yasuo,50.41%,244,,Aphelios,50.31%,1755,,Smolder,50.05%,2222,,Varus,49.80%,982,,Kaisa,49.77%,4151,,KogMaw,49.72%,362,,Samira,49.52%,1262,,Caitlyn,49.37%,3893,,Sivir,49.36%,1086,,Jinx,48.87%,2971,,Lucian,48.64%,2128,,Ezreal,48.38%,2712,,Tristana,48.03%,1826,,Draven,46.25%,1012,,Mel,46.13%,336,,Yunara,45.91%,1749,,Corki,43.73%,391,,,,,,,,,
Talon,mid,31.5%,D,35 / 47,49.7 %,1.4 %,2.6 %,69341,https://dpm.lol/champions/Talon/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Seraphine,58.68%,167,,Brand,56.28%,382,,Hwei,56.16%,219,,Swain,55.31%,754,,Ziggs,54.70%,1276,,KogMaw,53.96%,556,,Veigar,53.55%,394,,Lux,52.94%,357,,Zeri,52.65%,830,,Sivir,52.33%,1397,,Jinx,50.67%,4038,,Nilah,50.38%,532,,Aphelios,50.26%,2147,,Samira,50.18%,1690,,Mel,50.17%,596,,Ashe,50.04%,4021,,MissFortune,49.88%,6875,,Vayne,49.77%,2769,,Kaisa,49.62%,5957,,Ezreal,49.38%,3805,,Jhin,49.19%,5578,,Lucian,49.03%,2621,,Xayah,48.83%,1284,,Draven,48.73%,1383,,Tristana,48.67%,2511,,Twitch,48.26%,1440,,Kalista,48.24%,454,,Caitlyn,48.23%,5578,,Yunara,47.29%,2193,,Corki,46.96%,428,,Varus,46.38%,1311,,Yasuo,45.10%,388,
Cho'Gath,jun,14.0%,-,-/-,49.7 %,0.9 %,1.8 %,44522,https://dpm.lol/champions/Chogath/build?lane=jungle&tier=all&platform=all&timeframe=15.24,False,Veigar,57.63%,177,,Brand,55.74%,183,,KogMaw,53.79%,409,,Mel,52.63%,247,,Sivir,52.21%,929,,Nilah,52.09%,455,,Yasuo,51.72%,290,,Smolder,51.45%,2307,,Lux,51.15%,131,,MissFortune,50.78%,5100,,Swain,50.66%,304,,Tristana,50.51%,1782,,Vayne,50.41%,2089,,Xayah,50.35%,852,,Twitch,50.26%,971,,Aphelios,50.19%,1343,,Zeri,50.00%,506,,Senna,50.00%,116,,Jinx,49.87%,3008,,Corki,49.83%,291,,Jhin,49.66%,3679,,Ashe,49.41%,2617,,Draven,49.33%,977,,Caitlyn,48.91%,4083,,Kaisa,48.71%,3030,,Samira,48.28%,1278,,Varus,47.93%,749,,Lucian,47.53%,1479,,Yunara,47.46%,1260,,Ezreal,47.35%,1924,,Kalista,46.62%,281,,Ziggs,46.54%,376,
Naafiri,jun,40.5%,D,34 / 50,49.0 %,2.3 %,5.8 %,116451,https://dpm.lol/champions/Naafiri/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Lux,54.05%,457,,Brand,53.83%,418,,Swain,53.18%,929,,Smolder,51.72%,5393,,KogMaw,51.60%,905,,MissFortune,51.18%,12199,,Veigar,50.61%,494,,Yasuo,50.50%,602,,Vayne,50.20%,4962,,Jinx,50.07%,7443,,Nilah,49.90%,1018,,Jhin,49.73%,9661,,Aphelios,49.69%,3707,,Ashe,49.06%,6622,,Kaisa,49.00%,9086,,Xayah,48.52%,2189,,Samira,48.41%,3181,,Twitch,48.39%,2416,,Caitlyn,48.10%,10351,,Ezreal,48.09%,6155,,Sivir,47.85%,2420,,Varus,47.80%,2224,,Tristana,47.51%,4391,,Draven,47.31%,2359,,Zeri,47.22%,1275,,Yunara,47.13%,3717,,Corki,46.67%,810,,Lucian,46.21%,4389,,Mel,46.13%,711,,Kalista,42.74%,744,,,,,,,,,
