champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_adc_1_name,synergy_adc_1_winrate,synergy_adc_1_games,synergy_adc_1_lane_quality,synergy_adc_2_name,synergy_adc_2_winrate,synergy_adc_2_games,synergy_adc_2_lane_quality,synergy_adc_3_name,synergy_adc_3_winrate,synergy_adc_3_games,synergy_adc_3_lane_quality,synergy_adc_4_name,synergy_adc_4_winrate,synergy_adc_4_games,synergy_adc_4_lane_quality,synergy_adc_5_name,synergy_adc_5_winrate,synergy_adc_5_games,synergy_adc_5_lane_quality,synergy_adc_6_name,synergy_adc_6_winrate,synergy_adc_6_games,synergy_adc_6_lane_quality,synergy_adc_7_name,synergy_adc_7_winrate,synergy_adc_7_games,synergy_adc_7_lane_quality,synergy_adc_8_name,synergy_adc_8_winrate,synergy_adc_8_games,synergy_adc_8_lane_quality,synergy_adc_9_name,synergy_adc_9_winrate,synergy_adc_9_games,synergy_adc_9_lane_quality,synergy_adc_10_name,synergy_adc_10_winrate,synergy_adc_10_games,synergy_adc_10_lane_quality,synergy_adc_11_name,synergy_adc_11_winrate,synergy_adc_11_games,synergy_adc_11_lane_quality,synergy_adc_12_name,synergy_adc_12_winrate,synergy_adc_12_games,synergy_adc_12_lane_quality,synergy_adc_13_name,synergy_adc_13_winrate,synergy_adc_13_games,synergy_adc_13_lane_quality,synergy_adc_14_name,synergy_adc_14_winrate,synergy_adc_14_games,synergy_adc_14_lane_quality,synergy_adc_15_name,synergy_adc_15_winrate,synergy_adc_15_games,synergy_adc_15_lane_quality,synergy_adc_16_name,synergy_adc_16_winrate,synergy_adc_16_games,synergy_adc_16_lane_quality,synergy_adc_17_name,synergy_adc_17_winrate,synergy_adc_17_games,synergy_adc_17_lane_quality,synergy_adc_18_name,synergy_adc_18_winrate,synergy_adc_18_games,synergy_adc_18_lane_quality,synergy_adc_19_name,synergy_adc_19_winrate,synergy_adc_19_games,synergy_adc_19_lane_quality,synergy_adc_20_name,synergy_adc_20_winrate,synergy_adc_20_games,synergy_adc_20_lane_quality,synergy_adc_21_name,synergy_adc_21_winrate,synergy_adc_21_games,synergy_adc_21_lane_quality,synergy_adc_22_name,synergy_adc_22_winrate,synergy_adc_22_games,synergy_adc_22_lane_quality,synergy_adc_23_name,synergy_adc_23_winrate,synergy_adc_23_games,synergy_adc_23_lane_quality,synergy_adc_24_name,synergy_adc_24_winrate,synergy_adc_24_games,synergy_adc_24_lane_quality,synergy_adc_25_name,synergy_adc_25_winrate,synergy_adc_25_games,synergy_adc_25_lane_quality,synergy_adc_26_name,synergy_adc_26_winrate,synergy_adc_26_games,synergy_adc_26_lane_quality,synergy_adc_27_name,synergy_adc_27_winrate,synergy_adc_27_games,synergy_adc_27_lane_quality,synergy_adc_28_name,synergy_adc_28_winrate,synergy_adc_28_games,synergy_adc_28_lane_quality,synergy_adc_29_name,synergy_adc_29_winrate,synergy_adc_29_games,synergy_adc_29_lane_quality,synergy_adc_30_name,synergy_adc_30_winrate,synergy_adc_30_games,synergy_adc_30_lane_quality
Yorick,top,90.6%,S,7 / 50,51.8 %,4.8 %,10.8 %,1141601,https://dpm.lol/champions/Yorick/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Brand,56.82%,2969,,Veigar,56.24%,4740,,Swain,55.41%,7785,,Lux,54.76%,3705,,MissFortune,54.50%,138200,,Ziggs,54.11%,13309,,KogMaw,53.78%,9304,,Nilah,53.24%,9933,,Vayne,52.95%,51194,,Yasuo,52.70%,5971,,Jhin,52.70%,92636,,Smolder,52.64%,54786,,Jinx,52.33%,79655,,Mel,52.28%,7928,,Ashe,51.99%,70720,,Twitch,51.51%,24585,,Aphelios,51.33%,30351,,Caitlyn,51.21%,105285,,Samira,51.17%,30270,,Tristana,51.01%,44874,,Zeri,50.97%,14272,,Xayah,50.50%,21253,,Kaisa,50.44%,79417,,Ezreal,49.65%,52563,,Draven,49.46%,21303,,Lucian,49.35%,37590,,Kalista,48.89%,7225,,Varus,48.67%,22092,,Yunara,48.39%,34027,,Corki,47.69%,5857,
Yasuo,mid,69.3%,A,3 / 47,50.0 %,9.8 %,18.3 %,2347377,https://dpm.lol/champions/Yasuo/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Swain,56.20%,20551,,Brand,55.79%,8247,,Veigar,55.54%,13697,,Lux,55.06%,10529,,Ziggs,54.01%,44104,,KogMaw,52.61%,19720,,MissFortune,52.18%,259609,,Nilah,51.58%,20201,,Smolder,51.24%,106207,,Vayne,51.17%,102939,,Mel,50.84%,21698,,Jinx,50.61%,152269,,Ashe,50.45%,131847,,Jhin,50.06%,183899,,Sivir,49.94%,43985,,Twitch,49.67%,52995,,Samira,49.61%,65720,,Tristana,49.21%,87949,,Xayah,49.21%,44089,,Aphelios,49.18%,63550,,Caitlyn,49.12%,206508,,Zeri,48.99%,28646,,Kaisa,48.76%,186021,,Ezreal,47.92%,112858,,Lucian,47.77%,81545,,Draven,47.73%,45240,,Yunara,47.14%,69663,,Varus,47.05%,46617,,Kalista,46.92%,16062,,Corki,46.47%,11857,
Leona,sup,99.4%,A,6 / 39,51.0 %,8.1 %,8.3 %,1945981,https://dpm.lol/champions/Leona/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Swain,56.22%,12928,,MissFortune,54.06%,332142,,Nilah,53.16%,15371,,Ziggs,53.14%,18332,,KogMaw,53.13%,10085,,Smolder,53.05%,69660,,Samira,52.76%,112273,,Vayne,51.44%,72587,,Jinx,51.44%,115550,,Twitch,51.06%,31125,,Sivir,51.00%,30629,,Xayah,50.96%,31077,,Jhin,50.41%,140037,,Tristana,50.22%,95403,,Zeri,50.16%,18175,,Aphelios,50.07%,46413,,Ashe,49.77%,105616,,Mel,49.55%,11241,,Lucian,49.54%,53365,,Caitlyn,48.95%,154308,,Kalista,48.89%,19089,,Ezreal,48.55%,71669,,Yunara,48.28%,55266,,Draven,47.96%,51312,,Corki,47.30%,11280,,Varus,47.11%,34055,,,,,,,,,,,,,,,,,
Caitlyn,adc,96.5%,A,6 / 26,49.3 %,17.4 %,21.9 %,4173632,https://dpm.lol/champions/Caitlyn/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhin,adc,97.3%,A,7 / 26,50.4 %,16.1 %,4.0 %,3876511,https://dpm.lol/champions/Jhin/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
