champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_adc_1_name,synergy_adc_1_winrate,synergy_adc_1_games,synergy_adc_1_lane_quality,synergy_adc_2_name,synergy_adc_2_winrate,synergy_adc_2_games,synergy_adc_2_lane_quality,synergy_adc_3_name,synergy_adc_3_winrate,synergy_adc_3_games,synergy_adc_3_lane_quality,synergy_adc_4_name,synergy_adc_4_winrate,synergy_adc_4_games,synergy_adc_4_lane_quality,synergy_adc_5_name,synergy_adc_5_winrate,synergy_adc_5_games,synergy_adc_5_lane_quality,synergy_adc_6_name,synergy_adc_6_winrate,synergy_adc_6_games,synergy_adc_6_lane_quality,synergy_adc_7_name,synergy_adc_7_winrate,synergy_adc_7_games,synergy_adc_7_lane_quality,synergy_adc_8_name,synergy_adc_8_winrate,synergy_adc_8_games,synergy_adc_8_lane_quality,synergy_adc_9_name,synergy_adc_9_winrate,synergy_adc_9_games,synergy_adc_9_lane_quality,synergy_adc_10_name,synergy_adc_10_winrate,synergy_adc_10_games,synergy_adc_10_lane_quality,synergy_adc_11_name,synergy_adc_11_winrate,synergy_adc_11_games,synergy_adc_11_lane_quality,synergy_adc_12_name,synergy_adc_12_winrate,synergy_adc_12_games,synergy_adc_12_lane_quality,synergy_adc_13_name,synergy_adc_13_winrate,synergy_adc_13_games,synergy_adc_13_lane_quality,synergy_adc_14_name,synergy_adc_14_winrate,synergy_adc_14_games,synergy_adc_14_lane_quality,synergy_adc_15_name,synergy_adc_15_winrate,synergy_adc_15_games,synergy_adc_15_lane_quality,synergy_adc_16_name,synergy_adc_16_winrate,synergy_adc_16_games,synergy_adc_16_lane_quality,synergy_adc_17_name,synergy_adc_17_winrate,synergy_adc_17_games,synergy_adc_17_lane_quality,synergy_adc_18_name,synergy_adc_18_winrate,synergy_adc_18_games,synergy_adc_18_lane_quality,synergy_adc_19_name,synergy_adc_19_winrate,synergy_adc_19_games,synergy_adc_19_lane_quality,synergy_adc_20_name,synergy_adc_20_winrate,synergy_adc_20_games,synergy_adc_20_lane_quality,synergy_adc_21_name,synergy_adc_21_winrate,synergy_adc_21_games,synergy_adc_21_lane_quality,synergy_adc_22_name,synergy_adc_22_winrate,synergy_adc_22_games,synergy_adc_22_lane_quality,synergy_adc_23_name,synergy_adc_23_winrate,synergy_adc_23_games,synergy_adc_23_lane_quality,synergy_adc_24_name,synergy_adc_24_winrate,synergy_adc_24_games,synergy_adc_24_lane_quality,synergy_adc_25_name,synergy_adc_25_winrate,synergy_adc_25_games,synergy_adc_25_lane_quality,synergy_adc_26_name,synergy_adc_26_winrate,synergy_adc_26_games,synergy_adc_26_lane_quality,synergy_adc_27_name,synergy_adc_27_winrate,synergy_adc_27_games,synergy_adc_27_lane_quality,synergy_adc_28_name,synergy_adc_28_winrate,synergy_adc_28_games,synergy_adc_28_lane_quality,synergy_adc_29_name,synergy_adc_29_winrate,synergy_adc_29_games,synergy_adc_29_lane_quality,synergy_adc_30_name,synergy_adc_30_winrate,synergy_adc_30_games,synergy_adc_30_lane_quality
Riven,top,84.1%,D,40 / 50,48.8 %,3.5 %,1.7 %,175061,https://dpm.lol/champions/Riven/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Brand,54.17%,731,,Swain,54.15%,1459,,Ziggs,53.26%,2056,,Lux,51.90%,765,,Yasuo,51.78%,1039,,KogMaw,51.50%,1400,,Veigar,51.31%,727,,Smolder,50.36%,8300,,Sivir,50.19%,3590,,MissFortune,50.18%,18279,,Ashe,49.71%,9711,,Twitch,49.53%,4038,,Jinx,49.42%,11035,,Nilah,49.38%,1606,,Vayne,49.14%,7932,,Zeri,48.99%,2031,,Aphelios,48.74%,5497,,Jhin,48.63%,14287,,Kaisa,48.62%,13498,,Lucian,48.52%,6737,,Draven,48.00%,3896,,Tristana,47.94%,6854,,Mel,47.57%,1154,,Caitlyn,47.24%,15028,,Ezreal,46.97%,8724,,Corki,46.80%,1280,,Yunara,46.74%,5419,,Xayah,46.25%,3241,,Kalista,45.19%,1102,,Varus,42.52%,3095,
Bel'Veth,jun,97.0%,D,37 / 50,49.4 %,1.8 %,2.3 %,89205,https://dpm.lol/champions/Belveth/build?lane=jungle&tier=all&platform=all&timeframe=15.24,False,Lux,57.84%,370,,Swain,54.98%,773,,Brand,54.08%,429,,Veigar,53.37%,386,,Ziggs,52.92%,1060,,KogMaw,51.56%,799,,Vayne,50.85%,3939,,MissFortune,50.64%,9593,,Xayah,50.51%,1663,,Smolder,50.38%,4127,,Jhin,50.09%,7213,,Ashe,49.95%,5035,,Samira,49.88%,2436,,Sivir,49.57%,1848,,Ezreal,49.39%,4187,,Jinx,49.03%,5819,,Yasuo,48.97%,535,,Tristana,48.90%,3581,,Nilah,48.86%,878,,Lucian,48.73%,3228,,Aphelios,48.66%,2865,,Twitch,48.36%,1956,,Draven,47.93%,1932,,Kaisa,47.72%,6664,,Varus,47.63%,1606,,Zeri,47.31%,1059,,Mel,47.22%,593,,Yunara,46.98%,2761,,Kalista,46.27%,577,,Corki,43.67%,616,
Annie,mid,81.7%,D,37 / 47,49.6 %,1.5 %,0.6 %,77630,https://dpm.lol/champions/Annie/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Yasuo,54.35%,460,,Brand,53.33%,225,,KogMaw,53.15%,619,,Veigar,52.79%,233,,Swain,52.37%,464,,Smolder,51.10%,3722,,Jhin,50.88%,6480,,Vayne,50.75%,3718,,Zeri,50.70%,852,,Nilah,50.67%,742,,Tristana,50.51%,3219,,Samira,50.46%,2287,,MissFortune,50.42%,8623,,Aphelios,50.41%,2337,,Twitch,50.37%,1755,,Kaisa,49.91%,5452,,Ashe,49.09%,4406,,Lucian,49.01%,2869,,Xayah,49.00%,1549,,Caitlyn,48.99%,7108,,Draven,48.93%,1723,,Ziggs,48.92%,603,,Sivir,48.31%,1631,,Ezreal,47.82%,3829,,Lux,47.11%,225,,Yunara,46.44%,2343,,Kalista,45.87%,460,,Corki,45.58%,509,,Varus,45.36%,1411,,Mel,39.27%,354,
Zeri,adc,95.3%,D,22 / 26,49.4 %,2.2 %,0.3 %,112139,https://dpm.lol/champions/Zeri/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwen,top,78.2%,D,39 / 50,48.6 %,3.1 %,3.5 %,157649,https://dpm.lol/champions/Gwen/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Brand,57.01%,435,,Swain,53.58%,907,,Lux,52.95%,457,,Nilah,51.10%,1597,,MissFortune,50.62%,17392,,Smolder,50.53%,7300,,Jinx,50.49%,10556,,Sivir,50.06%,3284,,Vayne,49.91%,7269,,Jhin,49.85%,13315,,Zeri,49.63%,1872,,Yasuo,49.43%,1050,,Ashe,49.34%,9475,,KogMaw,49.19%,1240,,Ziggs,48.99%,1143,,Draven,48.48%,3542,,Aphelios,48.46%,5198,,Twitch,48.38%,3274,,Veigar,48.07%,414,,Tristana,47.70%,6430,,Lucian,47.59%,5963,,Caitlyn,47.29%,13789,,Ezreal,47.25%,7938,,Xayah,46.77%,3000,,Mel,46.74%,691,,Kaisa,46.64%,10956,,Varus,45.18%,2913,,Kalista,44.98%,1016,,Yunara,44.76%,4980,,Corki,42.74%,1130,
