champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_adc_1_name,synergy_adc_1_winrate,synergy_adc_1_games,synergy_adc_1_lane_quality,synergy_adc_2_name,synergy_adc_2_winrate,synergy_adc_2_games,synergy_adc_2_lane_quality,synergy_adc_3_name,synergy_adc_3_winrate,synergy_adc_3_games,synergy_adc_3_lane_quality,synergy_adc_4_name,synergy_adc_4_winrate,synergy_adc_4_games,synergy_adc_4_lane_quality,synergy_adc_5_name,synergy_adc_5_winrate,synergy_adc_5_games,synergy_adc_5_lane_quality,synergy_adc_6_name,synergy_adc_6_winrate,synergy_adc_6_games,synergy_adc_6_lane_quality,synergy_adc_7_name,synergy_adc_7_winrate,synergy_adc_7_games,synergy_adc_7_lane_quality,synergy_adc_8_name,synergy_adc_8_winrate,synergy_adc_8_games,synergy_adc_8_lane_quality,synergy_adc_9_name,synergy_adc_9_winrate,synergy_adc_9_games,synergy_adc_9_lane_quality,synergy_adc_10_name,synergy_adc_10_winrate,synergy_adc_10_games,synergy_adc_10_lane_quality,synergy_adc_11_name,synergy_adc_11_winrate,synergy_adc_11_games,synergy_adc_11_lane_quality,synergy_adc_12_name,synergy_adc_12_winrate,synergy_adc_12_games,synergy_adc_12_lane_quality,synergy_adc_13_name,synergy_adc_13_winrate,synergy_adc_13_games,synergy_adc_13_lane_quality,synergy_adc_14_name,synergy_adc_14_winrate,synergy_adc_14_games,synergy_adc_14_lane_quality,synergy_adc_15_name,synergy_adc_15_winrate,synergy_adc_15_games,synergy_adc_15_lane_quality,synergy_adc_16_name,synergy_adc_16_winrate,synergy_adc_16_games,synergy_adc_16_lane_quality,synergy_adc_17_name,synergy_adc_17_winrate,synergy_adc_17_games,synergy_adc_17_lane_quality,synergy_adc_18_name,synergy_adc_18_winrate,synergy_adc_18_games,synergy_adc_18_lane_quality,synergy_adc_19_name,synergy_adc_19_winrate,synergy_adc_19_games,synergy_adc_19_lane_quality,synergy_adc_20_name,synergy_adc_20_winrate,synergy_adc_20_games,synergy_adc_20_lane_quality,synergy_adc_21_name,synergy_adc_21_winrate,synergy_adc_21_games,synergy_adc_21_lane_quality,synergy_adc_22_name,synergy_adc_22_winrate,synergy_adc_22_games,synergy_adc_22_lane_quality,synergy_adc_23_name,synergy_adc_23_winrate,synergy_adc_23_games,synergy_adc_23_lane_quality,synergy_adc_24_name,synergy_adc_24_winrate,synergy_adc_24_games,synergy_adc_24_lane_quality,synergy_adc_25_name,synergy_adc_25_winrate,synergy_adc_25_games,synergy_adc_25_lane_quality,synergy_adc_26_name,synergy_adc_26_winrate,synergy_adc_26_games,synergy_adc_26_lane_quality,synergy_adc_27_name,synergy_adc_27_winrate,synergy_adc_27_games,synergy_adc_27_lane_quality,synergy_adc_28_name,synergy_adc_28_winrate,synergy_adc_28_games,synergy_adc_28_lane_quality,synergy_adc_29_name,synergy_adc_29_winrate,synergy_adc_29_games,synergy_adc_29_lane_quality,synergy_adc_30_name,synergy_adc_30_winrate,synergy_adc_30_games,synergy_adc_30_lane_quality
Lillia,jun,95.3%,C,18 / 52,50.7 %,3.4 %,2.6 %,826259,https://dpm.lol/champions/Lillia/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Nilah,53.29%,7018,,MissFortune,53.20%,98494,,Vayne,52.71%,36793,,Swain,52.60%,4175,,Yasuo,52.55%,4809,,KogMaw,51.74%,6314,,Smolder,51.54%,39727,,Aphelios,51.47%,24765,,Sivir,51.46%,17988,,Samira,51.44%,23365,,Jinx,51.35%,55243,,Jhin,51.30%,68340,,Xayah,51.10%,16491,,Tristana,50.88%,32297,,Ashe,50.80%,51149,,Zeri,50.58%,11907,,Veigar,50.10%,2102,,Draven,50.07%,16614,,Twitch,49.92%,16238,,Caitlyn,49.83%,70895,,Kaisa,49.62%,59066,,Lucian,49.24%,31609,,Corki,49.02%,4823,,Kalista,48.25%,5896,,Ezreal,48.14%,43000,,Mel,47.78%,3830,,Yunara,47.42%,27509,,Varus,47.02%,16117,,,,,,,,,
Seraphine,sup,91.5%,C,24 / 39,49.9 %,6.3 %,1.7 %,1519391,https://dpm.lol/champions/Seraphine/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Swain,54.85%,11565,,Veigar,53.17%,5059,,Nilah,52.80%,12274,,Yasuo,52.57%,5212,,Lux,52.29%,9403,,Ashe,51.94%,169331,,MissFortune,51.87%,234175,,Vayne,51.79%,56208,,KogMaw,51.07%,10503,,Smolder,50.42%,72692,,Jinx,50.08%,95420,,Jhin,49.98%,118729,,Aphelios,49.90%,37844,,Samira,49.59%,29391,,Sivir,49.38%,30790,,Senna,49.19%,4302,,Kaisa,49.03%,88021,,Xayah,48.97%,24016,,Zeri,48.73%,17035,,Caitlyn,48.40%,129984,,Tristana,48.25%,49766,,Ezreal,48.23%,75008,,Mel,48.22%,14661,,Twitch,47.88%,26491,,Draven,47.52%,20584,,Corki,47.13%,6769,,Lucian,46.77%,30695,,Yunara,46.44%,41306,,Varus,46.08%,29663,,Kalista,45.54%,5452,
Ekko,mid,45.6%,C,25 / 47,50.7 %,3.5 %,2.2 %,842012,https://dpm.lol/champions/Ekko/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Swain,54.71%,4877,,Nilah,53.24%,7630,,MissFortune,53.00%,99491,,Lux,52.92%,2224,,Veigar,52.83%,2629,,KogMaw,52.72%,6774,,Smolder,52.65%,41518,,Ziggs,52.59%,6668,,Vayne,52.29%,38701,,Jinx,51.62%,57870,,Aphelios,51.55%,23965,,Yasuo,51.24%,5018,,Twitch,51.02%,18532,,Jhin,51.02%,69005,,Ashe,50.75%,49255,,Sivir,50.64%,17704,,Zeri,50.59%,11112,,Samira,50.18%,23322,,Draven,49.98%,17476,,Caitlyn,49.91%,76599,,Xayah,49.83%,16387,,Tristana,49.68%,34231,,Kaisa,49.36%,59470,,Lucian,48.99%,30407,,Corki,48.97%,4740,,Ezreal,48.80%,39718,,Kalista,48.38%,5537,,Mel,47.74%,4837,,Yunara,47.63%,25853,,Varus,47.12%,15770,
Aphelios,adc,97.9%,C,15 / 26,50.0 %,5.8 %,2.4 %,1385399,https://dpm.lol/champions/Aphelios/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irelia,top,54.1%,C,21 / 50,49.6 %,3.5 %,9.1 %,846928,https://dpm.lol/champions/Irelia/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Brand,54.20%,2264,,Veigar,54.18%,3250,,Lux,52.51%,2969,,Swain,52.51%,6146,,Ziggs,52.29%,10103,,KogMaw,51.91%,6717,,MissFortune,51.55%,91992,,Smolder,51.25%,39836,,Vayne,50.83%,35977,,Nilah,50.67%,7048,,Ashe,50.24%,49886,,Jinx,50.05%,53967,,Sivir,49.74%,17924,,Jhin,49.61%,67589,,Yasuo,49.61%,4455,,Zeri,49.31%,11816,,Kaisa,49.22%,67577,,Lucian,49.11%,33129,,Mel,48.95%,5908,,Samira,48.85%,21999,,Caitlyn,48.74%,71652,,Xayah,48.69%,15774,,Tristana,48.69%,31782,,Twitch,48.66%,18107,,Ezreal,48.50%,45031,,Draven,48.06%,16739,,Yunara,47.86%,28380,,Kalista,47.54%,5751,,Corki,46.29%,5090,,Varus,46.21%,16988,
