champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_adc_1_name,matchup_adc_1_winrate,matchup_adc_1_games,matchup_adc_1_lane_quality,matchup_adc_2_name,matchup_adc_2_winrate,matchup_adc_2_games,matchup_adc_2_lane_quality,matchup_adc_3_name,matchup_adc_3_winrate,matchup_adc_3_games,matchup_adc_3_lane_quality,matchup_adc_4_name,matchup_adc_4_winrate,matchup_adc_4_games,matchup_adc_4_lane_quality,matchup_adc_5_name,matchup_adc_5_winrate,matchup_adc_5_games,matchup_adc_5_lane_quality,matchup_adc_6_name,matchup_adc_6_winrate,matchup_adc_6_games,matchup_adc_6_lane_quality,matchup_adc_7_name,matchup_adc_7_winrate,matchup_adc_7_games,matchup_adc_7_lane_quality,matchup_adc_8_name,matchup_adc_8_winrate,matchup_adc_8_games,matchup_adc_8_lane_quality,matchup_adc_9_name,matchup_adc_9_winrate,matchup_adc_9_games,matchup_adc_9_lane_quality,matchup_adc_10_name,matchup_adc_10_winrate,matchup_adc_10_games,matchup_adc_10_lane_quality,matchup_adc_11_name,matchup_adc_11_winrate,matchup_adc_11_games,matchup_adc_11_lane_quality,matchup_adc_12_name,matchup_adc_12_winrate,matchup_adc_12_games,matchup_adc_12_lane_quality,matchup_adc_13_name,matchup_adc_13_winrate,matchup_adc_13_games,matchup_adc_13_lane_quality,matchup_adc_14_name,matchup_adc_14_winrate,matchup_adc_14_games,matchup_adc_14_lane_quality,matchup_adc_15_name,matchup_adc_15_winrate,matchup_adc_15_games,matchup_adc_15_lane_quality,matchup_adc_16_name,matchup_adc_16_winrate,matchup_adc_16_games,matchup_adc_16_lane_quality,matchup_adc_17_name,matchup_adc_17_winrate,matchup_adc_17_games,matchup_adc_17_lane_quality,matchup_adc_18_name,matchup_adc_18_winrate,matchup_adc_18_games,matchup_adc_18_lane_quality,matchup_adc_19_name,matchup_adc_19_winrate,matchup_adc_19_games,matchup_adc_19_lane_quality,matchup_adc_20_name,matchup_adc_20_winrate,matchup_adc_20_games,matchup_adc_20_lane_quality,matchup_adc_21_name,matchup_adc_21_winrate,matchup_adc_21_games,matchup_adc_21_lane_quality,matchup_adc_22_name,matchup_adc_22_winrate,matchup_adc_22_games,matchup_adc_22_lane_quality,matchup_adc_23_name,matchup_adc_23_winrate,matchup_adc_23_games,matchup_adc_23_lane_quality,matchup_adc_24_name,matchup_adc_24_winrate,matchup_adc_24_games,matchup_adc_24_lane_quality,matchup_adc_25_name,matchup_adc_25_winrate,matchup_adc_25_games,matchup_adc_25_lane_quality,matchup_adc_26_name,matchup_adc_26_winrate,matchup_adc_26_games,matchup_adc_26_lane_quality,matchup_adc_27_name,matchup_adc_27_winrate,matchup_adc_27_games,matchup_adc_27_lane_quality,matchup_adc_28_name,matchup_adc_28_winrate,matchup_adc_28_games,matchup_adc_28_lane_quality,matchup_adc_29_name,matchup_adc_29_winrate,matchup_adc_29_games,matchup_adc_29_lane_quality,matchup_adc_30_name,matchup_adc_30_winrate,matchup_adc_30_games,matchup_adc_30_lane_quality
Thresh,sup,98.8%,B,14 / 39,49.7 %,9.7 %,3.4 %,2323696,https://dpm.lol/champions/Thresh/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Varus,52.95%,44523,,Kalista,52.92%,15426,,Yunara,52.29%,79555,,Ezreal,51.98%,127137,,Draven,51.78%,47548,,Corki,51.62%,14773,,Lucian,51.47%,94288,,Kaisa,51.35%,187483,,Caitlyn,50.87%,195926,,Tristana,50.53%,87774,,Zeri,50.26%,33274,,Twitch,50.21%,47170,,Mel,49.95%,13496,,Jhin,49.77%,185060,,Ashe,49.77%,134760,,Aphelios,49.74%,68046,,Yasuo,49.45%,13074,,Samira,49.31%,57365,,Xayah,49.14%,46197,,Vayne,48.71%,103929,,Jinx,48.69%,146675,,Smolder,47.74%,115425,,Sivir,47.69%,54402,,Ziggs,47.22%,23909,,Nilah,47.17%,19554,,Lux,46.99%,7431,,KogMaw,46.89%,18318,,MissFortune,46.46%,242776,,Veigar,46.30%,8355,,Swain,42.60%,16085,
Swain,top,14.8%,B,13 / 50,51.8 %,1.5 %,6.0 %,350793,https://dpm.lol/champions/Swain/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Varus,54.85%,6505,,Yunara,54.78%,11137,,Kalista,54.61%,2309,,Corki,53.88%,2192,,Kaisa,53.73%,26250,,Draven,53.27%,7641,,Lucian,53.24%,12935,,Ezreal,53.09%,17035,,Mel,53.03%,2297,,Xayah,52.75%,6482,,Caitlyn,52.20%,30590,,Ashe,52.13%,20359,,Tristana,51.90%,13704,,Samira,51.88%,9450,,Aphelios,51.62%,10517,,Zeri,51.34%,4901,,Twitch,51.31%,7986,,Jinx,51.28%,23121,,Jhin,51.21%,27845,,Sivir,51.21%,7909,,Nilah,51.01%,3115,,MissFortune,50.36%,38780,,Ziggs,49.64%,3602,,Vayne,49.60%,16409,,Smolder,49.58%,17775,,Yasuo,49.58%,2124,,Brand,48.69%,1070,,KogMaw,48.36%,2897,,Lux,47.82%,1261,,Veigar,47.50%,1379,
Darius,top,92.1%,B,14 / 50,48.8 %,8.3 %,17.8 %,1985666,https://dpm.lol/champions/Darius/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Varus,53.13%,37638,,Corki,52.63%,10905,,Yunara,51.65%,61006,,Kalista,51.63%,13518,,Ezreal,51.13%,96130,,Draven,51.06%,39826,,Mel,51.04%,12850,,Lucian,50.64%,71074,,Zeri,50.46%,26501,,Kaisa,50.22%,147866,,Caitlyn,49.51%,176784,,Yasuo,49.26%,12494,,Aphelios,49.20%,56119,,Samira,49.16%,56131,,Tristana,49.06%,76734,,Xayah,48.96%,37962,,Sivir,48.59%,40132,,Jhin,48.45%,161917,,Twitch,48.45%,42619,,Ashe,48.24%,116928,,Jinx,47.72%,134290,,Smolder,47.52%,95387,,Ziggs,47.31%,21006,,Vayne,46.66%,85013,,Veigar,46.58%,7559,,Swain,46.55%,13778,,Lux,46.48%,6026,,MissFortune,46.39%,230441,,KogMaw,46.38%,15790,,Nilah,46.20%,17305,
Kai'Sa,adc,97.0%,B,11 / 26,49.0 %,15.1 %,2.9 %,3637385,https://dpm.lol/champions/Kaisa/build?lane=bottom&tier=all&platform=all&timeframe=15.24,False,Mel,53.14%,21782,Bad Lane,Varus,52.87%,71513,Average,Kalista,52.35%,28396,Average,Ezreal,52.29%,250198,Average,Corki,52.11%,25025,Bad Lane,Yunara,50.95%,154168,Average,Twitch,50.48%,76266,Good Lane,Lucian,50.33%,172476,Bad Lane,Jhin,50.10%,318464,Bad Lane,Tristana,49.94%,138002,Average,Ziggs,49.68%,35132,Average,Draven,49.54%,67799,Bad Lane,Caitlyn,49.42%,295018,Average,Zeri,49.33%,57934,Good Lane,Sivir,49.15%,79370,Bad Lane,Yasuo,48.97%,20391,Average,Ashe,48.30%,222015,Good Lane,Xayah,48.09%,98375,Bad Lane,Samira,47.72%,101239,Bad Lane,Jinx,47.58%,256150,Good Lane,Aphelios,47.57%,120351,Good Lane,Smolder,47.41%,190206,Good Lane,Vayne,47.39%,189752,Good Lane,MissFortune,46.96%,426456,Bad Lane,Veigar,46.40%,12155,Average,KogMaw,45.45%,28774,Average,Nilah,45.21%,32248,Bad Lane,Swain,44.46%,25175,Average,,,,,,,,
Illaoi,top,95.8%,B,15 / 50,50.9 %,3.2 %,7.9 %,766267,https://dpm.lol/champions/Illaoi/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Varus,54.78%,15116,,Kalista,54.67%,5134,,Corki,53.74%,3962,,Yunara,53.64%,23354,,Ezreal,52.96%,35220,,Samira,52.28%,22267,,Lucian,52.28%,25133,,Draven,52.26%,14840,,Tristana,51.83%,30551,,Kaisa,51.69%,53871,,Ashe,51.65%,47052,,Xayah,51.40%,14458,,Mel,51.16%,5051,,Caitlyn,51.05%,69051,,Jhin,50.78%,61438,,Yasuo,50.78%,4742,,Twitch,50.73%,16433,,Nilah,50.73%,6828,,Sivir,50.51%,15430,,Zeri,50.41%,9901,,Aphelios,50.33%,20751,,Ziggs,50.14%,8241,,Vayne,50.00%,33462,,Jinx,49.90%,52992,,Swain,49.89%,5452,,MissFortune,48.89%,92283,,Lux,48.61%,2302,,Smolder,48.43%,35915,,KogMaw,47.99%,6268,,Veigar,47.24%,2930,
