champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_adc_1_name,matchup_adc_1_winrate,matchup_adc_1_games,matchup_adc_1_lane_quality,matchup_adc_2_name,matchup_adc_2_winrate,matchup_adc_2_games,matchup_adc_2_lane_quality,matchup_adc_3_name,matchup_adc_3_winrate,matchup_adc_3_games,matchup_adc_3_lane_quality,matchup_adc_4_name,matchup_adc_4_winrate,matchup_adc_4_games,matchup_adc_4_lane_quality,matchup_adc_5_name,matchup_adc_5_winrate,matchup_adc_5_games,matchup_adc_5_lane_quality,matchup_adc_6_name,matchup_adc_6_winrate,matchup_adc_6_games,matchup_adc_6_lane_quality,matchup_adc_7_name,matchup_adc_7_winrate,matchup_adc_7_games,matchup_adc_7_lane_quality,matchup_adc_8_name,matchup_adc_8_winrate,matchup_adc_8_games,matchup_adc_8_lane_quality,matchup_adc_9_name,matchup_adc_9_winrate,matchup_adc_9_games,matchup_adc_9_lane_quality,matchup_adc_10_name,matchup_adc_10_winrate,matchup_adc_10_games,matchup_adc_10_lane_quality,matchup_adc_11_name,matchup_adc_11_winrate,matchup_adc_11_games,matchup_adc_11_lane_quality,matchup_adc_12_name,matchup_adc_12_winrate,matchup_adc_12_games,matchup_adc_12_lane_quality,matchup_adc_13_name,matchup_adc_13_winrate,matchup_adc_13_games,matchup_adc_13_lane_quality,matchup_adc_14_name,matchup_adc_14_winrate,matchup_adc_14_games,matchup_adc_14_lane_quality,matchup_adc_15_name,matchup_adc_15_winrate,matchup_adc_15_games,matchup_adc_15_lane_quality,matchup_adc_16_name,matchup_adc_16_winrate,matchup_adc_16_games,matchup_adc_16_lane_quality,matchup_adc_17_name,matchup_adc_17_winrate,matchup_adc_17_games,matchup_adc_17_lane_quality,matchup_adc_18_name,matchup_adc_18_winrate,matchup_adc_18_games,matchup_adc_18_lane_quality,matchup_adc_19_name,matchup_adc_19_winrate,matchup_adc_19_games,matchup_adc_19_lane_quality,matchup_adc_20_name,matchup_adc_20_winrate,matchup_adc_20_games,matchup_adc_20_lane_quality,matchup_adc_21_name,matchup_adc_21_winrate,matchup_adc_21_games,matchup_adc_21_lane_quality,matchup_adc_22_name,matchup_adc_22_winrate,matchup_adc_22_games,matchup_adc_22_lane_quality,matchup_adc_23_name,matchup_adc_23_winrate,matchup_adc_23_games,matchup_adc_23_lane_quality,matchup_adc_24_name,matchup_adc_24_winrate,matchup_adc_24_games,matchup_adc_24_lane_quality,matchup_adc_25_name,matchup_adc_25_winrate,matchup_adc_25_games,matchup_adc_25_lane_quality,matchup_adc_26_name,matchup_adc_26_winrate,matchup_adc_26_games,matchup_adc_26_lane_quality,matchup_adc_27_name,matchup_adc_27_winrate,matchup_adc_27_games,matchup_adc_27_lane_quality,matchup_adc_28_name,matchup_adc_28_winrate,matchup_adc_28_games,matchup_adc_28_lane_quality,matchup_adc_29_name,matchup_adc_29_winrate,matchup_adc_29_games,matchup_adc_29_lane_quality,matchup_adc_30_name,matchup_adc_30_winrate,matchup_adc_30_games,matchup_adc_30_lane_quality
Qiyana,mid,41.6%,D,45 / 47,48.1 %,1.9 %,3.3 %,462031,https://dpm.lol/champions/Qiyana/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Corki,52.55%,2986,,Kalista,51.96%,3116,,Yunara,51.94%,15079,,Varus,51.20%,8841,,Zeri,50.04%,6645,,Ezreal,49.90%,24428,,Lucian,49.56%,18048,,Kaisa,49.53%,37069,,Draven,49.22%,9776,,Mel,49.16%,2966,,Twitch,48.88%,9929,,Sivir,48.82%,9691,,Aphelios,48.67%,13713,,Tristana,48.57%,17493,,Xayah,48.47%,8937,,Jhin,47.69%,37495,,Ashe,47.66%,25979,,Caitlyn,47.60%,39245,,Smolder,47.28%,23646,,Lux,46.97%,1501,,Vayne,46.90%,19579,,Ziggs,46.81%,4798,,Jinx,46.58%,29470,,Veigar,46.54%,1674,,Samira,46.24%,11787,,MissFortune,45.87%,50260,,Yasuo,45.79%,2697,,KogMaw,45.69%,3480,,Nilah,45.61%,3791,,Swain,44.31%,2952,
Karthus,jun,74.4%,D,48 / 52,48.6 %,1.4 %,0.7 %,324956,https://dpm.lol/champions/Karthus/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Corki,54.44%,1960,,Varus,52.44%,6425,,Yunara,52.26%,10681,,Kalista,51.69%,2163,,Kaisa,51.27%,24479,,Tristana,50.26%,12312,,Samira,50.25%,8262,,Xayah,50.21%,5752,,Lucian,49.69%,12399,,Mel,49.35%,2235,,Zeri,49.29%,4607,,Draven,49.08%,6899,,Caitlyn,49.07%,27668,,Ashe,49.06%,19764,,Ezreal,48.77%,16641,,Aphelios,48.42%,9991,,Jinx,47.85%,20718,,Yasuo,47.50%,1840,,Vayne,47.36%,13164,,Jhin,47.28%,26241,,Smolder,47.26%,15758,,Twitch,47.08%,7001,,Lux,47.03%,1129,,Swain,46.91%,2198,,Sivir,46.45%,8429,,MissFortune,46.33%,35821,,Nilah,46.22%,2596,,KogMaw,45.09%,2608,,Ziggs,45.01%,3690,,Veigar,44.13%,1192,
Rumble,top,81.2%,D,44 / 50,48.5 %,1.7 %,0.5 %,410116,https://dpm.lol/champions/Rumble/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Varus,53.09%,8855,,Corki,53.02%,2912,,Kalista,52.42%,3035,,Yunara,51.27%,15863,,Draven,50.40%,8065,,Lucian,50.14%,17775,,Ezreal,50.07%,24304,,Kaisa,49.99%,34413,,Tristana,49.03%,14888,,Caitlyn,48.76%,31760,,Mel,48.75%,2480,,Yasuo,48.64%,2095,,Sivir,48.53%,9435,,Zeri,48.40%,6107,,Ashe,48.24%,24961,,Jhin,48.06%,33756,,Xayah,48.02%,7721,,Vayne,47.99%,15482,,Twitch,47.80%,7613,,Jinx,47.51%,24713,,Samira,47.11%,9758,,Ziggs,46.58%,4532,,KogMaw,46.26%,2851,,Smolder,46.13%,18685,,MissFortune,46.03%,43687,,Nilah,44.61%,3174,,Swain,44.33%,2759,,Veigar,42.53%,1319,,,,,,,,,
Camille,top,86.4%,D,45 / 50,48.3 %,2.0 %,0.8 %,475114,https://dpm.lol/champions/Camille/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Ezreal,51.34%,27271,,Mel,51.17%,3033,,Varus,51.17%,9211,,Kalista,51.08%,3432,,Yunara,51.02%,16777,,Corki,50.70%,3264,,Zeri,49.66%,7322,,Draven,49.64%,9929,,Lucian,49.56%,19899,,Caitlyn,49.23%,38287,,Sivir,49.21%,10800,,Kaisa,48.75%,39550,,Jhin,48.39%,38220,,Xayah,48.11%,9504,,Tristana,48.06%,17456,,Ashe,48.00%,27298,,Yasuo,47.98%,2470,,Twitch,47.88%,9716,,Aphelios,47.70%,14492,,Smolder,47.68%,24504,,Jinx,47.54%,28512,,Samira,46.88%,11460,,Lux,46.39%,1578,,Ziggs,46.33%,5079,,KogMaw,46.00%,3659,,MissFortune,45.98%,48746,,Vayne,45.72%,20371,,Nilah,44.93%,3844,,Swain,44.74%,3210,,Veigar,43.52%,1636,
Gangplank,top,86.3%,D,46 / 50,48.0 %,2.8 %,1.2 %,680030,https://dpm.lol/champions/Gangplank/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Varus,52.49%,12928,,Kalista,51.83%,4679,,Corki,51.64%,4247,,Yunara,51.45%,23143,,Ezreal,49.86%,36150,,Kaisa,49.62%,53594,,Draven,49.45%,14298,,Xayah,49.27%,12585,,Zeri,48.96%,9651,,Lucian,48.93%,27559,,Samira,48.56%,17212,,Caitlyn,48.23%,57015,,Sivir,48.16%,15438,,Ashe,48.09%,40265,,Aphelios,48.02%,20412,,Mel,47.83%,4071,,Tristana,47.75%,25065,,Jinx,47.46%,42759,,Jhin,47.34%,56701,,Yasuo,47.17%,3634,,Vayne,47.15%,28415,,Smolder,46.85%,33910,,Veigar,45.74%,2396,,Ziggs,45.66%,7125,,Lux,45.49%,2216,,MissFortune,45.24%,74507,,Twitch,45.19%,14039,,KogMaw,45.17%,5196,,Nilah,45.05%,5490,,Swain,44.77%,4465,
