champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_adc_1_name,matchup_adc_1_winrate,matchup_adc_1_games,matchup_adc_1_lane_quality,matchup_adc_2_name,matchup_adc_2_winrate,matchup_adc_2_games,matchup_adc_2_lane_quality,matchup_adc_3_name,matchup_adc_3_winrate,matchup_adc_3_games,matchup_adc_3_lane_quality,matchup_adc_4_name,matchup_adc_4_winrate,matchup_adc_4_games,matchup_adc_4_lane_quality,matchup_adc_5_name,matchup_adc_5_winrate,matchup_adc_5_games,matchup_adc_5_lane_quality,matchup_adc_6_name,matchup_adc_6_winrate,matchup_adc_6_games,matchup_adc_6_lane_quality,matchup_adc_7_name,matchup_adc_7_winrate,matchup_adc_7_games,matchup_adc_7_lane_quality,matchup_adc_8_name,matchup_adc_8_winrate,matchup_adc_8_games,matchup_adc_8_lane_quality,matchup_adc_9_name,matchup_adc_9_winrate,matchup_adc_9_games,matchup_adc_9_lane_quality,matchup_adc_10_name,matchup_adc_10_winrate,matchup_adc_10_games,matchup_adc_10_lane_quality,matchup_adc_11_name,matchup_adc_11_winrate,matchup_adc_11_games,matchup_adc_11_lane_quality,matchup_adc_12_name,matchup_adc_12_winrate,matchup_adc_12_games,matchup_adc_12_lane_quality,matchup_adc_13_name,matchup_adc_13_winrate,matchup_adc_13_games,matchup_adc_13_lane_quality,matchup_adc_14_name,matchup_adc_14_winrate,matchup_adc_14_games,matchup_adc_14_lane_quality,matchup_adc_15_name,matchup_adc_15_winrate,matchup_adc_15_games,matchup_adc_15_lane_quality,matchup_adc_16_name,matchup_adc_16_winrate,matchup_adc_16_games,matchup_adc_16_lane_quality,matchup_adc_17_name,matchup_adc_17_winrate,matchup_adc_17_games,matchup_adc_17_lane_quality,matchup_adc_18_name,matchup_adc_18_winrate,matchup_adc_18_games,matchup_adc_18_lane_quality,matchup_adc_19_name,matchup_adc_19_winrate,matchup_adc_19_games,matchup_adc_19_lane_quality,matchup_adc_20_name,matchup_adc_20_winrate,matchup_adc_20_games,matchup_adc_20_lane_quality,matchup_adc_21_name,matchup_adc_21_winrate,matchup_adc_21_games,matchup_adc_21_lane_quality,matchup_adc_22_name,matchup_adc_22_winrate,matchup_adc_22_games,matchup_adc_22_lane_quality,matchup_adc_23_name,matchup_adc_23_winrate,matchup_adc_23_games,matchup_adc_23_lane_quality,matchup_adc_24_name,matchup_adc_24_winrate,matchup_adc_24_games,matchup_adc_24_lane_quality,matchup_adc_25_name,matchup_adc_25_winrate,matchup_adc_25_games,matchup_adc_25_lane_quality,matchup_adc_26_name,matchup_adc_26_winrate,matchup_adc_26_games,matchup_adc_26_lane_quality,matchup_adc_27_name,matchup_adc_27_winrate,matchup_adc_27_games,matchup_adc_27_lane_quality,matchup_adc_28_name,matchup_adc_28_winrate,matchup_adc_28_games,matchup_adc_28_lane_quality,matchup_adc_29_name,matchup_adc_29_winrate,matchup_adc_29_games,matchup_adc_29_lane_quality,matchup_adc_30_name,matchup_adc_30_winrate,matchup_adc_30_games,matchup_adc_30_lane_quality
Lillia,jun,95.3%,C,18 / 52,50.7 %,3.4 %,2.6 %,826259,https://dpm.lol/champions/Lillia/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Corki,55.11%,4607,,Varus,54.63%,16252,,Ezreal,54.12%,42548,,Kalista,53.90%,5842,,Yunara,53.67%,26988,,Mel,53.53%,5320,,Yasuo,52.91%,4965,,Xayah,52.69%,15077,,Zeri,52.44%,11533,,Kaisa,52.21%,62446,,Lucian,52.05%,30282,,Draven,51.61%,15946,,Samira,51.21%,22694,,Nilah,51.19%,7209,,Tristana,50.49%,31821,,Caitlyn,50.34%,69658,,Ashe,50.14%,50713,,Jhin,50.06%,68072,,Jinx,49.87%,54260,,Smolder,49.53%,39875,,Swain,49.42%,6291,,Vayne,49.27%,33721,,Ziggs,49.12%,9218,,KogMaw,48.75%,6298,,Veigar,48.62%,3054,,Twitch,48.50%,16770,,Aphelios,48.48%,24062,,MissFortune,48.11%,93551,,,,,,,,,
Seraphine,sup,91.5%,C,24 / 39,49.9 %,6.3 %,1.7 %,1519391,https://dpm.lol/champions/Seraphine/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Corki,55.35%,7478,,Yunara,54.01%,46478,,Kalista,53.02%,9727,,Varus,52.80%,31023,,Draven,52.23%,29155,,Xayah,51.97%,27368,,Ezreal,51.76%,70091,,Kaisa,51.40%,101479,,Lucian,51.35%,50297,,Caitlyn,51.02%,146215,,Sivir,50.69%,30203,,Zeri,50.57%,19203,,Tristana,50.54%,60780,,Twitch,50.34%,33488,,Aphelios,50.13%,41429,,Jinx,49.88%,105893,,Ashe,49.79%,93314,,Samira,49.38%,42754,,Smolder,48.88%,68132,,Vayne,48.83%,60482,,KogMaw,48.62%,12351,,Jhin,48.58%,126940,,Nilah,48.49%,12606,,Mel,48.18%,9894,,Veigar,47.13%,5952,,MissFortune,47.05%,184418,,Swain,47.04%,10089,,Lux,46.68%,5780,,Ziggs,46.24%,17815,,Yasuo,45.87%,8631,
Ekko,mid,45.6%,C,25 / 47,50.7 %,3.5 %,2.2 %,842012,https://dpm.lol/champions/Ekko/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Varus,55.02%,15660,,Kalista,53.71%,5567,,Yunara,53.60%,25618,,Corki,53.43%,4808,,Ezreal,52.91%,38880,,Draven,52.02%,17476,,Lucian,51.96%,29872,,Kaisa,51.94%,61383,,Mel,51.85%,5826,,Tristana,51.45%,33509,,Zeri,51.41%,11316,,Twitch,51.27%,18872,,Ashe,51.12%,48531,,Samira,50.93%,22821,,Caitlyn,50.81%,75025,,Xayah,50.59%,16129,,Aphelios,50.59%,23708,,Jhin,50.57%,68433,,Sivir,50.45%,16733,,KogMaw,50.10%,6822,,Jinx,50.03%,56567,,Yasuo,49.83%,4945,,Ziggs,49.16%,9018,,Vayne,48.90%,37866,,Smolder,48.86%,40656,,MissFortune,48.48%,98381,,Nilah,47.66%,7449,,Lux,47.23%,2776,,Veigar,47.02%,3524,,Swain,45.75%,5583,
Aphelios,adc,97.9%,C,15 / 26,50.0 %,5.8 %,2.4 %,1385399,https://dpm.lol/champions/Aphelios/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Kalista,54.16%,9331,Average,Corki,53.20%,7430,Average,Yunara,52.70%,52892,Good Lane,Kaisa,52.44%,120351,Good Lane,Varus,52.09%,28008,Bad Lane,Ezreal,52.05%,72173,Average,Zeri,52.03%,21621,Good Lane,Lucian,51.54%,54902,Bad Lane,Tristana,51.06%,47574,Average,Draven,51.06%,28628,Bad Lane,Vayne,50.36%,60435,Good Lane,Caitlyn,50.23%,123792,Average,Sivir,50.17%,27344,Bad Lane,Mel,50.07%,8383,Bad Lane,Xayah,49.89%,25268,Average,Jhin,49.55%,116959,Bad Lane,Smolder,49.26%,69141,Good Lane,Ashe,49.18%,85754,Good Lane,Twitch,48.93%,28884,Good Lane,Jinx,48.74%,102412,Good Lane,Yasuo,48.68%,7383,Bad Lane,Samira,48.42%,36315,Bad Lane,KogMaw,47.62%,11369,Average,MissFortune,47.21%,153392,Bad Lane,Veigar,46.43%,4557,Average,Ziggs,46.39%,14616,Bad Lane,Nilah,45.48%,11587,Bad Lane,Swain,45.45%,8779,Bad Lane,,,,,,,,
Irelia,top,54.1%,C,21 / 50,49.6 %,3.5 %,9.1 %,846928,https://dpm.lol/champions/Irelia/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Varus,53.35%,16835,,Kalista,52.44%,5851,,Yunara,52.35%,28048,,Draven,52.14%,17212,,Corki,51.92%,5152,,Zeri,51.87%,11708,,Ezreal,51.86%,45081,,Lucian,51.05%,33053,,Caitlyn,50.71%,71289,,Kaisa,50.46%,66067,,Sivir,50.28%,18315,,Aphelios,50.17%,24918,,Xayah,50.16%,16172,,Mel,49.77%,5531,,Jhin,49.71%,68586,,Ashe,49.59%,49740,,Twitch,49.59%,17721,,Tristana,49.19%,32324,,Smolder,48.94%,41115,,Jinx,48.59%,53874,,Samira,48.37%,22282,,KogMaw,48.26%,6724,,Ziggs,48.12%,9072,,MissFortune,47.44%,93645,,Yasuo,47.33%,4629,,Vayne,46.85%,36195,,Swain,46.60%,5740,,Veigar,45.63%,2963,,Lux,44.71%,2702,,Nilah,44.39%,7067,
