champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_top_1_name,matchup_top_1_winrate,matchup_top_1_games,matchup_top_1_lane_quality,matchup_top_2_name,matchup_top_2_winrate,matchup_top_2_games,matchup_top_2_lane_quality,matchup_top_3_name,matchup_top_3_winrate,matchup_top_3_games,matchup_top_3_lane_quality,matchup_top_4_name,matchup_top_4_winrate,matchup_top_4_games,matchup_top_4_lane_quality,matchup_top_5_name,matchup_top_5_winrate,matchup_top_5_games,matchup_top_5_lane_quality,matchup_top_6_name,matchup_top_6_winrate,matchup_top_6_games,matchup_top_6_lane_quality,matchup_top_7_name,matchup_top_7_winrate,matchup_top_7_games,matchup_top_7_lane_quality,matchup_top_8_name,matchup_top_8_winrate,matchup_top_8_games,matchup_top_8_lane_quality,matchup_top_9_name,matchup_top_9_winrate,matchup_top_9_games,matchup_top_9_lane_quality,matchup_top_10_name,matchup_top_10_winrate,matchup_top_10_games,matchup_top_10_lane_quality,matchup_top_11_name,matchup_top_11_winrate,matchup_top_11_games,matchup_top_11_lane_quality,matchup_top_12_name,matchup_top_12_winrate,matchup_top_12_games,matchup_top_12_lane_quality,matchup_top_13_name,matchup_top_13_winrate,matchup_top_13_games,matchup_top_13_lane_quality,matchup_top_14_name,matchup_top_14_winrate,matchup_top_14_games,matchup_top_14_lane_quality,matchup_top_15_name,matchup_top_15_winrate,matchup_top_15_games,matchup_top_15_lane_quality,matchup_top_16_name,matchup_top_16_winrate,matchup_top_16_games,matchup_top_16_lane_quality,matchup_top_17_name,matchup_top_17_winrate,matchup_top_17_games,matchup_top_17_lane_quality,matchup_top_18_name,matchup_top_18_winrate,matchup_top_18_games,matchup_top_18_lane_quality,matchup_top_19_name,matchup_top_19_winrate,matchup_top_19_games,matchup_top_19_lane_quality,matchup_top_20_name,matchup_top_20_winrate,matchup_top_20_games,matchup_top_20_lane_quality,matchup_top_21_name,matchup_top_21_winrate,matchup_top_21_games,matchup_top_21_lane_quality,matchup_top_22_name,matchup_top_22_winrate,matchup_top_22_games,matchup_top_22_lane_quality,matchup_top_23_name,matchup_top_23_winrate,matchup_top_23_games,matchup_top_23_lane_quality,matchup_top_24_name,matchup_top_24_winrate,matchup_top_24_games,matchup_top_24_lane_quality,matchup_top_25_name,matchup_top_25_winrate,matchup_top_25_games,matchup_top_25_lane_quality,matchup_top_26_name,matchup_top_26_winrate,matchup_top_26_games,matchup_top_26_lane_quality,matchup_top_27_name,matchup_top_27_winrate,matchup_top_27_games,matchup_top_27_lane_quality,matchup_top_28_name,matchup_top_28_winrate,matchup_top_28_games,matchup_top_28_lane_quality,matchup_top_29_name,matchup_top_29_winrate,matchup_top_29_games,matchup_top_29_lane_quality,matchup_top_30_name,matchup_top_30_winrate,matchup_top_30_games,matchup_top_30_lane_quality,matchup_top_31_name,matchup_top_31_winrate,matchup_top_31_games,matchup_top_31_lane_quality,matchup_top_32_name,matchup_top_32_winrate,matchup_top_32_games,matchup_top_32_lane_quality,matchup_top_33_name,matchup_top_33_winrate,matchup_top_33_games,matchup_top_33_lane_quality,matchup_top_34_name,matchup_top_34_winrate,matchup_top_34_games,matchup_top_34_lane_quality,matchup_top_35_name,matchup_top_35_winrate,matchup_top_35_games,matchup_top_35_lane_quality,matchup_top_36_name,matchup_top_36_winrate,matchup_top_36_games,matchup_top_36_lane_quality,matchup_top_37_name,matchup_top_37_winrate,matchup_top_37_games,matchup_top_37_lane_quality,matchup_top_38_name,matchup_top_38_winrate,matchup_top_38_games,matchup_top_38_lane_quality,matchup_top_39_name,matchup_top_39_winrate,matchup_top_39_games,matchup_top_39_lane_quality,matchup_top_40_name,matchup_top_40_winrate,matchup_top_40_games,matchup_top_40_lane_quality,matchup_top_41_name,matchup_top_41_winrate,matchup_top_41_games,matchup_top_41_lane_quality,matchup_top_42_name,matchup_top_42_winrate,matchup_top_42_games,matchup_top_42_lane_quality,matchup_top_43_name,matchup_top_43_winrate,matchup_top_43_games,matchup_top_43_lane_quality,matchup_top_44_name,matchup_top_44_winrate,matchup_top_44_games,matchup_top_44_lane_quality,matchup_top_45_name,matchup_top_45_winrate,matchup_top_45_games,matchup_top_45_lane_quality,matchup_top_46_name,matchup_top_46_winrate,matchup_top_46_games,matchup_top_46_lane_quality,matchup_top_47_name,matchup_top_47_winrate,matchup_top_47_games,matchup_top_47_lane_quality,matchup_top_48_name,matchup_top_48_winrate,matchup_top_48_games,matchup_top_48_lane_quality,matchup_top_49_name,matchup_top_49_winrate,matchup_top_49_games,matchup_top_49_lane_quality,matchup_top_50_name,matchup_top_50_winrate,matchup_top_50_games,matchup_top_50_lane_quality,matchup_top_51_name,matchup_top_51_winrate,matchup_top_51_games,matchup_top_51_lane_quality,matchup_top_52_name,matchup_top_52_winrate,matchup_top_52_games,matchup_top_52_lane_quality,matchup_top_53_name,matchup_top_53_winrate,matchup_top_53_games,matchup_top_53_lane_quality,matchup_top_54_name,matchup_top_54_winrate,matchup_top_54_games,matchup_top_54_lane_quality
Mordekaiser,top,89.0%,S,3 / 50,51.4 %,7.8 %,12.9 %,1877304,https://dpm.lol/champions/Mordekaiser/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Illaoi,56.60%,38734,Good Lane,Camille,56.15%,16986,Good Lane,Gangplank,54.74%,24947,Average,Shen,54.36%,34872,Good Lane,KSante,54.36%,24608,Bad Lane,Rumble,54.30%,13522,Good Lane,Chogath,54.19%,42142,Good Lane,Malphite,54.07%,85615,Good Lane,MasterYi,53.77%,8501,Good Lane,Gragas,53.56%,13774,Average,Trundle,53.46%,12303,Good Lane,Renekton,53.43%,46522,Bad Lane,TahmKench,53.27%,14409,Average,Ambessa,53.10%,26640,Average,Pantheon,52.71%,16634,Average,Quinn,52.54%,13078,Good Lane,Vladimir,52.42%,14801,Average,Poppy,52.40%,6710,Average,Ornn,52.22%,30982,Good Lane,Jayce,52.12%,14506,Bad Lane,Teemo,51.92%,56607,Good Lane,Sion,51.68%,39336,Average,Garen,51.68%,91154,Good Lane,Aatrox,51.61%,55570,Bad Lane,Riven,51.57%,29244,Average,Kennen,51.52%,12469,Average,Irelia,51.51%,27304,Bad Lane,Yasuo,51.50%,24563,Bad Lane,Gnar,51.29%,22370,Bad Lane,Nasus,51.25%,46069,Good Lane,Tryndamere,51.05%,29219,Bad Lane,Akali,50.99%,12025,Bad Lane,Urgot,50.95%,30047,Good Lane,Gwen,50.94%,32650,Good Lane,Kled,50.83%,13723,Bad Lane,Zaahen,50.71%,72021,Good Lane,Jax,50.61%,49042,Average,Sett,50.21%,88142,Bad Lane,Swain,49.92%,14290,Bad Lane,Darius,49.91%,94822,Bad Lane,Varus,49.85%,5761,Bad Lane,DrMundo,49.83%,61311,Average,Volibear,49.58%,41343,Bad Lane,Yone,49.08%,44275,Bad Lane,Fiora,48.93%,36530,Bad Lane,Kayle,48.71%,41608,Good Lane,Vayne,48.28%,21038,Bad Lane,Olaf,47.74%,36439,Bad Lane,Yorick,47.73%,54690,Bad Lane,Warwick,47.21%,20151,Bad Lane,Heimerdinger,46.97%,19747,Bad Lane,Singed,46.03%,24427,Average,,,,,,,,
Swain,adc,13.5%,S,2 / 26,54.1 %,1.3 %,6.0 %,320056,https://dpm.lol/champions/Swain/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,MasterYi,59.22%,1513,,KSante,58.27%,3971,,Smolder,57.93%,1110,,Jayce,57.69%,3106,,Pantheon,57.06%,2897,,Trundle,56.79%,1921,,Malphite,56.69%,11643,,Gragas,56.45%,2790,,Kennen,56.21%,2891,,Sion,55.89%,7225,,Ambessa,55.71%,5261,,Yasuo,55.70%,4605,,Rumble,55.67%,2759,,Jax,55.60%,8024,,Akali,55.38%,2037,,MonkeyKing,55.32%,1025,,Camille,55.26%,3210,,Gangplank,55.23%,4465,,Tryndamere,55.20%,4917,,Shen,55.17%,5276,,Poppy,55.17%,1345,,TahmKench,54.89%,2046,,Aatrox,54.71%,8432,,Gnar,54.67%,4271,,Quinn,54.51%,2884,,DrMundo,54.46%,10496,,Ornn,54.28%,5090,,Vladimir,54.07%,3218,,Zaahen,54.05%,13900,,Teemo,53.90%,9124,,Chogath,53.81%,7027,,Nasus,53.80%,6676,,Olaf,53.70%,3166,,Gwen,53.58%,6648,,Volibear,53.54%,4985,,Sylas,53.51%,1553,,Darius,53.46%,13778,,Irelia,53.40%,5740,,Riven,53.19%,5958,,Yone,52.84%,6870,,Fiora,52.58%,6059,,Sett,52.34%,12043,,Mordekaiser,52.27%,12683,,Yorick,52.20%,7510,,Garen,52.12%,14037,,Kled,52.02%,2449,,Warwick,51.93%,2334,,Vayne,51.77%,2934,,Heimerdinger,51.71%,2974,,Kayle,51.64%,7369,,Varus,51.30%,1234,,Urgot,50.83%,5394,,Singed,50.30%,4378,,Illaoi,50.13%,5452,
Vayne,adc,80.1%,S,3 / 26,51.5 %,8.8 %,7.7 %,2103735,https://dpm.lol/champions/Vayne/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,KSante,57.19%,23029,,MasterYi,56.71%,9742,,Camille,54.29%,20371,,Gragas,54.02%,17502,,Ambessa,53.58%,31971,,Gwen,53.55%,36798,,Trundle,53.46%,12813,,Darius,53.35%,85013,,Olaf,53.19%,19518,,Irelia,53.16%,36195,,Volibear,53.09%,34554,,TahmKench,53.00%,16126,,Chogath,52.95%,47027,,Gnar,52.94%,28137,,Gangplank,52.86%,28415,,Aatrox,52.86%,53948,,Sylas,52.60%,7091,,Yone,52.49%,44489,,Tryndamere,52.42%,31824,,Yasuo,52.41%,31859,,Zaahen,52.39%,88874,,Sion,52.28%,47304,,Jayce,52.21%,20273,,Renekton,52.19%,41668,,DrMundo,52.15%,73933,,Jax,52.05%,56691,,Rumble,52.02%,15482,,Smolder,51.85%,7341,,Ornn,51.80%,34424,,Riven,51.78%,36857,,Shen,51.74%,37061,,Fiora,51.71%,34793,,Mordekaiser,51.62%,82272,,Poppy,51.59%,8450,,Varus,51.24%,7521,,Pantheon,51.19%,21180,,Kled,50.96%,14933,,Akali,50.64%,13688,,MonkeyKing,50.58%,6315,,Nasus,50.51%,55485,,Kennen,50.46%,18788,,Garen,50.41%,94815,,Swain,50.40%,16409,,Quinn,50.37%,21337,,Illaoi,50.01%,33462,,Sett,49.96%,81537,,Warwick,49.07%,14359,,Singed,49.02%,26569,,Urgot,48.96%,33806,,Yorick,48.78%,50758,,Heimerdinger,48.59%,18238,,Malphite,48.00%,94291,,Teemo,47.95%,66177,,Kayle,47.94%,50153,
Warwick,jun,82.0%,S,5 / 52,51.9 %,6.6 %,9.0 %,1585624,https://dpm.lol/champions/Warwick/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,MasterYi,58.20%,8003,,KSante,56.35%,15363,,Ambessa,55.83%,20605,,Gwen,55.33%,28154,,Camille,54.98%,12304,,Tryndamere,54.80%,26185,,Jayce,54.63%,12671,,Vladimir,54.59%,14223,,Gragas,54.57%,11303,,Riven,54.52%,24422,,Gangplank,54.34%,19895,,Poppy,54.30%,5042,,Trundle,53.98%,11045,,Yasuo,53.97%,22625,,Fiora,53.75%,24591,,Aatrox,53.60%,38751,,Rumble,53.54%,10794,,Irelia,53.43%,25237,,Sylas,53.41%,4784,,Yone,53.25%,35455,,Gnar,53.18%,19928,,Zaahen,53.15%,65636,,Varus,52.86%,5390,,Smolder,52.83%,4954,,Quinn,52.71%,15924,,Pantheon,52.61%,15508,,Renekton,52.52%,29503,,Akali,52.50%,9696,,Volibear,52.46%,28437,,Darius,52.34%,71814,,Kennen,52.14%,13171,,TahmKench,51.98%,11537,,Vayne,51.77%,15662,,Shen,51.30%,23882,,Jax,51.29%,44090,,Olaf,51.09%,15976,,Mordekaiser,51.06%,69444,,Chogath,50.96%,33915,,Sett,50.85%,69171,,DrMundo,50.83%,52388,,Kled,50.70%,10736,,Ornn,50.30%,21494,,Garen,50.27%,73772,,Teemo,50.26%,57296,,Illaoi,49.93%,29850,,Yorick,49.88%,42159,,Nasus,49.63%,40375,,Urgot,49.58%,27170,,Heimerdinger,49.25%,17269,,Kayle,49.08%,38465,,Swain,49.01%,11160,,Sion,49.01%,31359,,Malphite,48.93%,67760,,Singed,48.30%,19281,
Smolder,adc,82.4%,S,4 / 26,51.5 %,9.6 %,4.7 %,2310043,https://dpm.lol/champions/Smolder/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,KSante,56.37%,27465,,MasterYi,56.20%,10010,,Rumble,53.89%,18685,,Gragas,53.81%,19916,,Gangplank,53.16%,33910,,Jayce,53.15%,27006,,Trundle,52.93%,13015,,Ambessa,52.84%,39228,,Chogath,52.64%,48231,,Gnar,52.61%,30314,,Darius,52.50%,95387,,Pantheon,52.43%,22655,,Aatrox,52.32%,66075,,Camille,52.32%,24504,,Gwen,52.27%,42099,,Riven,52.24%,41626,,Poppy,52.22%,9473,,Renekton,52.21%,48070,,Yone,52.20%,52757,,TahmKench,52.10%,15209,,Nasus,52.10%,53033,,Jax,52.08%,61716,,Tryndamere,52.04%,35528,,Vladimir,52.01%,22920,,Kennen,51.97%,20373,,Zaahen,51.91%,100557,,Volibear,51.85%,36305,,Shen,51.78%,37883,,Ornn,51.77%,36161,,Sion,51.60%,51100,,Illaoi,51.59%,35915,,Olaf,51.57%,21042,,Yorick,51.32%,54839,,Sylas,51.29%,9021,,Vayne,51.23%,23084,,Irelia,51.09%,41115,,Quinn,50.87%,22004,,Heimerdinger,50.84%,20018,,MonkeyKing,50.82%,7356,,Fiora,50.81%,39599,,Akali,50.77%,15552,,Varus,50.59%,8360,,Swain,50.43%,17775,,Teemo,50.40%,66713,,Kled,50.37%,16692,,Malphite,50.31%,92566,,DrMundo,50.12%,72671,,Urgot,49.99%,35946,,Garen,49.82%,100939,,Mordekaiser,49.64%,88084,,Sett,49.44%,86770,,Warwick,49.13%,15493,,Kayle,48.89%,54005,,Singed,48.83%,30085,
