champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_jun_1_name,matchup_jun_1_winrate,matchup_jun_1_games,matchup_jun_1_lane_quality,matchup_jun_2_name,matchup_jun_2_winrate,matchup_jun_2_games,matchup_jun_2_lane_quality,matchup_jun_3_name,matchup_jun_3_winrate,matchup_jun_3_games,matchup_jun_3_lane_quality,matchup_jun_4_name,matchup_jun_4_winrate,matchup_jun_4_games,matchup_jun_4_lane_quality,matchup_jun_5_name,matchup_jun_5_winrate,matchup_jun_5_games,matchup_jun_5_lane_quality,matchup_jun_6_name,matchup_jun_6_winrate,matchup_jun_6_games,matchup_jun_6_lane_quality,matchup_jun_7_name,matchup_jun_7_winrate,matchup_jun_7_games,matchup_jun_7_lane_quality,matchup_jun_8_name,matchup_jun_8_winrate,matchup_jun_8_games,matchup_jun_8_lane_quality,matchup_jun_9_name,matchup_jun_9_winrate,matchup_jun_9_games,matchup_jun_9_lane_quality,matchup_jun_10_name,matchup_jun_10_winrate,matchup_jun_10_games,matchup_jun_10_lane_quality,matchup_jun_11_name,matchup_jun_11_winrate,matchup_jun_11_games,matchup_jun_11_lane_quality,matchup_jun_12_name,matchup_jun_12_winrate,matchup_jun_12_games,matchup_jun_12_lane_quality,matchup_jun_13_name,matchup_jun_13_winrate,matchup_jun_13_games,matchup_jun_13_lane_quality,matchup_jun_14_name,matchup_jun_14_winrate,matchup_jun_14_games,matchup_jun_14_lane_quality,matchup_jun_15_name,matchup_jun_15_winrate,matchup_jun_15_games,matchup_jun_15_lane_quality,matchup_jun_16_name,matchup_jun_16_winrate,matchup_jun_16_games,matchup_jun_16_lane_quality,matchup_jun_17_name,matchup_jun_17_winrate,matchup_jun_17_games,matchup_jun_17_lane_quality,matchup_jun_18_name,matchup_jun_18_winrate,matchup_jun_18_games,matchup_jun_18_lane_quality,matchup_jun_19_name,matchup_jun_19_winrate,matchup_jun_19_games,matchup_jun_19_lane_quality,matchup_jun_20_name,matchup_jun_20_winrate,matchup_jun_20_games,matchup_jun_20_lane_quality,matchup_jun_21_name,matchup_jun_21_winrate,matchup_jun_21_games,matchup_jun_21_lane_quality,matchup_jun_22_name,matchup_jun_22_winrate,matchup_jun_22_games,matchup_jun_22_lane_quality,matchup_jun_23_name,matchup_jun_23_winrate,matchup_jun_23_games,matchup_jun_23_lane_quality,matchup_jun_24_name,matchup_jun_24_winrate,matchup_jun_24_games,matchup_jun_24_lane_quality,matchup_jun_25_name,matchup_jun_25_winrate,matchup_jun_25_games,matchup_jun_25_lane_quality,matchup_jun_26_name,matchup_jun_26_winrate,matchup_jun_26_games,matchup_jun_26_lane_quality,matchup_jun_27_name,matchup_jun_27_winrate,matchup_jun_27_games,matchup_jun_27_lane_quality,matchup_jun_28_name,matchup_jun_28_winrate,matchup_jun_28_games,matchup_jun_28_lane_quality,matchup_jun_29_name,matchup_jun_29_winrate,matchup_jun_29_games,matchup_jun_29_lane_quality,matchup_jun_30_name,matchup_jun_30_winrate,matchup_jun_30_games,matchup_jun_30_lane_quality,matchup_jun_31_name,matchup_jun_31_winrate,matchup_jun_31_games,matchup_jun_31_lane_quality,matchup_jun_32_name,matchup_jun_32_winrate,matchup_jun_32_games,matchup_jun_32_lane_quality,matchup_jun_33_name,matchup_jun_33_winrate,matchup_jun_33_games,matchup_jun_33_lane_quality,matchup_jun_34_name,matchup_jun_34_winrate,matchup_jun_34_games,matchup_jun_34_lane_quality,matchup_jun_35_name,matchup_jun_35_winrate,matchup_jun_35_games,matchup_jun_35_lane_quality,matchup_jun_36_name,matchup_jun_36_winrate,matchup_jun_36_games,matchup_jun_36_lane_quality,matchup_jun_37_name,matchup_jun_37_winrate,matchup_jun_37_games,matchup_jun_37_lane_quality,matchup_jun_38_name,matchup_jun_38_winrate,matchup_jun_38_games,matchup_jun_38_lane_quality,matchup_jun_39_name,matchup_jun_39_winrate,matchup_jun_39_games,matchup_jun_39_lane_quality,matchup_jun_40_name,matchup_jun_40_winrate,matchup_jun_40_games,matchup_jun_40_lane_quality,matchup_jun_41_name,matchup_jun_41_winrate,matchup_jun_41_games,matchup_jun_41_lane_quality,matchup_jun_42_name,matchup_jun_42_winrate,matchup_jun_42_games,matchup_jun_42_lane_quality,matchup_jun_43_name,matchup_jun_43_winrate,matchup_jun_43_games,matchup_jun_43_lane_quality,matchup_jun_44_name,matchup_jun_44_winrate,matchup_jun_44_games,matchup_jun_44_lane_quality,matchup_jun_45_name,matchup_jun_45_winrate,matchup_jun_45_games,matchup_jun_45_lane_quality,matchup_jun_46_name,matchup_jun_46_winrate,matchup_jun_46_games,matchup_jun_46_lane_quality,matchup_jun_47_name,matchup_jun_47_winrate,matchup_jun_47_games,matchup_jun_47_lane_quality,matchup_jun_48_name,matchup_jun_48_winrate,matchup_jun_48_games,matchup_jun_48_lane_quality,matchup_jun_49_name,matchup_jun_49_winrate,matchup_jun_49_games,matchup_jun_49_lane_quality,matchup_jun_50_name,matchup_jun_50_winrate,matchup_jun_50_games,matchup_jun_50_lane_quality,matchup_jun_51_name,matchup_jun_51_winrate,matchup_jun_51_games,matchup_jun_51_lane_quality,matchup_jun_52_name,matchup_jun_52_winrate,matchup_jun_52_games,matchup_jun_52_lane_quality,matchup_jun_53_name,matchup_jun_53_winrate,matchup_jun_53_games,matchup_jun_53_lane_quality,matchup_jun_54_name,matchup_jun_54_winrate,matchup_jun_54_games,matchup_jun_54_lane_quality,matchup_jun_55_name,matchup_jun_55_winrate,matchup_jun_55_games,matchup_jun_55_lane_quality,matchup_jun_56_name,matchup_jun_56_winrate,matchup_jun_56_games,matchup_jun_56_lane_quality,matchup_jun_57_name,matchup_jun_57_winrate,matchup_jun_57_games,matchup_jun_57_lane_quality,matchup_jun_58_name,matchup_jun_58_winrate,matchup_jun_58_games,matchup_jun_58_lane_quality
Samira,adc,98.2%,B,10 / 26,50.1 %,5.5 %,10.7 %,735692,https://dpm.lol/champions/Samira/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Rengar,56.88%,13626,,Qiyana,55.75%,6389,,Nidalee,55.47%,4898,,Talon,54.70%,8503,,Naafiri,54.32%,7196,,Skarner,53.57%,2479,,Kindred,53.53%,9025,,LeeSin,53.05%,21231,,Hecarim,53.01%,8465,,Khazix,52.62%,16688,,Zed,52.42%,10518,,Nocturne,52.07%,16617,,Graves,52.03%,11393,,Sylas,52.00%,20718,,Ambessa,51.84%,3210,,Shaco,51.63%,18843,,Vi,51.59%,10758,,RekSai,51.48%,3607,,Evelynn,51.44%,8974,,Aatrox,51.44%,7804,,Elise,51.37%,5400,,Gwen,51.29%,2876,,Pantheon,51.00%,5423,,Belveth,50.27%,6212,,Ekko,50.24%,13237,,Teemo,50.23%,4414,,Karthus,50.13%,4486,,Zaahen,50.01%,8610,,Udyr,49.96%,6710,,MasterYi,49.88%,28864,,Diana,49.70%,24988,,Trundle,49.66%,9080,,Lillia,49.64%,11815,,Viego,49.51%,37786,,Sejuani,49.51%,7108,,JarvanIV,49.36%,13688,,Jayce,49.30%,5008,,Nunu,49.26%,9699,,XinZhao,49.05%,10231,,Kayn,48.96%,33084,,Zac,48.75%,7860,,Shyvana,48.32%,5114,,Volibear,48.01%,14715,,Ivern,48.00%,3508,,DrMundo,47.76%,10866,,MonkeyKing,47.61%,9065,,FiddleSticks,47.40%,8724,,Malphite,47.26%,19928,,Warwick,47.25%,25677,,Jax,47.16%,21580,,Rammus,47.16%,8773,,Briar,47.05%,22157,,Chogath,46.70%,3148,,Mordekaiser,46.40%,2308,,Nasus,46.30%,2460,,Amumu,45.85%,19298,,,,,,,,,
Urgot,top,93.9%,B,14 / 50,51.9 %,3.2 %,1.8 %,425863,https://dpm.lol/champions/Urgot/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Qiyana,58.11%,3748,,Rengar,56.11%,8082,,Sylas,56.02%,11543,,Nidalee,55.86%,2916,,Skarner,55.27%,1518,,LeeSin,55.08%,11684,,RekSai,54.87%,2318,,Pantheon,54.59%,3279,,Zed,54.50%,5589,,Evelynn,54.41%,5155,,Hecarim,54.40%,5053,,Belveth,54.15%,3756,,Riven,53.99%,1228,,Talon,53.98%,5287,,Zaahen,53.71%,5159,,Karthus,53.43%,2729,,Khazix,53.33%,9510,,MasterYi,53.32%,16726,,Udyr,53.28%,4332,,Vi,53.27%,6216,,Aatrox,53.11%,4792,,Shaco,53.04%,10805,,Kindred,52.64%,5547,,XinZhao,52.43%,5777,,Gwen,52.11%,2057,,Ekko,52.09%,7764,,FiddleSticks,51.84%,4934,,Lillia,51.66%,6882,,Shyvana,51.48%,3168,,Graves,51.48%,6725,,Kayn,51.45%,18014,,Zac,51.43%,4760,,Naafiri,51.39%,4104,,Viego,51.27%,20995,,Nunu,51.22%,5828,,Jayce,51.17%,3322,,Ambessa,51.13%,2126,,Nocturne,50.93%,9886,,Nasus,50.75%,1990,,Diana,50.75%,14764,,Warwick,50.55%,15515,,Elise,50.54%,3223,,Volibear,50.53%,9100,,MonkeyKing,50.20%,5273,,Sejuani,50.19%,4156,,JarvanIV,50.16%,8500,,Trundle,50.03%,5203,,Mordekaiser,49.97%,1469,,Briar,49.96%,13243,,Ivern,49.62%,2120,,Malphite,49.50%,11592,,Jax,49.41%,13579,,Teemo,48.45%,2648,,DrMundo,47.82%,6154,,Amumu,47.65%,11583,,Rammus,45.99%,4838,,,,,,,,,
Viktor,mid,95.0%,B,14 / 47,51.2 %,5.4 %,2.4 %,715444,https://dpm.lol/champions/Viktor/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Skarner,57.31%,2476,,Gragas,55.14%,2042,,Qiyana,54.40%,7423,,Pantheon,54.36%,5911,,Vi,53.76%,10970,,Aatrox,53.44%,10751,,Rengar,53.40%,12546,,LeeSin,52.95%,27959,,Chogath,52.91%,3062,,Zaahen,52.85%,8161,,Kindred,52.77%,9057,,Belveth,52.75%,6068,,Poppy,52.68%,2016,,Naafiri,52.65%,7297,,FiddleSticks,52.54%,7866,,Hecarim,52.53%,8404,,Nidalee,52.46%,6891,,Sejuani,52.24%,7293,,Shaco,52.19%,16443,,Karthus,52.18%,4925,,Kayn,52.07%,25318,,Zac,51.93%,8617,,Trundle,51.84%,7147,,Nasus,51.76%,2044,,Zed,51.75%,10184,,Elise,51.71%,5981,,Sylas,51.59%,22766,,Shyvana,51.59%,4549,,Nocturne,51.55%,15809,,RekSai,51.46%,4392,,Nunu,51.28%,8269,,Ambessa,51.20%,3953,,JarvanIV,51.04%,16497,,Graves,50.66%,14423,,Udyr,50.54%,6890,,XinZhao,50.36%,12147,,Malphite,50.34%,20053,,MasterYi,50.34%,22199,,Amumu,50.33%,14956,,Warwick,50.27%,19222,,Lillia,50.25%,11848,,Gwen,50.11%,3081,,Volibear,50.06%,11427,,Jax,50.05%,17443,,Viego,49.99%,33706,,Zyra,49.98%,2065,,Diana,49.92%,22780,,Talon,49.80%,9813,,Rammus,49.76%,7251,,Teemo,49.73%,3827,,Jayce,49.67%,10515,,Khazix,49.46%,16394,,Ekko,49.46%,12773,,Ivern,49.41%,3758,,DrMundo,49.22%,11348,,Briar,48.90%,19171,,Evelynn,48.78%,7970,,Mordekaiser,46.20%,2052,
Taric,sup,93.1%,B,13 / 38,52.5 %,1.6 %,0.4 %,212868,https://dpm.lol/champions/Taric/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Rengar,58.11%,4051,,Skarner,57.47%,689,,Gragas,56.91%,601,,Qiyana,56.44%,1901,,Kindred,55.59%,2824,,Sylas,55.58%,5912,,Talon,55.32%,2520,,Chogath,55.10%,1029,,Vi,55.03%,2971,,Nidalee,54.82%,1399,,XinZhao,54.37%,2904,,Pantheon,54.24%,1803,,Hecarim,54.21%,2507,,Aatrox,54.16%,2415,,MasterYi,54.06%,8115,,Nasus,54.01%,711,,Naafiri,53.96%,2018,,Evelynn,53.95%,2556,,Elise,53.87%,1589,,Zed,53.78%,2860,,LeeSin,53.64%,6007,,Khazix,53.55%,4562,,Warwick,53.53%,7263,,Zaahen,53.36%,2667,,RekSai,53.30%,1150,,Nocturne,53.13%,4800,,Belveth,52.92%,1882,,Nunu,52.64%,2844,,Sejuani,52.57%,2102,,Viego,52.45%,10307,,Karthus,52.27%,1364,,Zac,52.13%,2400,,Diana,52.10%,7300,,Ivern,51.91%,1177,,Jayce,51.87%,1446,,FiddleSticks,51.66%,2658,,MonkeyKing,51.60%,2587,,Volibear,51.50%,4140,,Ambessa,51.48%,979,,Rammus,51.44%,2609,,Briar,51.35%,6586,,Graves,51.35%,3221,,Ekko,51.24%,3837,,JarvanIV,51.16%,4316,,Kayn,51.04%,8877,,Trundle,50.79%,2520,,Udyr,50.78%,2111,,DrMundo,50.66%,3405,,Shyvana,50.65%,1613,,Malphite,50.40%,5948,,Teemo,50.08%,1306,,Gwen,50.05%,933,,Amumu,49.10%,5578,,Jax,48.32%,6298,,Lillia,47.84%,3562,,Mordekaiser,47.48%,733,,,,,,,,,
Yasuo,adc,8.1%,-,-/-,51.1 %,1.2 %,19.2 %,157823,https://dpm.lol/champions/Yasuo/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Qiyana,58.95%,1408,,Naafiri,58.63%,1494,,Rengar,58.20%,2988,,Skarner,56.04%,596,,Ivern,54.84%,868,,Zed,54.77%,2202,,Shaco,54.33%,4000,,Talon,54.20%,2002,,LeeSin,54.12%,4612,,Khazix,54.01%,3670,,Nidalee,53.99%,989,,Karthus,53.75%,1053,,Hecarim,53.75%,1922,,Graves,53.62%,2430,,Gwen,53.37%,667,,Zaahen,53.19%,2004,,Evelynn,53.12%,1986,,Jayce,53.06%,1127,,Elise,52.79%,1131,,Sejuani,52.48%,1650,,RekSai,52.30%,891,,Kindred,52.26%,1904,,Mordekaiser,52.17%,531,,Aatrox,52.12%,1746,,Nasus,51.84%,461,,Vi,51.74%,2294,,Sylas,51.72%,4749,,Pantheon,51.45%,1306,,JarvanIV,51.32%,3040,,XinZhao,51.27%,2212,,Viego,51.11%,7799,,Trundle,51.02%,2013,,Poppy,51.00%,500,,Diana,50.89%,5197,,Nunu,50.80%,2189,,Teemo,50.77%,908,,MasterYi,50.66%,5861,,Zac,50.53%,1791,,Nocturne,50.48%,3340,,FiddleSticks,50.25%,1831,,DrMundo,49.94%,2395,,Kayn,49.26%,6929,,MonkeyKing,49.17%,1934,,Belveth,49.05%,1419,,Malphite,48.60%,4033,,Shyvana,48.59%,1031,,Warwick,48.45%,5422,,Lillia,48.44%,2665,,Volibear,48.04%,3120,,Udyr,47.92%,1563,,Ambessa,47.90%,691,,Rammus,47.75%,2377,,Briar,47.63%,4844,,Jax,47.27%,4671,,Amumu,46.31%,4172,,Chogath,46.29%,674,,,,,,,,,
