champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,synergy_sup_1_name,synergy_sup_1_winrate,synergy_sup_1_games,synergy_sup_1_lane_quality,synergy_sup_2_name,synergy_sup_2_winrate,synergy_sup_2_games,synergy_sup_2_lane_quality,synergy_sup_3_name,synergy_sup_3_winrate,synergy_sup_3_games,synergy_sup_3_lane_quality,synergy_sup_4_name,synergy_sup_4_winrate,synergy_sup_4_games,synergy_sup_4_lane_quality,synergy_sup_5_name,synergy_sup_5_winrate,synergy_sup_5_games,synergy_sup_5_lane_quality,synergy_sup_6_name,synergy_sup_6_winrate,synergy_sup_6_games,synergy_sup_6_lane_quality,synergy_sup_7_name,synergy_sup_7_winrate,synergy_sup_7_games,synergy_sup_7_lane_quality,synergy_sup_8_name,synergy_sup_8_winrate,synergy_sup_8_games,synergy_sup_8_lane_quality,synergy_sup_9_name,synergy_sup_9_winrate,synergy_sup_9_games,synergy_sup_9_lane_quality,synergy_sup_10_name,synergy_sup_10_winrate,synergy_sup_10_games,synergy_sup_10_lane_quality,synergy_sup_11_name,synergy_sup_11_winrate,synergy_sup_11_games,synergy_sup_11_lane_quality,synergy_sup_12_name,synergy_sup_12_winrate,synergy_sup_12_games,synergy_sup_12_lane_quality,synergy_sup_13_name,synergy_sup_13_winrate,synergy_sup_13_games,synergy_sup_13_lane_quality,synergy_sup_14_name,synergy_sup_14_winrate,synergy_sup_14_games,synergy_sup_14_lane_quality,synergy_sup_15_name,synergy_sup_15_winrate,synergy_sup_15_games,synergy_sup_15_lane_quality,synergy_sup_16_name,synergy_sup_16_winrate,synergy_sup_16_games,synergy_sup_16_lane_quality,synergy_sup_17_name,synergy_sup_17_winrate,synergy_sup_17_games,synergy_sup_17_lane_quality,synergy_sup_18_name,synergy_sup_18_winrate,synergy_sup_18_games,synergy_sup_18_lane_quality,synergy_sup_19_name,synergy_sup_19_winrate,synergy_sup_19_games,synergy_sup_19_lane_quality,synergy_sup_20_name,synergy_sup_20_winrate,synergy_sup_20_games,synergy_sup_20_lane_quality,synergy_sup_21_name,synergy_sup_21_winrate,synergy_sup_21_games,synergy_sup_21_lane_quality,synergy_sup_22_name,synergy_sup_22_winrate,synergy_sup_22_games,synergy_sup_22_lane_quality,synergy_sup_23_name,synergy_sup_23_winrate,synergy_sup_23_games,synergy_sup_23_lane_quality,synergy_sup_24_name,synergy_sup_24_winrate,synergy_sup_24_games,synergy_sup_24_lane_quality,synergy_sup_25_name,synergy_sup_25_winrate,synergy_sup_25_games,synergy_sup_25_lane_quality,synergy_sup_26_name,synergy_sup_26_winrate,synergy_sup_26_games,synergy_sup_26_lane_quality,synergy_sup_27_name,synergy_sup_27_winrate,synergy_sup_27_games,synergy_sup_27_lane_quality,synergy_sup_28_name,synergy_sup_28_winrate,synergy_sup_28_games,synergy_sup_28_lane_quality,synergy_sup_29_name,synergy_sup_29_winrate,synergy_sup_29_games,synergy_sup_29_lane_quality,synergy_sup_30_name,synergy_sup_30_winrate,synergy_sup_30_games,synergy_sup_30_lane_quality,synergy_sup_31_name,synergy_sup_31_winrate,synergy_sup_31_games,synergy_sup_31_lane_quality,synergy_sup_32_name,synergy_sup_32_winrate,synergy_sup_32_games,synergy_sup_32_lane_quality,synergy_sup_33_name,synergy_sup_33_winrate,synergy_sup_33_games,synergy_sup_33_lane_quality,synergy_sup_34_name,synergy_sup_34_winrate,synergy_sup_34_games,synergy_sup_34_lane_quality,synergy_sup_35_name,synergy_sup_35_winrate,synergy_sup_35_games,synergy_sup_35_lane_quality,synergy_sup_36_name,synergy_sup_36_winrate,synergy_sup_36_games,synergy_sup_36_lane_quality,synergy_sup_37_name,synergy_sup_37_winrate,synergy_sup_37_games,synergy_sup_37_lane_quality,synergy_sup_38_name,synergy_sup_38_winrate,synergy_sup_38_games,synergy_sup_38_lane_quality,synergy_sup_39_name,synergy_sup_39_winrate,synergy_sup_39_games,synergy_sup_39_lane_quality,synergy_sup_40_name,synergy_sup_40_winrate,synergy_sup_40_games,synergy_sup_40_lane_quality,synergy_sup_41_name,synergy_sup_41_winrate,synergy_sup_41_games,synergy_sup_41_lane_quality,synergy_sup_42_name,synergy_sup_42_winrate,synergy_sup_42_games,synergy_sup_42_lane_quality,synergy_sup_43_name,synergy_sup_43_winrate,synergy_sup_43_games,synergy_sup_43_lane_quality,synergy_sup_44_name,synergy_sup_44_winrate,synergy_sup_44_games,synergy_sup_44_lane_quality,synergy_sup_45_name,synergy_sup_45_winrate,synergy_sup_45_games,synergy_sup_45_lane_quality,synergy_sup_46_name,synergy_sup_46_winrate,synergy_sup_46_games,synergy_sup_46_lane_quality,synergy_sup_47_name,synergy_sup_47_winrate,synergy_sup_47_games,synergy_sup_47_lane_quality,synergy_sup_48_name,synergy_sup_48_winrate,synergy_sup_48_games,synergy_sup_48_lane_quality,synergy_sup_49_name,synergy_sup_49_winrate,synergy_sup_49_games,synergy_sup_49_lane_quality,synergy_sup_50_name,synergy_sup_50_winrate,synergy_sup_50_games,synergy_sup_50_lane_quality,synergy_sup_51_name,synergy_sup_51_winrate,synergy_sup_51_games,synergy_sup_51_lane_quality,synergy_sup_52_name,synergy_sup_52_winrate,synergy_sup_52_games,synergy_sup_52_lane_quality
Vel'Koz,mid,27.6%,C,19 / 47,51.8 %,1.4 %,1.8 %,338846,https://dpm.lol/champions/Velkoz/build?lane=middle&tier=all&platform=all&timeframe=15.24,False,Maokai,55.38%,3395,,Galio,55.37%,1228,,Teemo,55.23%,2678,,Milio,54.80%,13655,,Soraka,54.30%,8214,,Sona,54.07%,4677,,Shen,53.98%,1697,,Zyra,53.74%,7892,,Shaco,53.69%,2712,,Taric,53.54%,2998,,Nami,53.45%,19158,,Leona,53.31%,14754,,Renata,53.05%,2000,,TahmKench,53.04%,6061,,Amumu,53.01%,1145,,Elise,52.89%,1885,,Thresh,52.77%,17113,,Bard,52.69%,8410,,Braum,52.58%,8365,,Malphite,52.53%,2315,,Blitzcrank,52.39%,9479,,Brand,52.33%,7588,,Karma,52.33%,9753,,Swain,52.25%,8490,,Morgana,52.03%,13538,,Rell,52.02%,4764,,Poppy,52.00%,4056,,Pantheon,51.91%,6659,,Alistar,51.76%,5529,,Nautilus,51.66%,16594,,Rakan,51.29%,5354,,Zilean,51.13%,3951,,Xerath,51.11%,4870,,Pyke,50.82%,11524,,FiddleSticks,50.65%,1007,,Sylas,50.51%,1287,,Lulu,50.39%,10420,,Lux,50.31%,18386,,Senna,50.21%,7425,,Seraphine,50.06%,10379,,Yuumi,49.85%,6754,,Leblanc,49.56%,906,,Hwei,49.47%,845,,Veigar,48.85%,1134,,Zoe,48.58%,1200,,Neeko,48.46%,4903,,Mel,47.79%,7862,,Ashe,45.11%,1891,,,,,,,,,,,,,,,,,
Karma,sup,93.1%,C,21 / 39,50.3 %,5.9 %,2.9 %,1427144,https://dpm.lol/champions/Karma/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kog'Maw,adc,86.8%,C,12 / 26,51.9 %,1.6 %,0.6 %,386018,https://dpm.lol/champions/KogMaw/build?lane=bottom&tier=all&platform=all&timeframe=15.24,False,Teemo,55.92%,2518,,Milio,55.18%,30156,,Braum,54.30%,8496,,Swain,54.06%,8481,,Shaco,54.01%,2231,,Nami,53.96%,19210,,Taric,53.60%,2996,,Leona,53.13%,10085,,Lulu,52.94%,63965,,Shen,52.93%,1538,,Xerath,52.90%,4699,,Brand,52.83%,7712,,Janna,52.75%,5883,,Bard,52.73%,6137,,Renata,52.70%,2653,,Poppy,52.62%,3208,,Sona,52.56%,5398,,Zyra,52.47%,6808,,Soraka,52.27%,9929,,Sylas,52.23%,1009,,Amumu,52.04%,1003,,Morgana,51.93%,13138,,Maokai,51.85%,2978,,Velkoz,51.58%,5646,,Zilean,51.57%,4119,,Malphite,51.49%,2222,,Lux,51.34%,17117,,TahmKench,51.10%,6563,,Seraphine,51.07%,10503,,Thresh,50.76%,13156,,Nautilus,50.31%,11363,,Elise,50.31%,1306,,Galio,50.25%,987,,Pantheon,50.25%,5439,,Alistar,50.07%,4280,,Veigar,50.05%,1083,,Pyke,49.82%,9475,,Senna,49.61%,6596,,Blitzcrank,49.59%,7749,,Zoe,49.37%,956,,Rakan,49.23%,3461,,Rell,48.90%,3098,,Ashe,48.42%,1801,,Neeko,47.69%,4758,,Mel,47.24%,7876,,Yuumi,46.93%,8611,,,,,,,,,,,,,,,,,,,,,,,,,
Ziggs,adc,59.8%,C,13 / 26,51.7 %,2.1 %,1.2 %,512685,https://dpm.lol/champions/Ziggs/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Teemo,56.37%,5778,,Amumu,55.60%,1696,,Poppy,55.38%,6716,,Shaco,55.31%,6113,,Shen,55.27%,2408,,Sona,55.26%,6804,,Janna,54.91%,6370,,Galio,54.44%,1657,,Taric,54.37%,2790,,Milio,53.81%,9496,,Zilean,53.72%,5771,,TahmKench,53.71%,8992,,Bard,53.64%,16107,,Pantheon,53.54%,11702,,Zyra,53.41%,12875,,Maokai,53.29%,5010,,Elise,53.21%,2552,,Leona,53.14%,18332,,Velkoz,53.10%,11060,,Nami,52.97%,19397,,Heimerdinger,52.95%,1494,,Nautilus,52.94%,20529,,Morgana,52.70%,19267,,Karma,52.62%,14900,,Leblanc,52.45%,1592,,Soraka,52.42%,9751,,Renata,52.15%,1977,,Brand,51.93%,13500,,Malphite,51.93%,4479,,Rakan,51.87%,6653,,Thresh,51.82%,18553,,FiddleSticks,51.78%,1516,,Swain,51.52%,11636,,Senna,51.51%,20329,,Rell,51.39%,5952,,Pyke,51.28%,17766,,Braum,51.13%,5594,,Xerath,51.05%,12342,,Blitzcrank,50.94%,11896,,Alistar,50.84%,8257,,Zoe,50.66%,2497,,Lux,50.12%,31237,,Ashe,49.70%,6396,,Lulu,49.46%,5477,,Neeko,49.45%,8980,,Seraphine,49.27%,17321,,Hwei,48.60%,1568,,Mel,48.07%,14826,,Twitch,47.15%,2174,,Veigar,47.09%,12027,,MissFortune,44.75%,2228,,Yuumi,43.51%,5838,
Tristana,adc,91.9%,C,14 / 26,49.6 %,7.7 %,4.0 %,1851544,https://dpm.lol/champions/Tristana/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Nami,53.11%,85059,,Taric,52.91%,17942,,Milio,52.40%,58789,,Soraka,52.40%,37881,,Yuumi,52.13%,60335,,Janna,51.60%,23757,,Zyra,51.54%,38156,,Sona,51.53%,21491,,Braum,51.47%,40642,,Teemo,51.03%,13920,,Renata,51.02%,9458,,Amumu,50.98%,6043,,Elise,50.89%,12137,,Brand,50.85%,42536,,Lulu,50.84%,68100,,Swain,50.61%,48218,,Shaco,50.48%,13537,,Velkoz,50.48%,27027,,Maokai,50.33%,19332,,Leona,50.22%,95403,,Sylas,50.17%,9368,,FiddleSticks,50.07%,5510,,Zilean,49.68%,16859,,Leblanc,49.64%,5349,,Blitzcrank,49.59%,63553,,Bard,49.42%,35035,,Karma,49.39%,40653,,Galio,49.38%,7017,,Morgana,49.34%,69977,,Shen,49.31%,9246,,Poppy,49.26%,21945,,Thresh,49.25%,89603,,Lux,48.93%,97785,,Rakan,48.63%,27001,,Pyke,48.51%,76761,,Rell,48.28%,25014,,Seraphine,48.25%,49766,,TahmKench,48.07%,33341,,Veigar,48.04%,6413,,Nautilus,48.02%,101682,,Alistar,48.02%,34312,,Pantheon,47.88%,44079,,Zoe,47.60%,5359,,Malphite,47.47%,13692,,Neeko,47.25%,27257,,Senna,46.94%,29859,,Mel,44.75%,43527,,Ashe,44.12%,8137,,,,,,,,,,,,,,,,,
