champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_jun_1_name,matchup_jun_1_winrate,matchup_jun_1_games,matchup_jun_1_lane_quality,matchup_jun_2_name,matchup_jun_2_winrate,matchup_jun_2_games,matchup_jun_2_lane_quality,matchup_jun_3_name,matchup_jun_3_winrate,matchup_jun_3_games,matchup_jun_3_lane_quality,matchup_jun_4_name,matchup_jun_4_winrate,matchup_jun_4_games,matchup_jun_4_lane_quality,matchup_jun_5_name,matchup_jun_5_winrate,matchup_jun_5_games,matchup_jun_5_lane_quality,matchup_jun_6_name,matchup_jun_6_winrate,matchup_jun_6_games,matchup_jun_6_lane_quality,matchup_jun_7_name,matchup_jun_7_winrate,matchup_jun_7_games,matchup_jun_7_lane_quality,matchup_jun_8_name,matchup_jun_8_winrate,matchup_jun_8_games,matchup_jun_8_lane_quality,matchup_jun_9_name,matchup_jun_9_winrate,matchup_jun_9_games,matchup_jun_9_lane_quality,matchup_jun_10_name,matchup_jun_10_winrate,matchup_jun_10_games,matchup_jun_10_lane_quality,matchup_jun_11_name,matchup_jun_11_winrate,matchup_jun_11_games,matchup_jun_11_lane_quality,matchup_jun_12_name,matchup_jun_12_winrate,matchup_jun_12_games,matchup_jun_12_lane_quality,matchup_jun_13_name,matchup_jun_13_winrate,matchup_jun_13_games,matchup_jun_13_lane_quality,matchup_jun_14_name,matchup_jun_14_winrate,matchup_jun_14_games,matchup_jun_14_lane_quality,matchup_jun_15_name,matchup_jun_15_winrate,matchup_jun_15_games,matchup_jun_15_lane_quality,matchup_jun_16_name,matchup_jun_16_winrate,matchup_jun_16_games,matchup_jun_16_lane_quality,matchup_jun_17_name,matchup_jun_17_winrate,matchup_jun_17_games,matchup_jun_17_lane_quality,matchup_jun_18_name,matchup_jun_18_winrate,matchup_jun_18_games,matchup_jun_18_lane_quality,matchup_jun_19_name,matchup_jun_19_winrate,matchup_jun_19_games,matchup_jun_19_lane_quality,matchup_jun_20_name,matchup_jun_20_winrate,matchup_jun_20_games,matchup_jun_20_lane_quality,matchup_jun_21_name,matchup_jun_21_winrate,matchup_jun_21_games,matchup_jun_21_lane_quality,matchup_jun_22_name,matchup_jun_22_winrate,matchup_jun_22_games,matchup_jun_22_lane_quality,matchup_jun_23_name,matchup_jun_23_winrate,matchup_jun_23_games,matchup_jun_23_lane_quality,matchup_jun_24_name,matchup_jun_24_winrate,matchup_jun_24_games,matchup_jun_24_lane_quality,matchup_jun_25_name,matchup_jun_25_winrate,matchup_jun_25_games,matchup_jun_25_lane_quality,matchup_jun_26_name,matchup_jun_26_winrate,matchup_jun_26_games,matchup_jun_26_lane_quality,matchup_jun_27_name,matchup_jun_27_winrate,matchup_jun_27_games,matchup_jun_27_lane_quality,matchup_jun_28_name,matchup_jun_28_winrate,matchup_jun_28_games,matchup_jun_28_lane_quality,matchup_jun_29_name,matchup_jun_29_winrate,matchup_jun_29_games,matchup_jun_29_lane_quality,matchup_jun_30_name,matchup_jun_30_winrate,matchup_jun_30_games,matchup_jun_30_lane_quality,matchup_jun_31_name,matchup_jun_31_winrate,matchup_jun_31_games,matchup_jun_31_lane_quality,matchup_jun_32_name,matchup_jun_32_winrate,matchup_jun_32_games,matchup_jun_32_lane_quality,matchup_jun_33_name,matchup_jun_33_winrate,matchup_jun_33_games,matchup_jun_33_lane_quality,matchup_jun_34_name,matchup_jun_34_winrate,matchup_jun_34_games,matchup_jun_34_lane_quality,matchup_jun_35_name,matchup_jun_35_winrate,matchup_jun_35_games,matchup_jun_35_lane_quality,matchup_jun_36_name,matchup_jun_36_winrate,matchup_jun_36_games,matchup_jun_36_lane_quality,matchup_jun_37_name,matchup_jun_37_winrate,matchup_jun_37_games,matchup_jun_37_lane_quality,matchup_jun_38_name,matchup_jun_38_winrate,matchup_jun_38_games,matchup_jun_38_lane_quality,matchup_jun_39_name,matchup_jun_39_winrate,matchup_jun_39_games,matchup_jun_39_lane_quality,matchup_jun_40_name,matchup_jun_40_winrate,matchup_jun_40_games,matchup_jun_40_lane_quality,matchup_jun_41_name,matchup_jun_41_winrate,matchup_jun_41_games,matchup_jun_41_lane_quality,matchup_jun_42_name,matchup_jun_42_winrate,matchup_jun_42_games,matchup_jun_42_lane_quality,matchup_jun_43_name,matchup_jun_43_winrate,matchup_jun_43_games,matchup_jun_43_lane_quality,matchup_jun_44_name,matchup_jun_44_winrate,matchup_jun_44_games,matchup_jun_44_lane_quality,matchup_jun_45_name,matchup_jun_45_winrate,matchup_jun_45_games,matchup_jun_45_lane_quality,matchup_jun_46_name,matchup_jun_46_winrate,matchup_jun_46_games,matchup_jun_46_lane_quality,matchup_jun_47_name,matchup_jun_47_winrate,matchup_jun_47_games,matchup_jun_47_lane_quality,matchup_jun_48_name,matchup_jun_48_winrate,matchup_jun_48_games,matchup_jun_48_lane_quality,matchup_jun_49_name,matchup_jun_49_winrate,matchup_jun_49_games,matchup_jun_49_lane_quality,matchup_jun_50_name,matchup_jun_50_winrate,matchup_jun_50_games,matchup_jun_50_lane_quality,matchup_jun_51_name,matchup_jun_51_winrate,matchup_jun_51_games,matchup_jun_51_lane_quality,matchup_jun_52_name,matchup_jun_52_winrate,matchup_jun_52_games,matchup_jun_52_lane_quality,matchup_jun_53_name,matchup_jun_53_winrate,matchup_jun_53_games,matchup_jun_53_lane_quality,matchup_jun_54_name,matchup_jun_54_winrate,matchup_jun_54_games,matchup_jun_54_lane_quality,matchup_jun_55_name,matchup_jun_55_winrate,matchup_jun_55_games,matchup_jun_55_lane_quality,matchup_jun_56_name,matchup_jun_56_winrate,matchup_jun_56_games,matchup_jun_56_lane_quality
Ornn,top,89.7%,C,25 / 50,50.6 %,3.1 %,0.5 %,155594,https://dpm.lol/champions/Ornn/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Skarner,57.26%,592,,Qiyana,55.92%,1867,,Chogath,55.17%,725,,Aatrox,54.83%,1428,,Nidalee,53.98%,1571,,Pantheon,53.98%,1345,,Rengar,53.96%,2978,,Kindred,53.93%,2023,,Sejuani,53.63%,1844,,LeeSin,53.59%,6611,,Zaahen,53.19%,1316,,Shaco,53.00%,4128,,Gragas,52.77%,506,,Sylas,52.70%,4702,,Hecarim,52.67%,1855,,Jayce,52.33%,2983,,Elise,52.26%,1462,,Zed,52.17%,3048,,Vi,52.14%,2762,,Zac,51.81%,2100,,Karthus,51.69%,1064,,Nunu,51.52%,2067,,XinZhao,51.36%,2689,,Ekko,51.07%,3131,,Graves,51.07%,3235,,Ambessa,50.84%,714,,Nocturne,50.70%,3696,,Ivern,50.42%,831,,FiddleSticks,50.41%,2049,,Evelynn,50.40%,1996,,Gwen,50.34%,580,,Trundle,49.89%,1746,,Naafiri,49.73%,1826,,Khazix,49.64%,3922,,MasterYi,49.58%,5272,,Diana,49.51%,5900,,Belveth,49.32%,1472,,Kayn,49.28%,6082,,Udyr,49.28%,1449,,JarvanIV,49.16%,4162,,Volibear,49.15%,2924,,Malphite,49.13%,6465,,Talon,49.10%,2395,,Viego,49.08%,8085,,DrMundo,48.95%,2386,,Shyvana,48.68%,1134,,Teemo,48.40%,1091,,Warwick,48.14%,4755,,RekSai,48.03%,1016,,Amumu,47.99%,3782,,Jax,47.94%,4201,,Briar,47.94%,4387,,MonkeyKing,47.67%,2301,,Lillia,47.16%,2803,,,,,,,,,
Akali,top,15.8%,D,29 / 50,49.2 %,1.4 %,12.3 %,69076,https://dpm.lol/champions/Akali/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Gragas,55.12%,254,,Elise,54.46%,672,,Pantheon,54.01%,574,,Zed,52.97%,1399,,Evelynn,52.54%,866,,Zaahen,52.34%,642,,Qiyana,52.09%,862,,Zac,51.80%,861,,Hecarim,51.50%,868,,RekSai,51.40%,465,,Sylas,51.10%,2454,,Kayn,50.94%,2725,,Naafiri,50.92%,817,,Skarner,50.91%,220,,Graves,50.89%,1521,,Udyr,50.73%,619,,Rengar,50.72%,1242,,Vi,50.66%,1212,,Shaco,50.54%,1959,,Gwen,50.50%,301,,MonkeyKing,50.39%,1020,,Aatrox,50.00%,674,,Ivern,49.70%,338,,Talon,49.67%,1051,,LeeSin,49.63%,3224,,Ekko,49.50%,1402,,Nidalee,49.12%,682,,Poppy,49.12%,226,,Sejuani,49.08%,762,,Ambessa,49.07%,322,,Nocturne,49.04%,1611,,Karthus,49.01%,506,,Belveth,48.90%,591,,Rammus,48.85%,694,,MasterYi,48.80%,2459,,Malphite,48.78%,2097,,FiddleSticks,48.64%,843,,DrMundo,48.53%,950,,Shyvana,48.24%,510,,Jax,48.18%,2167,,Jayce,48.13%,1230,,Chogath,48.08%,287,,Viego,47.96%,3599,,Khazix,47.94%,1865,,Nunu,47.49%,857,,XinZhao,47.43%,1185,,Trundle,47.32%,710,,Warwick,47.22%,2120,,JarvanIV,47.11%,1747,,Diana,47.02%,2631,,Volibear,47.02%,1240,,Lillia,46.93%,1157,,Teemo,46.92%,616,,Kindred,46.54%,838,,Amumu,45.47%,1610,,Briar,44.94%,1925,
Aatrox,jun,23.8%,D,38 / 50,48.2 %,1.8 %,9.8 %,92527,https://dpm.lol/champions/Aatrox/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Karthus,53.35%,731,Bad Lane,Pantheon,53.12%,849,Good Lane,Rengar,52.37%,1543,Bad Lane,Vi,52.03%,1678,Good Lane,RekSai,51.78%,589,Good Lane,Qiyana,51.60%,1159,Bad Lane,Zac,51.12%,1336,Good Lane,LeeSin,50.88%,5442,Average,Khazix,50.61%,2118,Bad Lane,Gragas,50.34%,296,Good Lane,Talon,50.32%,1232,Bad Lane,Gwen,50.32%,314,Average,Udyr,49.93%,769,Average,Zed,49.90%,1976,Bad Lane,Shaco,49.59%,2200,Average,Nocturne,49.52%,2179,Bad Lane,Naafiri,49.11%,959,Average,Sylas,49.03%,3571,Good Lane,FiddleSticks,48.89%,1084,Good Lane,Sejuani,48.86%,1052,Good Lane,XinZhao,48.71%,1893,Good Lane,Graves,48.69%,2890,Bad Lane,Shyvana,48.66%,596,Average,Nunu,48.58%,1159,Good Lane,Hecarim,48.46%,1133,Bad Lane,Kindred,48.24%,1221,Average,Nasus,48.23%,311,Good Lane,DrMundo,48.03%,1551,Good Lane,MonkeyKing,47.95%,1387,Good Lane,Diana,47.94%,3154,Bad Lane,Teemo,47.76%,513,Good Lane,Skarner,47.59%,332,Good Lane,Briar,47.52%,2397,Bad Lane,Warwick,47.52%,2658,Good Lane,Ivern,47.39%,460,Good Lane,Viego,47.38%,5000,Bad Lane,Nidalee,47.37%,1102,Bad Lane,Zaahen,47.26%,929,Good Lane,Trundle,47.25%,927,Good Lane,JarvanIV,47.12%,2678,Good Lane,Elise,47.00%,749,Good Lane,Jayce,46.78%,2360,Bad Lane,Jax,46.70%,2261,Good Lane,Lillia,46.41%,1631,Average,MasterYi,46.37%,2950,Bad Lane,Chogath,46.22%,370,Good Lane,Kayn,45.81%,3366,Good Lane,Ekko,45.72%,1671,Bad Lane,Rammus,45.52%,859,Good Lane,Malphite,45.08%,3372,Average,Evelynn,44.82%,1004,Bad Lane,Ambessa,44.60%,500,Bad Lane,Belveth,44.42%,770,Bad Lane,Amumu,44.12%,1974,Good Lane,,,,,,,,
Ezreal,adc,94.9%,C,18 / 26,48.1 %,10.4 %,2.8 %,523176,https://dpm.lol/champions/Ezreal/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Qiyana,53.70%,6572,,Karthus,51.88%,3940,,Zaahen,51.72%,4252,,Rengar,51.70%,8897,,Pantheon,50.80%,5094,,Talon,50.60%,7885,,Sylas,50.59%,18420,,Hecarim,50.23%,6082,,Zed,50.17%,11742,,Aatrox,50.14%,5738,,Nidalee,50.04%,6327,,Kindred,49.96%,6686,,Ambessa,49.73%,2584,,Gragas,49.63%,1743,,Shaco,49.62%,13783,,Graves,49.40%,13365,,LeeSin,49.35%,27991,,Sejuani,49.00%,5374,,Skarner,48.96%,1728,,JarvanIV,48.85%,13967,,Evelynn,48.72%,6150,,Vi,48.60%,10177,,Khazix,48.57%,13908,,Ekko,48.52%,9856,,Chogath,48.42%,1863,,Shyvana,48.37%,3461,,Jayce,48.32%,11843,,MonkeyKing,48.30%,7996,,Gwen,48.28%,1628,,Malphite,48.23%,19417,,Nocturne,48.20%,13062,,RekSai,48.19%,3295,,Elise,48.15%,4760,,FiddleSticks,47.73%,6147,,XinZhao,47.60%,10834,,Diana,47.59%,18874,,Zac,47.45%,6814,,Kayn,47.34%,18602,,Teemo,47.31%,3200,,Belveth,46.85%,4094,,Jax,46.70%,13462,,Udyr,46.64%,4183,,MasterYi,46.61%,18370,,Viego,46.02%,26743,,Nunu,45.99%,6130,,Nasus,45.83%,1582,,Trundle,45.63%,5383,,Warwick,45.62%,15167,,Lillia,45.60%,9153,,Naafiri,45.60%,6064,,Rammus,45.59%,4927,,Volibear,45.35%,8326,,Ivern,45.01%,2375,,Amumu,44.90%,11183,,DrMundo,44.51%,7580,,Briar,43.60%,13897,
Draven,adc,94.9%,C,19 / 26,48.6 %,4.1 %,12.3 %,205330,https://dpm.lol/champions/Draven/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Rengar,54.59%,4488,,Nidalee,53.49%,1875,,Qiyana,53.42%,2632,,Gragas,53.30%,651,,Pantheon,52.57%,1636,,Kindred,51.70%,2791,,Skarner,51.28%,663,,Zed,51.27%,4096,,Vi,50.97%,3386,,Karthus,50.81%,1539,,Hecarim,50.41%,2670,,Jayce,50.20%,2811,,Khazix,49.92%,5473,,Chogath,49.89%,874,,Naafiri,49.87%,2390,,Belveth,49.85%,1968,,Shaco,49.70%,5618,,Nunu,49.55%,2999,,Ambessa,49.50%,1093,,Evelynn,49.48%,2799,,Graves,49.41%,3987,,Zaahen,49.37%,1918,,Ekko,49.37%,4300,,Sylas,49.26%,5814,,Ivern,49.15%,1172,,Talon,49.14%,3445,,LeeSin,49.11%,7771,,Aatrox,48.91%,1783,,Elise,48.72%,1950,,Shyvana,48.63%,1565,,MasterYi,48.56%,7719,,XinZhao,48.51%,3127,,Diana,48.48%,8072,,Lillia,48.46%,3302,,Kayn,48.31%,8679,,FiddleSticks,48.28%,2881,,RekSai,48.14%,1342,,Viego,47.95%,11036,,Jax,47.82%,5792,,Sejuani,47.62%,2251,,Nocturne,47.45%,4961,,Udyr,47.38%,2001,,JarvanIV,47.32%,5308,,DrMundo,47.30%,3038,,Zac,47.03%,2692,,MonkeyKing,46.31%,2816,,Volibear,46.14%,4020,,Nasus,45.86%,737,,Teemo,45.84%,1237,,Briar,45.63%,6202,,Gwen,45.56%,810,,Malphite,45.55%,6167,,Warwick,45.46%,6685,,Rammus,45.04%,2498,,Amumu,44.77%,5142,,Trundle,44.21%,2330,
