champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_adc_1_name,matchup_adc_1_winrate,matchup_adc_1_games,matchup_adc_1_lane_quality,matchup_adc_2_name,matchup_adc_2_winrate,matchup_adc_2_games,matchup_adc_2_lane_quality,matchup_adc_3_name,matchup_adc_3_winrate,matchup_adc_3_games,matchup_adc_3_lane_quality,matchup_adc_4_name,matchup_adc_4_winrate,matchup_adc_4_games,matchup_adc_4_lane_quality,matchup_adc_5_name,matchup_adc_5_winrate,matchup_adc_5_games,matchup_adc_5_lane_quality,matchup_adc_6_name,matchup_adc_6_winrate,matchup_adc_6_games,matchup_adc_6_lane_quality,matchup_adc_7_name,matchup_adc_7_winrate,matchup_adc_7_games,matchup_adc_7_lane_quality,matchup_adc_8_name,matchup_adc_8_winrate,matchup_adc_8_games,matchup_adc_8_lane_quality,matchup_adc_9_name,matchup_adc_9_winrate,matchup_adc_9_games,matchup_adc_9_lane_quality,matchup_adc_10_name,matchup_adc_10_winrate,matchup_adc_10_games,matchup_adc_10_lane_quality,matchup_adc_11_name,matchup_adc_11_winrate,matchup_adc_11_games,matchup_adc_11_lane_quality,matchup_adc_12_name,matchup_adc_12_winrate,matchup_adc_12_games,matchup_adc_12_lane_quality,matchup_adc_13_name,matchup_adc_13_winrate,matchup_adc_13_games,matchup_adc_13_lane_quality,matchup_adc_14_name,matchup_adc_14_winrate,matchup_adc_14_games,matchup_adc_14_lane_quality,matchup_adc_15_name,matchup_adc_15_winrate,matchup_adc_15_games,matchup_adc_15_lane_quality,matchup_adc_16_name,matchup_adc_16_winrate,matchup_adc_16_games,matchup_adc_16_lane_quality,matchup_adc_17_name,matchup_adc_17_winrate,matchup_adc_17_games,matchup_adc_17_lane_quality,matchup_adc_18_name,matchup_adc_18_winrate,matchup_adc_18_games,matchup_adc_18_lane_quality,matchup_adc_19_name,matchup_adc_19_winrate,matchup_adc_19_games,matchup_adc_19_lane_quality,matchup_adc_20_name,matchup_adc_20_winrate,matchup_adc_20_games,matchup_adc_20_lane_quality,matchup_adc_21_name,matchup_adc_21_winrate,matchup_adc_21_games,matchup_adc_21_lane_quality,matchup_adc_22_name,matchup_adc_22_winrate,matchup_adc_22_games,matchup_adc_22_lane_quality,matchup_adc_23_name,matchup_adc_23_winrate,matchup_adc_23_games,matchup_adc_23_lane_quality,matchup_adc_24_name,matchup_adc_24_winrate,matchup_adc_24_games,matchup_adc_24_lane_quality,matchup_adc_25_name,matchup_adc_25_winrate,matchup_adc_25_games,matchup_adc_25_lane_quality,matchup_adc_26_name,matchup_adc_26_winrate,matchup_adc_26_games,matchup_adc_26_lane_quality,matchup_adc_27_name,matchup_adc_27_winrate,matchup_adc_27_games,matchup_adc_27_lane_quality,matchup_adc_28_name,matchup_adc_28_winrate,matchup_adc_28_games,matchup_adc_28_lane_quality,matchup_adc_29_name,matchup_adc_29_winrate,matchup_adc_29_games,matchup_adc_29_lane_quality,matchup_adc_30_name,matchup_adc_30_winrate,matchup_adc_30_games,matchup_adc_30_lane_quality
Twitch,adc,80.9%,C,16 / 26,49.7 %,4.3 %,5.6 %,1029291,https://dpm.lol/champions/Twitch/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Varus,53.90%,18046,Average,Kalista,53.55%,6514,Average,Yunara,52.89%,30661,Good Lane,Sivir,51.49%,19803,Average,Aphelios,51.08%,28884,Good Lane,Corki,51.07%,5806,Bad Lane,Zeri,51.06%,13709,Average,Ezreal,50.89%,41504,Bad Lane,Jhin,50.78%,85837,Bad Lane,Ashe,50.61%,59313,Good Lane,Mel,50.49%,6918,Bad Lane,Jinx,50.47%,78183,Good Lane,Lucian,50.31%,34885,Bad Lane,Draven,49.94%,22862,Bad Lane,Lux,49.68%,3488,Average,Xayah,49.56%,18842,Average,Smolder,49.54%,53754,Good Lane,Kaisa,49.54%,76266,Good Lane,Ziggs,49.34%,9280,Average,Tristana,48.73%,45415,Average,Samira,48.16%,27892,Bad Lane,Vayne,48.13%,50541,Good Lane,MissFortune,47.95%,130253,Bad Lane,Veigar,47.77%,4017,Average,KogMaw,47.66%,9506,Good Lane,Swain,46.65%,6916,Bad Lane,Yasuo,46.41%,6094,Bad Lane,Nilah,42.81%,10434,Bad Lane,,,,,,,,
Kassadin,mid,96.9%,C,27 / 47,50.9 %,2.4 %,1.6 %,570430,https://dpm.lol/champions/Kassadin/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Corki,54.69%,3615,,Ezreal,54.21%,27447,,Yunara,54.13%,17867,,Varus,54.00%,10364,,Kalista,53.78%,3879,,Mel,53.75%,5083,,Lucian,52.84%,21547,,Twitch,52.14%,12999,,Kaisa,51.89%,44057,,Sivir,51.68%,12356,,Ashe,51.40%,31656,,Zeri,51.14%,7915,,Yasuo,51.06%,3161,,Draven,51.00%,12453,,Lux,50.99%,2312,,Jhin,50.88%,44699,,Ziggs,50.88%,6081,,Caitlyn,50.79%,48579,,Tristana,50.70%,21870,,Xayah,50.62%,10781,,Samira,50.21%,14821,,Smolder,49.80%,29170,,Aphelios,49.25%,16764,,MissFortune,49.20%,61099,,Jinx,49.00%,36122,,Veigar,48.35%,3038,,Vayne,48.15%,26440,,Swain,47.34%,4096,,KogMaw,46.79%,4783,,Nilah,46.48%,5060,
Sivir,adc,98.3%,C,17 / 26,50.3 %,4.2 %,1.8 %,1017421,https://dpm.lol/champions/Sivir/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Varus,54.32%,20976,Average,Corki,53.78%,5714,Average,Ezreal,53.65%,58430,Average,Kalista,52.44%,7059,Average,Mel,52.33%,6572,Bad Lane,Caitlyn,51.77%,101323,Good Lane,Yunara,51.44%,33099,Bad Lane,Tristana,51.30%,39335,Average,Kaisa,50.86%,79370,Good Lane,Draven,50.58%,19119,Bad Lane,Xayah,50.52%,18544,Good Lane,Jhin,50.27%,78062,Bad Lane,Lucian,50.26%,36540,Bad Lane,Yasuo,50.09%,5241,Bad Lane,Lux,49.96%,3419,Average,Aphelios,49.84%,27344,Good Lane,Samira,49.84%,25402,Average,Nilah,49.62%,7045,Average,Smolder,49.59%,48151,Good Lane,Zeri,49.55%,13758,Average,Ashe,49.40%,69168,Good Lane,Jinx,49.12%,63494,Good Lane,Veigar,48.75%,3690,Average,MissFortune,48.57%,128899,Bad Lane,Twitch,48.51%,19803,Average,KogMaw,48.02%,7324,Average,Vayne,47.45%,42027,Good Lane,Swain,47.32%,6509,Average,,,,,,,,
Leblanc,mid,86.1%,C,28 / 47,48.8 %,4.1 %,12.8 %,996014,https://dpm.lol/champions/Leblanc/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Varus,52.84%,19846,,Yunara,52.06%,33400,,Kalista,51.92%,6942,,Corki,51.49%,6098,,Lucian,50.83%,40347,,Ezreal,50.68%,56065,,Twitch,50.11%,20449,,Zeri,49.81%,13875,,Draven,49.57%,19971,,Ashe,49.46%,58657,,Tristana,49.20%,37225,,Jhin,49.20%,81975,,Aphelios,49.11%,28735,,Ziggs,49.01%,10857,,Caitlyn,49.01%,85177,,Xayah,49.01%,19181,,Kaisa,49.00%,79554,,Jinx,48.35%,63258,,Lux,48.14%,3232,,Sivir,48.12%,21386,,Mel,48.07%,5507,,Vayne,47.73%,42150,,KogMaw,47.27%,7582,,Smolder,46.71%,48377,,Samira,46.63%,24684,,MissFortune,46.33%,108952,,Yasuo,46.15%,5406,,Nilah,45.89%,7736,,Veigar,45.82%,3601,,Swain,44.62%,5686,
Trundle,jun,65.3%,C,20 / 52,50.9 %,2.4 %,1.3 %,565200,https://dpm.lol/champions/Trundle/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Varus,54.87%,10830,,Corki,54.46%,2905,,Ezreal,53.86%,25063,,Draven,53.83%,10656,,Yunara,53.21%,16682,,Kalista,53.13%,3881,,Mel,52.32%,3840,,Lucian,51.98%,18238,,Kaisa,51.93%,39361,,Zeri,51.48%,7149,,Caitlyn,51.26%,51361,,Tristana,51.18%,23335,,Sivir,51.17%,11263,,Twitch,51.04%,12062,,Samira,50.53%,16404,,Aphelios,50.53%,14904,,Jhin,50.50%,44836,,Jinx,50.39%,38664,,Ashe,50.31%,34485,,Ziggs,49.79%,6029,,Smolder,49.61%,25942,,KogMaw,49.44%,4915,,Veigar,49.41%,2222,,Yasuo,49.40%,3593,,MissFortune,48.74%,69156,,Vayne,48.52%,26459,,Swain,48.40%,3872,,Nilah,48.04%,5183,,,,,,,,,
