champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_adc_1_name,matchup_adc_1_winrate,matchup_adc_1_games,matchup_adc_1_lane_quality,matchup_adc_2_name,matchup_adc_2_winrate,matchup_adc_2_games,matchup_adc_2_lane_quality,matchup_adc_3_name,matchup_adc_3_winrate,matchup_adc_3_games,matchup_adc_3_lane_quality,matchup_adc_4_name,matchup_adc_4_winrate,matchup_adc_4_games,matchup_adc_4_lane_quality,matchup_adc_5_name,matchup_adc_5_winrate,matchup_adc_5_games,matchup_adc_5_lane_quality,matchup_adc_6_name,matchup_adc_6_winrate,matchup_adc_6_games,matchup_adc_6_lane_quality,matchup_adc_7_name,matchup_adc_7_winrate,matchup_adc_7_games,matchup_adc_7_lane_quality,matchup_adc_8_name,matchup_adc_8_winrate,matchup_adc_8_games,matchup_adc_8_lane_quality,matchup_adc_9_name,matchup_adc_9_winrate,matchup_adc_9_games,matchup_adc_9_lane_quality,matchup_adc_10_name,matchup_adc_10_winrate,matchup_adc_10_games,matchup_adc_10_lane_quality,matchup_adc_11_name,matchup_adc_11_winrate,matchup_adc_11_games,matchup_adc_11_lane_quality,matchup_adc_12_name,matchup_adc_12_winrate,matchup_adc_12_games,matchup_adc_12_lane_quality,matchup_adc_13_name,matchup_adc_13_winrate,matchup_adc_13_games,matchup_adc_13_lane_quality,matchup_adc_14_name,matchup_adc_14_winrate,matchup_adc_14_games,matchup_adc_14_lane_quality,matchup_adc_15_name,matchup_adc_15_winrate,matchup_adc_15_games,matchup_adc_15_lane_quality,matchup_adc_16_name,matchup_adc_16_winrate,matchup_adc_16_games,matchup_adc_16_lane_quality,matchup_adc_17_name,matchup_adc_17_winrate,matchup_adc_17_games,matchup_adc_17_lane_quality,matchup_adc_18_name,matchup_adc_18_winrate,matchup_adc_18_games,matchup_adc_18_lane_quality,matchup_adc_19_name,matchup_adc_19_winrate,matchup_adc_19_games,matchup_adc_19_lane_quality,matchup_adc_20_name,matchup_adc_20_winrate,matchup_adc_20_games,matchup_adc_20_lane_quality,matchup_adc_21_name,matchup_adc_21_winrate,matchup_adc_21_games,matchup_adc_21_lane_quality,matchup_adc_22_name,matchup_adc_22_winrate,matchup_adc_22_games,matchup_adc_22_lane_quality,matchup_adc_23_name,matchup_adc_23_winrate,matchup_adc_23_games,matchup_adc_23_lane_quality,matchup_adc_24_name,matchup_adc_24_winrate,matchup_adc_24_games,matchup_adc_24_lane_quality,matchup_adc_25_name,matchup_adc_25_winrate,matchup_adc_25_games,matchup_adc_25_lane_quality,matchup_adc_26_name,matchup_adc_26_winrate,matchup_adc_26_games,matchup_adc_26_lane_quality,matchup_adc_27_name,matchup_adc_27_winrate,matchup_adc_27_games,matchup_adc_27_lane_quality,matchup_adc_28_name,matchup_adc_28_winrate,matchup_adc_28_games,matchup_adc_28_lane_quality,matchup_adc_29_name,matchup_adc_29_winrate,matchup_adc_29_games,matchup_adc_29_lane_quality,matchup_adc_30_name,matchup_adc_30_winrate,matchup_adc_30_games,matchup_adc_30_lane_quality
Jayce,jun,41.0%,D,30 / 52,49.8 %,2.0 %,3.0 %,491431,https://dpm.lol/champions/Jayce/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Kalista,53.41%,3851,,Yunara,53.31%,23193,,Varus,52.56%,11752,,Corki,52.35%,3931,,Zeri,51.82%,7847,,Ezreal,51.26%,38427,,Kaisa,50.78%,48993,,Caitlyn,50.69%,31922,,Samira,50.69%,9689,,Aphelios,50.47%,18550,,Xayah,50.35%,7675,,Vayne,50.30%,13669,,Lucian,50.08%,26842,,Mel,49.63%,2271,,Tristana,49.61%,15967,,Smolder,49.27%,20742,,Draven,49.19%,9136,,Jhin,48.85%,42129,,Sivir,48.53%,12394,,Jinx,48.50%,25624,,Ashe,48.44%,31065,,KogMaw,47.78%,2924,,Yasuo,47.63%,2152,,Nilah,47.57%,2775,,MissFortune,47.43%,47173,,Twitch,47.18%,7260,,Ziggs,46.34%,5419,,Swain,46.28%,2969,,,,,,,,,
Quinn,top,74.3%,D,35 / 50,49.9 %,1.9 %,2.5 %,461070,https://dpm.lol/champions/Quinn/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Kalista,54.57%,2934,,Yunara,53.80%,13968,,Corki,53.18%,2529,,Varus,53.14%,8612,,Ezreal,52.12%,21957,,Lucian,51.99%,16721,,Draven,51.74%,9529,,Zeri,51.15%,6111,,Kaisa,51.03%,33115,,Tristana,50.59%,18073,,Caitlyn,50.42%,42273,,Aphelios,50.15%,12722,,Sivir,50.11%,9666,,Ashe,50.08%,27071,,Mel,49.95%,2997,,Xayah,49.76%,8619,,Twitch,49.71%,10706,,Vayne,49.65%,21337,,Jhin,49.50%,36979,,Smolder,49.14%,22004,,Jinx,49.12%,30713,,Lux,48.63%,1639,,KogMaw,48.24%,3789,,Ziggs,48.17%,4922,,Samira,48.05%,12331,,Yasuo,47.59%,2387,,MissFortune,46.86%,53187,,Nilah,46.71%,3954,,Swain,45.49%,2884,,Veigar,45.48%,1825,
Cassiopeia,mid,69.2%,D,34 / 47,50.2 %,1.5 %,1.4 %,372175,https://dpm.lol/champions/Cassiopeia/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Kalista,55.12%,2551,,Corki,54.42%,2170,,Yunara,54.07%,12005,,Varus,53.49%,6914,,Kaisa,52.39%,28243,,Draven,52.24%,7946,,Ezreal,52.10%,17915,,Zeri,51.98%,5242,,Lucian,51.61%,13865,,Xayah,51.41%,7045,,Samira,51.41%,10761,,Nilah,51.31%,3370,,Tristana,51.06%,15050,,Sivir,50.60%,7966,,Twitch,50.45%,8474,,Caitlyn,50.10%,31974,,Yasuo,49.68%,2494,,Aphelios,49.66%,10578,,Ashe,49.59%,20823,,Vayne,49.39%,16788,,Jhin,49.16%,28709,,Jinx,48.81%,24091,,Smolder,48.55%,18296,,Ziggs,47.54%,3727,,KogMaw,47.53%,3076,,Swain,47.40%,3063,,MissFortune,46.84%,41937,,Veigar,45.57%,1275,,,,,,,,,
Zac,jun,74.7%,D,31 / 52,49.9 %,2.4 %,1.1 %,586199,https://dpm.lol/champions/Zac/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Corki,53.90%,3794,,Varus,53.24%,11250,,Draven,52.54%,12085,,Ezreal,52.31%,30113,,Mel,52.17%,3920,,Kalista,51.99%,4070,,Yunara,51.95%,19922,,Caitlyn,51.58%,48648,,Samira,51.46%,15102,,Twitch,51.31%,12094,,Lucian,51.04%,22922,,Ashe,50.67%,33529,,Kaisa,50.66%,45843,,Tristana,50.26%,22005,,Aphelios,50.21%,17287,,Yasuo,50.15%,3348,,Xayah,49.75%,11793,,Zeri,49.52%,8592,,Jhin,49.43%,45264,,KogMaw,48.96%,5020,,Jinx,48.90%,36357,,Sivir,48.08%,13405,,MissFortune,47.79%,62343,,Ziggs,47.62%,6168,,Smolder,47.55%,29055,,Nilah,47.42%,4930,,Vayne,46.59%,28938,,Lux,45.70%,1954,,Veigar,45.25%,2170,,Swain,44.59%,4423,
Nunu,jun,91.1%,D,32 / 52,49.9 %,2.6 %,0.6 %,620420,https://dpm.lol/champions/Nunu/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Kalista,53.60%,4164,,Varus,53.45%,11477,,Corki,53.03%,3579,,Ezreal,52.72%,28340,,Yunara,52.59%,19122,,Mel,52.02%,4481,,Zeri,51.85%,8419,,Lucian,51.65%,21755,,Draven,51.64%,13260,,Kaisa,51.59%,42965,,Aphelios,51.28%,17548,,Caitlyn,50.59%,54225,,Samira,50.18%,17333,,Jhin,50.16%,49814,,Xayah,50.09%,11530,,Ashe,49.80%,36284,,Twitch,49.44%,14323,,Ziggs,49.19%,6684,,Jinx,49.12%,41100,,Nilah,48.88%,5694,,Sivir,48.85%,13127,,Vayne,48.79%,27180,,Yasuo,48.71%,3827,,Smolder,47.89%,29758,,KogMaw,47.87%,5275,,Lux,47.79%,2241,,MissFortune,46.68%,72383,,Veigar,46.32%,2584,,Swain,46.20%,4446,,Brand,45.15%,1898,
