champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_adc_1_name,matchup_adc_1_winrate,matchup_adc_1_games,matchup_adc_1_lane_quality,matchup_adc_2_name,matchup_adc_2_winrate,matchup_adc_2_games,matchup_adc_2_lane_quality,matchup_adc_3_name,matchup_adc_3_winrate,matchup_adc_3_games,matchup_adc_3_lane_quality,matchup_adc_4_name,matchup_adc_4_winrate,matchup_adc_4_games,matchup_adc_4_lane_quality,matchup_adc_5_name,matchup_adc_5_winrate,matchup_adc_5_games,matchup_adc_5_lane_quality,matchup_adc_6_name,matchup_adc_6_winrate,matchup_adc_6_games,matchup_adc_6_lane_quality,matchup_adc_7_name,matchup_adc_7_winrate,matchup_adc_7_games,matchup_adc_7_lane_quality,matchup_adc_8_name,matchup_adc_8_winrate,matchup_adc_8_games,matchup_adc_8_lane_quality,matchup_adc_9_name,matchup_adc_9_winrate,matchup_adc_9_games,matchup_adc_9_lane_quality,matchup_adc_10_name,matchup_adc_10_winrate,matchup_adc_10_games,matchup_adc_10_lane_quality,matchup_adc_11_name,matchup_adc_11_winrate,matchup_adc_11_games,matchup_adc_11_lane_quality,matchup_adc_12_name,matchup_adc_12_winrate,matchup_adc_12_games,matchup_adc_12_lane_quality,matchup_adc_13_name,matchup_adc_13_winrate,matchup_adc_13_games,matchup_adc_13_lane_quality,matchup_adc_14_name,matchup_adc_14_winrate,matchup_adc_14_games,matchup_adc_14_lane_quality,matchup_adc_15_name,matchup_adc_15_winrate,matchup_adc_15_games,matchup_adc_15_lane_quality,matchup_adc_16_name,matchup_adc_16_winrate,matchup_adc_16_games,matchup_adc_16_lane_quality,matchup_adc_17_name,matchup_adc_17_winrate,matchup_adc_17_games,matchup_adc_17_lane_quality,matchup_adc_18_name,matchup_adc_18_winrate,matchup_adc_18_games,matchup_adc_18_lane_quality,matchup_adc_19_name,matchup_adc_19_winrate,matchup_adc_19_games,matchup_adc_19_lane_quality,matchup_adc_20_name,matchup_adc_20_winrate,matchup_adc_20_games,matchup_adc_20_lane_quality,matchup_adc_21_name,matchup_adc_21_winrate,matchup_adc_21_games,matchup_adc_21_lane_quality,matchup_adc_22_name,matchup_adc_22_winrate,matchup_adc_22_games,matchup_adc_22_lane_quality,matchup_adc_23_name,matchup_adc_23_winrate,matchup_adc_23_games,matchup_adc_23_lane_quality,matchup_adc_24_name,matchup_adc_24_winrate,matchup_adc_24_games,matchup_adc_24_lane_quality,matchup_adc_25_name,matchup_adc_25_winrate,matchup_adc_25_games,matchup_adc_25_lane_quality,matchup_adc_26_name,matchup_adc_26_winrate,matchup_adc_26_games,matchup_adc_26_lane_quality,matchup_adc_27_name,matchup_adc_27_winrate,matchup_adc_27_games,matchup_adc_27_lane_quality,matchup_adc_28_name,matchup_adc_28_winrate,matchup_adc_28_games,matchup_adc_28_lane_quality,matchup_adc_29_name,matchup_adc_29_winrate,matchup_adc_29_games,matchup_adc_29_lane_quality,matchup_adc_30_name,matchup_adc_30_winrate,matchup_adc_30_games,matchup_adc_30_lane_quality
Kled,top,91.6%,C,19 / 50,51.7 %,1.4 %,0.8 %,339576,https://dpm.lol/champions/Kled/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Varus,55.85%,6344,,Corki,55.75%,2088,,Ezreal,54.79%,16513,,Mel,53.94%,2295,,Yunara,53.90%,10847,,Caitlyn,53.85%,29087,,Lucian,52.97%,12697,,Xayah,52.73%,6513,,Draven,52.62%,7345,,Jhin,52.36%,27294,,Zeri,52.22%,4891,,Ashe,51.94%,19689,,Aphelios,51.88%,9986,,Kaisa,51.82%,25255,,Sivir,51.80%,7325,,Tristana,51.52%,13257,,Kalista,51.51%,2283,,Twitch,51.34%,7458,,Lux,50.78%,1091,,Samira,50.59%,9178,,Veigar,50.40%,1256,,Jinx,50.28%,22078,,Smolder,49.63%,16692,,MissFortune,49.48%,38027,,Yasuo,49.12%,1926,,Vayne,49.05%,14933,,Ziggs,49.04%,3646,,KogMaw,48.17%,2792,,Nilah,48.17%,2981,,Swain,47.98%,2449,
Anivia,mid,76.2%,C,23 / 47,51.3 %,2.3 %,1.4 %,556890,https://dpm.lol/champions/Anivia/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Corki,55.54%,3653,,Varus,55.45%,10667,,Kalista,55.09%,3848,,Yunara,54.54%,19020,,Draven,53.34%,12003,,Mel,53.16%,3414,,Ezreal,52.76%,29276,,Xayah,52.65%,10364,,Zeri,52.21%,8060,,Lucian,51.95%,21853,,Aphelios,51.91%,16796,,Caitlyn,51.83%,45508,,Yasuo,51.81%,3173,,Kaisa,51.80%,43684,,Samira,51.80%,14407,,Twitch,51.43%,11569,,Sivir,51.38%,12618,,KogMaw,51.21%,4542,,Ashe,51.14%,32684,,Jhin,50.67%,44769,,Tristana,50.65%,20881,,Jinx,50.34%,35184,,Vayne,50.07%,23947,,Lux,50.00%,1674,,Smolder,49.65%,27739,,Veigar,49.41%,1957,,Nilah,49.34%,4609,,Swain,49.25%,4372,,MissFortune,48.90%,61011,,Ziggs,48.83%,5708,
Vladimir,mid,59.4%,C,24 / 47,50.4 %,3.0 %,6.1 %,710622,https://dpm.lol/champions/Vladimir/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Kalista,55.04%,4884,,Corki,54.01%,4251,,Varus,53.59%,13130,,Yunara,52.97%,22766,,Kaisa,52.54%,54702,,Ezreal,52.44%,33770,,Mel,52.30%,5124,,Draven,51.95%,15853,,Lucian,51.85%,27391,,Zeri,51.73%,9439,,Samira,51.21%,20221,,Caitlyn,50.99%,62588,,Sivir,50.91%,15032,,Twitch,50.78%,15964,,Tristana,50.72%,27083,,Xayah,50.52%,13810,,Ziggs,50.02%,6961,,Jhin,49.82%,55522,,Aphelios,49.82%,20624,,Yasuo,49.51%,5542,,Vayne,49.26%,33808,,Jinx,49.07%,46668,,Ashe,48.92%,40005,,Veigar,48.66%,2717,,MissFortune,48.47%,75583,,Smolder,48.45%,34730,,Nilah,48.43%,6292,,KogMaw,47.40%,6232,,Lux,47.13%,2372,,Swain,45.73%,4955,
Pyke,sup,97.9%,C,23 / 39,48.4 %,6.7 %,17.9 %,1614118,https://dpm.lol/champions/Pyke/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Varus,53.45%,29199,,Yunara,51.38%,50995,,Ezreal,50.34%,89722,,Corki,49.82%,10539,,Ashe,49.76%,91141,,Kalista,49.66%,11461,,Twitch,49.59%,33266,,Draven,49.55%,31285,,Zeri,49.49%,22915,,Ziggs,49.15%,16729,,Caitlyn,48.93%,139246,,Jhin,48.81%,128984,,Lucian,48.42%,66718,,Aphelios,48.34%,44985,,Jinx,48.31%,101207,,Tristana,48.21%,61104,,Mel,48.04%,10459,,Xayah,48.02%,31677,,Lux,47.97%,5449,,Smolder,47.73%,76954,,Kaisa,47.67%,122735,,Sivir,47.57%,36302,,KogMaw,47.35%,12255,,MissFortune,47.08%,179578,,Veigar,46.28%,5944,,Vayne,45.87%,69842,,Yasuo,45.40%,9429,,Swain,45.22%,10666,,Samira,44.49%,45013,,Nilah,43.88%,14649,
Heimerdinger,top,63.2%,C,20 / 50,51.0 %,1.8 %,4.4 %,441834,https://dpm.lol/champions/Heimerdinger/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Varus,55.52%,8763,,Kalista,55.12%,2776,,Corki,54.63%,2301,,Kaisa,53.86%,29567,,Yunara,53.64%,13163,,Draven,53.16%,8474,,Lucian,53.07%,14394,,Ezreal,52.82%,20321,,Tristana,52.43%,17725,,Vayne,51.41%,18238,,Caitlyn,51.38%,41234,,Ashe,51.36%,27070,,Mel,51.24%,3068,,Aphelios,50.73%,11931,,Samira,50.66%,12590,,Xayah,50.37%,8006,,Zeri,50.20%,5641,,Twitch,50.19%,9813,,Jhin,49.90%,35767,,Jinx,49.88%,30382,,Sivir,49.67%,9262,,Smolder,49.16%,20018,,Veigar,49.12%,1808,,KogMaw,48.58%,3487,,Nilah,48.46%,3799,,Swain,48.29%,2974,,MissFortune,48.07%,54868,,Yasuo,47.95%,2484,,Lux,47.23%,1499,,Ziggs,47.15%,5039,
