matchId,gameDuration,team_100_first_blood,team_100_first_tower,team_100_first_inhibitor,team_100_first_dragon,team_100_first_riftHerald,team_100_first_baron,team_100_dragon_kills,team_100_baron_kills,team_100_tower_kills,team_100_inhibitor_kills,team_100_riftHerald_kills,team_100_ban_1_championId,team_100_ban_1_pickTurn,team_100_ban_2_championId,team_100_ban_2_pickTurn,team_100_ban_3_championId,team_100_ban_3_pickTurn,team_100_ban_4_championId,team_100_ban_4_pickTurn,team_100_ban_5_championId,team_100_ban_5_pickTurn,team_100_win,team_100_teamEarlySurrendered,team_200_first_blood,team_200_first_tower,team_200_first_inhibitor,team_200_first_dragon,team_200_first_riftHerald,team_200_first_baron,team_200_dragon_kills,team_200_baron_kills,team_200_tower_kills,team_200_inhibitor_kills,team_200_riftHerald_kills,team_200_ban_1_championId,team_200_ban_1_pickTurn,team_200_ban_2_championId,team_200_ban_2_pickTurn,team_200_ban_3_championId,team_200_ban_3_pickTurn,team_200_ban_4_championId,team_200_ban_4_pickTurn,team_200_ban_5_championId,team_200_ban_5_pickTurn,team_200_win,team_200_teamEarlySurrendered,team_100_top_championId,team_100_top_championName,team_100_top_kills,team_100_top_goldEarned,team_100_top_totalMinionsKilled,team_100_top_visionScore,team_100_top_enemyChampionImmobilizations,team_100_top_kda,team_100_jungle_championId,team_100_jungle_championName,team_100_jungle_kills,team_100_jungle_goldEarned,team_100_jungle_totalMinionsKilled,team_100_jungle_visionScore,team_100_jungle_enemyChampionImmobilizations,team_100_jungle_kda,team_100_mid_championId,team_100_mid_championName,team_100_mid_kills,team_100_mid_goldEarned,team_100_mid_totalMinionsKilled,team_100_mid_visionScore,team_100_mid_enemyChampionImmobilizations,team_100_mid_kda,team_100_adc_championId,team_100_adc_championName,team_100_adc_kills,team_100_adc_goldEarned,team_100_adc_totalMinionsKilled,team_100_adc_visionScore,team_100_adc_enemyChampionImmobilizations,team_100_adc_kda,team_100_support_championId,team_100_support_championName,team_100_support_kills,team_100_support_goldEarned,team_100_support_totalMinionsKilled,team_100_support_visionScore,team_100_support_enemyChampionImmobilizations,team_100_support_kda,team_200_top_championId,team_200_top_championName,team_200_top_kills,team_200_top_goldEarned,team_200_top_totalMinionsKilled,team_200_top_visionScore,team_200_top_enemyChampionImmobilizations,team_200_top_kda,team_200_jungle_championId,team_200_jungle_championName,team_200_jungle_kills,team_200_jungle_goldEarned,team_200_jungle_totalMinionsKilled,team_200_jungle_visionScore,team_200_jungle_enemyChampionImmobilizations,team_200_jungle_kda,team_200_mid_championId,team_200_mid_championName,team_200_mid_kills,team_200_mid_goldEarned,team_200_mid_totalMinionsKilled,team_200_mid_visionScore,team_200_mid_enemyChampionImmobilizations,team_200_mid_kda,team_200_adc_championId,team_200_adc_championName,team_200_adc_kills,team_200_adc_goldEarned,team_200_adc_totalMinionsKilled,team_200_adc_visionScore,team_200_adc_enemyChampionImmobilizations,team_200_adc_kda,team_200_support_championId,team_200_support_championName,team_200_support_kills,team_200_support_goldEarned,team_200_support_totalMinionsKilled,team_200_support_visionScore,team_200_support_enemyChampionImmobilizations,team_200_support_kda
EUW1_7517331727,1718,True,False,False,False,True,False,0,0,3,0,1,117,1,114,2,107,3,711,4,78,5,False,False,False,True,True,True,False,True,4,1,10,2,0,36,6,86,7,902,8,142,9,119,10,True,False,875.0,Sett,6.0,10653.0,187.0,14.0,0.0,1.2857142857142858,91.0,Talon,7.0,13198.0,56.0,29.0,0.0,3.25,131,Diana,8,12483,192,20,0,1.375,222.0,Jinx,1.0,8075.0,145.0,10.0,0.0,0.2,526.0,Rell,1.0,7131.0,55.0,72.0,0.0,0.7142857142857143,157,Yasuo,0,10738,229,18,0,1.1428571428571428,9,FiddleSticks,12,14585,55,65,0,10.0,69,Cassiopeia,3,11559,191,24,0,1.0,523,Aphelios,16,17328,206,11,0,12.0,432.0,Bard,5.0,9923.0,20.0,81.0,0.0,5.0
EUW1_7509322616,1709,False,True,False,False,False,False,0,0,3,0,0,804,1,555,2,887,3,10,4,901,5,False,False,True,False,True,True,True,True,4,1,10,1,1,11,6,80,7,29,8,119,9,114,10,True,False,82.0,Mordekaiser,7.0,12300.0,176.0,15.0,0.0,1.8333333333333333,246.0,Qiyana,6.0,11683.0,56.0,34.0,0.0,1.2857142857142858,157,Yasuo,7,12678,192,14,0,1.0,42.0,Corki,4.0,10949.0,196.0,18.0,0.0,0.7,267.0,Nami,0.0,6937.0,18.0,69.0,0.0,2.0,24,Jax,9,14148,212,35,0,2.3333333333333335,120,Hecarim,12,14767,42,21,0,6.333333333333333,134,Syndra,6,12538,190,17,0,2.0,235,Senna,9,14192,179,16,0,12.0,432.0,Bard,5.0,10819.0,15.0,65.0,0.0,4.5
EUW1_7509243675,1543,False,True,False,False,False,False,0,0,1,0,0,36,1,107,2,114,3,11,4,157,5,False,False,True,False,True,True,True,False,4,0,8,1,1,11,6,29,7,84,8,119,9,266,10,True,False,901.0,Smolder,3.0,9566.0,196.0,11.0,0.0,1.3333333333333333,203.0,Kindred,6.0,10134.0,16.0,20.0,0.0,1.3333333333333333,3,Galio,6,10904,147,16,0,1.7142857142857142,222.0,Jinx,3.0,8449.0,136.0,15.0,0.0,0.6666666666666666,902.0,Milio,1.0,6420.0,20.0,44.0,0.0,1.3333333333333333,133,Quinn,7,11373,161,19,0,3.0,141,Kayn,18,15401,27,15,0,8.666666666666666,101,Xerath,6,11543,175,19,0,11.0,21,MissFortune,8,11353,160,6,0,3.4,497.0,Rakan,1.0,8141.0,28.0,74.0,0.0,6.5
EUW1_7509193063,1146,False,True,False,False,False,False,0,0,1,0,0,15,1,246,2,950,3,119,4,29,5,False,False,True,False,False,True,True,False,3,0,3,0,1,9,6,53,7,800,8,106,9,122,10,True,False,19.0,Warwick,6.0,7329.0,117.0,11.0,0.0,2.6666666666666665,76.0,Nidalee,6.0,9219.0,15.0,14.0,0.0,5.0,84,Akali,2,6085,126,14,0,0.75,804.0,Yunara,1.0,6485.0,137.0,6.0,0.0,0.8333333333333334,497.0,Rakan,2.0,5478.0,27.0,23.0,0.0,2.5,31,Chogath,3,6917,125,10,0,1.5,421,RekSai,3,6702,5,14,0,2.6666666666666665,101,Xerath,4,8414,166,15,0,4.5,145,Kaisa,7,9566,144,7,0,3.5,37.0,Sona,2.0,5868.0,6.0,26.0,0.0,2.6
EUW1_7508909082,1555,True,False,False,False,False,False,0,0,2,0,0,119,1,38,2,35,3,103,4,235,5,False,False,False,True,True,True,True,False,4,0,10,2,1,56,6,28,7,3,8,157,9,92,10,True,False,893.0,Aurora,3.0,8780.0,155.0,12.0,0.0,0.6,5.0,XinZhao,5.0,9852.0,19.0,33.0,0.0,2.0,29,Twitch,6,9771,167,13,0,1.0,804.0,Yunara,3.0,10615.0,194.0,16.0,0.0,1.3333333333333333,497.0,Rakan,0.0,6109.0,16.0,68.0,0.0,1.25,126,Jayce,9,12205,166,22,0,2.8,875,Sett,4,10671,18,18,0,10.0,84,Akali,17,14117,191,12,0,5.25,236,Lucian,5,11009,191,17,0,1.8,902.0,Milio,2.0,8796.0,17.0,53.0,0.0,10.5
EUW1_7508869243,2006,False,False,True,False,False,True,3,2,8,1,0,53,1,2,2,800,3,804,4,246,5,True,False,True,True,False,True,True,False,2,0,4,0,1,119,6,115,7,427,8,166,9,246,10,False,False,74.0,Heimerdinger,3.0,13889.0,250.0,19.0,0.0,1.3333333333333333,48.0,Trundle,3.0,13913.0,44.0,31.0,0.0,2.1,157,Yasuo,6,14844,239,20,0,2.8,101.0,Xerath,15.0,18654.0,239.0,19.0,0.0,6.5,57.0,Maokai,2.0,9766.0,35.0,88.0,0.0,2.4444444444444446,893,Aurora,7,12625,212,28,0,3.3333333333333335,120,Hecarim,13,16461,56,16,0,4.75,90,Malzahar,5,14276,277,42,0,2.142857142857143,22,Ashe,2,10891,211,27,0,1.5714285714285714,76.0,Nidalee,7.0,9982.0,16.0,77.0,0.0,2.875
EUW1_7508851515,1013,False,False,False,False,False,False,0,0,0,0,0,523,1,246,2,67,3,3,4,-1,5,False,False,True,True,False,True,False,False,2,0,4,0,0,119,6,43,7,80,8,157,9,58,10,True,False,72.0,Skarner,2.0,6588.0,113.0,6.0,0.0,0.6,91.0,Talon,6.0,6731.0,29.0,10.0,0.0,1.1666666666666667,105,Fizz,1,5234,108,5,0,0.5,901.0,Smolder,1.0,5803.0,140.0,8.0,0.0,0.6,497.0,Rakan,2.0,5074.0,16.0,24.0,0.0,1.0,122,Darius,4,8662,160,10,0,5.0,76,Nidalee,17,11572,18,15,0,10.5,55,Katarina,3,5937,102,5,0,1.5,804,Yunara,4,8079,148,10,0,4.5,44.0,Taric,0.0,5722.0,26.0,32.0,0.0,5.0
EUW1_7507963628,1490,True,False,False,False,False,False,0,0,2,0,0,29,1,114,2,55,3,887,4,78,5,False,False,False,True,True,True,True,False,3,0,10,2,1,902,6,897,7,117,8,804,9,7,10,True,False,6.0,Urgot,5.0,10151.0,171.0,6.0,0.0,0.6666666666666666,35.0,Shaco,4.0,9327.0,18.0,10.0,0.0,2.0,134,Syndra,1,8329,170,12,0,0.8571428571428571,42.0,Corki,5.0,10469.0,199.0,11.0,0.0,1.5,80.0,Pantheon,6.0,8357.0,48.0,29.0,0.0,1.2222222222222223,893,Aurora,6,11265,200,16,0,3.25,246,Qiyana,11,14706,47,31,0,17.0,157,Yasuo,4,12328,201,8,0,2.4,360,Samira,5,9442,123,12,0,2.75,517.0,Sylas,11.0,10426.0,27.0,60.0,0.0,3.4285714285714284
EUW1_7506939511,1958,True,True,True,True,True,True,2,1,10,2,1,111,1,29,2,234,3,10,4,799,5,True,False,False,False,False,False,False,False,2,0,5,0,0,555,6,157,7,55,8,804,9,-1,10,False,False,420.0,Illaoi,5.0,14458.0,248.0,23.0,0.0,1.8,106.0,Volibear,13.0,17111.0,25.0,25.0,0.0,3.8333333333333335,134,Syndra,10,15682,244,18,0,3.0,81.0,Ezreal,14.0,15900.0,217.0,12.0,0.0,5.75,518.0,Neeko,5.0,12264.0,39.0,101.0,0.0,4.142857142857143,78,Poppy,3,10981,195,17,0,1.0,887,Gwen,5,13961,64,30,0,1.0,62,MonkeyKing,8,14992,245,17,0,0.9,202,Jhin,6,14114,213,14,0,0.9166666666666666,101.0,Xerath,5.0,10966.0,55.0,67.0,0.0,1.3
EUW1_7512192924,1383,True,True,True,True,True,False,3,0,11,3,1,201,1,29,2,35,3,91,4,517,5,True,False,False,False,False,False,False,False,0,0,0,0,0,107,6,8,7,238,8,246,9,800,10,False,False,64.0,LeeSin,9.0,9710.0,127.0,17.0,0.0,3.6666666666666665,120.0,Hecarim,8.0,10742.0,26.0,11.0,0.0,4.75,38,Kassadin,11,11977,134,6,0,3.5,119.0,Draven,14.0,15380.0,180.0,9.0,0.0,3.6,526.0,Rell,3.0,9360.0,25.0,66.0,0.0,6.75,41,Gangplank,4,10074,141,8,0,1.3333333333333333,131,Diana,4,9474,52,16,0,0.8571428571428571,202,Jhin,9,9924,120,11,0,1.2727272727272727,804,Yunara,2,8014,123,13,0,0.9,3.0,Galio,3.0,7052.0,27.0,48.0,0.0,1.4444444444444444
EUW1_7491963245,1564,False,False,False,True,False,False,1,0,3,0,0,201,1,3,2,238,3,266,4,11,5,False,False,True,True,True,False,True,False,3,0,10,2,1,8,6,235,7,421,8,84,9,59,10,True,False,17.0,Teemo,4.0,10193.0,200.0,15.0,0.0,0.8333333333333334,950.0,Naafiri,3.0,10812.0,36.0,21.0,0.0,1.4,61,Orianna,5,12171,233,8,0,1.75,523.0,Aphelios,2.0,7971.0,138.0,12.0,0.0,0.2222222222222222,57.0,Maokai,1.0,6911.0,35.0,49.0,0.0,0.6666666666666666,516,Ornn,3,10705,187,13,0,4.5,131,Diana,3,10802,25,14,0,2.5,18,Tristana,5,9997,168,13,0,1.0,804,Yunara,19,15705,211,22,0,8.0,117.0,Lulu,3.0,9635.0,11.0,63.0,0.0,25.0
EUW1_7491887474,1609,True,True,True,False,True,False,0,0,9,2,1,25,1,91,2,103,3,31,4,36,5,True,False,False,False,False,True,False,False,3,0,3,0,0,-1,6,163,7,119,8,-1,9,10,10,False,False,8.0,Vladimir,16.0,13642.0,144.0,16.0,0.0,5.0,200.0,Belveth,17.0,15923.0,49.0,23.0,0.0,6.25,141,Kayn,2,10060,194,11,0,2.0,145.0,Kaisa,6.0,11535.0,164.0,14.0,0.0,3.8,412.0,Thresh,1.0,8105.0,21.0,58.0,0.0,2.5,39,Irelia,3,10323,196,10,0,0.7272727272727273,238,Zed,7,12491,39,18,0,2.6666666666666665,142,Zoe,6,9380,141,10,0,1.5555555555555556,804,Yunara,9,12883,182,13,0,3.5,235.0,Senna,2.0,8311.0,29.0,68.0,0.0,1.9
EUW1_7490676807,1859,False,False,False,False,True,True,2,1,2,0,1,7,1,804,2,200,3,18,4,80,5,False,False,True,True,True,True,False,False,2,0,10,2,0,5,6,54,7,432,8,81,9,9,10,True,False,799.0,Ambessa,8.0,11859.0,179.0,27.0,0.0,1.8333333333333333,64.0,LeeSin,6.0,12064.0,34.0,35.0,0.0,2.4285714285714284,4,TwistedFate,5,12477,162,11,0,2.3333333333333335,15.0,Sivir,3.0,13227.0,273.0,21.0,0.0,3.25,117.0,Lulu,2.0,7967.0,34.0,96.0,0.0,2.8333333333333335,10,Kayle,5,14438,233,24,0,4.0,59,JarvanIV,3,11302,31,37,0,2.6666666666666665,166,Akshan,17,19431,253,44,0,11.5,901,Smolder,2,12432,235,17,0,2.2,101.0,Xerath,2.0,8135.0,27.0,61.0,0.0,1.4285714285714286
EUW1_7486182400,1640,True,False,False,False,False,False,0,0,2,0,0,800,1,11,2,24,3,238,4,91,5,False,False,False,True,True,True,True,True,3,1,12,3,1,266,6,804,7,555,8,38,9,60,10,True,False,10.0,Kayle,6.0,14175.0,254.0,14.0,0.0,2.5,234.0,Viego,6.0,10612.0,28.0,11.0,0.0,1.8,84,Akali,2,8168,155,16,0,0.9,235.0,Senna,4.0,11546.0,199.0,8.0,0.0,2.5,902.0,Milio,0.0,6690.0,31.0,60.0,0.0,3.0,126,Jayce,3,10334,165,13,0,0.5555555555555556,30,Karthus,12,17113,57,15,0,10.5,50,Swain,5,12847,233,14,0,4.25,81,Ezreal,7,11891,145,13,0,5.333333333333333,267.0,Nami,2.0,8233.0,18.0,67.0,0.0,19.0
EUW1_7486136418,1528,False,True,True,True,True,False,4,0,9,1,1,555,1,166,2,142,3,24,4,7,5,True,False,True,False,False,False,False,False,0,0,1,0,0,234,6,117,7,238,8,25,9,24,10,False,False,83.0,Yorick,1.0,10996.0,187.0,17.0,0.0,2.6666666666666665,59.0,JarvanIV,8.0,11697.0,29.0,21.0,0.0,6.0,517,Sylas,5,10741,191,26,0,13.0,523.0,Aphelios,12.0,13330.0,211.0,18.0,0.0,5.0,267.0,Nami,2.0,8236.0,15.0,52.0,0.0,20.0,10,Kayle,0,8133,163,14,0,0.42857142857142855,131,Diana,5,9425,14,10,0,0.625,4,TwistedFate,1,9469,186,21,0,1.0,235,Senna,2,8686,155,12,0,0.75,22.0,Ashe,2.0,7310.0,73.0,61.0,0.0,5.0
EUW1_7479235976,911,True,True,False,True,False,False,1,0,2,0,0,39,1,59,2,91,3,18,4,60,5,True,False,False,False,False,False,False,False,0,0,0,0,0,34,6,200,7,9,8,92,9,555,10,False,False,8.0,Vladimir,2.0,6427.0,135.0,6.0,0.0,2.0,107.0,Rengar,11.0,8227.0,16.0,14.0,0.0,11.0,517,Sylas,9,7255,104,7,0,4.0,235.0,Senna,2.0,5550.0,97.0,8.0,0.0,1.75,267.0,Nami,2.0,5369.0,9.0,25.0,0.0,5.333333333333333,58,Renekton,2,5059,97,6,0,0.5,120,Hecarim,3,5759,7,10,0,0.8333333333333334,61,Orianna,1,4289,82,0,0,0.2857142857142857,429,Kalista,5,6119,93,8,0,1.5,161.0,Velkoz,2.0,4925.0,16.0,13.0,0.0,1.4
EUW1_7479234493,577,False,False,False,False,False,False,0,0,0,0,0,1,1,92,2,555,3,804,4,5,5,True,False,True,False,False,False,False,False,0,0,0,0,0,804,6,134,7,-1,8,-1,9,85,10,False,False,8.0,Vladimir,0.0,3505.0,77.0,0.0,0.0,0.0,141.0,Kayn,0.0,3577.0,3.0,6.0,0.0,5.0,238,Zed,9,5567,69,4,0,9.0,29.0,Twitch,1.0,3368.0,55.0,5.0,0.0,1.3333333333333333,40.0,Janna,2.0,3497.0,10.0,3.0,0.0,7.0,875,Sett,1,2144,20,1,0,1.0,30,Karthus,0,3082,1,5,0,0.6666666666666666,50,Swain,0,2494,49,1,0,0.3333333333333333,235,Senna,3,3662,52,4,0,1.3333333333333333,154.0,Zac,1.0,2746.0,11.0,4.0,0.0,1.3333333333333333
EUW1_7479209037,1843,True,True,True,False,True,False,1,0,11,2,1,84,1,143,2,126,3,427,4,555,5,True,False,False,False,False,True,False,True,3,1,6,1,0,55,6,201,7,876,8,238,9,246,10,False,False,48.0,Trundle,7.0,15844.0,206.0,21.0,0.0,1.3333333333333333,245.0,Ekko,5.0,11987.0,20.0,12.0,0.0,2.5,103,Ahri,8,13622,201,17,0,7.0,222.0,Jinx,11.0,16033.0,226.0,11.0,0.0,2.25,223.0,TahmKench,2.0,8239.0,27.0,89.0,0.0,1.4166666666666667,86,Garen,10,15209,232,25,0,2.6,154,Zac,5,11620,25,43,0,3.857142857142857,517,Sylas,10,12542,202,13,0,2.142857142857143,119,Draven,14,16890,235,16,0,8.666666666666666,12.0,Alistar,1.0,9269.0,19.0,93.0,0.0,2.090909090909091
EUW1_7479189883,1255,True,True,True,True,True,False,1,0,9,1,1,56,1,122,2,238,3,266,4,157,5,True,False,False,False,False,False,False,False,1,0,1,0,0,201,6,7,7,92,8,238,9,-1,10,False,False,114.0,Fiora,7.0,11223.0,163.0,5.0,0.0,3.0,72.0,Skarner,5.0,8780.0,9.0,19.0,0.0,7.0,893,Aurora,6,10614,204,13,0,15.0,804.0,Yunara,3.0,8080.0,109.0,14.0,0.0,3.3333333333333335,60.0,Elise,7.0,7984.0,34.0,40.0,0.0,7.5,8,Vladimir,2,7868,149,18,0,0.8,86,Garen,3,8356,20,5,0,3.5,777,Yone,2,6917,131,5,0,0.25,119,Draven,3,8767,150,8,0,0.8,111.0,Nautilus,1.0,5097.0,35.0,33.0,0.0,0.5
EUW1_7477951865,2067,False,False,True,False,False,True,2,1,7,1,0,18,1,60,2,141,3,68,4,84,5,False,False,True,True,False,True,True,False,3,0,11,3,1,78,6,29,7,18,8,84,9,54,10,True,False,126.0,Jayce,9.0,15898.0,251.0,19.0,0.0,2.8333333333333335,200.0,Belveth,9.0,14499.0,52.0,25.0,0.0,1.8,268,Azir,10,17522,253,21,0,2.0,110.0,Varus,9.0,15872.0,225.0,15.0,0.0,1.875,412.0,Thresh,0.0,8986.0,41.0,99.0,0.0,1.7,39,Irelia,12,18975,279,16,0,1.0769230769230769,76,Nidalee,7,15968,61,30,0,14.5,101,Xerath,10,14701,223,18,0,1.875,523,Aphelios,13,16500,240,26,0,2.5,111.0,Nautilus,1.0,10354.0,30.0,101.0,0.0,4.0
EUW1_7477931592,1570,True,True,True,False,True,False,2,0,11,3,1,56,1,24,2,119,3,555,4,7,5,True,False,False,False,False,True,False,False,2,0,1,0,0,48,6,523,7,86,8,4,9,18,10,False,False,31.0,Chogath,9.0,12374.0,190.0,16.0,0.0,17.0,5.0,XinZhao,9.0,12994.0,12.0,22.0,0.0,7.666666666666667,245,Ekko,7,12306,186,13,0,5.333333333333333,202.0,Jhin,14.0,13969.0,171.0,8.0,0.0,8.333333333333334,432.0,Bard,4.0,9558.0,30.0,70.0,0.0,7.5,875,Sett,2,9775,201,18,0,0.3,233,Briar,3,9751,13,28,0,1.2857142857142858,74,Heimerdinger,3,10284,171,22,0,0.7142857142857143,222,Jinx,1,8395,146,11,0,0.6363636363636364,43.0,Karma,5.0,8459.0,47.0,59.0,0.0,1.25
EUW1_7476780789,1882,True,True,False,True,True,False,1,0,4,0,1,777,1,53,2,18,3,106,4,54,5,False,False,False,False,True,False,False,True,3,1,11,2,0,-1,6,61,7,-1,8,36,9,800,10,True,False,79.0,Gragas,3.0,8735.0,138.0,14.0,0.0,0.8,121.0,Khazix,10.0,13169.0,32.0,41.0,0.0,2.125,142,Zoe,18,16948,202,24,0,3.7142857142857144,235.0,Senna,11.0,15532.0,215.0,32.0,0.0,3.857142857142857,40.0,Janna,3.0,9660.0,17.0,78.0,0.0,3.75,122,Darius,8,15155,228,21,0,2.0,238,Zed,10,16134,41,18,0,2.0,8,Vladimir,7,15295,192,14,0,1.5,360,Samira,14,17502,195,19,0,2.2222222222222223,111.0,Nautilus,1.0,8960.0,21.0,82.0,0.0,1.8888888888888888
EUW1_7476759966,1718,True,True,False,True,True,False,3,0,7,0,1,48,1,18,2,77,3,887,4,897,5,False,False,False,False,True,False,False,True,1,1,8,1,0,30,6,887,7,119,8,412,9,39,10,True,False,24.0,Jax,6.0,12907.0,226.0,14.0,0.0,2.5,427.0,Ivern,6.0,10513.0,7.0,17.0,0.0,1.4444444444444444,101,Xerath,11,13192,220,17,0,3.6,21.0,MissFortune,7.0,13452.0,198.0,24.0,0.0,1.5,111.0,Nautilus,1.0,7574.0,18.0,75.0,0.0,1.1818181818181819,68,Rumble,3,10198,181,12,0,1.0,421,RekSai,10,13967,33,22,0,4.666666666666667,893,Aurora,6,11523,183,16,0,0.9090909090909091,236,Lucian,16,16778,234,11,0,7.75,267.0,Nami,4.0,10122.0,21.0,73.0,0.0,16.0
EUW1_7476749472,1046,False,False,False,True,False,False,1,0,0,0,0,119,1,18,2,238,3,887,4,91,5,False,False,True,True,False,False,True,False,1,0,4,0,1,24,6,91,7,200,8,201,9,-1,10,True,False,8.0,Vladimir,3.0,5498.0,95.0,7.0,0.0,1.0,234.0,Viego,3.0,7027.0,11.0,16.0,0.0,1.25,3,Galio,2,6022,118,12,0,1.0,15.0,Sivir,0.0,5256.0,113.0,8.0,0.0,0.6,267.0,Nami,2.0,4891.0,27.0,18.0,0.0,1.4,68,Rumble,6,7619,116,8,0,1.5,59,JarvanIV,4,7900,12,18,0,7.5,517,Sylas,7,8126,119,6,0,10.0,901,Smolder,5,8218,149,9,0,5.0,412.0,Thresh,2.0,5586.0,18.0,24.0,0.0,13.0
EUW1_7476737814,246,False,False,False,False,False,False,0,0,0,0,0,91,1,238,2,39,3,950,4,18,5,False,False,True,False,False,False,False,False,0,0,0,0,0,555,6,523,7,200,8,122,9,238,10,True,False,54.0,Malphite,0.0,1198.0,20.0,0.0,0.0,0.0,28.0,Evelynn,0.0,799.0,0.0,1.0,0.0,0.0,142,Zoe,0,1378,29,0,0,0.0,804.0,Yunara,0.0,1233.0,22.0,0.0,0.0,0.0,111.0,Nautilus,0.0,969.0,4.0,0.0,0.0,0.0,150,Gnar,1,1561,24,0,0,1.0,80,Pantheon,2,2069,0,1,0,2.0,517,Sylas,0,1149,17,0,0,0.0,221,Zeri,0,1484,25,0,0,2.0,267.0,Nami,0.0,1108.0,5.0,1.0,0.0,2.0
EUW1_7476597523,1145,True,True,False,False,False,False,1,0,5,0,0,897,1,60,2,119,3,18,4,517,5,True,False,False,False,False,True,True,False,1,0,3,0,1,119,6,64,7,35,8,555,9,122,10,False,False,126.0,Jayce,1.0,7736.0,159.0,10.0,0.0,0.2,76.0,Nidalee,7.0,9199.0,17.0,30.0,0.0,15.0,90,Malzahar,3,7471,166,11,0,3.0,145.0,Kaisa,10.0,10749.0,165.0,10.0,0.0,18.0,12.0,Alistar,1.0,6519.0,31.0,32.0,0.0,17.0,57,Maokai,2,7865,143,9,0,1.0,91,Talon,6,7768,12,10,0,1.4,901,Smolder,0,6857,144,4,0,0.6,81,Ezreal,1,6434,131,6,0,0.5,432.0,Bard,0.0,4861.0,12.0,43.0,0.0,0.6666666666666666
EUW1_7476522439,1586,True,True,True,True,True,True,2,1,11,3,1,39,1,777,2,55,3,91,4,18,5,True,False,False,False,False,False,False,False,1,0,0,0,0,238,6,59,7,119,8,201,9,122,10,False,False,887.0,Gwen,8.0,15161.0,231.0,39.0,0.0,11.0,254.0,Vi,10.0,13249.0,27.0,20.0,0.0,4.0,800,Mel,4,12307,211,13,0,3.0,235.0,Senna,4.0,11919.0,195.0,20.0,0.0,7.0,497.0,Rakan,2.0,7575.0,19.0,67.0,0.0,9.0,24,Jax,3,10240,198,16,0,1.4,33,Rammus,0,7067,16,15,0,1.2,166,Akshan,8,12453,201,12,0,1.4285714285714286,222,Jinx,2,9140,200,11,0,1.6666666666666667,40.0,Janna,0.0,5665.0,21.0,54.0,0.0,0.75
EUW1_7476471615,2120,True,True,True,True,True,True,5,2,10,2,1,201,1,18,2,77,3,69,4,54,5,True,False,False,False,False,False,False,False,0,0,4,0,0,29,6,119,7,91,8,234,9,54,10,False,False,80.0,Pantheon,10.0,14581.0,197.0,13.0,0.0,2.3,104.0,Graves,19.0,22301.0,63.0,32.0,0.0,6.2,517,Sylas,13,18972,220,23,0,5.4,15.0,Sivir,12.0,18516.0,246.0,26.0,0.0,2.727272727272727,89.0,Leona,1.0,12181.0,48.0,115.0,0.0,4.285714285714286,10,Kayle,8,17584,286,11,0,2.142857142857143,56,Nocturne,4,14410,36,26,0,1.8461538461538463,238,Zed,6,16758,257,12,0,1.2727272727272727,236,Lucian,9,16250,225,15,0,1.6923076923076923,555.0,Pyke,11.0,15530.0,60.0,123.0,0.0,2.1818181818181817
EUW1_7476417852,1865,True,False,False,False,False,False,0,0,3,0,0,18,1,555,2,134,3,107,4,58,5,False,False,False,True,True,True,True,True,5,1,11,3,1,555,6,11,7,234,8,238,9,24,10,True,False,92.0,Riven,3.0,11344.0,160.0,15.0,0.0,1.8333333333333333,64.0,LeeSin,4.0,9900.0,9.0,47.0,0.0,1.25,800,Mel,11,12934,185,21,0,5.0,804.0,Yunara,1.0,13929.0,336.0,24.0,0.0,3.0,902.0,Milio,0.0,7031.0,18.0,59.0,0.0,1.8571428571428572,110,Varus,6,15686,260,18,0,3.0,121,Khazix,8,13840,16,19,0,4.333333333333333,112,Viktor,6,12047,206,16,0,14.0,96,KogMaw,7,14430,223,22,0,5.666666666666667,78.0,Poppy,0.0,8457.0,33.0,84.0,0.0,1.5714285714285714
EUW1_7495564581,1717,False,True,True,False,True,False,3,0,10,2,1,35,1,111,2,20,3,804,4,53,5,True,False,True,False,False,True,False,False,1,0,2,0,0,895,6,-1,7,78,8,50,9,114,10,False,False,86.0,Garen,12.0,16720.0,261.0,24.0,0.0,14.0,63.0,Brand,2.0,10607.0,18.0,31.0,0.0,1.3333333333333333,41,Gangplank,6,13714,216,14,0,4.0,161.0,Velkoz,7.0,12727.0,219.0,15.0,0.0,8.0,89.0,Leona,2.0,8208.0,33.0,69.0,0.0,3.2,58,Renekton,1,10575,253,16,0,0.3333333333333333,91,Talon,1,10337,34,25,0,3.0,134,Syndra,7,12421,234,20,0,1.5,29,Twitch,8,11732,228,11,0,1.2857142857142858,267.0,Nami,0.0,6813.0,26.0,62.0,0.0,1.2857142857142858
