SummonerName,PUUID,LeagueId,LeaguePoints,Wins,Losses,Rank
,dzoKh92uHN5DDe_URazZlTUPEA8QbW-gwaVTEgPlTWot13uPEl5XpzwusCKokbMKiE2mnP4yAvY0ZQ,b31f7632-8e40-4de8-bb6e-2673593723ef,94,162,121,I
,8e_573VBNuFxFCmhbBms0wUoImcywqM6irwZ6GdnUQlX67GzOZNH9E2gT9ENVerpnJZ1s7A7ACfslQ,56ff1364-da3c-4c44-9542-6213a3f24b79,2,68,70,I
,uoBpsvY6b3EtlRW_luNFAWLJCV-hEnon6g6qo3wDY0NXrGjUgFfkzxX8ygzn_i3jtDSdnmg-q6hheQ,3561f438-f1c7-4a68-ba60-e9171d60334c,8,105,100,I
,0aRefKGOfGa9RxdHQUPpGUhjSGSOSipJ8QK3WRMMCBt9CCj29w2-kSM-wDR_7jEcvYv8IHCKg8w_MA,4f192552-0130-4d18-9d9c-ea9a80d90c77,75,72,56,I
,V6qZa1ECEoAApb8HvgTm79SEAqPhCd-BeiUTw7fBTPoU66CyoES_hQQqMKzAi7aiXY6H19mw81XkwA,460166f9-c0ec-4b0b-b457-6b21fd2ab8a1,75,187,170,I
,y8uY-gnksd5ctz1xk17t1dBnUxZPm9n1wLtVYkbBDcPlCPiaJi37IGmE6WNTYHGCxlC-10UDu-UoBA,058fe8a1-495f-4e2b-9d19-59af78de6b63,29,219,225,I
,lRkXpSn0NZsYL2Sux9jvmbiHrk22LM7VPq-7TubmRMpNlBvYSy_n0r8DUd6sjJOk8PP27nbVofDXHA,4fa3a4af-0185-46c2-978f-2d25eb3a76ec,57,122,114,I
,35r9dR06fvCacg8mMwx68OEFjCyQZtZRqWfPFon2NVyMudeGozn4dQu1E6ZkaUsXNu-j2PFh0KRWHA,05b50d90-4042-4035-9799-bd5aa3f7fc34,75,104,105,I
,s0LLAMVM2qU3BvrCeFNuzvIRAifG2WhLpX5dD7PmFvCvBRXJaXeatUpGepmMeB6qeNEExpQf72VpYA,7c5d7897-115d-4cac-a0f3-f6a56260fb9b,75,44,37,I
,sz2Fa0orRKKpLlptJKRLmJb07Zlimctuo4Kmf5ACbxNNtRWXVNIOFL8zm0xTBQT4wuCNkUfSM8iRTw,4bfbb99b-5bfc-42fe-aa67-02f3ca04db50,75,25,6,I
,VWNfFf2cNMkUWp2a7STI19O-AkufRHVkWl843Zn-X8fpUF2YKeZbG0aU3NkiY5Xn5KYnnIkyu1Csuw,4924a6e4-1978-4e31-a5bb-a54d3767a733,56,257,258,I
,YRH8aj3YPGDjzjFiUzctiWzrum5WK-0-dSe6VztbBbDnfNw4SJxx8PfjNuHbcPRgHMFNgtvsfPbBTQ,7d2568c9-4253-4479-b4c6-16683c72f4f9,9,161,157,I
,ho-PcWxw47rKKTRFi3C-EwGzqTs_x896ZxCfK2lAeD1NVR3mbAHvHQxSX9KF_xmxMKYglLJC-XT_lQ,db8a838a-1599-4ff4-ad75-c58371cb8fc0,75,20,9,I
,aoZ-ot-yxXh8vm_hSPHbgcuy8rkX46gSagKZ2ppVsB8xuv-bGawO2VLlpOB24pJ9LA91IPTgDN-wVA,3fe867b5-f3b9-49ab-affe-a0daa9315b82,46,289,286,I
,Pr0cQuifv0Ij9cGAbLh9upyySZnqTHuK6WSgjs80LmXvvZRP_U8yA7h8KGkFygThMgpNPTgvMTuIuw,f14118da-3d14-4650-a008-5da6390486cc,75,201,188,I
,K9LVClDp6DDbSA5P72DwaR4t6kGtx9gz1V28zh_U3K6-hqH6s_aKOCipTZCw2fHAki-u3PD8nlKMRw,9cd49aec-58a4-41fe-a6bd-1a12abb6effa,97,178,160,I
,t_ICt7Dv8rP7h7IanBE5Ny8Y8bH9z0EF7juzJtkaNdtXUSD1SDchdDTKRuwj7eZKgjGhSlSMk4skRA,1e5f5d2c-c3cb-41dd-962b-319df6c35a93,75,42,21,I
,xIZzTWAdD39Jnv_YJ7Y9gZFGK3th3E1fRF5AOI5YMyptGl69_FyZQLfz4oND-O9IcSQLq5weP2Tj5w,c7023434-2077-4c9d-b1f5-76773a785a60,0,63,55,I
,EmTvfUO_uZvvzyLK6qwCq3d3cs8SbJuWuylf612YV3YOOzwDSE5XjjlWh_ladDzaEanikZbVt28Tug,98e9343e-c1e4-4364-ba53-cc4633d52ef2,75,143,122,I
,dEWLbbeTRIlB0a0rFIEe3dZC2bQnzLlRx-HzytJKL_H8KoOxMhFJXisjbrHVgvXK6TSdywwDiwZrIA,de6aa951-c108-45b4-90d5-c750a74f044e,75,83,51,I
,vvj0IcZfks26aY5MDjVdWK95auSQkTL4NUy7EwMVfUsG0iSf4XdeBZh45EH6xodpA7Hk5IPgclfMbg,99302e2b-abe0-40d3-aa42-1c46bbcffc21,85,489,517,I
,gZoXv3bFvGniHlBbdU4zcaHDo9cfWlMoNxTF-JI3nNX14cWm5a5dfSCMRrkp6JkZTMIeTsfnQMrOog,32f85ff7-ec34-4e42-9686-0042371b7ae8,25,55,36,I
,arOtACVMr3whhtPcgHgEaPYEaEwt-Y-69A6ppCo1xD69hssRfDnx2dWfgEpBl-THbHvXbyugEi42-Q,c8a73aa1-d941-40b0-854d-4847e7463c6b,26,60,50,I
,cH5cVcdQvFJkuho7VxpcLPtHwP1NnSLGJSg8sg2PPQR1bIGrXqNYZqRvxWAQfJHGx0DrgrhHWL-SLQ,c05bd502-b98d-4547-8b89-04c44b45a3ee,56,263,233,I
,iQ1DltEXRbj150bIQ02btwBdfnTwNyU0l58XG3018QAjKlYnzL8aq5-lq7siBRNGeNJuD_gF9s-7kg,a8630b9f-e094-4a2e-b02e-63abd5b3584d,47,177,186,I
,B94V4VBfEhadH2N4L3m8AcXDatPrq27SLwQoRROmwDDf_atQ336gxDiTx40Byzje2qPTbZWICOPnqg,18a73e83-c0e1-46d1-b7ec-24370c6df722,14,46,61,I
,Ys0cqe8LeakXDSy1LQzD8mE_n8dqsC55t4e01uB-GuYb3yzvjInx_qViltVrcNC0yvY_Ia8rjUC7QQ,4d6f033e-6293-4898-ac66-4bb5f3d9756a,55,39,30,I
,TnHfdQ_V4ppUXM2hD1rjX0FWsjJkXLu5sDdMzrlJrgqY01yEjDXwJfORUy6DVK8pi99cHW99s_BclQ,7bcc4dea-8717-4709-bfa0-29b240d32b9a,75,457,409,I
,DYFLdOauUOU9yVTrujkfCBoBlfGG538DKduMN8Hh3nUkG1B-HshhXBTcjrqufhJC_ul2RLjoj6vqQQ,47de03be-d292-49c5-8149-7c8d7370df0f,75,467,437,I
,RgU4mPST-oRBFFGRXzhRb0vxTZgVmJm9ppI06ouvwD85Y1zRveYTuN5jcvWDURCYFrm45AnJHNQJ9Q,e68712c3-3def-41d9-adbc-569d9c7c526c,19,243,210,I
,FfYmTcWk0DHkdQTPaw38Mu2ORsjSodLHm0Cu85xcGT0CF9MqYHyqgdL_dvmkaEcQtA9qW4xr5ZsM1A,eec47226-af44-4d42-9245-a72e30acad6e,12,88,113,I
,eKn7gpkY3h-bbUCdQYOd44IuF_1KnCDNAP6I8crL_1yiPECSdZtaWRJxaYNiXmuGznY02K66uFq1mQ,235922f5-9a56-4a63-9fed-e06a0f274b1c,38,67,63,I
,e686O6xaoCR53e_hFormqDifBp-t4sNLxypoJhOedpLOZ85jJjOuMfu8vWHwXIuAoHW4c-fRxVXGQw,91d5c7df-1327-4ff2-baa9-f8f86e52c653,11,68,78,I
,IwqbCpaPaAYvJre6fczmIYzbYfRfM8pxZs8xUEI9Bp_1xEjwkarh0aHlGvAUs2vIdo0LIMKwhQaJKQ,1771d757-2ceb-46ec-aa25-a101ed189a84,40,79,62,I
,xBxWqs7JrI1BKeQj2Nx4eJSDQ1qCxmaC8wXn0uTFjBU6fscvm2oTmYIn-Xza10seFYadtLsP2DIUgw,460166f9-c0ec-4b0b-b457-6b21fd2ab8a1,75,92,84,I
,9Gy0OxHAv2cODhpyRLZxoL0bXlyNEy77ZUF0ZC_JFnoFz1m6DkWO9-76U9I9XxfNIvIZ2MAVJfFHqA,3e0684da-0421-4170-85e0-ad166ba6828c,75,531,520,I
,JxkWDB2rwaqnQY7gVABDypWPGT0vp_x8nBELe0sPjDbmXBd5bRco8YC_PzKRLZHZHrSZ1dSN7YxM5g,2a17986e-7c4b-495f-943f-f422d8bdbdac,37,388,393,I
,AgbNt0NZWQMD83n0_JpK87m33j69hy3Z-MJux2jLB5bZV8W3JUj85AitbASASjIqCXj8Aw0ZGQsWeg,b3369c51-2c7d-414a-8161-f5c64ae394bd,75,140,129,I
,Zu_7VR0lPDmZzVdQdKVWM1EVmZbL_Gln6ig58uZKpp55LpJAgA-6bAHZjvwQ5V0CJUBqleKGC54Ymw,efe1c32a-daa1-468f-8ab9-fff02e845b93,40,304,289,I
,sy25L83YgYEr95k2FHVVRX_yqlMCILj50w6oUgPqozqhi-gy_9hVUtE9NwKGP59pKIV7tAc8rl91mw,dfbe3b24-91d5-4df6-b7d9-5f541c0675a4,25,403,365,I
,GrY7jkN7sg4VU2_etZfRT1WCw5sd8I4iyBr6ltuo6wqKqtv0hHHCEMpu8ilm907yTTsFIFLFE2519Q,4358c2a0-009a-49fd-9e32-0c8fef27a450,75,51,43,I
,CKtIRIoS0-4NwiwSfRJH4f6g2gt-hWSmt75l2TEylGg9OGOMcm9de0tNDZgQeBJKHYYsGiYGbEhEXg,e3d96e44-743c-452b-b2ad-c95ae0387817,12,33,19,I
,wK3FyeRo4D2ogpwP5lg408zDMYypkjkaFz9alILd0Vs0hSi5QPXIB2HB9ylpjMwosB7-ebNagmGKgg,31f63225-9fb2-4782-9727-eb99c6eec1c4,75,211,192,I
,F4JEuynbQirkom7ezfFDuenri9P-T7r3CdNK1ttKSnNvAMbRxRNUBwPNQD3IjixcMmxztxbrkz4Vng,c1c4347a-1c43-4133-8d11-8b45b61244c4,75,108,113,I
,TpLfU9NSfI3CfhB5ZqYhddgPvKYdyx5nzJsosomBUo8TfrHlD_P8T_wsbl89MYBs2WHxjSwngypXDw,3d453d06-17d0-41f2-ba6e-5ac1590035b3,75,94,79,I
,98wNt1tbDyDntNKomNPqmiDqTZdf8caVeYtDRzObLsGqohj8MU9zNwi4cFtnX7OLMbFzcNh-97ijcw,3064a5d7-9ea0-41ce-9980-d73f3b818fa8,17,111,112,I
,36k9gwBbhYC2EkFR6ZgCwZi-FDrStGhGbMTWTubMYE_PV2BToYFYvPgerl2kCT-CSH10MWsBRm-a_Q,ea2d691c-3560-4eea-b3a1-bb2941d7da8a,71,153,99,I
,DOJunmNBpjlZxRm0-cVwlB2_fIoUOja-LXAkAG-rD1FJrGiZf92wwHk8MnTN1c2ziFmMDpTnGbWAyQ,6369e393-e102-40a8-a263-c86519d0566d,75,85,66,I
,Wkdrqy7wconGE5b3qGfwLuGnZsMBSp2z68qQv50dHR6ir7poGJo8_pA4shzQtR0-9krrEJ0csZsafA,0a7140e6-2633-4864-86a8-358045f30e3c,49,70,70,I
,pzkDwx6XV-4gauWhsUrsJwOfVbE1vpuhbfu07mcXWcYVeyGXTb9vPptcB3EaiTZoDuP5WGuYFpUZmQ,d371a60f-a94f-42c1-80cc-b573bf9e4471,25,148,124,I
,P9Z_T27dhtWgLs11lMlqNbQagHbOjq6dqpYJdfG5gEaqn-CYmu4NF724JnklX5ZjYfbuWmG-dPih4Q,9eaaac56-e3e0-4cf3-9132-622673e9275b,31,179,198,I
,m3PVImyRHqHJ50ClBXZhm40hTlOCdsbizqSz3tzBVzVjGWhOhUFvP-DZfxXdutAvrrNociDMk-LBAw,1893f4b4-2aa7-43c2-a4c3-a613787ddcfd,75,84,69,I
,A9CaaQ549Opvyqn41ih2T_y_EhVULZIRMRpSrI5J61_LxQEQ3nUJBmzIFA1fWePAzipZ7wVR6a4UcA,5858d169-90af-43ed-b9e0-bf709ea00143,99,118,107,I
,uUAqZ3Z-UvUOB8pr5qSSt2MMBFoN5Pfs-Nd1oxqQ7z9j2kFOBk-87DRyYDs7e9A9Enj6t1LlSn-sMQ,78c3440a-2f61-4dde-aa14-e25601d56df5,64,73,48,I
,M8elDKu-7Y3-3Orl5-yXaRgjjT0I8NJj6z1_FndzWpzd4ktW7eUgLwthFf0i2n9YTCmGCG7A0dQa8A,a6843665-6fab-463d-8801-6446d848d9ba,89,72,64,I
,DgE4tVezao8piOmI5M_y6fHuFG2Pkj9GjzhWEnV7tVJE4fQHihEIQ4KMRn0xY6cmagggVKuUjimO-w,9fe60f75-3f88-4f03-b530-436509e9eabe,52,188,196,I
,yK09byOT9JSF3LMS9y3WYZmZm35hizvGKV834BmulRpY6pg4yElvDSFEQ5M01LARfuh2ox_uWRZRuA,b9cd2f9f-6de4-4f39-8e84-005dad2630a8,13,388,366,I
,sgrET5huAeNEpXHJzdq3O_dTEUiiSvWYchGPbCcDicySPjCQTkONmLcoO1ONr7czJXl0xkKzF2KrzA,55ef64d6-2948-400a-976d-4863bb31bd23,75,45,32,I
,SCc6eX7tj61TO385A2ERNJk__wYDTWCrtrmzpnxeRFCJV9rVJd-Z4M0itA2Fc-TxKjHe2kpOnMUAOg,59ad5576-95ae-48f8-8c56-9f5c3cfc6a8c,75,73,65,I
,e1xWOXGHTYLO64JEWYyZ0mRCKagGZdbe9Ij0JZZ2mRnjImubpKhN3SZlSL39kdUtPhUJI7Qr6Yf-6A,add4ba7c-dcde-483a-b4d5-aa637e8e4d8d,75,93,75,I
,zp6p0xTGcsCdeoSr6yTY4uKupl2XVQhsugtO2vDYQzJjObOVuaLcWS8s4Y57IECxdw2G6jPVbfwPFw,a8b3a225-842b-4673-9ead-5391c9a53985,75,170,176,I
,Bk9i0-kPckVB3fXXAqG9CvfRQA_tmM8lFM7e2wZcy7icueYYLPMo77T6UlnveQAOJ_na2-cbR05Tpg,305ad08f-956f-4cff-9101-b69b9a41486d,75,56,51,I
,1YJhYtW4sGDJHTl2tb2TJM8_6Mqd2Q3UvQzCz1sTVQBAdrG4b1uPXUnJUih7DPE7i05CX78MGWwFKg,3bc9d2fe-54d6-43e3-9215-97995defc3c7,75,167,153,I
,Gso6kcJrHY_9sBJwvRfLdHOhOHKwdlGAjx4FFigf9AYN_Xs6lalMg0-QBV-FnEcVJl989eo8mBIgyA,9a8d1e86-95ea-4cc6-86c8-5673726dcca6,10,66,62,I
,nGZGDIgz8RUyAeiZ8k9WMTs_gdZViSemIMJfVWJdwroI0DTVhr2mZUpbieDeyERSrTQekX3p4PiM9w,f647cdbb-4417-4068-a911-6f79c340badb,75,47,42,I
,zHe37ZyvZSjHnlSUsBRAdEyCQj4oayapvOXqZvW5I6Nv4VaFFhQhsw3ZK-SnEDa4iAkErH8J8xpRew,e85a9882-4d29-455c-9e0e-085b8795be66,71,139,114,I
,gwXS3fJXQvk21z6WcVRaaxuWl27oRnvc7IN8PrKghK1fsHXhqI0J3BGgP0kP0dZRUFiPpaQyz_4BDQ,0b367729-0a7d-4781-bd31-df7a795c544f,54,217,184,I
,iqk5oRYx51FdO2UmqDNTxPoYKqguiNRgBtaSoc1MgPynWqTSNYTTOgKNOfcV94wJ3IgQGzFjsMblQQ,8208f543-5816-4e17-8fe3-42500627ffea,54,513,508,I
,9mNJoAsK2AoSqjTUt5Zu7G66SEvaI8R7bKBzJV29TGJlsq5o86gz6TI51ss_VCnz_YwcCePSFY_kYg,b428c27e-553a-448d-a97c-fc321012f403,39,153,143,I
,0eqrWoAeIfSzsC6bVP11rxXcwGo-vTvziWoj2mnO2VwIbiGMFk356eVjQqjY8AMmwpHlf9F1LrXEBg,1af40c0d-492d-4692-8899-b8434800dc76,68,36,19,I
,CIN4jFMQ-0PXSyWXSbOvAcF1XwyB_Ikkipt1pw9_SgYEyIneRh25-K1iBboRWd82e7BrEhKDMHlQ8A,cc94fdf7-1f6d-4549-b605-236e0bb9ee54,75,66,66,I
,EG2hsP3ss4X6To74tzuiKN8lqDjfXZCnMFmt2LJq-x8TGfaa_Cq1iekPyTEAkgX0YunPGjwh2m3FnQ,fc6df264-e2bd-47d7-aa80-7875dcbb683c,45,411,435,I
,P4gVRC8NsACszk2GuoGUSl4uIjTA-Dtn0sO_Q2szTYb1nqyKbhd5KlIIt1-m1m3ZsRWU0N7xcIWVlA,809ca05a-f071-476d-b5e9-9d640e69a6af,74,370,365,I
,YXhLMQuo69U3WWWxdc4pcxPlrLZ8mW24WZUp6SYZKIwCqNn_wSPZhbooQqIkqh4cTbtZ5M43fNUnIg,74a990e0-9ca0-4240-825d-53fab51a9d12,75,76,58,I
,sfurn1dHfQCWj9kbm5RYdNm4r6ER1mTbFEL5VXpigDJtBSxLqm7Ca2Cqd0rylkGUHszihj0K8u8usw,46600a84-4b6f-4e8f-8d3e-6985c957b867,75,98,88,I
,_H8SQzsebcqq0YvbTVlGto7MGf1xguup7kXmcl5tc2QtkhbabbNvDgQ6s-v9qvpdIo1i1uFiLBN5Ww,15bf1fa4-af9d-4e3e-8c66-7d21680c5927,75,139,145,I
,ud3mgr79YwnnEfMTWdVk9f2yCXrDNW5SrBluLP7eZ5H0YDE_QPCSOxiG2bXxFw348oOzIFMlzjqoww,431d8d24-fee9-4184-ab1b-4193c7657d24,75,123,130,I
,SmVD1E_5nbPMgGPq66nGrOvSNSwJu4x3RwCI7iChlnlpXLCGrEASR_TzqtfxS2FKdRyj1In-iyApPA,f50d73aa-1bb6-4d0f-b07a-282e2a4f66b0,26,61,56,I
,NfMllBt9i6Jcm8tf5AM2Z6jg6WGBGjL0NeuUx7ASKJ8fvtdq2dk-4QKConW1Vw3Gp31z8SfjWErSkQ,f77f3e34-8f03-449a-9c32-6f86480c557a,42,46,28,I
,Wk69P9tN8WgSPCB-4uAsNj6tb7sQlEf20iMgetufhz6WsyLif94_5t6Ve9I9nZrqdjQYYG4CzMCIlQ,c8a73aa1-d941-40b0-854d-4847e7463c6b,44,38,23,I
,jd-NbJ9muMlCRsLOWRwJJalig5aBecLppqXaN4n2uj0oEOyct8ewQVuFk2TT8b8Qe3m2MF6LnMkvDw,2712dc98-2d41-45ca-9883-104aa7d418e9,75,168,134,I
,DN6HeJWY_sHSCjguLqgCPXzBUiJDrEA041hj8gp3PWWi179neuqSfVuCi1hfJMpk2f2zIyPz6QGGZw,2a17986e-7c4b-495f-943f-f422d8bdbdac,57,147,141,I
