champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_sup_1_name,matchup_sup_1_winrate,matchup_sup_1_games,matchup_sup_1_lane_quality,matchup_sup_2_name,matchup_sup_2_winrate,matchup_sup_2_games,matchup_sup_2_lane_quality,matchup_sup_3_name,matchup_sup_3_winrate,matchup_sup_3_games,matchup_sup_3_lane_quality,matchup_sup_4_name,matchup_sup_4_winrate,matchup_sup_4_games,matchup_sup_4_lane_quality,matchup_sup_5_name,matchup_sup_5_winrate,matchup_sup_5_games,matchup_sup_5_lane_quality,matchup_sup_6_name,matchup_sup_6_winrate,matchup_sup_6_games,matchup_sup_6_lane_quality,matchup_sup_7_name,matchup_sup_7_winrate,matchup_sup_7_games,matchup_sup_7_lane_quality,matchup_sup_8_name,matchup_sup_8_winrate,matchup_sup_8_games,matchup_sup_8_lane_quality,matchup_sup_9_name,matchup_sup_9_winrate,matchup_sup_9_games,matchup_sup_9_lane_quality,matchup_sup_10_name,matchup_sup_10_winrate,matchup_sup_10_games,matchup_sup_10_lane_quality,matchup_sup_11_name,matchup_sup_11_winrate,matchup_sup_11_games,matchup_sup_11_lane_quality,matchup_sup_12_name,matchup_sup_12_winrate,matchup_sup_12_games,matchup_sup_12_lane_quality,matchup_sup_13_name,matchup_sup_13_winrate,matchup_sup_13_games,matchup_sup_13_lane_quality,matchup_sup_14_name,matchup_sup_14_winrate,matchup_sup_14_games,matchup_sup_14_lane_quality,matchup_sup_15_name,matchup_sup_15_winrate,matchup_sup_15_games,matchup_sup_15_lane_quality,matchup_sup_16_name,matchup_sup_16_winrate,matchup_sup_16_games,matchup_sup_16_lane_quality,matchup_sup_17_name,matchup_sup_17_winrate,matchup_sup_17_games,matchup_sup_17_lane_quality,matchup_sup_18_name,matchup_sup_18_winrate,matchup_sup_18_games,matchup_sup_18_lane_quality,matchup_sup_19_name,matchup_sup_19_winrate,matchup_sup_19_games,matchup_sup_19_lane_quality,matchup_sup_20_name,matchup_sup_20_winrate,matchup_sup_20_games,matchup_sup_20_lane_quality,matchup_sup_21_name,matchup_sup_21_winrate,matchup_sup_21_games,matchup_sup_21_lane_quality,matchup_sup_22_name,matchup_sup_22_winrate,matchup_sup_22_games,matchup_sup_22_lane_quality,matchup_sup_23_name,matchup_sup_23_winrate,matchup_sup_23_games,matchup_sup_23_lane_quality,matchup_sup_24_name,matchup_sup_24_winrate,matchup_sup_24_games,matchup_sup_24_lane_quality,matchup_sup_25_name,matchup_sup_25_winrate,matchup_sup_25_games,matchup_sup_25_lane_quality,matchup_sup_26_name,matchup_sup_26_winrate,matchup_sup_26_games,matchup_sup_26_lane_quality,matchup_sup_27_name,matchup_sup_27_winrate,matchup_sup_27_games,matchup_sup_27_lane_quality,matchup_sup_28_name,matchup_sup_28_winrate,matchup_sup_28_games,matchup_sup_28_lane_quality,matchup_sup_29_name,matchup_sup_29_winrate,matchup_sup_29_games,matchup_sup_29_lane_quality,matchup_sup_30_name,matchup_sup_30_winrate,matchup_sup_30_games,matchup_sup_30_lane_quality,matchup_sup_31_name,matchup_sup_31_winrate,matchup_sup_31_games,matchup_sup_31_lane_quality,matchup_sup_32_name,matchup_sup_32_winrate,matchup_sup_32_games,matchup_sup_32_lane_quality,matchup_sup_33_name,matchup_sup_33_winrate,matchup_sup_33_games,matchup_sup_33_lane_quality,matchup_sup_34_name,matchup_sup_34_winrate,matchup_sup_34_games,matchup_sup_34_lane_quality,matchup_sup_35_name,matchup_sup_35_winrate,matchup_sup_35_games,matchup_sup_35_lane_quality,matchup_sup_36_name,matchup_sup_36_winrate,matchup_sup_36_games,matchup_sup_36_lane_quality,matchup_sup_37_name,matchup_sup_37_winrate,matchup_sup_37_games,matchup_sup_37_lane_quality,matchup_sup_38_name,matchup_sup_38_winrate,matchup_sup_38_games,matchup_sup_38_lane_quality,matchup_sup_39_name,matchup_sup_39_winrate,matchup_sup_39_games,matchup_sup_39_lane_quality,matchup_sup_40_name,matchup_sup_40_winrate,matchup_sup_40_games,matchup_sup_40_lane_quality,matchup_sup_41_name,matchup_sup_41_winrate,matchup_sup_41_games,matchup_sup_41_lane_quality,matchup_sup_42_name,matchup_sup_42_winrate,matchup_sup_42_games,matchup_sup_42_lane_quality,matchup_sup_43_name,matchup_sup_43_winrate,matchup_sup_43_games,matchup_sup_43_lane_quality,matchup_sup_44_name,matchup_sup_44_winrate,matchup_sup_44_games,matchup_sup_44_lane_quality,matchup_sup_45_name,matchup_sup_45_winrate,matchup_sup_45_games,matchup_sup_45_lane_quality,matchup_sup_46_name,matchup_sup_46_winrate,matchup_sup_46_games,matchup_sup_46_lane_quality,matchup_sup_47_name,matchup_sup_47_winrate,matchup_sup_47_games,matchup_sup_47_lane_quality,matchup_sup_48_name,matchup_sup_48_winrate,matchup_sup_48_games,matchup_sup_48_lane_quality
Kled,top,91.2%,C,19 / 50,52.0 %,1.4 %,0.8 %,70171,https://dpm.lol/champions/Kled/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Leblanc,58.88%,214,,Zoe,58.24%,273,,Mel,57.02%,1582,,Neeko,56.40%,1000,,Ashe,55.78%,389,,Rell,55.49%,829,,Yuumi,55.27%,1670,,Poppy,54.72%,667,,Veigar,54.47%,246,,Nautilus,54.31%,3259,,Senna,54.12%,1397,,Pyke,53.66%,2184,,Lux,53.58%,4074,,Sylas,53.53%,312,,Malphite,53.35%,538,,Thresh,53.25%,3371,,Seraphine,53.13%,2204,,Renata,53.11%,418,,Xerath,52.52%,1110,,Pantheon,52.21%,1333,,Velkoz,51.98%,1139,,Zyra,51.45%,1625,,Bard,51.39%,1623,,Morgana,51.03%,2765,,Alistar,50.92%,1141,,Sona,50.76%,993,,Elise,50.74%,408,,Swain,50.73%,1780,,Karma,50.48%,2062,,Lulu,50.42%,2362,,Shen,50.16%,317,,Nami,50.11%,4001,,Blitzcrank,50.05%,1904,,Brand,49.88%,1636,,Rakan,49.72%,1054,,Janna,49.51%,1121,,Shaco,49.40%,496,,TahmKench,49.38%,1201,,Maokai,49.35%,620,,Taric,49.24%,528,,Soraka,49.12%,1810,,Teemo,48.93%,421,,Zilean,48.93%,748,,Milio,48.93%,2612,,Braum,48.55%,1520,,Amumu,46.02%,226,,,,,,,,,
Anivia,mid,75.7%,C,24 / 47,51.4 %,2.2 %,1.4 %,112964,https://dpm.lol/champions/Anivia/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Sylas,55.74%,549,,Malphite,55.40%,722,,Yuumi,54.42%,2532,,Mel,54.24%,2371,,Pantheon,54.21%,2090,,Nautilus,53.54%,5566,,Maokai,53.31%,1058,,Alistar,52.90%,1981,,Neeko,52.76%,1596,,Senna,52.61%,2148,,Ashe,52.47%,566,,Rakan,52.47%,1742,,Taric,52.34%,835,,Karma,52.32%,3576,,Veigar,52.07%,386,,Pyke,51.80%,3492,,Renata,51.74%,605,,Blitzcrank,51.73%,3348,,Lux,51.47%,5825,,Seraphine,51.39%,3102,,Lulu,51.37%,4008,,Elise,51.33%,715,,Thresh,51.14%,5900,,Swain,51.13%,2967,,Poppy,50.84%,1192,,Soraka,50.83%,2760,,Galio,50.82%,368,,Shen,50.81%,492,,Braum,50.76%,2681,,Leona,50.44%,4901,,Rell,50.40%,1492,,Amumu,50.39%,387,,Sona,50.10%,1499,,Nami,49.89%,5993,,Zyra,49.88%,2508,,Zoe,49.78%,464,,Leblanc,49.58%,353,,Janna,49.50%,1812,,Milio,49.50%,4261,,Morgana,49.23%,4292,,Brand,49.08%,2386,,Velkoz,49.06%,1763,,Bard,48.85%,2823,,Shaco,48.43%,861,,Zilean,48.19%,1272,,Xerath,48.17%,1721,,FiddleSticks,48.03%,356,,Teemo,47.21%,824,
Vladimir,mid,58.9%,C,23 / 47,50.5 %,2.9 %,6.1 %,146644,https://dpm.lol/champions/Vladimir/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Ashe,55.36%,793,,Mel,54.75%,3640,,Neeko,54.45%,1978,,Shen,54.17%,635,,Malphite,53.89%,1169,,Rell,52.85%,1928,,Pyke,52.78%,4407,,Zilean,52.63%,1579,,TahmKench,52.57%,2551,,Maokai,52.36%,1272,,Nautilus,52.25%,6921,,Zoe,52.24%,446,,Alistar,51.85%,2382,,Veigar,51.74%,518,,Blitzcrank,51.63%,4013,,Pantheon,51.60%,2715,,Rakan,51.50%,2105,,Sylas,51.41%,638,,Yuumi,51.15%,3492,,Swain,50.88%,4092,,Leona,50.70%,5927,,Lux,50.68%,7914,,Shaco,50.60%,1176,,Morgana,50.38%,6106,,Lulu,50.38%,5578,,Thresh,50.30%,7446,,Bard,50.29%,3243,,Poppy,50.25%,1377,,Seraphine,50.20%,4213,,Karma,50.05%,4679,,Senna,49.67%,2891,,Velkoz,49.46%,2228,,Elise,49.32%,803,,Xerath,48.86%,2063,,Amumu,48.71%,464,,Zyra,48.63%,3165,,Braum,48.61%,3349,,Brand,47.86%,3312,,Teemo,47.80%,998,,Renata,47.72%,788,,Nami,47.66%,8070,,Sona,47.41%,1991,,Soraka,47.11%,3821,,Janna,46.88%,2385,,Taric,45.97%,1129,,Milio,45.78%,5859,,,,,,,,,
Pyke,sup,97.8%,C,24 / 39,48.3 %,6.4 %,18.0 %,324764,https://dpm.lol/champions/Pyke/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Ashe,54.82%,1773,Good Lane,Senna,52.23%,6345,Bad Lane,Xerath,51.98%,5450,Bad Lane,Seraphine,50.60%,9694,Good Lane,Yuumi,50.51%,7978,Average,Karma,50.28%,8675,Good Lane,Mel,49.95%,8096,Bad Lane,Velkoz,49.82%,4942,Bad Lane,Pantheon,49.38%,7926,Average,Rell,49.37%,3992,Good Lane,FiddleSticks,49.32%,1036,Bad Lane,Lux,49.22%,21817,Bad Lane,Neeko,49.08%,5149,Bad Lane,Alistar,49.05%,5892,Good Lane,Zilean,49.02%,3105,Average,Zoe,48.78%,1152,Bad Lane,TahmKench,48.67%,5773,Bad Lane,Lulu,48.54%,9841,Good Lane,Blitzcrank,48.39%,9559,Good Lane,Sylas,48.24%,1590,Average,Veigar,48.05%,1330,Bad Lane,Taric,48.01%,2389,Good Lane,Malphite,48.00%,2871,Bad Lane,Brand,47.90%,7151,Bad Lane,Zyra,47.88%,6406,Bad Lane,Bard,47.80%,7603,Bad Lane,Thresh,47.73%,17933,Good Lane,Rakan,47.72%,5989,Good Lane,Janna,47.50%,4486,Good Lane,Nautilus,47.25%,16056,Good Lane,Nami,47.09%,15066,Average,Poppy,47.08%,5013,Average,Braum,46.94%,7229,Good Lane,Galio,46.87%,1054,Good Lane,Sona,46.79%,3821,Good Lane,Morgana,46.74%,12515,Bad Lane,Swain,46.68%,8733,Bad Lane,Soraka,46.62%,8535,Good Lane,Leona,46.55%,13726,Good Lane,Shen,46.52%,1451,Bad Lane,Milio,45.56%,10641,Good Lane,Elise,45.08%,2194,Average,Shaco,44.99%,2867,Average,Renata,44.62%,1786,Good Lane,Amumu,44.59%,1063,Good Lane,Teemo,44.52%,2554,Good Lane,Leblanc,43.61%,1142,Bad Lane,Maokai,43.60%,4239,Good Lane
Heimerdinger,top,62.8%,C,23 / 50,50.7 %,1.9 %,4.4 %,94034,https://dpm.lol/champions/Heimerdinger/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Sylas,54.97%,342,,Mel,54.80%,2491,,Senna,53.60%,2002,,Renata,53.49%,430,,Thresh,53.16%,4199,,Rell,53.12%,1075,,Lulu,53.05%,2575,,Veigar,53.00%,417,,Nautilus,52.90%,4289,,Poppy,52.84%,933,,Ashe,52.83%,566,,Pyke,52.65%,3039,,Neeko,52.44%,1621,,Elise,52.28%,417,,Zilean,52.13%,917,,Rakan,51.81%,1245,,Pantheon,51.57%,1821,,Bard,51.53%,1727,,Braum,51.45%,1858,,Morgana,51.29%,4367,,Blitzcrank,50.96%,2804,,Malphite,50.84%,954,,Taric,50.57%,704,,TahmKench,50.56%,1798,,Lux,50.07%,6431,,Seraphine,49.87%,3511,,Yuumi,49.80%,1960,,Karma,49.62%,2338,,Shaco,49.58%,708,,Janna,49.46%,1102,,Shen,49.44%,445,,Alistar,49.37%,1345,,Galio,49.23%,325,,Maokai,49.12%,906,,Nami,49.06%,4148,,Amumu,48.95%,286,,Swain,48.94%,2734,,Leona,48.51%,3950,,Velkoz,48.26%,1577,,Xerath,48.08%,1481,,Soraka,47.91%,2110,,Brand,47.75%,2421,,Zyra,47.11%,2320,,Sona,47.09%,1287,,Milio,46.78%,3091,,Teemo,46.57%,1063,,,,,,,,,
