champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_sup_1_name,matchup_sup_1_winrate,matchup_sup_1_games,matchup_sup_1_lane_quality,matchup_sup_2_name,matchup_sup_2_winrate,matchup_sup_2_games,matchup_sup_2_lane_quality,matchup_sup_3_name,matchup_sup_3_winrate,matchup_sup_3_games,matchup_sup_3_lane_quality,matchup_sup_4_name,matchup_sup_4_winrate,matchup_sup_4_games,matchup_sup_4_lane_quality,matchup_sup_5_name,matchup_sup_5_winrate,matchup_sup_5_games,matchup_sup_5_lane_quality,matchup_sup_6_name,matchup_sup_6_winrate,matchup_sup_6_games,matchup_sup_6_lane_quality,matchup_sup_7_name,matchup_sup_7_winrate,matchup_sup_7_games,matchup_sup_7_lane_quality,matchup_sup_8_name,matchup_sup_8_winrate,matchup_sup_8_games,matchup_sup_8_lane_quality,matchup_sup_9_name,matchup_sup_9_winrate,matchup_sup_9_games,matchup_sup_9_lane_quality,matchup_sup_10_name,matchup_sup_10_winrate,matchup_sup_10_games,matchup_sup_10_lane_quality,matchup_sup_11_name,matchup_sup_11_winrate,matchup_sup_11_games,matchup_sup_11_lane_quality,matchup_sup_12_name,matchup_sup_12_winrate,matchup_sup_12_games,matchup_sup_12_lane_quality,matchup_sup_13_name,matchup_sup_13_winrate,matchup_sup_13_games,matchup_sup_13_lane_quality,matchup_sup_14_name,matchup_sup_14_winrate,matchup_sup_14_games,matchup_sup_14_lane_quality,matchup_sup_15_name,matchup_sup_15_winrate,matchup_sup_15_games,matchup_sup_15_lane_quality,matchup_sup_16_name,matchup_sup_16_winrate,matchup_sup_16_games,matchup_sup_16_lane_quality,matchup_sup_17_name,matchup_sup_17_winrate,matchup_sup_17_games,matchup_sup_17_lane_quality,matchup_sup_18_name,matchup_sup_18_winrate,matchup_sup_18_games,matchup_sup_18_lane_quality,matchup_sup_19_name,matchup_sup_19_winrate,matchup_sup_19_games,matchup_sup_19_lane_quality,matchup_sup_20_name,matchup_sup_20_winrate,matchup_sup_20_games,matchup_sup_20_lane_quality,matchup_sup_21_name,matchup_sup_21_winrate,matchup_sup_21_games,matchup_sup_21_lane_quality,matchup_sup_22_name,matchup_sup_22_winrate,matchup_sup_22_games,matchup_sup_22_lane_quality,matchup_sup_23_name,matchup_sup_23_winrate,matchup_sup_23_games,matchup_sup_23_lane_quality,matchup_sup_24_name,matchup_sup_24_winrate,matchup_sup_24_games,matchup_sup_24_lane_quality,matchup_sup_25_name,matchup_sup_25_winrate,matchup_sup_25_games,matchup_sup_25_lane_quality,matchup_sup_26_name,matchup_sup_26_winrate,matchup_sup_26_games,matchup_sup_26_lane_quality,matchup_sup_27_name,matchup_sup_27_winrate,matchup_sup_27_games,matchup_sup_27_lane_quality,matchup_sup_28_name,matchup_sup_28_winrate,matchup_sup_28_games,matchup_sup_28_lane_quality,matchup_sup_29_name,matchup_sup_29_winrate,matchup_sup_29_games,matchup_sup_29_lane_quality,matchup_sup_30_name,matchup_sup_30_winrate,matchup_sup_30_games,matchup_sup_30_lane_quality,matchup_sup_31_name,matchup_sup_31_winrate,matchup_sup_31_games,matchup_sup_31_lane_quality,matchup_sup_32_name,matchup_sup_32_winrate,matchup_sup_32_games,matchup_sup_32_lane_quality,matchup_sup_33_name,matchup_sup_33_winrate,matchup_sup_33_games,matchup_sup_33_lane_quality,matchup_sup_34_name,matchup_sup_34_winrate,matchup_sup_34_games,matchup_sup_34_lane_quality,matchup_sup_35_name,matchup_sup_35_winrate,matchup_sup_35_games,matchup_sup_35_lane_quality,matchup_sup_36_name,matchup_sup_36_winrate,matchup_sup_36_games,matchup_sup_36_lane_quality,matchup_sup_37_name,matchup_sup_37_winrate,matchup_sup_37_games,matchup_sup_37_lane_quality,matchup_sup_38_name,matchup_sup_38_winrate,matchup_sup_38_games,matchup_sup_38_lane_quality,matchup_sup_39_name,matchup_sup_39_winrate,matchup_sup_39_games,matchup_sup_39_lane_quality,matchup_sup_40_name,matchup_sup_40_winrate,matchup_sup_40_games,matchup_sup_40_lane_quality,matchup_sup_41_name,matchup_sup_41_winrate,matchup_sup_41_games,matchup_sup_41_lane_quality,matchup_sup_42_name,matchup_sup_42_winrate,matchup_sup_42_games,matchup_sup_42_lane_quality,matchup_sup_43_name,matchup_sup_43_winrate,matchup_sup_43_games,matchup_sup_43_lane_quality,matchup_sup_44_name,matchup_sup_44_winrate,matchup_sup_44_games,matchup_sup_44_lane_quality,matchup_sup_45_name,matchup_sup_45_winrate,matchup_sup_45_games,matchup_sup_45_lane_quality,matchup_sup_46_name,matchup_sup_46_winrate,matchup_sup_46_games,matchup_sup_46_lane_quality,matchup_sup_47_name,matchup_sup_47_winrate,matchup_sup_47_games,matchup_sup_47_lane_quality,matchup_sup_48_name,matchup_sup_48_winrate,matchup_sup_48_games,matchup_sup_48_lane_quality,matchup_sup_49_name,matchup_sup_49_winrate,matchup_sup_49_games,matchup_sup_49_lane_quality,matchup_sup_50_name,matchup_sup_50_winrate,matchup_sup_50_games,matchup_sup_50_lane_quality
Rek'Sai,jun,82.7%,D,43 / 50,48.9 %,1.2 %,0.5 %,59758,https://dpm.lol/champions/RekSai/build?lane=jungle&tier=all&platform=all&timeframe=15.24,False,FiddleSticks,57.37%,190,,Xerath,52.58%,932,,Neeko,52.56%,879,,Sylas,52.21%,272,,Bard,52.08%,1586,,Ashe,51.66%,302,,Pyke,51.56%,1961,,Mel,51.55%,1224,,Alistar,51.15%,1091,,Shaco,51.14%,528,,Lulu,50.94%,2348,,Yuumi,50.59%,1518,,Senna,50.34%,1160,,Poppy,50.23%,659,,Thresh,49.94%,3256,,Taric,49.88%,415,,Malphite,49.54%,329,,Rakan,49.53%,967,,Nautilus,49.53%,2786,,Braum,49.52%,1450,,Janna,49.06%,1064,,Karma,48.93%,2052,,Pantheon,48.79%,1070,,Rell,48.60%,858,,TahmKench,48.24%,796,,Zyra,48.21%,1230,,Elise,48.13%,482,,Zilean,47.64%,657,,Blitzcrank,47.28%,1766,,Leona,47.28%,2483,,Shen,47.27%,256,,Swain,47.24%,1342,,Amumu,47.21%,197,,Lux,47.16%,2799,,Nami,47.14%,3415,,Soraka,47.02%,1527,,Sona,46.91%,857,,Milio,46.85%,2267,,Seraphine,46.29%,1685,,Morgana,46.24%,2035,,Maokai,46.18%,550,,Velkoz,45.69%,917,,Zoe,45.53%,235,,Brand,45.08%,1098,,Teemo,42.67%,375,,Renata,42.28%,298,,,,,,,,,,,,,,,,,
Hecarim,jun,99.0%,D,46 / 50,48.0 %,2.4 %,1.2 %,120218,https://dpm.lol/champions/Hecarim/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Neeko,53.16%,1676,,Ashe,51.75%,572,,Mel,51.50%,2538,,Rell,51.09%,1509,,Alistar,50.59%,2018,,Rakan,50.57%,1916,,Xerath,49.86%,1733,,Poppy,49.79%,1197,,Pantheon,49.65%,2153,,Yuumi,49.46%,2936,,Malphite,49.29%,846,,Pyke,49.22%,3836,,Senna,49.19%,2342,,Bard,48.62%,2908,,Zoe,48.48%,429,,TahmKench,48.42%,1865,,Velkoz,48.30%,1878,,Lulu,48.22%,4494,,Seraphine,48.16%,3470,,Galio,48.13%,374,,Karma,48.11%,3949,,Shaco,48.01%,1031,,Nautilus,47.94%,5605,,Veigar,47.93%,363,,Janna,47.89%,2345,,Soraka,47.66%,3147,,Elise,47.49%,857,,Leona,47.47%,4820,,Thresh,47.47%,5918,,Swain,47.45%,2900,,Sylas,47.00%,466,,Renata,46.71%,653,,Nami,46.66%,6833,,Lux,46.65%,6452,,Zilean,46.59%,1438,,Milio,46.50%,4746,,Taric,46.46%,919,,Maokai,46.37%,1087,,Blitzcrank,46.35%,3299,,Zyra,46.25%,2599,,Braum,45.72%,2699,,Teemo,45.69%,871,,Sona,45.67%,1767,,Amumu,45.50%,400,,Morgana,45.38%,4401,,FiddleSticks,44.84%,368,,Shen,44.83%,484,,Brand,44.17%,2547,,,,,,,,,
Mel,sup,37.0%,D,38 / 39,46.1 %,4.8 %,48.9 %,240234,https://dpm.lol/champions/Mel/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Neeko,50.96%,4007,Good Lane,Pyke,50.06%,8096,Average,Veigar,49.86%,1083,Bad Lane,Blitzcrank,48.84%,7570,Good Lane,Elise,48.50%,969,Average,Seraphine,48.10%,8793,Good Lane,Lux,47.99%,18872,Bad Lane,Renata,47.68%,1078,Good Lane,Senna,47.52%,5301,Bad Lane,Yuumi,47.45%,5309,Average,Thresh,47.19%,10833,Good Lane,Malphite,47.18%,2427,Bad Lane,Rakan,47.11%,3135,Good Lane,Ashe,46.99%,1460,Good Lane,Swain,46.97%,6932,Bad Lane,Alistar,46.94%,3464,Good Lane,Zoe,46.77%,789,Bad Lane,Morgana,46.74%,11538,Average,Amumu,46.40%,806,Average,Zyra,46.24%,5880,Bad Lane,Bard,45.88%,4374,Average,Lulu,45.76%,7378,Good Lane,Maokai,45.42%,2206,Good Lane,Braum,45.29%,4420,Good Lane,Rell,45.10%,2694,Good Lane,Brand,44.99%,6482,Bad Lane,Pantheon,44.93%,5152,Average,Nautilus,44.74%,10881,Average,Poppy,44.56%,2159,Average,Zilean,44.41%,2164,Average,Galio,44.30%,903,Average,Nami,44.28%,10341,Average,Janna,44.19%,2614,Good Lane,Karma,43.99%,6431,Bad Lane,Teemo,43.95%,1982,Good Lane,Shaco,43.70%,1810,Average,Sylas,43.47%,934,Average,TahmKench,43.41%,4522,Bad Lane,Shen,43.21%,1046,Bad Lane,Xerath,43.20%,4947,Bad Lane,Velkoz,43.15%,4260,Bad Lane,Soraka,43.11%,5669,Average,Leona,43.00%,10535,Bad Lane,Taric,42.58%,1529,Good Lane,Sona,42.45%,3086,Good Lane,Milio,41.98%,7723,Average,,,,,,,,,,,,,,,,
Smolder,mid,11.5%,D,44 / 47,48.3 %,1.3 %,4.6 %,66159,https://dpm.lol/champions/Smolder/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Malzahar,55.41%,222,,Ashe,54.01%,424,,Mel,52.65%,1413,,Alistar,52.54%,1005,,Braum,52.46%,1481,,Nautilus,52.03%,3198,,Renata,51.52%,330,,Poppy,51.18%,678,,Malphite,50.82%,671,,Shen,50.16%,305,,Neeko,49.94%,863,,Blitzcrank,49.70%,1851,,Swain,49.47%,1591,,Thresh,49.38%,3475,,Pyke,48.87%,2173,,FiddleSticks,48.86%,219,,Taric,48.72%,431,,Rakan,48.67%,863,,Lux,48.60%,3747,,Senna,48.56%,1324,,Bard,48.39%,1397,,Zyra,48.38%,1387,,Lulu,48.08%,2136,,Leona,47.90%,2691,,Yuumi,47.74%,1370,,Galio,47.73%,352,,TahmKench,47.72%,1138,,Rell,47.52%,808,,Sylas,47.46%,394,,Velkoz,47.44%,1174,,Elise,47.37%,342,,Morgana,47.30%,2539,,Veigar,47.26%,292,,Pantheon,47.05%,1320,,Zoe,46.96%,247,,Karma,46.85%,1936,,Seraphine,46.74%,1842,,Shaco,46.68%,572,,Milio,46.22%,2352,,Sona,45.72%,864,,Amumu,45.61%,228,,Maokai,45.56%,597,,Teemo,45.47%,552,,Brand,45.18%,1607,,Xerath,45.16%,1178,,Nami,45.16%,3149,,Janna,44.52%,894,,Zilean,44.28%,691,,Soraka,44.18%,1451,,Leblanc,43.12%,218,
Neeko,sup,77.3%,D,39 / 39,47.8 %,3.0 %,1.8 %,153706,https://dpm.lol/champions/Neeko/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Veigar,52.44%,656,Bad Lane,Rakan,51.43%,2234,Good Lane,Rell,51.08%,1752,Good Lane,Zoe,50.94%,585,Bad Lane,Pyke,50.92%,5149,Average,Pantheon,50.85%,2985,Average,Yuumi,50.53%,3566,Average,Senna,49.89%,3091,Bad Lane,Alistar,49.81%,2345,Good Lane,Ashe,49.52%,842,Bad Lane,Braum,49.27%,3136,Good Lane,Lulu,49.07%,5078,Good Lane,Blitzcrank,49.07%,4192,Good Lane,Mel,49.06%,4007,Bad Lane,Thresh,48.93%,7310,Good Lane,Shaco,48.85%,1216,Average,Seraphine,48.64%,5935,Bad Lane,Shen,48.51%,606,Bad Lane,Poppy,48.46%,1593,Average,Elise,48.45%,807,Average,Maokai,48.29%,1344,Good Lane,Malphite,48.26%,1347,Bad Lane,Karma,48.06%,4588,Average,Nautilus,47.77%,6919,Good Lane,Bard,47.75%,3374,Bad Lane,Morgana,47.31%,7282,Bad Lane,Renata,47.14%,753,Good Lane,Leona,47.11%,5960,Good Lane,Soraka,47.08%,3335,Good Lane,Zilean,46.91%,1537,Average,Xerath,46.40%,2774,Bad Lane,Amumu,46.34%,533,Good Lane,Lux,46.18%,11405,Bad Lane,Velkoz,45.94%,2623,Bad Lane,Janna,45.91%,1834,Good Lane,Galio,45.87%,593,Good Lane,FiddleSticks,45.66%,495,Bad Lane,Taric,45.27%,941,Good Lane,Milio,45.19%,4798,Good Lane,Swain,45.12%,4258,Bad Lane,Sona,45.06%,1833,Good Lane,Zyra,45.02%,3787,Bad Lane,Nami,44.95%,6845,Average,Sylas,44.53%,759,Average,Brand,44.35%,3637,Bad Lane,Teemo,42.86%,1204,Good Lane,,,,,,,,,,,,,,,,
