champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_sup_1_name,matchup_sup_1_winrate,matchup_sup_1_games,matchup_sup_1_lane_quality,matchup_sup_2_name,matchup_sup_2_winrate,matchup_sup_2_games,matchup_sup_2_lane_quality,matchup_sup_3_name,matchup_sup_3_winrate,matchup_sup_3_games,matchup_sup_3_lane_quality,matchup_sup_4_name,matchup_sup_4_winrate,matchup_sup_4_games,matchup_sup_4_lane_quality,matchup_sup_5_name,matchup_sup_5_winrate,matchup_sup_5_games,matchup_sup_5_lane_quality,matchup_sup_6_name,matchup_sup_6_winrate,matchup_sup_6_games,matchup_sup_6_lane_quality,matchup_sup_7_name,matchup_sup_7_winrate,matchup_sup_7_games,matchup_sup_7_lane_quality,matchup_sup_8_name,matchup_sup_8_winrate,matchup_sup_8_games,matchup_sup_8_lane_quality,matchup_sup_9_name,matchup_sup_9_winrate,matchup_sup_9_games,matchup_sup_9_lane_quality,matchup_sup_10_name,matchup_sup_10_winrate,matchup_sup_10_games,matchup_sup_10_lane_quality,matchup_sup_11_name,matchup_sup_11_winrate,matchup_sup_11_games,matchup_sup_11_lane_quality,matchup_sup_12_name,matchup_sup_12_winrate,matchup_sup_12_games,matchup_sup_12_lane_quality,matchup_sup_13_name,matchup_sup_13_winrate,matchup_sup_13_games,matchup_sup_13_lane_quality,matchup_sup_14_name,matchup_sup_14_winrate,matchup_sup_14_games,matchup_sup_14_lane_quality,matchup_sup_15_name,matchup_sup_15_winrate,matchup_sup_15_games,matchup_sup_15_lane_quality,matchup_sup_16_name,matchup_sup_16_winrate,matchup_sup_16_games,matchup_sup_16_lane_quality,matchup_sup_17_name,matchup_sup_17_winrate,matchup_sup_17_games,matchup_sup_17_lane_quality,matchup_sup_18_name,matchup_sup_18_winrate,matchup_sup_18_games,matchup_sup_18_lane_quality,matchup_sup_19_name,matchup_sup_19_winrate,matchup_sup_19_games,matchup_sup_19_lane_quality,matchup_sup_20_name,matchup_sup_20_winrate,matchup_sup_20_games,matchup_sup_20_lane_quality,matchup_sup_21_name,matchup_sup_21_winrate,matchup_sup_21_games,matchup_sup_21_lane_quality,matchup_sup_22_name,matchup_sup_22_winrate,matchup_sup_22_games,matchup_sup_22_lane_quality,matchup_sup_23_name,matchup_sup_23_winrate,matchup_sup_23_games,matchup_sup_23_lane_quality,matchup_sup_24_name,matchup_sup_24_winrate,matchup_sup_24_games,matchup_sup_24_lane_quality,matchup_sup_25_name,matchup_sup_25_winrate,matchup_sup_25_games,matchup_sup_25_lane_quality,matchup_sup_26_name,matchup_sup_26_winrate,matchup_sup_26_games,matchup_sup_26_lane_quality,matchup_sup_27_name,matchup_sup_27_winrate,matchup_sup_27_games,matchup_sup_27_lane_quality,matchup_sup_28_name,matchup_sup_28_winrate,matchup_sup_28_games,matchup_sup_28_lane_quality,matchup_sup_29_name,matchup_sup_29_winrate,matchup_sup_29_games,matchup_sup_29_lane_quality,matchup_sup_30_name,matchup_sup_30_winrate,matchup_sup_30_games,matchup_sup_30_lane_quality,matchup_sup_31_name,matchup_sup_31_winrate,matchup_sup_31_games,matchup_sup_31_lane_quality,matchup_sup_32_name,matchup_sup_32_winrate,matchup_sup_32_games,matchup_sup_32_lane_quality,matchup_sup_33_name,matchup_sup_33_winrate,matchup_sup_33_games,matchup_sup_33_lane_quality,matchup_sup_34_name,matchup_sup_34_winrate,matchup_sup_34_games,matchup_sup_34_lane_quality,matchup_sup_35_name,matchup_sup_35_winrate,matchup_sup_35_games,matchup_sup_35_lane_quality,matchup_sup_36_name,matchup_sup_36_winrate,matchup_sup_36_games,matchup_sup_36_lane_quality,matchup_sup_37_name,matchup_sup_37_winrate,matchup_sup_37_games,matchup_sup_37_lane_quality,matchup_sup_38_name,matchup_sup_38_winrate,matchup_sup_38_games,matchup_sup_38_lane_quality,matchup_sup_39_name,matchup_sup_39_winrate,matchup_sup_39_games,matchup_sup_39_lane_quality,matchup_sup_40_name,matchup_sup_40_winrate,matchup_sup_40_games,matchup_sup_40_lane_quality,matchup_sup_41_name,matchup_sup_41_winrate,matchup_sup_41_games,matchup_sup_41_lane_quality,matchup_sup_42_name,matchup_sup_42_winrate,matchup_sup_42_games,matchup_sup_42_lane_quality,matchup_sup_43_name,matchup_sup_43_winrate,matchup_sup_43_games,matchup_sup_43_lane_quality,matchup_sup_44_name,matchup_sup_44_winrate,matchup_sup_44_games,matchup_sup_44_lane_quality,matchup_sup_45_name,matchup_sup_45_winrate,matchup_sup_45_games,matchup_sup_45_lane_quality,matchup_sup_46_name,matchup_sup_46_winrate,matchup_sup_46_games,matchup_sup_46_lane_quality
Malphite,jun,36.1%,S,5 / 51,51.8 %,6.3 %,28.0 %,839783,https://dpm.lol/champions/Malphite/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Ashe,56.60%,4832,,Mel,55.12%,20376,,Yuumi,54.82%,18259,,Pyke,54.69%,27158,,Poppy,54.33%,8242,,Pantheon,54.27%,16233,,Neeko,54.12%,13140,,Alistar,53.72%,13337,,Blitzcrank,53.44%,23190,,Senna,53.42%,17152,,Lulu,53.34%,27866,,Rakan,53.34%,12424,,Nautilus,53.30%,38797,,Veigar,53.23%,3327,,Renata,52.89%,4583,,Elise,52.56%,3611,,Zoe,52.46%,2724,,Thresh,52.20%,39642,,Seraphine,51.99%,28217,,Shen,51.91%,3502,,Braum,51.76%,18084,,Bard,51.49%,15512,,Rell,51.35%,10907,,Lux,51.29%,49521,,Galio,51.07%,2898,,Leona,51.06%,35078,,Amumu,51.04%,2557,,Karma,50.87%,23947,,TahmKench,50.85%,14855,,Sona,50.59%,11088,,Soraka,50.54%,20398,,Maokai,50.42%,8098,,Shaco,50.37%,6414,,Zilean,50.18%,8261,,Nami,50.10%,41209,,Morgana,49.97%,37530,,Xerath,49.89%,13075,,Taric,49.84%,6459,,Janna,49.81%,10986,,Teemo,49.69%,6211,,Zyra,49.53%,19689,,Milio,49.34%,29542,,Brand,48.96%,19768,,Velkoz,48.87%,14006,,Swain,47.56%,22523,,Sylas,46.94%,3707,
Morgana,sup,75.2%,S,4 / 38,51.0 %,8.4 %,28.5 %,1126772,https://dpm.lol/champions/Morgana/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Alistar,54.05%,14275,Good Lane,Nautilus,53.63%,56123,Good Lane,Rakan,53.57%,13906,Good Lane,Neeko,53.25%,20060,Bad Lane,Ashe,53.10%,6838,Bad Lane,Mel,52.98%,32040,Bad Lane,Malphite,52.97%,9918,Average,Pyke,52.94%,34126,Average,Blitzcrank,52.87%,35463,Good Lane,Leona,52.81%,53493,Good Lane,Thresh,52.64%,54122,Good Lane,Galio,52.58%,3819,Good Lane,Maokai,52.40%,10292,Good Lane,Swain,52.09%,33326,Bad Lane,Veigar,52.09%,4840,Bad Lane,TahmKench,51.93%,19698,Bad Lane,Rell,51.80%,13387,Good Lane,Braum,51.74%,21023,Good Lane,Poppy,51.71%,8498,Average,Senna,51.43%,24956,Bad Lane,Seraphine,51.42%,48353,Bad Lane,Bard,51.31%,17835,Bad Lane,Yuumi,51.18%,21551,Average,Lulu,51.14%,31329,Good Lane,Pantheon,51.07%,20642,Average,Taric,50.43%,7444,Good Lane,Shen,50.37%,4193,Bad Lane,Elise,50.29%,3981,Average,Lux,49.71%,97285,Bad Lane,Karma,49.58%,32987,Average,Zilean,49.17%,10284,Average,Soraka,48.71%,26691,Good Lane,Velkoz,48.41%,22238,Bad Lane,Janna,48.35%,12728,Good Lane,Brand,48.35%,31142,Bad Lane,Xerath,48.33%,19206,Bad Lane,Nami,48.09%,53123,Average,Sona,48.00%,15667,Good Lane,Zyra,47.65%,32319,Bad Lane,Shaco,47.06%,7683,Average,Teemo,46.44%,9021,Good Lane,Milio,46.21%,40017,Average,,,,,,,,,,,,,,,,
Teemo,sup,15.5%,S,5 / 38,52.8 %,1.5 %,15.8 %,199480,https://dpm.lol/champions/Teemo/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Veigar,56.75%,874,Bad Lane,Ashe,56.66%,1299,Average,Rell,56.57%,2185,Good Lane,Mel,56.15%,5202,Bad Lane,Neeko,55.86%,3217,Bad Lane,Pyke,55.80%,6525,Average,Renata,55.31%,1101,Good Lane,Zilean,55.21%,1958,Average,Bard,55.05%,3637,Good Lane,Malphite,54.93%,1866,Bad Lane,Zoe,54.75%,727,Bad Lane,Blitzcrank,54.29%,5062,Good Lane,Yuumi,53.96%,4661,Average,Seraphine,53.86%,6964,Bad Lane,Pantheon,53.70%,3907,Average,Braum,53.63%,3606,Good Lane,Morgana,53.60%,9019,Bad Lane,Leona,53.52%,8119,Good Lane,Lux,53.31%,13642,Bad Lane,Shen,53.11%,1045,Bad Lane,Elise,53.06%,784,Average,Senna,52.81%,4321,Bad Lane,Alistar,52.71%,2698,Good Lane,Nautilus,52.59%,8818,Good Lane,Xerath,52.55%,3258,Bad Lane,Rakan,52.40%,2607,Good Lane,Sylas,52.38%,651,Average,Lulu,52.26%,5444,Good Lane,Brand,52.21%,5202,Bad Lane,Thresh,52.21%,8499,Good Lane,Swain,51.71%,5459,Bad Lane,FiddleSticks,51.59%,628,Bad Lane,Poppy,51.45%,1825,Average,Janna,51.35%,2594,Good Lane,Shaco,51.25%,1797,Average,TahmKench,50.83%,3549,Bad Lane,Maokai,50.71%,1972,Good Lane,Velkoz,50.65%,3376,Bad Lane,Karma,50.56%,4569,Average,Zyra,50.09%,4845,Bad Lane,Soraka,50.05%,4781,Good Lane,Galio,49.94%,833,Good Lane,Milio,49.45%,6568,Good Lane,Nami,49.39%,9869,Average,Taric,48.55%,1522,Good Lane,Sona,47.45%,3132,Good Lane
Lux,sup,64.9%,S,3 / 38,50.0 %,11.8 %,14.0 %,1579048,https://dpm.lol/champions/Lux/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Ashe,53.91%,10340,Good Lane,Neeko,53.72%,30495,Average,Rakan,53.26%,20295,Good Lane,Senna,52.84%,35182,Bad Lane,Alistar,52.43%,18752,Good Lane,Veigar,52.26%,7578,Bad Lane,Mel,52.18%,49811,Bad Lane,Hwei,51.51%,4908,Bad Lane,Seraphine,51.22%,74828,Average,Malphite,50.90%,16306,Bad Lane,Rell,50.87%,15828,Good Lane,Galio,50.82%,6257,Good Lane,Yuumi,50.80%,35088,Average,Pyke,50.63%,57740,Average,Renata,50.48%,7361,Good Lane,Morgana,50.30%,97173,Bad Lane,Lulu,50.22%,43505,Good Lane,Nautilus,50.22%,73064,Good Lane,TahmKench,50.21%,28644,Bad Lane,Pantheon,50.15%,32895,Average,Thresh,50.15%,69458,Good Lane,Zilean,49.86%,14369,Average,Swain,49.85%,47737,Bad Lane,Zoe,49.64%,5745,Bad Lane,Shen,49.60%,6913,Bad Lane,Blitzcrank,49.60%,51185,Good Lane,Bard,49.41%,26453,Average,Karma,49.38%,43224,Average,Braum,49.37%,26489,Good Lane,Sylas,49.30%,5304,Average,Amumu,49.27%,4952,Good Lane,Brand,49.06%,46697,Average,Poppy,49.05%,12775,Average,Elise,48.97%,5681,Average,Maokai,48.66%,14220,Good Lane,Sona,48.65%,22405,Good Lane,Velkoz,48.53%,33273,Bad Lane,Janna,48.45%,17582,Good Lane,Taric,48.23%,10603,Good Lane,Shaco,48.19%,12106,Average,Xerath,47.96%,32905,Bad Lane,Zyra,47.89%,43637,Bad Lane,Soraka,47.72%,38123,Good Lane,Nami,47.32%,78334,Average,Milio,47.29%,51927,Average,Teemo,46.71%,13638,Good Lane
Amumu,jun,88.9%,S,7 / 51,53.0 %,5.2 %,4.0 %,696861,https://dpm.lol/champions/Amumu/build?lane=jungle&tier=all&platform=all&timeframe=15.24,True,Mel,56.54%,17895,,Pyke,56.30%,21721,,Blitzcrank,56.25%,18972,,Yuumi,55.97%,14526,,Ashe,55.88%,3849,,Lulu,55.56%,19458,,Neeko,55.37%,10824,,Pantheon,55.34%,13241,,Nautilus,54.94%,31965,,Veigar,54.71%,2800,,Rakan,54.67%,9398,,Malphite,54.60%,6148,,Thresh,54.48%,30897,,Renata,54.36%,3672,,Alistar,54.34%,10136,,Rell,54.31%,8175,,Zoe,54.12%,2162,,Braum,54.05%,14484,,Maokai,53.86%,7015,,TahmKench,53.81%,13071,,Senna,53.40%,14443,,Shen,53.18%,3315,,Elise,53.15%,2685,,Poppy,53.06%,7146,,Seraphine,52.98%,24738,,Leona,52.84%,29665,,Bard,52.73%,12272,,Galio,52.63%,2512,,Lux,51.87%,44087,,Teemo,51.78%,6045,,Karma,51.69%,16786,,Xerath,51.54%,9737,,Zyra,51.41%,17383,,Swain,51.15%,19936,,Janna,51.13%,9221,,Morgana,51.00%,32922,,Soraka,50.91%,16720,,Sona,50.85%,9774,,Taric,50.82%,5893,,Velkoz,50.75%,12541,,Zilean,50.61%,6592,,Sylas,50.49%,2125,,Nami,50.18%,33588,,Brand,50.02%,17870,,Shaco,49.28%,5032,,Milio,49.06%,25879,
