champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_sup_1_name,matchup_sup_1_winrate,matchup_sup_1_games,matchup_sup_1_lane_quality,matchup_sup_2_name,matchup_sup_2_winrate,matchup_sup_2_games,matchup_sup_2_lane_quality,matchup_sup_3_name,matchup_sup_3_winrate,matchup_sup_3_games,matchup_sup_3_lane_quality,matchup_sup_4_name,matchup_sup_4_winrate,matchup_sup_4_games,matchup_sup_4_lane_quality,matchup_sup_5_name,matchup_sup_5_winrate,matchup_sup_5_games,matchup_sup_5_lane_quality,matchup_sup_6_name,matchup_sup_6_winrate,matchup_sup_6_games,matchup_sup_6_lane_quality,matchup_sup_7_name,matchup_sup_7_winrate,matchup_sup_7_games,matchup_sup_7_lane_quality,matchup_sup_8_name,matchup_sup_8_winrate,matchup_sup_8_games,matchup_sup_8_lane_quality,matchup_sup_9_name,matchup_sup_9_winrate,matchup_sup_9_games,matchup_sup_9_lane_quality,matchup_sup_10_name,matchup_sup_10_winrate,matchup_sup_10_games,matchup_sup_10_lane_quality,matchup_sup_11_name,matchup_sup_11_winrate,matchup_sup_11_games,matchup_sup_11_lane_quality,matchup_sup_12_name,matchup_sup_12_winrate,matchup_sup_12_games,matchup_sup_12_lane_quality,matchup_sup_13_name,matchup_sup_13_winrate,matchup_sup_13_games,matchup_sup_13_lane_quality,matchup_sup_14_name,matchup_sup_14_winrate,matchup_sup_14_games,matchup_sup_14_lane_quality,matchup_sup_15_name,matchup_sup_15_winrate,matchup_sup_15_games,matchup_sup_15_lane_quality,matchup_sup_16_name,matchup_sup_16_winrate,matchup_sup_16_games,matchup_sup_16_lane_quality,matchup_sup_17_name,matchup_sup_17_winrate,matchup_sup_17_games,matchup_sup_17_lane_quality,matchup_sup_18_name,matchup_sup_18_winrate,matchup_sup_18_games,matchup_sup_18_lane_quality,matchup_sup_19_name,matchup_sup_19_winrate,matchup_sup_19_games,matchup_sup_19_lane_quality,matchup_sup_20_name,matchup_sup_20_winrate,matchup_sup_20_games,matchup_sup_20_lane_quality,matchup_sup_21_name,matchup_sup_21_winrate,matchup_sup_21_games,matchup_sup_21_lane_quality,matchup_sup_22_name,matchup_sup_22_winrate,matchup_sup_22_games,matchup_sup_22_lane_quality,matchup_sup_23_name,matchup_sup_23_winrate,matchup_sup_23_games,matchup_sup_23_lane_quality,matchup_sup_24_name,matchup_sup_24_winrate,matchup_sup_24_games,matchup_sup_24_lane_quality,matchup_sup_25_name,matchup_sup_25_winrate,matchup_sup_25_games,matchup_sup_25_lane_quality,matchup_sup_26_name,matchup_sup_26_winrate,matchup_sup_26_games,matchup_sup_26_lane_quality,matchup_sup_27_name,matchup_sup_27_winrate,matchup_sup_27_games,matchup_sup_27_lane_quality,matchup_sup_28_name,matchup_sup_28_winrate,matchup_sup_28_games,matchup_sup_28_lane_quality,matchup_sup_29_name,matchup_sup_29_winrate,matchup_sup_29_games,matchup_sup_29_lane_quality,matchup_sup_30_name,matchup_sup_30_winrate,matchup_sup_30_games,matchup_sup_30_lane_quality,matchup_sup_31_name,matchup_sup_31_winrate,matchup_sup_31_games,matchup_sup_31_lane_quality,matchup_sup_32_name,matchup_sup_32_winrate,matchup_sup_32_games,matchup_sup_32_lane_quality,matchup_sup_33_name,matchup_sup_33_winrate,matchup_sup_33_games,matchup_sup_33_lane_quality,matchup_sup_34_name,matchup_sup_34_winrate,matchup_sup_34_games,matchup_sup_34_lane_quality,matchup_sup_35_name,matchup_sup_35_winrate,matchup_sup_35_games,matchup_sup_35_lane_quality,matchup_sup_36_name,matchup_sup_36_winrate,matchup_sup_36_games,matchup_sup_36_lane_quality,matchup_sup_37_name,matchup_sup_37_winrate,matchup_sup_37_games,matchup_sup_37_lane_quality,matchup_sup_38_name,matchup_sup_38_winrate,matchup_sup_38_games,matchup_sup_38_lane_quality,matchup_sup_39_name,matchup_sup_39_winrate,matchup_sup_39_games,matchup_sup_39_lane_quality,matchup_sup_40_name,matchup_sup_40_winrate,matchup_sup_40_games,matchup_sup_40_lane_quality,matchup_sup_41_name,matchup_sup_41_winrate,matchup_sup_41_games,matchup_sup_41_lane_quality,matchup_sup_42_name,matchup_sup_42_winrate,matchup_sup_42_games,matchup_sup_42_lane_quality,matchup_sup_43_name,matchup_sup_43_winrate,matchup_sup_43_games,matchup_sup_43_lane_quality,matchup_sup_44_name,matchup_sup_44_winrate,matchup_sup_44_games,matchup_sup_44_lane_quality,matchup_sup_45_name,matchup_sup_45_winrate,matchup_sup_45_games,matchup_sup_45_lane_quality,matchup_sup_46_name,matchup_sup_46_winrate,matchup_sup_46_games,matchup_sup_46_lane_quality
Garen,top,91.2%,S,7 / 50,51.4 %,8.4 %,5.5 %,1124774,https://dpm.lol/champions/Garen/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Mel,56.14%,28286,,Ashe,54.98%,6171,,Veigar,54.73%,4442,,Neeko,54.61%,17350,,Zoe,53.62%,3728,,Pyke,53.12%,35971,,Yuumi,52.92%,23874,,Blitzcrank,52.50%,30767,,Rakan,52.44%,15249,,Pantheon,52.31%,21688,,Malphite,52.30%,9830,,Alistar,52.25%,16347,,Senna,51.94%,23302,,Seraphine,51.94%,38276,,Xerath,51.91%,17044,,Nautilus,51.85%,50401,,Sylas,51.77%,3919,,Lux,51.77%,69133,,Elise,51.76%,4724,,Rell,51.75%,13287,,Renata,51.71%,6082,,Poppy,51.54%,11403,,Galio,51.52%,3719,,TahmKench,51.27%,19658,,Karma,51.27%,29587,,Thresh,51.22%,50983,,Velkoz,51.00%,19562,,Morgana,50.87%,48565,,Lulu,50.86%,33228,,Shen,50.50%,5428,,Bard,50.37%,20763,,Amumu,50.28%,3423,,Zilean,50.27%,11090,,Leona,50.25%,45522,,Brand,50.22%,27679,,Swain,50.07%,31351,,Braum,49.98%,22722,,Zyra,49.85%,26721,,Teemo,49.74%,7923,,Sona,49.44%,15707,,Maokai,49.43%,10716,,Nami,49.13%,55315,,Soraka,49.08%,27269,,Taric,49.07%,8755,,Janna,49.01%,15320,,Milio,48.13%,38976,
Jinx,adc,99.1%,S,5 / 26,50.9 %,13.4 %,3.7 %,1785993,https://dpm.lol/champions/Jinx/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Ashe,56.02%,11188,,Mel,54.36%,46273,,Pantheon,53.65%,33078,,Rakan,53.54%,24508,,Neeko,53.19%,27927,,Alistar,53.11%,25081,,Yuumi,53.11%,37616,,Galio,52.68%,5964,,Senna,52.45%,37908,,Nautilus,52.32%,79224,,Elise,52.09%,7637,,Lulu,52.05%,53660,,Zoe,51.91%,5829,,Blitzcrank,51.83%,46546,,Pyke,51.81%,54392,,Poppy,51.74%,16667,,Rell,51.70%,21929,,Thresh,51.53%,79347,,Malphite,51.48%,14072,,Braum,51.15%,35044,,Renata,51.04%,10676,,Veigar,50.81%,7069,,Sylas,50.77%,5954,,Maokai,50.59%,17298,,Bard,50.46%,33209,,Karma,50.31%,48837,,Leona,50.17%,71537,,Shen,50.06%,8027,,Seraphine,49.88%,62674,,Amumu,49.82%,5379,,Soraka,49.72%,43353,,Lux,49.67%,109957,,Morgana,49.62%,78522,,Zilean,49.58%,17433,,Shaco,49.49%,12573,,Xerath,49.48%,25562,,Swain,49.45%,49707,,Janna,49.41%,24404,,Sona,49.25%,25725,,Zyra,49.05%,42491,,Teemo,49.02%,13935,,Taric,49.01%,14325,,Velkoz,48.86%,29984,,Brand,48.73%,43039,,Nami,48.24%,90414,,Milio,47.56%,63324,
Sett,top,90.8%,S,5 / 50,52.0 %,7.8 %,4.7 %,935096,https://dpm.lol/champions/Sett/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Ashe,57.27%,5698,,Mel,56.25%,27327,,Neeko,54.82%,16353,,Veigar,54.57%,4268,,Nautilus,53.76%,48148,,Yuumi,53.59%,21828,,Malphite,53.36%,8480,,TahmKench,53.33%,19650,,Alistar,53.30%,15536,,Pyke,53.25%,34032,,Sylas,53.17%,3502,,Rakan,53.11%,14327,,Zoe,53.01%,3324,,Rell,52.86%,13120,,Senna,52.80%,21445,,Blitzcrank,52.61%,28855,,Thresh,52.54%,46709,,Seraphine,52.43%,36856,,Lulu,52.42%,30788,,Galio,52.37%,3645,,Pantheon,52.24%,20625,,Lux,52.03%,65688,,Shen,51.79%,5412,,Braum,51.48%,21556,,Leona,51.47%,43129,,Karma,51.36%,26802,,Amumu,51.36%,3170,,Elise,51.33%,4122,,Maokai,51.10%,10271,,Bard,51.07%,18053,,Velkoz,50.99%,18063,,Swain,50.86%,29557,,Xerath,50.77%,15381,,Renata,50.49%,5767,,Morgana,50.40%,45996,,Zilean,50.40%,9659,,Sona,50.06%,14083,,Janna,49.91%,13297,,Zyra,49.70%,24391,,Shaco,49.60%,7456,,Brand,49.57%,25459,,Soraka,49.50%,24589,,Nami,49.01%,49929,,Teemo,49.00%,6514,,Milio,48.68%,35833,,Taric,48.51%,8443,
Teemo,top,65.2%,S,6 / 50,51.3 %,6.4 %,16.0 %,765070,https://dpm.lol/champions/Teemo/build?lane=top&tier=all&platform=all&timeframe=15.24,True,Ashe,55.42%,4417,,Neeko,55.12%,12003,,Sylas,54.31%,2252,,Pyke,54.08%,24086,,Mel,54.01%,19849,,Zoe,53.73%,2425,,Elise,53.55%,2805,,Senna,52.82%,15696,,Blitzcrank,52.79%,20685,,Yuumi,52.63%,16334,,Alistar,52.33%,9685,,Bard,52.07%,12782,,Rakan,52.01%,9463,,Zilean,51.95%,7087,,Poppy,51.91%,6822,,Lulu,51.79%,19855,,Pantheon,51.60%,13466,,Nautilus,51.57%,32011,,Seraphine,51.52%,27909,,Shen,51.52%,3395,,Morgana,51.46%,35052,,Rell,51.32%,8326,,Thresh,51.30%,31330,,Brand,51.17%,19186,,Velkoz,51.13%,13304,,Lux,51.05%,50844,,Veigar,51.03%,3100,,Galio,50.90%,2654,,Karma,50.88%,17756,,Braum,50.48%,14161,,Leona,50.45%,29791,,Renata,50.39%,3828,,Malphite,50.28%,5446,,Xerath,50.07%,11232,,Janna,49.59%,9235,,Zyra,49.59%,18880,,Soraka,49.59%,18150,,Swain,49.32%,20691,,TahmKench,49.22%,13061,,Maokai,49.13%,6988,,Nami,48.98%,34796,,Shaco,48.77%,5655,,Amumu,48.36%,2293,,Taric,47.76%,5949,,Milio,47.51%,24684,,Sona,47.43%,10987,
Lux,mid,30.6%,S,2 / 47,51.8 %,5.6 %,14.3 %,676169,https://dpm.lol/champions/Lux/build?lane=middle&tier=all&platform=all&timeframe=15.24,True,Ashe,54.92%,3749,,Senna,54.32%,13276,,Mel,54.08%,15357,,Galio,53.89%,2006,,Renata,53.75%,3271,,Neeko,53.62%,9716,,Pantheon,53.49%,11760,,Veigar,53.31%,2881,,Rakan,53.27%,8238,,Alistar,53.23%,8046,,Seraphine,53.16%,22994,,Yuumi,53.10%,13587,,Nautilus,53.10%,27294,,Lulu,53.05%,17995,,Rell,52.71%,6997,,Hwei,52.59%,1934,,Blitzcrank,52.49%,18600,,Thresh,52.43%,28978,,Malphite,52.31%,4819,,Zoe,52.18%,2482,,Karma,52.08%,16788,,Pyke,52.00%,21026,,Elise,51.80%,2668,,TahmKench,51.69%,10555,,Maokai,51.68%,5646,,Bard,51.61%,11829,,Braum,51.37%,11989,,Sona,51.34%,9361,,Shen,51.29%,2780,,Sylas,51.21%,1863,,Leona,51.18%,25450,,Amumu,51.12%,1921,,Shaco,51.04%,4614,,Xerath,50.83%,10544,,Morgana,50.77%,29727,,Swain,50.76%,16668,,Janna,50.57%,8743,,Taric,50.43%,4832,,Soraka,50.25%,15777,,Brand,50.04%,16146,,Zilean,49.98%,6204,,Velkoz,49.75%,12033,,Zyra,49.44%,15620,,Nami,49.08%,32808,,Teemo,48.81%,5165,,Milio,48.58%,22904,
