champion,role,role_play_ratio,tier,rank,winrate,pickrate,banrate,nb_games_analyzed,url,collect_coherente,matchup_sup_1_name,matchup_sup_1_winrate,matchup_sup_1_games,matchup_sup_1_lane_quality,matchup_sup_2_name,matchup_sup_2_winrate,matchup_sup_2_games,matchup_sup_2_lane_quality,matchup_sup_3_name,matchup_sup_3_winrate,matchup_sup_3_games,matchup_sup_3_lane_quality,matchup_sup_4_name,matchup_sup_4_winrate,matchup_sup_4_games,matchup_sup_4_lane_quality,matchup_sup_5_name,matchup_sup_5_winrate,matchup_sup_5_games,matchup_sup_5_lane_quality,matchup_sup_6_name,matchup_sup_6_winrate,matchup_sup_6_games,matchup_sup_6_lane_quality,matchup_sup_7_name,matchup_sup_7_winrate,matchup_sup_7_games,matchup_sup_7_lane_quality,matchup_sup_8_name,matchup_sup_8_winrate,matchup_sup_8_games,matchup_sup_8_lane_quality,matchup_sup_9_name,matchup_sup_9_winrate,matchup_sup_9_games,matchup_sup_9_lane_quality,matchup_sup_10_name,matchup_sup_10_winrate,matchup_sup_10_games,matchup_sup_10_lane_quality,matchup_sup_11_name,matchup_sup_11_winrate,matchup_sup_11_games,matchup_sup_11_lane_quality,matchup_sup_12_name,matchup_sup_12_winrate,matchup_sup_12_games,matchup_sup_12_lane_quality,matchup_sup_13_name,matchup_sup_13_winrate,matchup_sup_13_games,matchup_sup_13_lane_quality,matchup_sup_14_name,matchup_sup_14_winrate,matchup_sup_14_games,matchup_sup_14_lane_quality,matchup_sup_15_name,matchup_sup_15_winrate,matchup_sup_15_games,matchup_sup_15_lane_quality,matchup_sup_16_name,matchup_sup_16_winrate,matchup_sup_16_games,matchup_sup_16_lane_quality,matchup_sup_17_name,matchup_sup_17_winrate,matchup_sup_17_games,matchup_sup_17_lane_quality,matchup_sup_18_name,matchup_sup_18_winrate,matchup_sup_18_games,matchup_sup_18_lane_quality,matchup_sup_19_name,matchup_sup_19_winrate,matchup_sup_19_games,matchup_sup_19_lane_quality,matchup_sup_20_name,matchup_sup_20_winrate,matchup_sup_20_games,matchup_sup_20_lane_quality,matchup_sup_21_name,matchup_sup_21_winrate,matchup_sup_21_games,matchup_sup_21_lane_quality,matchup_sup_22_name,matchup_sup_22_winrate,matchup_sup_22_games,matchup_sup_22_lane_quality,matchup_sup_23_name,matchup_sup_23_winrate,matchup_sup_23_games,matchup_sup_23_lane_quality,matchup_sup_24_name,matchup_sup_24_winrate,matchup_sup_24_games,matchup_sup_24_lane_quality,matchup_sup_25_name,matchup_sup_25_winrate,matchup_sup_25_games,matchup_sup_25_lane_quality,matchup_sup_26_name,matchup_sup_26_winrate,matchup_sup_26_games,matchup_sup_26_lane_quality,matchup_sup_27_name,matchup_sup_27_winrate,matchup_sup_27_games,matchup_sup_27_lane_quality,matchup_sup_28_name,matchup_sup_28_winrate,matchup_sup_28_games,matchup_sup_28_lane_quality,matchup_sup_29_name,matchup_sup_29_winrate,matchup_sup_29_games,matchup_sup_29_lane_quality,matchup_sup_30_name,matchup_sup_30_winrate,matchup_sup_30_games,matchup_sup_30_lane_quality,matchup_sup_31_name,matchup_sup_31_winrate,matchup_sup_31_games,matchup_sup_31_lane_quality,matchup_sup_32_name,matchup_sup_32_winrate,matchup_sup_32_games,matchup_sup_32_lane_quality,matchup_sup_33_name,matchup_sup_33_winrate,matchup_sup_33_games,matchup_sup_33_lane_quality,matchup_sup_34_name,matchup_sup_34_winrate,matchup_sup_34_games,matchup_sup_34_lane_quality,matchup_sup_35_name,matchup_sup_35_winrate,matchup_sup_35_games,matchup_sup_35_lane_quality,matchup_sup_36_name,matchup_sup_36_winrate,matchup_sup_36_games,matchup_sup_36_lane_quality,matchup_sup_37_name,matchup_sup_37_winrate,matchup_sup_37_games,matchup_sup_37_lane_quality,matchup_sup_38_name,matchup_sup_38_winrate,matchup_sup_38_games,matchup_sup_38_lane_quality,matchup_sup_39_name,matchup_sup_39_winrate,matchup_sup_39_games,matchup_sup_39_lane_quality,matchup_sup_40_name,matchup_sup_40_winrate,matchup_sup_40_games,matchup_sup_40_lane_quality,matchup_sup_41_name,matchup_sup_41_winrate,matchup_sup_41_games,matchup_sup_41_lane_quality,matchup_sup_42_name,matchup_sup_42_winrate,matchup_sup_42_games,matchup_sup_42_lane_quality,matchup_sup_43_name,matchup_sup_43_winrate,matchup_sup_43_games,matchup_sup_43_lane_quality,matchup_sup_44_name,matchup_sup_44_winrate,matchup_sup_44_games,matchup_sup_44_lane_quality,matchup_sup_45_name,matchup_sup_45_winrate,matchup_sup_45_games,matchup_sup_45_lane_quality,matchup_sup_46_name,matchup_sup_46_winrate,matchup_sup_46_games,matchup_sup_46_lane_quality
Vel'Koz,mid,24.5%,C,22 / 47,51.6 %,1.2 %,1.7 %,161658,https://dpm.lol/champions/Velkoz/build?lane=middle&tier=all&platform=all&timeframe=15.24,False,Mel,55.22%,3886,,Ashe,54.59%,883,,Lulu,54.42%,4761,,Rell,54.02%,1927,,Nautilus,53.82%,7226,,Senna,53.73%,3268,,TahmKench,53.71%,2666,,Rakan,53.71%,2251,,Yuumi,53.67%,3365,,Neeko,53.59%,2202,,Amumu,53.56%,491,,Galio,53.41%,586,,Shen,53.04%,741,,Alistar,52.93%,2286,,Pantheon,52.70%,2869,,Malphite,52.55%,1079,,Poppy,52.55%,1492,,Renata,52.42%,887,,Braum,52.22%,3518,,Karma,52.00%,4435,,Bard,51.94%,3471,,Thresh,51.93%,7524,,Elise,51.85%,758,,Leona,51.60%,6479,,Veigar,51.59%,661,,Pyke,51.39%,5090,,Lux,51.35%,9711,,Blitzcrank,51.22%,4455,,Zoe,51.11%,540,,Swain,51.03%,4405,,Seraphine,50.59%,5230,,Taric,50.43%,1265,,Zyra,50.38%,3793,,Shaco,50.32%,1107,,Janna,50.08%,2510,,Soraka,49.82%,3928,,Sona,49.72%,2462,,Zilean,49.70%,1656,,Nami,49.56%,8699,,Maokai,49.36%,1477,,Morgana,49.26%,6608,,Brand,49.22%,3907,,Milio,48.43%,5932,,Xerath,47.85%,2439,,Teemo,47.14%,1222,,Sylas,46.79%,530,
Karma,sup,92.8%,C,21 / 38,50.1 %,5.8 %,2.9 %,781211,https://dpm.lol/champions/Karma/build?lane=utility&tier=all&platform=all&timeframe=15.24,True,Mel,55.48%,16672,Bad Lane,Ashe,55.08%,4052,Good Lane,Veigar,53.30%,2242,Bad Lane,Neeko,52.57%,11732,Average,Pantheon,52.29%,11994,Average,Alistar,52.03%,10380,Good Lane,Shen,51.79%,2632,Average,Zoe,51.75%,2835,Bad Lane,Malphite,51.56%,3935,Bad Lane,Xerath,51.41%,11684,Bad Lane,Rell,51.20%,8965,Good Lane,Elise,51.13%,4557,Average,Renata,50.95%,4334,Good Lane,Senna,50.88%,15950,Bad Lane,Swain,50.77%,17263,Bad Lane,Lux,50.59%,41333,Bad Lane,Morgana,50.36%,31488,Bad Lane,Lulu,50.29%,32586,Good Lane,Sylas,50.20%,2727,Average,Thresh,50.18%,37155,Good Lane,Pyke,50.13%,22097,Average,TahmKench,50.01%,9741,Bad Lane,Seraphine,49.90%,24113,Bad Lane,Bard,49.88%,18907,Bad Lane,Velkoz,49.83%,12513,Bad Lane,Brand,49.83%,15201,Average,Taric,49.79%,5053,Good Lane,Leona,49.79%,25529,Good Lane,Yuumi,49.73%,15970,Average,Poppy,49.65%,6101,Average,Braum,49.60%,15786,Good Lane,Shaco,49.44%,5358,Average,Blitzcrank,49.39%,18577,Good Lane,Nautilus,49.38%,32669,Good Lane,Teemo,49.32%,4422,Good Lane,Zilean,49.16%,8911,Average,Maokai,49.06%,6197,Good Lane,Janna,48.93%,14449,Good Lane,FiddleSticks,48.34%,2205,Bad Lane,Milio,48.32%,35930,Good Lane,Soraka,48.31%,20637,Good Lane,Zyra,48.04%,18325,Bad Lane,Nami,47.83%,55105,Average,Sona,47.42%,12523,Good Lane,,,,,,,,
Kog'Maw,adc,86.9%,C,12 / 26,52.0 %,1.7 %,0.6 %,221703,https://dpm.lol/champions/KogMaw/build?lane=bottom&tier=all&platform=all&timeframe=15.24,False,Ashe,60.21%,1307,,Mel,56.42%,5094,,Neeko,55.34%,3200,,Zoe,55.20%,741,,Nautilus,54.33%,10159,,Swain,54.02%,5907,,Yuumi,53.54%,4580,,Poppy,53.46%,1996,,Thresh,53.30%,9711,,Elise,53.25%,939,,Malphite,53.22%,1597,,TahmKench,53.16%,4214,,Pyke,53.10%,6427,,Lulu,52.71%,7029,,Alistar,52.71%,3123,,Pantheon,52.66%,3885,,Lux,52.02%,12270,,Blitzcrank,51.96%,5779,,Rell,51.90%,2707,,Seraphine,51.85%,7173,,Sylas,51.81%,689,,Zilean,51.80%,2108,,Shen,51.79%,1060,,Maokai,51.76%,2071,,Galio,51.55%,677,,Rakan,51.55%,2873,,Bard,51.53%,4227,,Karma,51.39%,6058,,Amumu,51.18%,678,,Renata,51.12%,1299,,Braum,51.09%,4361,,Morgana,50.92%,8488,,Shaco,50.83%,1450,,Teemo,50.56%,1513,,Taric,50.55%,1834,,Leona,50.54%,8746,,Veigar,50.00%,778,,Xerath,49.76%,2914,,Nami,49.43%,11645,,Brand,49.15%,4824,,Zyra,49.12%,4963,,Janna,49.07%,3120,,Soraka,48.99%,5413,,Milio,48.74%,8426,,Sona,48.58%,3201,,Velkoz,47.87%,3470,
Ziggs,adc,59.3%,C,13 / 26,51.8 %,2.1 %,1.1 %,277761,https://dpm.lol/champions/Ziggs/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Mel,57.52%,6851,,Neeko,55.52%,4409,,Ashe,55.08%,1721,,Veigar,53.70%,1028,,Lulu,53.50%,7990,,Senna,53.50%,5428,,Braum,53.50%,5135,,Elise,53.47%,1367,,Seraphine,53.36%,9713,,Renata,53.27%,1314,,Lux,53.26%,16537,,Malphite,53.21%,1979,,Yuumi,53.03%,5291,,Thresh,52.83%,12042,,Nautilus,52.56%,11896,,Zilean,52.47%,2708,,Blitzcrank,52.13%,7439,,Zoe,52.07%,1037,,Alistar,51.91%,3986,,Morgana,51.85%,11491,,Xerath,51.62%,4432,,Rakan,51.58%,3771,,Pantheon,51.29%,4802,,Milio,50.93%,9222,,Pyke,50.93%,8394,,Zyra,50.86%,6642,,Rell,50.85%,3412,,Brand,50.65%,6432,,Velkoz,50.47%,4922,,Swain,50.36%,7140,,Nami,50.21%,13458,,Leona,50.18%,11001,,Soraka,49.90%,6264,,Bard,49.48%,5178,,TahmKench,49.13%,4160,,Sona,48.95%,3847,,Shaco,48.94%,1880,,Sylas,48.84%,950,,Teemo,48.73%,2130,,Amumu,48.63%,800,,Janna,48.53%,3540,,Taric,48.45%,1930,,Maokai,48.32%,2587,,Poppy,48.04%,2623,,Shen,47.69%,1103,,Galio,45.13%,1212,
Tristana,adc,92.3%,C,14 / 26,49.4 %,7.8 %,4.1 %,1047176,https://dpm.lol/champions/Tristana/build?lane=bottom&tier=all&platform=all&timeframe=15.24,True,Ashe,55.35%,6347,,Yuumi,53.75%,23221,,Zoe,53.30%,3300,,Mel,52.94%,24629,,Senna,52.03%,21140,,Sylas,51.90%,3177,,Neeko,51.87%,15232,,Pyke,51.74%,32132,,Karma,50.61%,27018,,Rell,50.49%,12375,,Blitzcrank,50.48%,26997,,Bard,50.45%,19056,,Zilean,50.05%,10053,,Nautilus,49.99%,44124,,Pantheon,49.87%,18903,,Galio,49.65%,3319,,Alistar,49.64%,15618,,Thresh,49.55%,45496,,Lulu,49.44%,30634,,TahmKench,49.36%,17525,,Lux,49.27%,62473,,Xerath,49.27%,14541,,Rakan,49.27%,13693,,Renata,49.03%,5768,,Elise,48.96%,4573,,Amumu,48.76%,3265,,Veigar,48.70%,3920,,Maokai,48.55%,9940,,Morgana,48.52%,44083,,Braum,48.46%,20797,,Leona,48.43%,41076,,Soraka,48.31%,25184,,Velkoz,48.28%,17242,,Swain,47.93%,26831,,Zyra,47.62%,23517,,Poppy,47.62%,13044,,Malphite,47.59%,7949,,Janna,47.57%,15357,,Sona,47.38%,14623,,Milio,47.11%,35358,,Shaco,46.95%,7286,,Nami,46.84%,50364,,Shen,46.69%,4508,,Brand,45.95%,24033,,Taric,44.64%,8408,,Teemo,44.10%,7837,
